50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0aac1600-95b3-464a-b88c-6fe2e55c631e,1,,,,3890367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 15}, {'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 8323, 'name': 'Gideon Jung'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 40}, {'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2b48ce2c-8885-473a-a351-9536b39079e8,2,,,,3890367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 38}, {'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,65dc4ff5-4d1e-411b-9727-f99e2d8837e9,3,,,,3890367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['5298af21-e3f7-4fb3-b6ce-b3be01b54cf3'],0,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5298af21-e3f7-4fb3-b6ce-b3be01b54cf3,4,,,,3890367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['65dc4ff5-4d1e-411b-9727-f99e2d8837e9'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8a271e1a-bb70-4d0c-9b15-5c3e8ba878e6,1753,,,,3890367,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,108,Borussia Dortmund,180,['21ccbf17-27e2-4625-a89b-38ba0b391d76'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,21ccbf17-27e2-4625-a89b-38ba0b391d76,1754,,,,3890367,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,108,Borussia Dortmund,180,['8a271e1a-bb70-4d0c-9b15-5c3e8ba878e6'],0,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.542754,,,,,,,,,,,,,,,e9fad758-98e3-48f7-954d-aedd78aaf18f,5,,,"[61.0, 40.1]",3890367,0,,,,,1.5707964,,Right Foot,,,,"[61.0, 43.8]",,Ground Pass,,3.7,,,,,Pierre-Michel Lasogga,8895.0,,,,,Kick Off,1,From Kick Off,Lewis Harry Holtby,8891.0,Center Attacking Midfield,2,Hamburger SV,171,['61525b29-5e33-4ab3-90da-9d3b1d082f5e'],0,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.639,Pass,
,,,,,,,,,,,,,,,,1.862595,,,,,,,,,,,,,,,b176a13c-71fc-41b0-b8a0-e3e97c99f61a,8,,,"[61.0, 44.0]",3890367,0,,,,,2.977235,,Right Foot,,,,"[40.5, 47.4]",,Ground Pass,,20.780039,,,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,,1,From Kick Off,Pierre-Michel Lasogga,8895.0,Center Forward,2,Hamburger SV,171,['cbef8851-0b72-44de-8cc2-601f50e1f824'],1,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:01.221,Pass,
,,,,,,,,,,,,,,,,3.004745,,,,,,,,,,,,,,,f7f611e8-a618-45da-9d7c-1479dc627cbe,11,,,"[40.5, 47.4]",3890367,0,,,,,-0.63388604,,Right Foot,,,,"[82.4, 16.6]",,High Pass,,52.002403,,,Incomplete,,Ivo Iličević,24740.0,,,,,,1,From Kick Off,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,2,Hamburger SV,171,"['93897e26-d542-4094-9ca6-64c5ad21a302', 'd3d9ce45-7220-4f5b-8dd3-72639216553d']",3,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:03.124,Pass,
,,,,,,,,,,,,,,,,0.836932,,,,,,,,,,,,,,,93897e26-d542-4094-9ca6-64c5ad21a302,14,,,"[37.7, 63.5]",3890367,0,,,,True,-0.09295171,,,,,,"[49.5, 62.4]",,Low Pass,,11.85116,,,,,Henrikh Mkhitaryan,3275.0,,,,,Recovery,1,From Kick Off,Matthias Ginter,8808.0,Right Back,2,Hamburger SV,171,"['1bf2c353-a495-4d83-b3cf-39a2e54b9287', 'f3d7fc6b-2a97-436a-a305-adbcfe9362f4', 'f7f611e8-a618-45da-9d7c-1479dc627cbe']",6,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:06.129,Pass,True
