50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.373465,,,,,,,,,,,,,,bd2d3ccc-513a-4ffe-aade-4a3b2f510343,20,,"[66.3, 77.3]",3890296,0,,,,-2.929635,,Right Foot,,,"[50.5, 73.9]",,Ground Pass,,16.161682,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,1,From Kick Off,Douglas Costa de Souza,5837.0,Left Wing,2,Bayern Munich,169,['976ff52f-2535-4c95-92f2-26cdea0fae84'],11,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:11.661,Pass,
,,,,,,,,,,,,,,,0.906567,,,,,,,,,,,,,,29afe07c-ce21-41a8-9fcf-73815aa547ab,23,,"[51.1, 73.9]",3890296,0,,,,-2.5779755,,Right Foot,,,"[38.6, 66.0]",,Ground Pass,,14.787157,,,,Jérôme Boateng,5578.0,,,,,,1,From Kick Off,Márcio Rafael Ferreira de Souza,8209.0,Right Back,2,Bayern Munich,169,['9a848bf5-a7a5-4ea2-bade-f3a75a29f566'],14,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:14.329,Pass,
,,,,,,,,,,,,,,,1.355429,,,,,,,,,,,,,,0116c3a1-ca1b-43c0-9c4d-42eb98f70f8e,26,,"[37.1, 63.9]",3890296,0,,,,-1.548902,,Left Foot,,,"[37.7, 36.5]",,Ground Pass,,27.406569,,,,David Olatukunbo Alaba,8220.0,,,,,,1,From Kick Off,Jérôme Boateng,5578.0,Right Center Back,2,Bayern Munich,169,['984a7ac8-29d0-489c-81e6-16105c7a93f5'],16,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:16.610,Pass,
,,,,,,,,,,,,,,,0.8181,,,,,,,,,,,,,,f1184925-6138-459c-bb80-e2e7e2dd767d,30,,"[54.2, 24.5]",3890296,0,,,,-0.10598436,,Left Foot,,,"[68.3, 23.0]",,Ground Pass,,14.179563,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Left Center Back,2,Bayern Munich,169,"['ecd95cda-7428-4b0c-b885-06521187cebc', 'fa89c58d-8104-4dfb-a6b6-89001027a867']",20,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:20.440,Pass,True
,,,,,,,,,,,,,,,1.142103,,,,,,,,,,,,,,4d2d564c-ec0e-4420-9595-cca0c841a92d,33,,"[69.4, 23.7]",3890296,0,,,,2.5636907,,Right Foot,,,"[62.5, 28.2]",,Ground Pass,,8.237719,,,,David Olatukunbo Alaba,8220.0,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,2,Bayern Munich,169,"['531ac543-8db9-4992-be24-0683b25fddb7', 'e7a9f8b6-026c-4fcb-80c0-8ba957157452']",21,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:21.258,Pass,True
,,,,,,,,,,,,,,,0.658256,,,,,,,,,,,,,,291fd9b6-c840-4701-93f2-1a32b454a851,37,,"[63.6, 29.2]",3890296,0,,,,1.8632393,,Left Foot,,,"[60.8, 38.5]",,Ground Pass,,9.712363,,,,Joshua Kimmich,5579.0,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Left Center Back,2,Bayern Munich,169,"['368be815-5139-4355-82ca-aa5f8c24ba24', '73cf5620-d65c-4eb2-b4c4-053a40bce0e4']",22,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:22.951,Pass,True
,,,,,,,,,,,,,,,1.530778,,,,,,,,,,,,,,2d74ce67-1677-48d6-8535-b30d66689f58,41,,"[59.8, 36.9]",3890296,0,,,,1.2227598,,Right Foot,,,"[71.7, 69.7]",,Ground Pass,,34.891975,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,1,From Kick Off,Joshua Kimmich,5579.0,Center Defensive Midfield,2,Bayern Munich,169,"['85d3ad7d-6083-49a2-84ed-803d59082ee2', '95d36006-fbb0-4397-a043-cd0ba18a52bf']",24,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:24.930,Pass,True
,,,,,,,,,,,,,,,1.144877,,,,,,,,,,,,,,16e3a4e5-bfd6-407b-87ab-6990a6965b43,44,,"[74.2, 70.4]",3890296,0,,,,0.67267054,,Right Foot,,,"[86.0, 79.8]",,Ground Pass,,15.086418,,,,Douglas Costa de Souza,5837.0,,,,,,1,From Kick Off,Márcio Rafael Ferreira de Souza,8209.0,Right Back,2,Bayern Munich,169,['3fcc3a81-51ec-458f-b40f-81c5a40006d5'],27,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:27.896,Pass,
,,,,,,,,,,,,,,,1.409724,,,,,,,,,,,,,,9b71bf16-db60-4334-9569-004230b8b1af,48,,"[84.6, 77.6]",3890296,0,,,,-2.1701975,,Right Foot,,,"[69.5, 55.5]",,Ground Pass,,26.766024,,,,Joshua Kimmich,5579.0,,,,,,1,From Kick Off,Douglas Costa de Souza,5837.0,Left Wing,2,Bayern Munich,169,"['30fa94ad-3d79-4e89-a948-7b2c99121b42', '8a7c9b7b-71cf-4bac-84cf-5361e89562c1']",30,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:30.486,Pass,True
,,,,,,,,,,,,,,,1.308936,,,,,,,,,,,,,,a4dcc6b7-b36a-49cc-bd3b-828d66c6c44d,51,,"[73.8, 56.7]",3890296,0,,,,-1.5884001,,Right Foot,,,"[73.3, 28.3]",,Ground Pass,,28.404402,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Kick Off,Joshua Kimmich,5579.0,Center Defensive Midfield,2,Bayern Munich,169,['399044bf-e2b4-4978-8695-31358fb164b8'],33,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:33.020,Pass,
,,,,,,,,,,,,,,,1.20647,,,,,,,,,,,,,,2351f917-5eb4-4b94-8a57-55f7ec371891,55,,"[68.7, 27.8]",3890296,0,,,,-0.9023004,,Right Foot,,,"[81.1, 12.1]",,Ground Pass,,20.006248,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,2,Bayern Munich,169,['17a63daa-6428-400d-9f25-812e29c1df70'],36,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:36.581,Pass,
,,,,,,,,,,,,,,,2.071211,,,,,,,,,,,,,,28e7fc35-89ea-4b24-ba5a-ff7e1b0cb996,59,,"[77.0, 16.7]",3890296,0,,,,3.1071236,,Left Foot,,,"[62.5, 17.2]",,Ground Pass,,14.508618,,,,David Olatukunbo Alaba,8220.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Bayern Munich,169,"['986104c0-5fab-49a4-8b68-b0e1f029efe6', 'af6a7b5d-33bb-4e68-811a-85c81ed7790c']",39,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:39.039,Pass,True
,,,,,,,,,,,,,,,1.513208,,,,,,,,,,,,,,a95a95f4-1adb-47d8-acef-5c63c8e4749a,62,,"[63.2, 16.3]",3890296,0,,,,-0.46911204,,Left Foot,,,"[85.1, 5.2]",,Low Pass,,24.552393,,,,Douglas Costa de Souza,5837.0,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Left Center Back,2,Bayern Munich,169,['d888f640-49c4-4c28-9277-597839b1d2b8'],41,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:41.110,Pass,
,,,,,,,,,,,,,,,2.406156,,,,,,,,,,,,,,60cdf218-0c65-428f-a70d-79da94a074e6,65,,"[85.2, 3.6]",3890296,0,,,True,1.6573145,,,,,"[83.5, 23.2]",,High Pass,,19.673586,,Incomplete,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,1,From Kick Off,Douglas Costa de Souza,5837.0,Left Wing,2,Bayern Munich,169,"['30565b44-20ce-437d-9051-3f099914de74', '46e07224-072a-402a-a003-8a6997e19082', '8d361c67-e6f0-4f31-a19e-2200d4e16ad4']",42,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:42.623,Pass,True
,,,,,,,,,,,,,,,0.97374,,,,,,,,,,,,,,46e07224-072a-402a-a003-8a6997e19082,67,,"[36.6, 56.9]",3890296,0,,,,1.5529411,,Head,,,"[36.7, 62.5]",,High Pass,,5.600893,,,,Peter Niemeyer,40467.0,,,,,Recovery,1,From Kick Off,Jérôme Gondorf,8388.0,Left Defensive Midfield,2,Bayern Munich,169,"['35bdc825-bd6d-477d-9740-a932d1071eb4', '60cdf218-0c65-428f-a70d-79da94a074e6']",45,,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:45.029,Pass,
,,,,,,,,,,,,,,,1.243372,,,,,,,,,,,,,,d175b62c-0c63-462c-a83f-d4ae72884129,72,,"[81.0, 21.7]",3890296,0,,,,2.6238108,,Right Foot,,,"[73.1, 26.2]",,Ground Pass,,9.091755,,,,Joshua Kimmich,5579.0,,,,,Recovery,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,2,Bayern Munich,169,"['733c69de-826a-4fdb-a284-cad9a3bb80ed', '86f3093e-f023-4775-ba64-bf825eaa8d20']",47,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:47.666,Pass,True
,,,,,,,,,,,,,,,1.795502,,,,,,,,,,,,,,7c46cd8d-fc2b-4458-86ed-16e690863623,76,,"[78.3, 38.5]",3890296,0,,,,1.2436982,,Right Foot,,,"[89.7, 72.1]",,Ground Pass,,35.481262,,,,Kingsley Coman,8217.0,,,,,,1,From Kick Off,Joshua Kimmich,5579.0,Center Defensive Midfield,2,Bayern Munich,169,['c2160b3f-08a8-4db3-a72a-7ddda98d97f4'],51,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:51.351,Pass,
,,,,,,,,,,,,,,,1.105639,,,,,,,,,,,,,,b9db559c-aabc-4eb8-a33c-88b266511847,79,,"[90.3, 58.2]",3890296,0,,,,-1.3724582,,Left Foot,,,"[94.4, 37.8]",,Ground Pass,,20.807932,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Kick Off,Kingsley Coman,8217.0,Right Wing,2,Bayern Munich,169,['d8a2c6bc-38c9-47b6-bea2-5836cdede3b5'],58,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:58.486,Pass,
,,,,,,,,,,,,,,,1.917063,,,,,,,,,,,,,,ad8ca55f-4b03-4027-9485-19fdedfd835f,82,,"[93.0, 36.4]",3890296,1,,,,1.6385775,,Right Foot,,,"[90.4, 74.7]",,Ground Pass,,38.38815,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,2,Bayern Munich,169,['9df8c268-1dcf-4556-9925-fda2e921f70e'],0,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:00.830,Pass,
,,,,,,,,,,,,,,,1.555504,,,,,,,,,,,,,,1054f383-9acf-4f98-9eb6-9f2a1da8bd60,85,,"[97.8, 66.6]",3890296,1,,,,-0.38237903,,Right Foot,,,"[116.2, 59.2]",,Ground Pass,,19.832296,,Incomplete,,Kingsley Coman,8217.0,,,,,,1,From Kick Off,Márcio Rafael Ferreira de Souza,8209.0,Right Back,2,Bayern Munich,169,"['814e3452-ea7c-4d0b-9b47-04bfd96b25d3', 'fb87f807-106d-4870-ace6-69afc7787b48']",4,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:04.651,Pass,
,,,,,,,,,,,,,,,2.787311,,,,,,,,,,,,,,40db0505-545c-4525-a873-624bca432f20,90,,"[2.2, 9.9]",3890296,1,,,,-0.053626467,,Left Foot,,,"[52.5, 7.2]",,High Pass,,50.372414,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,1,Regular Play,Luca Caldirola,9404.0,Left Center Back,3,Darmstadt 98,872,"['3a7a92b8-7fd1-48ae-83a0-e70e1915b08c', '970b674b-7172-464b-bbfc-6d768b890e61']",7,,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:07.902,Pass,
,,,,,,,,,,,,,,,1.439145,,,,,,,,,,,,,,072c3f5a-6211-4158-ac13-bac62043fd41,94,,"[47.5, 0.1]",3890296,1,,,,0.29308456,,,,,"[64.4, 5.2]",,High Pass,,17.652761,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,Throw-in,1,From Throw In,Fabian Holland,9222.0,Left Back,4,Darmstadt 98,872,"['0d7f424b-ecc9-47a4-bdfd-36ce8d250403', '3380cec8-812e-402f-9af8-b44224b468de']",27,,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:27.115,Pass,
,,,,,,,,,,,,,,,1.286693,,,,,,,,,,,,,,40204cee-33f1-45d3-b8d6-0409d784a392,98,,"[70.6, 0.1]",3890296,1,True,,,0.32175055,,,,,"[82.9, 4.2]",,High Pass,,12.965339,,,,Dominik Stroh-Engel,40481.0,,,,,Throw-in,1,From Throw In,Fabian Holland,9222.0,Left Back,5,Darmstadt 98,872,['2bbca321-d23f-4a04-88fd-cad33451f893'],42,,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:42.710,Pass,
,,,,,,,,,,,,,,,2.062067,,,,,,,,,,,,,,6a96c5a1-d448-4683-8415-19aa0f8b6085,101,,"[82.9, 4.2]",3890296,1,,,True,0.73730695,,,,,"[92.7, 13.1]",,Low Pass,,13.238202,,Incomplete,,Tobias Kempe,9219.0,,,,,,1,From Throw In,Dominik Stroh-Engel,40481.0,Center Forward,5,Darmstadt 98,872,"['1bec1140-910b-4d27-873b-e2ce886e92e2', '77beb731-c4ec-4b4c-9d42-34276b02dbdc', '9b5158fd-ea4f-4a8e-99a3-a067790d0197']",44,,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:44.073,Pass,True
,,,,,,,,,,,,,,,2.454035,,,,,,,,,,,,,,1bec1140-910b-4d27-873b-e2ce886e92e2,103,,"[27.4, 67.0]",3890296,1,,,,-2.331569,,Left Foot,,,"[7.6, 46.2]",,Ground Pass,,28.717241,,,,Manuel Neuer,5570.0,,,,,Recovery,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Center Back,6,Bayern Munich,169,"['6a96c5a1-d448-4683-8415-19aa0f8b6085', '793eb88d-7a82-4094-a4c5-f58df51e330f']",46,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:46.135,Pass,
,,,,,,,,,,,,,,,1.99743,,,,,,,,,,,,,,d1660b83-34d5-4c8d-8a71-bed374a22e7c,106,,"[7.2, 46.2]",3890296,1,,,,-0.98681784,,Right Foot,,,"[22.4, 23.2]",,Ground Pass,,27.568823,,,,Juan Bernat Velasco,15651.0,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,6,Bayern Munich,169,['97e72799-3ae6-41ab-8d06-053a7d294b0c'],50,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:50.264,Pass,
,,,,,,,,,,,,,,,1.321496,,,,,,,,,,,,,,39bcebfa-c63f-4be9-bac1-17428573894e,109,,"[34.0, 12.5]",3890296,1,,,,1.7775875,,Left Foot,,,"[31.0, 26.8]",,Ground Pass,,14.611297,,,,David Olatukunbo Alaba,8220.0,,,,,,1,Regular Play,Juan Bernat Velasco,15651.0,Left Back,6,Bayern Munich,169,['45fdf562-d237-4891-9d36-71c43ad6e8d8'],55,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:55.789,Pass,
,,,,,,,,,,,,,,,1.08251,,,,,,,,,,,,,,d56efb0f-0846-4f59-96fb-0c77663a2569,112,,"[49.5, 28.6]",3890296,2,,,,1.3684747,,Left Foot,,,"[51.9, 40.3]",,Ground Pass,,11.943618,,,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Center Back,6,Bayern Munich,169,['22544240-371a-4fbc-bcd8-ee9720b6d703'],0,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:00.210,Pass,
,,,,,,,,,,,,,,,1.96317,,,,,,,,,,,,,,ed9a3463-496f-4dd1-8ba2-e71615c59652,115,,"[54.2, 42.1]",3890296,2,,,,-1.5707964,,Right Foot,,,"[54.2, 23.1]",,Ground Pass,,19.0,,,,David Olatukunbo Alaba,8220.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Center Defensive Midfield,6,Bayern Munich,169,['43e3cdd5-49bc-4cfe-b1fd-5db59b5603c5'],4,,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:04.258,Pass,
