50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.603637,,,,,,,,,,,,,,74fa7509-8765-4a8b-9c70-43b97af469e6,37,,"[60.4, 59.6]",3890303,0,,,,0.101215445,,Left Foot,,,"[73.2, 60.9]",,Ground Pass,,12.865847,,,Timo Werner,5557.0,,,,,Recovery,1,From Throw In,Christian Gentner,8959.0,Left Defensive Midfield,3,VfB Stuttgart,174,['c2a9c4a4-bc97-42b7-b0ce-7d0e8700b9eb'],40,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:40.140,Pass,
,,,,,,,,,,,,,,,,,,,1.210627,,,,,,,,,,,,,,3de8f1ac-fe6a-4308-be9b-80ab64a4d3d7,43,,"[112.4, 58.8]",3890303,0,,,,-1.6694846,,Right Foot,True,,"[110.4, 38.6]",,Ground Pass,,20.298769,Incomplete,,Filip Kostić,5591.0,,,,,,1,From Throw In,Daniel Ginczek,9409.0,Left Center Forward,3,VfB Stuttgart,174,"['3fa3bc70-4bbf-4569-8643-beda516d489b', 'b7979045-1170-40bc-baaa-699a741821db']",44,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:44.690,Pass,
,,,,,,,,,,,,,,,,,,,1.250393,,,,,,,,,,,,,,1dce6054-3848-4cab-b365-2ec8f2c92c50,48,,"[22.1, 24.3]",3890303,0,,,,-0.81683433,,Left Foot,,,"[37.5, 7.9]",,Ground Pass,,22.49711,,,Max Meyer,8508.0,,,,,,1,Regular Play,Dennis Aogo,8958.0,Left Back,4,Schalke 04,181,['46233ce4-3421-4e25-81b7-c4eb15735c4c'],48,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:48.837,Pass,
,,,,,,,,,,,,,,,,,,,1.116,,,,,,,,,,,,,,b4050201-89ee-470a-82f6-15997f35af95,52,,"[43.5, 6.4]",3890303,0,,,,0.20387845,,Left Foot,,,"[67.2, 11.3]",,Ground Pass,,24.20124,,,Klaas-Jan Huntelaar,8060.0,,,,,,1,Regular Play,Max Meyer,8508.0,Left Midfield,4,Schalke 04,181,"['30432aff-4eaf-4974-9faa-78b133377b7c', 'a4411383-b917-46f4-938e-04f75673f43d']",51,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:51.620,Pass,True
,,,,,,,,,,,,,,,,,,,0.325309,,,,,,,,,,,,,,bfe45a7d-9c1c-4b14-87bc-531ac9de83a9,54,,"[67.2, 11.3]",3890303,0,,,,-0.5554937,,Right Foot,,,"[73.0, 7.7]",,Ground Pass,,6.8264194,Incomplete,,Franco Matías Di Santo,8512.0,,,,,,1,Regular Play,Klaas-Jan Huntelaar,8060.0,Right Center Forward,4,Schalke 04,181,"['3a62db44-ed2f-46fc-b473-093d75ca0ca0', 'ea63ee1f-2d4c-41ce-993f-74be75d79144']",52,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:52.736,Pass,
,,,,,,,,,,,,,,,,,,,1.160196,,,,,,,,,,,,,,32ddcf05-fc4c-4a36-b63e-ee309cbf619f,57,,"[88.8, 0.1]",3890303,1,,,,0.47007838,,,,,"[101.2, 6.4]",,Low Pass,,13.90863,,,Max Meyer,8508.0,,,,,Throw-in,1,From Throw In,Dennis Aogo,8958.0,Left Back,5,Schalke 04,181,['24f4d542-5e23-4cf7-bba0-7a884cdd33c3'],15,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:15.770,Pass,
,,,,,,,,,,,,,,,,,,,1.732194,,,,,,,,,,,,,,d81e41fa-213f-418b-b1b4-344404a10825,62,,"[101.2, 6.4]",3890303,1,,,,2.949197,,Right Foot,,True,"[93.5, 7.9]",,Ground Pass,,7.8447433,,,Dennis Aogo,8958.0,,,,,,1,From Throw In,Max Meyer,8508.0,Left Midfield,5,Schalke 04,181,"['3e399c7b-bc22-4cea-af88-46a36ab3cdf5', '3f61e132-c167-47e2-91d9-55a02f0760b2']",17,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:17.767,Pass,True
,,,,,,,,,,,,,,,,,,,1.486667,,,,,,,,,,,,,,50e5ccba-6bd6-46b0-b21a-c2f61f989fa8,66,,"[90.3, 9.2]",3890303,1,,,,3.0648208,,Left Foot,,,"[72.1, 10.6]",,Ground Pass,,18.253767,,,Roman Neustädter,16534.0,,,,,,1,From Throw In,Dennis Aogo,8958.0,Left Back,5,Schalke 04,181,['7a00b8fc-61fb-43fe-aad9-cdd1fbae4f36'],20,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:20.010,Pass,
,,,,,,,,,,,,,,,,,,,1.167581,,,,,,,,,,,,,,0a4fa8cd-f5c0-428e-9db2-03aee20e4db5,69,,"[72.1, 10.6]",3890303,1,,,,0.42379144,,Right Foot,,,"[85.4, 16.6]",,Ground Pass,,14.590751,,,Leon Goretzka,6324.0,,,,,,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,5,Schalke 04,181,['592278f6-2c07-41f3-b1bf-d3959228f6c1'],22,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:22.130,Pass,
,,,,,,,,,,,,,,,,,,,0.712914,,,,,,,,,,,,,,f69e83b9-ae5e-47e9-8470-8a322befaaea,72,,"[85.4, 16.6]",3890303,1,,,,-1.2008903,,Right Foot,,,"[89.2, 6.8]",,Ground Pass,,10.510946,,,Dennis Aogo,8958.0,,,,,,1,From Throw In,Leon Goretzka,6324.0,Left Defensive Midfield,5,Schalke 04,181,['09e2a431-04ca-4583-a4ed-fdb16b99e3b4'],23,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:23.338,Pass,
,,,,,,,,,,,,,,,,,,,1.376811,,,,,,,,,,,,,,eaac30e2-eef1-4969-b767-acb888779246,76,,"[95.4, 19.2]",3890303,1,,,,-0.71672326,,Left Foot,,,"[105.5, 10.4]",,Ground Pass,,13.395895,,,Max Meyer,8508.0,,,,,,1,From Throw In,Dennis Aogo,8958.0,Left Back,5,Schalke 04,181,"['b0e9d4b8-2d26-4926-b722-4ebab7d6713c', 'f3bbee14-efdf-48ec-8203-315fe36fd802']",25,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:25.412,Pass,True
,,,,,,,,,,,,,,,,,,,0.098352,,,,,,,,,,,,,,0ef0577a-f98e-4e0e-8acf-54ceb452d100,83,,"[8.6, 71.8]",3890303,1,,,,-0.4214192,,Right Foot,,,"[14.4, 69.2]",,Low Pass,,6.3560996,Incomplete,,Sereso Geoffroy Gonzaroua Dié,34558.0,,,,,,1,Regular Play,Alexandru Iulian Maxim,8550.0,Right Midfield,6,VfB Stuttgart,174,"['639988d8-8602-4ff4-b935-47791fd5e47b', 'c86a0cad-ee3e-46d6-8987-2f18c9cb00f7']",31,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:31.766,Pass,
,,,,,,,,,,,,,,,,,,,1.504674,,,,,,,,,,,,,,2ab270b1-5230-4027-9103-44b0426d004a,86,,"[21.7, 80.0]",3890303,1,,,,-0.7354398,,,,,"[36.4, 66.7]",,High Pass,,19.823723,,,Christian Gentner,8959.0,,,,,Throw-in,1,From Throw In,Florian Klein,9728.0,Right Back,7,VfB Stuttgart,174,['5877bee2-29b8-4fa8-8d87-771e7ac26a90'],48,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:48.825,Pass,
,,,,,,,,,,,,,,,,,,,1.103348,,,,,,,,,,,,,,8698fcce-4481-4d15-9a5a-1bb02c94b8be,88,,"[36.4, 66.7]",3890303,1,,,,-0.19026302,,Head,,,"[49.9, 64.1]",,High Pass,,13.748091,,,Timo Werner,5557.0,,,,,,1,From Throw In,Christian Gentner,8959.0,Left Defensive Midfield,7,VfB Stuttgart,174,['aebff977-2136-446e-860c-6c404e3e92d0'],50,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:50.330,Pass,
,,,,,,,,,,,,,,,,,,,1.196894,,,,,,,,,,,,,,dd705485-d91b-4892-913e-81a461989303,95,,"[65.5, 49.8]",3890303,1,,,,2.5793645,,Left Foot,,,"[48.2, 60.7]",,Ground Pass,,20.447495,,,Uilson de Souza Paula Júnior,30312.0,,,,,,1,Regular Play,Leroy Sané,3053.0,Right Midfield,8,Schalke 04,181,['4bab077c-1a20-4493-8271-c06abf0c2473'],56,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:56.406,Pass,
,,,,,,,,,,,,,,,,,,,2.393173,,,,,,,,,,,,,,fa140a7b-0aab-40a8-a702-7915ffa81967,98,,"[40.7, 63.3]",3890303,1,,,,-2.6663346,,Left Foot,,,"[13.3, 49.2]",,Ground Pass,,30.815094,,,Ralf Fährmann,8517.0,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,8,Schalke 04,181,['e0c040d0-3f2c-49d6-8e58-501f2f6c62fd'],58,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:58.840,Pass,
,,,,,,,,,,,,,,,,,,,3.669309,,,,,,,,,,,,,,b03e9be3-ddbc-49ea-a641-6fa4ed2c74f7,101,,"[13.3, 49.2]",3890303,2,,,,-0.13037176,,Right Foot,,,"[64.4, 42.5]",,High Pass,,51.537365,,,Leon Goretzka,6324.0,,,,,,1,Regular Play,Ralf Fährmann,8517.0,Goalkeeper,8,Schalke 04,181,['8c5f37c4-208f-4a99-bec0-2faf3f51dfd2'],1,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:01.353,Pass,
,,,,,,,,,,,,,,,,,,,1.146104,,,,,,,,,,,,,,beed6504-281a-4e19-99bc-9f1c584b3245,103,,"[64.4, 42.5]",3890303,2,,,,-0.16357388,,Head,,,"[74.7, 40.8]",,High Pass,,10.439348,Incomplete,,Franco Matías Di Santo,8512.0,,,,,,1,Regular Play,Leon Goretzka,6324.0,Left Defensive Midfield,8,Schalke 04,181,"['2100e982-190b-4ec4-97ff-20c9633f56b2', '5c2b672d-49b7-4a28-b244-2d29f6164096']",5,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:05.022,Pass,
,,,,,,,,,,,,,,,,,,,2.436954,,,,,,,,,,,,,,5c2b672d-49b7-4a28-b244-2d29f6164096,105,,"[45.4, 39.3]",3890303,2,,,,-0.7046219,,Head,,,"[68.1, 20.0]",,High Pass,,29.795637,Incomplete,,Filip Kostić,5591.0,,,,,Recovery,1,Regular Play,Toni Šunjić,38172.0,Right Center Back,8,Schalke 04,181,"['96abba3c-5613-4d7f-9050-94186784e32b', 'b7ab823c-c304-4dcc-bdf2-56141b9a3ba2', 'beed6504-281a-4e19-99bc-9f1c584b3245']",6,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:06.168,Pass,
,,,,,,,,,,,,,,,,,,,1.465396,,,,,,,,,,,,,,96abba3c-5613-4d7f-9050-94186784e32b,107,,"[52.0, 60.1]",3890303,2,,,,0.63502675,,Head,,,"[69.1, 72.7]",,High Pass,,21.240763,Incomplete,,Leroy Sané,3053.0,,,,,Recovery,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,8,Schalke 04,181,"['39a3edd1-b18a-475b-b33c-c068fdd7e993', '5c2b672d-49b7-4a28-b244-2d29f6164096', '6149f9a5-05e0-4b35-a9e4-21c9b77d693a']",8,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:08.605,Pass,
,,,,,,,,,,,,,,,,,,,1.024849,,,,,,,,,,,,,,39a3edd1-b18a-475b-b33c-c068fdd7e993,109,,"[51.0, 7.4]",3890303,2,,,,0.09966865,,Left Foot,,,"[58.0, 8.1]",,Low Pass,,7.034913,Incomplete,,Filip Kostić,5591.0,,,,,Interception,1,Regular Play,Emiliano Adrián Insúa Zapata,12626.0,Left Back,8,Schalke 04,181,"['96abba3c-5613-4d7f-9050-94186784e32b', '9fa695e8-05f7-43bb-aa65-322aa4fa2986', 'add17c77-a84d-4a3f-87e1-7ae10b2343ca']",10,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:10.071,Pass,
,,,,,,,,,,,,,,,,,,,0.979305,,,,,,,,,,,,,,0f1474b5-4793-45d9-8641-4e066e9c2acc,114,,"[68.7, 71.6]",3890303,2,,,,1.9809237,,Right Foot,,,"[65.7, 78.5]",,Ground Pass,,7.5239615,,,Leroy Sané,3053.0,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,8,Schalke 04,181,['96f20da1-88ab-4cf9-8082-06ebbdc88a48'],13,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:13.076,Pass,
,,,,,,,,,,,,,,,,,,,0.380146,,,,,,,,,,,,,,0e803de6-3291-47f9-8871-72d2a3eb6df6,123,,"[74.3, 5.5]",3890303,2,,,,1.8432595,,Left Foot,,,"[72.4, 12.3]",,Ground Pass,,7.0604534,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,1,Regular Play,Filip Kostić,5591.0,Left Midfield,8,Schalke 04,181,"['362b3a84-042f-463e-adec-76907eeb74e0', '908f3357-03c0-4b86-bf2b-bceb015966a1']",18,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:18.190,Pass,True
,,,,,,,,,,,,,,,,,,,1.276229,,,,,,,,,,,,,,d89bb4c7-30be-459c-94e9-2140bb2321c1,127,,"[41.3, 72.5]",3890303,2,,,,0.591439,,Right Foot,,,"[48.0, 77.0]",,Ground Pass,,8.070935,,,Johannes Geis,6717.0,,,,,Recovery,1,Regular Play,Leroy Sané,3053.0,Right Midfield,8,Schalke 04,181,['e55b5b99-44f5-4167-801d-04f133902b2c'],20,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:20.025,Pass,
,,,,,,,,,,,,,,,,,,,1.015648,,,,,,,,,,,,,,0533b933-ab99-432c-8e87-e340e79344a6,131,,"[45.8, 79.1]",3890303,2,,,,-1.1600794,,Right Foot,,,"[51.2, 66.7]",,Ground Pass,,13.524792,Unknown,,Leon Goretzka,6324.0,,,,,,1,Regular Play,Johannes Geis,6717.0,Right Defensive Midfield,8,Schalke 04,181,['51dbb340-6a0c-4551-953f-ca61936c7cfd'],21,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:21.947,Pass,
