50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a1cfc2cb-b2ea-4cc3-9078-5344ba011abb,1,,,3890286,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8545, 'name': 'Julian Korb'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 20499, 'name': 'Martin Stranzl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 39}, {'player': {'id': 400654, 'name': 'Roel Brouwers'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 12320, 'name': 'Tony Jantschke'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 13}, {'player': {'id': 5632, 'name': 'Thorgan Hazard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,26815f16-9181-494b-a39f-56f2e221e3f1,2,,,3890286,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 23499, 'name': 'Jaroslav Drobný'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8316, 'name': 'Dennis Diekmeier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 40}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 5624, 'name': 'Albin Ekdal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8308, 'name': 'Aaron Hunt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,91a343ed-7b16-47b7-91d7-3944e4bc7468,3,,,3890286,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['781a9e18-b128-47f1-a25d-64dcee8c4ca5'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,781a9e18-b128-47f1-a25d-64dcee8c4ca5,4,,,3890286,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['91a343ed-7b16-47b7-91d7-3944e4bc7468'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cf35092c-2f99-4d5d-a2f8-3bfe75d4ccab,2273,,,3890286,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Hamburger SV,171,['1f480f26-5356-4270-aef3-ccd279027bd0'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f480f26-5356-4270-aef3-ccd279027bd0,2274,,,3890286,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Hamburger SV,171,['cf35092c-2f99-4d5d-a2f8-3bfe75d4ccab'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.014774,,,,,,,,,,,,,072eef7c-4cd9-4e51-8a6d-565e5eae01c0,5,,"[61.0, 40.1]",3890286,0,True,,,-2.946907,,Right Foot,,,"[46.8, 37.3]",,Ground Pass,,14.473424,,,Lewis Harry Holtby,8891.0,,,,,Kick Off,1,From Kick Off,Aaron Hunt,8308.0,Center Attacking Midfield,2,Hamburger SV,171,['a4f8d0c2-dd09-4490-b2ad-be68a7a3a184'],1,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:01.888,Pass,
,,,,,,,,,,,,,,,,1.372635,,,,,,,,,,,,,9b971465-e0f6-4bb2-9cb1-314f7639c195,7,,"[46.9, 39.2]",3890286,0,,,,-3.0015752,,Left Foot,,,"[32.0, 37.1]",,Ground Pass,,15.047259,,,Gojko Kačar,9407.0,,,,,,1,From Kick Off,Lewis Harry Holtby,8891.0,Left Defensive Midfield,2,Hamburger SV,171,['4ed59f09-557e-4898-833a-8f0fc871713b'],3,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:03.278,Pass,
,,,,,,,,,,,,,,,,3.346359,,,,,,,,,,,,,1080f53f-0d0c-4d40-be8f-6835ad33301b,11,,"[27.7, 35.4]",3890286,0,,,,2.6761034,,Right Foot,,,"[6.0, 46.3]",,Ground Pass,,24.28374,,,Jaroslav Drobný,23499.0,,,,,,1,From Kick Off,Gojko Kačar,9407.0,Left Center Back,2,Hamburger SV,171,"['5864d83f-0249-4673-a0d2-ef48e30e50ec', '6f9263cb-cafe-4026-8d8d-989cff7b49ab']",5,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:05.185,Pass,True
,,,,,,,,,,,,,,,,2.173401,,,,,,,,,,,,,562e0573-fa0f-4f2d-b4f5-942a1bc3e6cc,14,,"[6.0, 46.3]",3890286,0,,,,1.0329052,,Left Foot,,,"[19.9, 69.6]",,Ground Pass,,27.131163,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,,1,From Kick Off,Jaroslav Drobný,23499.0,Goalkeeper,2,Hamburger SV,171,['3178c44e-f293-4898-b6c1-8f36de8a0c3a'],11,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:11.681,Pass,
