50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cab7ed22-f855-436c-850e-eb964a063a9a,1,,,3890474,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 8218, 'name': 'Arjen Robben'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 8223, 'name': 'Franck Bilal Ribéry'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,42da878c-de3a-40f1-b812-882e0236f9ac,2,,,3890474,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 26}, {'player': {'id': 15847, 'name': 'Alexander Hack'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 42}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 24}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e6a3e104-73b8-4e0a-8c83-9f01a1c4cbcf,3,,,3890474,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['f458efe7-d33c-40c2-8656-0ff2e252b835'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f458efe7-d33c-40c2-8656-0ff2e252b835,4,,,3890474,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['e6a3e104-73b8-4e0a-8c83-9f01a1c4cbcf'],0,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,745ebfe1-072a-4bb5-ad5e-da8c590d3d0d,1974,,,3890474,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,FSV Mainz 05,177,['40cb54c2-a473-45f3-83c0-d4f92dfa0c2b'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,40cb54c2-a473-45f3-83c0-d4f92dfa0c2b,1975,,,3890474,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,FSV Mainz 05,177,['745ebfe1-072a-4bb5-ad5e-da8c590d3d0d'],0,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.901344,,,,,,,,,,,,,d5cf0610-edc6-4a81-a775-daf35c8fb870,5,,"[61.0, 40.1]",3890474,0,,,,,1.821799,,Left Foot,,,"[60.0, 44.0]",,Ground Pass,,4.0261645,,,,Robert Lewandowski,5668.0,,,,,Kick Off,1,From Kick Off,Arjen Robben,8218.0,Right Center Midfield,2,Bayern Munich,169,['809ad320-ec80-4fca-a772-59172d105155'],1,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:01.769,Pass,
,,,,,,,,,,,,,,,,0.795465,,,,,,,,,,,,,a5e6b3a3-bdc4-41be-be11-4d96bedde2d8,8,,"[58.7, 45.1]",3890474,0,,,,,3.0621145,,Right Foot,,,"[47.4, 46.0]",,Ground Pass,,11.335784,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Kick Off,Robert Lewandowski,5668.0,Center Forward,2,Bayern Munich,169,['2ba5239e-13d5-4fd4-a169-878b952fb5cf'],2,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:02.886,Pass,
,,,,,,,,,,,,,,,,1.66505,,,,,,,,,,,,,80e2bff3-369f-4199-9bd4-7e8585431f4f,11,,"[47.4, 51.0]",3890474,0,,,,,1.2320982,,Right Foot,,,"[56.7, 77.4]",,Ground Pass,,27.990177,,,,Kingsley Coman,8217.0,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Center Defensive Midfield,2,Bayern Munich,169,['8f8881b1-1906-46c2-a16d-280f8041f2be'],4,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:04.810,Pass,
,,,,,,,,,,,,,,,,1.046922,,,,,,,,,,,,,d03c18bf-bfd1-4170-a3ec-bce91c774190,14,,"[56.5, 77.2]",3890474,0,,,,,-2.9264324,,Right Foot,,,"[41.4, 73.9]",,Ground Pass,,15.45639,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,1,From Kick Off,Kingsley Coman,8217.0,Right Midfield,2,Bayern Munich,169,['8049a9d3-36b3-41a8-8a01-9de126066809'],7,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:07.546,Pass,
