50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,69256717-c810-40ba-97a0-58dde0759d05,1,,,3890413,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9459, 'name': 'Paweł Olkowski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8397, 'name': 'Kevin Vogt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8ae75f19-440c-446a-bd82-da58dd26b95d,2,,,3890413,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8cba1e88-67a4-4e6b-8128-d83bf0c2f8ee,3,,,3890413,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['5a53b047-5ab2-4c67-8ad7-472b3f2d817b'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5a53b047-5ab2-4c67-8ad7-472b3f2d817b,4,,,3890413,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['8cba1e88-67a4-4e6b-8128-d83bf0c2f8ee'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,33ba920d-a78b-4ff2-af85-5fb11d7fabea,1854,,,3890413,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,VfB Stuttgart,174,['b5a83fc8-30dd-4657-bd53-a568ee9e5656'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b5a83fc8-30dd-4657-bd53-a568ee9e5656,1855,,,3890413,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,VfB Stuttgart,174,['33ba920d-a78b-4ff2-af85-5fb11d7fabea'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.347254,,,,,,,,,,,,,,,48943491-cc80-4f25-80cf-5a4a6d71363c,5,,"[60.0, 40.0]",3890413,0,,,,,1.2627436,,Right Foot,,,,"[60.7, 42.2]",,Ground Pass,,2.3086793,,,,Daniel Didavi,8243.0,,,,,Kick Off,1,From Kick Off,Timo Werner,5557.0,Right Center Forward,2,VfB Stuttgart,174,['d1731092-b5e1-43e9-94a7-58cf2529b9ab'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.684,Pass,
,,,,,,,,,,,,,,,,,,1.222517,,,,,,,,,,,,,,,de795e97-f7c0-4872-b568-d35885dc729f,8,,"[60.2, 44.1]",3890413,0,,,,,-2.9898274,,Left Foot,,,,"[43.2, 41.5]",,Ground Pass,,17.197674,,,,Sereso Geoffroy Gonzaroua Dié,34558.0,,,,,,1,From Kick Off,Daniel Didavi,8243.0,Left Center Forward,2,VfB Stuttgart,174,['cd22ae59-f5d0-48f7-96c3-70847b5f8f49'],1,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:01.312,Pass,
,,,,,,,,,,,,,,,,,,1.980119,,,,,,,,,,,,,,,1e7301e3-5655-4f51-9eed-de0401a2bd69,11,,"[43.2, 41.5]",3890413,0,,,,,-1.5739311,,Right Foot,,,,"[43.1, 9.6]",,Ground Pass,,31.900156,,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,1,From Kick Off,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,2,VfB Stuttgart,174,['020b1341-5d1c-480d-9ae4-1dde77c92564'],3,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:03.485,Pass,
,,,,,,,,,,,,,,,,,,1.700508,,,,,,,,,,,,,,,1c4bfe6a-be45-4034-b1fe-18805cae25bf,14,,"[43.1, 9.6]",3890413,0,,,,,2.5072973,,Left Foot,,,,"[29.1, 19.9]",,Ground Pass,,17.380737,,,,Georg Niedermeier,40470.0,,,,,,1,From Kick Off,Emiliano Adrián Insúa Zapata,12626.0,Left Back,2,VfB Stuttgart,174,['465a42a7-5bc8-48e5-8365-e7aa3c54bbf8'],6,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:06.280,Pass,
