50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.99793,,,,,,,,,,,88ec7d86-468b-4fda-8624-b9f8229a2839,14,,,"[49.7, 48.4]",3890344,0,,,,,-0.9214435,,Left Foot,,,"[68.3, 23.9]",,High Pass,,30.760527,,,Jairo Samperio Bustara,6925.0,,,,,Recovery,1,From Kick Off,Julian Baumgartlinger,20037.0,Right Defensive Midfield,2,Werder Bremen,176,"['c42167e1-ad2d-4653-a077-93f618cee948', 'e853bd00-5862-47da-98a4-579ce48c9e79']",7,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:07.536,Pass,
,,,,,,,,,,,,,,,,,0.665046,,,,,,,,,,,1a0e0a19-795f-4e63-8c0c-cdd8922e6351,16,,,"[69.1, 23.9]",3890344,0,,,,,-0.34555557,,Head,,,"[76.6, 21.2]",,High Pass,,7.971198,Incomplete,,Yoshinori Muto,6337.0,,,,,,1,From Kick Off,Jairo Samperio Bustara,6925.0,Left Wing,2,Werder Bremen,176,"['864d6154-fdbe-4aa3-836f-2db83081f347', 'f324aee3-4738-43c4-8707-fbaaa24a9be5']",9,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:09.534,Pass,
,,,,,,,,,,,,,,,,,0.836706,,,,,,,,,,,864d6154-fdbe-4aa3-836f-2db83081f347,18,,,"[43.5, 58.9]",3890344,0,,,,,-1.5946014,,Head,,,"[43.3, 50.5]",,Low Pass,,8.402381,,,Philipp Bargfrede,8390.0,,,,,Recovery,1,From Kick Off,Theodor Gebre Selassie,8396.0,Right Back,2,Werder Bremen,176,"['1a0e0a19-795f-4e63-8c0c-cdd8922e6351', 'cb61a4b8-5068-42d2-9bf0-f5564da8f8c5']",10,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:10.199,Pass,
,,,,,,,,,,,,,,,,,0.857221,,,,,,,,,,,3100f461-ad11-461a-af89-ffdeea9e4f13,20,,,"[43.3, 50.5]",3890344,0,,,,,0.77948105,,Right Foot,,,"[51.8, 58.9]",,Low Pass,,11.950314,,,Fin Bartels,8389.0,,,,,,1,From Kick Off,Philipp Bargfrede,8390.0,Center Defensive Midfield,2,Werder Bremen,176,['37a0c14a-a256-49e4-9159-f33031371adb'],11,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:11.036,Pass,
,,,,,,,,,,,,,,,,,0.548022,,,,,,,,,,,d538d893-93d2-4c9b-be91-d143496fa416,25,,,"[48.3, 57.6]",3890344,0,,,,,-1.9832067,,Right Foot,,,"[45.5, 51.2]",,Ground Pass,,6.9856997,,,Philipp Bargfrede,8390.0,,,,,,1,From Kick Off,Fin Bartels,8389.0,Right Midfield,2,Werder Bremen,176,"['63dc7898-c78a-48cc-999f-06b71482a297', '72977026-bbf4-42c2-8257-361d144cec49']",12,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:12.892,Pass,True
,,,,,,,,,,,,,,,,,1.746665,,,,,,,,,,,061f1aa3-8fae-4b14-b197-1bde720cbe2a,27,,,"[45.5, 51.2]",3890344,0,,,,,0.09325392,,Right Foot,,,"[73.3, 53.8]",,High Pass,,27.921318,Incomplete,,Anthony Ujah,12624.0,,,,,,1,From Kick Off,Philipp Bargfrede,8390.0,Center Defensive Midfield,2,Werder Bremen,176,"['4433b4f2-1757-4315-bb90-41f9ed75f610', 'ea51d2b9-1182-4749-a5dc-b52be87fc73c']",13,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:13.440,Pass,
,,,,,,,,,,,,,,,,,1.141608,,,,,,,,,,,ea51d2b9-1182-4749-a5dc-b52be87fc73c,29,,,"[46.8, 26.3]",3890344,0,,,,,-0.85425466,,Left Foot,,,"[54.9, 17.0]",,Ground Pass,,12.332883,,,Gonzalo Alejandro Jara Reyes,30551.0,,,,,Recovery,1,Regular Play,Stefan Bell,8559.0,Left Center Back,3,FSV Mainz 05,177,"['061f1aa3-8fae-4b14-b197-1bde720cbe2a', '434deddc-b67a-4528-b05f-852a4bcef550']",15,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:15.187,Pass,
,,,,,,,,,,,,,,,,,2.703267,,,,,,,,,,,f5df24c8-5c97-4bf7-a1e4-7f848729efff,32,,,"[40.4, 14.8]",3890344,0,,,,,2.627393,,Right Foot,,,"[14.2, 29.6]",,Ground Pass,,30.091194,,,Loris Karius,3630.0,,,,,,1,Regular Play,Gonzalo Alejandro Jara Reyes,30551.0,Left Back,3,FSV Mainz 05,177,['48365987-475e-4fa1-921b-bde24dab7552'],18,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:18.128,Pass,
,,,,,,,,,,,,,,,,,1.59683,,,,,,,,,,,6bc2a514-2e9c-42c8-8200-098f210a65c2,35,,,"[14.4, 30.2]",3890344,0,,,,,-1.0942104,,Right Foot,,,"[25.5, 8.7]",,Ground Pass,,24.196281,,,Gonzalo Alejandro Jara Reyes,30551.0,,,,,,1,Regular Play,Loris Karius,3630.0,Goalkeeper,3,FSV Mainz 05,177,['502c498c-4149-4272-96f3-5ee9f5392a27'],21,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:21.591,Pass,
,,,,,,,,,,,,,,,,,1.384909,,,,,,,,,,,6fc14947-cafb-4dc5-8a51-cd3d92ceee0a,38,,,"[27.0, 8.3]",3890344,0,,,,,0.70403314,,Right Foot,,,"[39.6, 19.0]",,Ground Pass,,16.530275,,,Danny Latza,8539.0,,,,,,1,Regular Play,Gonzalo Alejandro Jara Reyes,30551.0,Left Back,3,FSV Mainz 05,177,['7ffd7693-ebd9-4d94-9720-49ce6eab21a2'],24,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:24.182,Pass,
,,,,,,,,,,,,,,,,,1.798199,,,,,,,,,,,f6f3ecbd-2c08-48b1-b296-dab4719adeb2,41,,,"[43.9, 22.9]",3890344,0,,,,,1.8237802,,Right Foot,,,"[34.8, 58.1]",,Ground Pass,,36.357254,,,Niko Bungert,13319.0,,,,,,1,Regular Play,Danny Latza,8539.0,Left Defensive Midfield,3,FSV Mainz 05,177,['6c349cb3-9f6e-4fce-8784-a6ecd9b1a259'],29,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:29.601,Pass,
,,,,,,,,,,,,,,,,,1.380224,,,,,,,,,,,37ccd879-27eb-421c-8b2a-ece040b5f4b0,44,,,"[39.4, 57.7]",3890344,0,,,,,-1.2984782,,Right Foot,,,"[49.9, 20.1]",,Ground Pass,,39.03857,,,Danny Latza,8539.0,,,,,,1,Regular Play,Niko Bungert,13319.0,Right Center Back,3,FSV Mainz 05,177,['356b017c-5f87-4382-98a8-8e86b5705c2b'],32,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:32.999,Pass,
,,,,,,,,,,,,,,,,,1.467464,,,,,,,,,,,1001286f-91c8-44b4-b02e-44d22ac4764b,47,,,"[52.1, 17.6]",3890344,0,,,,,-0.5548452,,Right Foot,,,"[71.3, 5.7]",,Ground Pass,,22.588715,,,Gonzalo Alejandro Jara Reyes,30551.0,,,,,,1,Regular Play,Danny Latza,8539.0,Left Defensive Midfield,3,FSV Mainz 05,177,['eb6e57b1-aa92-4fe7-be0d-46878bfaf207'],35,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:35.536,Pass,
,,,,,,,,,,,,,,,,,1.387997,,,,,,,,,,,54b5ef7b-b9c7-4016-aebf-2eacfaa7bad4,50,,,"[72.2, 6.7]",3890344,0,,,,,2.1441212,,Right Foot,,,"[64.0, 19.4]",,Ground Pass,,15.1172085,,,Danny Latza,8539.0,,,,,,1,Regular Play,Gonzalo Alejandro Jara Reyes,30551.0,Left Back,3,FSV Mainz 05,177,['18c22d86-167c-4a5c-9a7d-6e4b96aa8719'],38,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:38.995,Pass,
,,,,,,,,,,,,,,,,,2.977648,,,,,,,,,,,47c7d986-6192-45b0-8d23-91f61a8231b0,53,,,"[65.1, 23.4]",3890344,0,,,,,1.8651402,,Right Foot,,,"[57.4, 48.8]",,Ground Pass,,26.541477,,,Julian Baumgartlinger,20037.0,,,,,,1,Regular Play,Danny Latza,8539.0,Left Defensive Midfield,3,FSV Mainz 05,177,['c6b76929-fb9e-4d26-ae0a-2d4a34525693'],42,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:42.054,Pass,
,,,,,,,,,,,,,,,,,1.379516,,,,,,,,,,,f51733e2-6c4d-4eff-b911-bfdc728ca7bf,56,,,"[62.2, 73.0]",3890344,0,,,,,-2.3228736,,Right Foot,,,"[47.7, 57.5]",,Ground Pass,,21.224985,,,Niko Bungert,13319.0,,,,,,1,Regular Play,Julian Baumgartlinger,20037.0,Right Defensive Midfield,3,FSV Mainz 05,177,['f5bc426c-c120-42aa-a3ee-485830a86993'],47,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:47.616,Pass,
,,,,,,,,,,,,,,,,,1.998163,,,,,,,,,,,6cfbf5c4-cae1-4c4f-a624-bdaf510d4e94,59,,,"[46.5, 55.3]",3890344,0,,,,,-1.5960276,,Right Foot,,,"[45.7, 23.6]",,Ground Pass,,31.710093,,,Stefan Bell,8559.0,,,,,,1,Regular Play,Niko Bungert,13319.0,Right Center Back,3,FSV Mainz 05,177,['fb735847-2e1a-445f-be6e-9b9025aa0e35'],50,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:50.329,Pass,
,,,,,,,,,,,,,,,,,1.132968,,,,,,,,,,,4e0f6868-adda-4bfe-b174-6d29c7701ec4,62,,,"[55.2, 22.5]",3890344,0,,,,,-0.7853982,,Right Foot,,,"[72.0, 5.7]",,Ground Pass,,23.758787,,,Gonzalo Alejandro Jara Reyes,30551.0,,,,,,1,Regular Play,Stefan Bell,8559.0,Left Center Back,3,FSV Mainz 05,177,['a63b2310-d019-4250-9848-0c166c3fad44'],54,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:54.154,Pass,
,,,,,,,,,,,,,,,,,1.111758,,,,,,,,,,,1000c36c-1a26-4eea-bd5f-11ec4a3dee1b,65,,,"[71.5, 5.3]",3890344,0,,,,,0.9553407,,Right Foot,,,"[85.5, 25.1]",,Ground Pass,,24.249537,,,Yoshinori Muto,6337.0,,,,,,1,Regular Play,Gonzalo Alejandro Jara Reyes,30551.0,Left Back,3,FSV Mainz 05,177,['75dc1949-7e83-4262-ae44-1134b8d4fc8e'],56,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:56.636,Pass,
,,,,,,,,,,,,,,,,,0.978878,,,,,,,,,,,0f594112-8f3a-4ba7-b0d8-6fc2b362663a,68,,,"[86.3, 26.5]",3890344,0,,,,,1.2882414,,Left Foot,,,"[88.1, 32.7]",,Ground Pass,,6.456005,,,Danny Latza,8539.0,,,,,,1,Regular Play,Yoshinori Muto,6337.0,Center Forward,3,FSV Mainz 05,177,['ff0a6d5f-67e8-45a2-a725-67e05d0ab03f'],57,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:57.748,Pass,
,,,,,,,,,,,,,,,,,0.830602,,,,,,,,,,,562dbc9f-1a06-433f-8619-b9b47fbb0960,72,,,"[92.8, 29.2]",3890344,0,,,,,-1.3734008,,Right Foot,,,"[94.4, 21.2]",,Ground Pass,,8.158431,,,Yoshinori Muto,6337.0,,,,,,1,Regular Play,Danny Latza,8539.0,Left Defensive Midfield,3,FSV Mainz 05,177,"['437c4926-1eec-464e-8990-8140dbfad175', 'f4a0038a-5953-42f1-813a-117753285a4e']",59,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:59.260,Pass,True
,,,,,,,,,,,,,,,,,1.138697,,,,,,,,,,,cc944f37-c534-4cb8-b860-2ff3452ce14d,79,,,"[8.9, 55.4]",3890344,1,,,,,-0.6893094,,Right Foot,,,"[18.0, 47.9]",,Ground Pass,,11.792371,,,Florian Grillitsch,11396.0,,,,,,1,Regular Play,Alejandro Gálvez Jimena,6924.0,Right Center Back,4,Werder Bremen,176,['0c9ab5d4-4a1d-406d-ba58-881939125b3d'],4,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:04.360,Pass,
,,,,,,,,,,,,,,,,,0.692306,,,,,,,,,,,62e945f2-7637-43cf-a5fb-2e860f60fec4,82,,,"[18.0, 47.9]",3890344,1,,,,,1.6015558,,Right Foot,,,"[17.8, 54.4]",,Ground Pass,,6.503076,,,Philipp Bargfrede,8390.0,,,,,,1,Regular Play,Florian Grillitsch,11396.0,Left Center Midfield,4,Werder Bremen,176,['45ef818b-e3b2-431c-a069-4d49f4e7081e'],5,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:05.755,Pass,
,,,,,,,,,,,,,,,,,1.133531,,,,,,,,,,,6aa27a86-7d60-456a-a350-26fe8a3ec2a0,86,,,"[17.8, 56.7]",3890344,1,,,,,1.4333045,,Right Foot,,,"[20.0, 72.6]",,Ground Pass,,16.05148,,,Theodor Gebre Selassie,8396.0,,,,,,1,Regular Play,Philipp Bargfrede,8390.0,Center Defensive Midfield,4,Werder Bremen,176,"['28790064-97e8-482f-a243-ba75577b8581', '2891bb9c-fc7f-4dbf-b9c9-bb71a365ffc5']",7,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:07.324,Pass,True
,,,,,,,,,,,,,,,,,0.185384,,,,,,,,,,,900c4f5d-c3d1-46cc-be47-036c819787ae,90,,,"[25.3, 73.6]",3890344,1,,,,,0.06885649,,Right Foot,,,"[34.0, 74.2]",,Ground Pass,,8.720665,Unknown,,Fin Bartels,8389.0,,,,,,1,Regular Play,Theodor Gebre Selassie,8396.0,Right Back,4,Werder Bremen,176,"['0705b114-92c9-4bec-8b6f-f717185e7593', '6250e3a1-ee7e-41dd-b93c-b27e7ef1c7da']",10,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:10.054,Pass,True
,,,,,,,,,,,,,,,,,2.071793,,,,,,,,,,,c4f3439d-2f52-46ee-a3ea-eaf8f510394d,94,,,"[27.5, 61.8]",3890344,1,,,,,-1.4546028,,Right Foot,,,"[31.2, 30.1]",,Ground Pass,,31.9152,,,Jannik Vestergaard,8815.0,,,,,Free Kick,1,From Free Kick,Alejandro Gálvez Jimena,6924.0,Right Center Back,5,Werder Bremen,176,['a2eaf163-6312-41df-97ed-b406956ba187'],27,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:27.392,Pass,
,,,,,,,,,,,,,,,,,3.229526,,,,,,,,,,,f961991d-2413-42e1-ae54-f2152639de22,97,,,"[33.0, 29.1]",3890344,1,,,,,-0.18317522,,Right Foot,,,"[88.6, 18.8]",,High Pass,,56.545998,Incomplete,,Fin Bartels,8389.0,,,,,,1,From Free Kick,Jannik Vestergaard,8815.0,Left Center Back,5,Werder Bremen,176,"['00503731-2a63-4c49-97e3-7dc00f636ee8', 'e271dc7d-eed3-4fe0-ab56-70f88495ccc4']",34,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:34.364,Pass,
,,,,,,,,,,,,,,,,,1.04408,,,,,,,,,,,00503731-2a63-4c49-97e3-7dc00f636ee8,99,,,"[31.5, 61.3]",3890344,1,,,,,1.2909793,,Right Foot,,,"[36.5, 78.7]",,Ground Pass,,18.104143,,,Leon Aderemi Balogun,5467.0,,,,,Recovery,1,Regular Play,Niko Bungert,13319.0,Right Center Back,6,FSV Mainz 05,177,"['7d96b011-e18c-4027-9242-cbf9f8b910cc', 'f961991d-2413-42e1-ae54-f2152639de22']",37,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:37.594,Pass,
,,,,,,,,,,,,,,,,,0.578957,,,,,,,,,,,2bef8a1e-3a51-4aed-8eec-b1aac979413f,106,,,"[37.2, 77.9]",3890344,1,,,,,-0.79131526,,Right Foot,,,"[45.6, 69.4]",,Ground Pass,,11.950314,,,Yunus Mallı,8679.0,,,,,,1,Regular Play,Leon Aderemi Balogun,5467.0,Right Back,6,FSV Mainz 05,177,['fd8846ea-faad-4ef2-8e2f-fbfc8a4d8a2c'],41,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:41.609,Pass,
,,,,,,,,,,,,,,,,,0.067495,,,,,,,,,,,7439b9be-ee98-4635-b93c-f8ece2987298,110,,,"[45.2, 69.4]",3890344,1,,,,,0.52807444,,Right Foot,,,"[47.6, 70.8]",,Low Pass,,2.7784889,Incomplete,,Christoph Moritz,8890.0,,,,,,1,Regular Play,Yunus Mallı,8679.0,Center Attacking Midfield,6,FSV Mainz 05,177,"['730cc858-9e3f-4405-8a59-6c15c6268d92', 'a77eb4db-01ef-45d0-93bc-7e3a413aa821', 'cbfbe3e1-b3a1-4e3f-9365-7feecbaa8767']",42,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:42.388,Pass,True
,,,,,,,,,,,,,,,,,1.684398,,,,,,,,,,,e16c3a0b-68db-49e7-bdf4-5efe9f54dd63,119,,,"[41.8, 71.0]",3890344,1,,True,,,-2.3993332,,Right Foot,,,"[27.3, 57.7]",,Ground Pass,,19.675873,,,Stefan Bell,8559.0,,,,,Free Kick,1,From Free Kick,Niko Bungert,13319.0,Right Center Back,7,FSV Mainz 05,177,['97c847bc-860c-4525-ab60-9f36ac469db1'],50,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:50.797,Pass,
,,,,,,,,,,,,,,,,,1.80093,,,,,,,,,,,333c6e69-fba0-4144-b150-548b5be247b9,121,,,"[31.3, 30.7]",3890344,1,,True,,,-0.7086263,,Right Foot,,,"[60.0, 6.1]",,Ground Pass,,37.800133,,,Gonzalo Alejandro Jara Reyes,30551.0,,,,,,1,From Free Kick,Stefan Bell,8559.0,Left Center Back,7,FSV Mainz 05,177,['29d77088-27c1-49f1-9fb8-76aca1558036'],54,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:54.673,Pass,
