50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,49f5109d-fee2-4389-81f0-5c5fc54ea4b4,1,,,3890512,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8670, 'name': 'Timothy Chandler'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 400621, 'name': 'Tohouri Zahoui Constant Djakpa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 10822, 'name': 'Sonny Kittel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 35240, 'name': 'Änis Ben-Hatira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 32}, {'player': {'id': 7846, 'name': 'Luc Castaignos'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 30}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fb0e9487-1d2d-438d-93d7-f2eef0f4c32c,2,,,3890512,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 30}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 31}, {'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e4b01d14-5596-4f3a-87d5-909ebb083560,3,,,3890512,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['ea4bdb83-84f1-48f1-9b97-d32a6596ee88'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ea4bdb83-84f1-48f1-9b97-d32a6596ee88,4,,,3890512,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['e4b01d14-5596-4f3a-87d5-909ebb083560'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,01efabec-de36-478e-a60c-b32153f31b5f,1715,,,3890512,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Eintracht Frankfurt,184,['0a588a9f-656e-4529-9c0b-7da3c8d11ad7'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0a588a9f-656e-4529-9c0b-7da3c8d11ad7,1716,,,3890512,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Eintracht Frankfurt,184,['01efabec-de36-478e-a60c-b32153f31b5f'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.345012,,,,,,,,,,,,,879ff168-27b4-4dac-ba72-c03e559ceaa9,5,,"[61.0, 40.1]",3890512,0,,,,-2.70175,,Right Foot,,,"[59.3, 39.3]",Ground Pass,,1.8788295,,,,Sonny Kittel,10822.0,,,,,Kick Off,1,From Kick Off,Luc Castaignos,7846.0,Center Forward,2,Eintracht Frankfurt,184,['1070825b-ba44-43d5-814d-988c3d1d191b'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.787,Pass,
,,,,,,,,,,,,,,,,1.000548,,,,,,,,,,,,,2521eee8-ede6-4b8a-8f0f-38faf2204132,8,,"[58.7, 39.3]",3890512,0,,,,-2.8468626,,Left Foot,,,"[47.5, 35.9]",Ground Pass,,11.7046995,,,,Makoto Hasebe,5681.0,,,,,,1,From Kick Off,Sonny Kittel,10822.0,Center Attacking Midfield,2,Eintracht Frankfurt,184,['f7715b9e-a871-4990-aca9-dd895efc8096'],1,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:01.200,Pass,
,,,,,,,,,,,,,,,,3.156539,,,,,,,,,,,,,3a615fc7-54c9-486f-97e0-af193936d93c,11,,"[52.2, 42.5]",3890512,0,,,,0.47734538,,Right Foot,,,"[98.6, 66.5]",High Pass,,52.23945,,Incomplete,,Stefan Aigner,21156.0,,,,,,1,From Kick Off,Makoto Hasebe,5681.0,Left Defensive Midfield,2,Eintracht Frankfurt,184,"['6b03a918-72fd-4566-8fc3-b7aca67346f2', 'bec9eb05-7866-4255-94cf-83711ce1accd']",3,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:03.994,Pass,
,,,,,,,,,,,,,,,,0.656397,,,,,,,,,,,,,1cb3f414-ca19-45f4-9eba-93f6e1bdeb7a,18,,"[28.1, 4.9]",3890512,0,,,,-0.25168997,,Right Foot,,,"[35.1, 3.1]",Ground Pass,,7.2277246,,,,Kevin Volland,8215.0,,,,,,1,From Kick Off,Jeremy Toljan,8392.0,Left Back,2,Eintracht Frankfurt,184,"['3375165d-6b32-4f49-8204-0fe6849fd246', 'ff8bd46c-2409-40be-9829-7ca4693131b3']",11,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:11.190,Pass,True
,,,,,,,,,,,,,,,,3.547733,,,,,,,,,,,,,c22343f2-807a-4b42-ad58-d07036337017,22,,"[35.1, 2.3]",3890512,0,,,,0.25923896,,Right Foot,,,"[76.2, 13.2]",Ground Pass,,42.520817,,Incomplete,,,,,,,,,1,From Kick Off,Kevin Volland,8215.0,Left Wing,2,Eintracht Frankfurt,184,['d20821d3-8bae-4cfb-b17b-7b5d76ef19d4'],12,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:12.657,Pass,
