50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c80590de-f341-4b4d-9001-cf0ce0ed430f,1,,,3890472,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8918, 'name': 'Roberto Hilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 38}, {'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8219, 'name': 'Admir Mehmedi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b38bb2a9-0520-40b8-97c9-048ad5fdb398,2,,,3890472,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 42}, {'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 7}, {'player': {'id': 3774, 'name': 'Papiss Mison Djilobodji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 8554, 'name': 'Levin Mete Öztunali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Werder Bremen,176,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9af23a30-d410-4c2a-b88c-1547dd30bdb9,3,,,3890472,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['5bf6494f-680d-4d3d-8fdf-661581ae53ac'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5bf6494f-680d-4d3d-8fdf-661581ae53ac,4,,,3890472,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['9af23a30-d410-4c2a-b88c-1547dd30bdb9'],0,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9ed4e0f9-2549-4bd8-a556-672df656a78d,1728,,,3890472,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,107,Werder Bremen,176,['475529f8-d2d3-4c6a-96fd-950a1caa1fb5'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,475529f8-d2d3-4c6a-96fd-950a1caa1fb5,1729,,,3890472,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,107,Werder Bremen,176,['9ed4e0f9-2549-4bd8-a556-672df656a78d'],0,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.85078,,,,,,,,,,,,c4505916-7271-4664-b806-b5e383af124b,5,,"[60.0, 40.0]",3890472,0,True,,,-1.7681919,,Right Foot,,,,"[59.7, 38.5]",,Ground Pass,,1.5297059,,,,Julian Brandt,5555.0,,,,,Kick Off,1,From Kick Off,Javier Hernández Balcázar,3058.0,Center Forward,2,Bayer Leverkusen,904,['36007cca-e453-49ad-8718-9a5e84d28566'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.325,Pass,
,,,,,,,,,,,,,,,,,,,1.391252,,,,,,,,,,,,2211dcb0-23e2-472f-9e1c-89a03aad41d8,7,,"[65.4, 45.4]",3890472,0,,,,1.6558619,,Right Foot,,,,"[63.2, 71.2]",,Ground Pass,,25.89363,,,,Roberto Hilbert,8918.0,,,,,,1,From Kick Off,Julian Brandt,5555.0,Center Attacking Midfield,2,Bayer Leverkusen,904,['561a078d-e865-47c7-823a-a14f594f3cfe'],2,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:02.623,Pass,
,,,,,,,,,,,,,,,,,,,1.395211,,,,,,,,,,,,c542688f-4285-4639-9fb1-7f5c8276d2dc,11,,"[62.9, 72.1]",3890472,0,,,,-2.7412002,,Right Foot,,,,"[41.4, 63.0]",,Ground Pass,,23.34652,,,,Tin Jedvaj,6309.0,,,,,,1,From Kick Off,Roberto Hilbert,8918.0,Right Back,2,Bayer Leverkusen,904,"['844c8d4c-b88b-4637-9e9b-dd4a4f28a354', 'b165a494-fb2f-4207-9032-d9d1b2bb5005']",4,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:04.975,Pass,True
,,,,,,,,,,,,,,,,,,,1.778373,,,,,,,,,,,,98a489b5-f47d-4a8a-be03-2e197cb5fd14,14,,"[40.9, 59.1]",3890472,0,,,,-1.3741238,,Right Foot,,,,"[46.2, 32.5]",,Ground Pass,,27.12287,,,,André Ramalho Silva,9363.0,,,,,,1,From Kick Off,Tin Jedvaj,6309.0,Right Center Back,2,Bayer Leverkusen,904,['5e4b5afb-87df-4b92-9f95-58dae212b2cc'],8,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:08.393,Pass,
