50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0a18ab65-0643-4b5b-8cbe-d171164bb1bc,1,,,3890555,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 12407, 'name': 'Maximilian Mittelstädt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 24}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 3}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,97e0c3c4-694f-42ad-ae1c-b57ec395b319,2,,,3890555,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 20522, 'name': 'György Garics'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 9222, 'name': 'Fabian Holland'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 13675, 'name': 'Mario Vrančić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 34}, {'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Darmstadt 98,872,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,98b8a78b-ff89-404d-a895-249d0bebd6a6,3,,,3890555,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['affb34a9-0479-44cd-85e3-b85df42642c7'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,affb34a9-0479-44cd-85e3-b85df42642c7,4,,,3890555,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['98b8a78b-ff89-404d-a895-249d0bebd6a6'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bf9e1e73-3650-4124-adfe-4b9359f111eb,1681,,,3890555,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,80,Hertha Berlin,173,['ce7ba279-17d9-4188-bdee-0650fb60a535'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ce7ba279-17d9-4188-bdee-0650fb60a535,1682,,,3890555,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,80,Hertha Berlin,173,['bf9e1e73-3650-4124-adfe-4b9359f111eb'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.456358,,,,,,,,,,,,,,94b9e92c-bcf1-4ab8-af1a-87b06deabc05,5,,"[61.0, 40.1]",3890555,0,,,,-1.7628443,,Right Foot,,,"[60.3, 36.5]",,Ground Pass,,3.6674242,,,,Sandro Wagner,9723.0,,,,,Kick Off,1,From Kick Off,Mario Vrančić,13675.0,Center Attacking Midfield,2,Darmstadt 98,872,['395a4340-32cc-4130-84b9-8449a5b9ab3e'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.670,Pass,
,,,,,,,,,,,,,,,,,,1.638061,,,,,,,,,,,,,,e9b346ab-fd6b-4fa8-afc8-dd10b9ea8f23,8,,"[60.3, 36.5]",3890555,0,,,,1.0408844,,Right Foot,,,"[80.1, 70.3]",,High Pass,,39.17244,,Incomplete,,György Garics,20522.0,,,,,,1,From Kick Off,Sandro Wagner,9723.0,Center Forward,2,Darmstadt 98,872,"['7655ee67-da87-4d80-9816-da9bfb1f5483', 'dead9e00-db24-43fd-b023-3e838978bb92']",1,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:01.510,Pass,
,,,,,,,,,,,,,True,,,,,0.978745,,,,,,,,,,,,,,dead9e00-db24-43fd-b023-3e838978bb92,10,,"[40.0, 9.8]",3890555,0,,,,-0.42520502,,Head,,,"[50.6, 5.0]",,Low Pass,,11.63615,,,,Salomon Armand Magloire Kalou,8575.0,,,,,Interception,1,Regular Play,Maximilian Mittelstädt,12407.0,Left Back,3,Hertha Berlin,173,"['cd30711c-ca2d-4c3d-9324-6830fbaa3414', 'e9b346ab-fd6b-4fa8-afc8-dd10b9ea8f23']",3,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:03.148,Pass,
,,,,,,,,,,,,,,,,,,0.707282,,,,,,,,,,,,,,67cb455c-54db-453a-ade9-fc3b6d6e75a5,14,,"[49.1, 6.8]",3890555,0,,,,1.5042281,,Right Foot,,,"[49.7, 15.8]",,Ground Pass,,9.019978,,,,Per Ciljan Skjelbred,8578.0,,,,,,1,Regular Play,Salomon Armand Magloire Kalou,8575.0,Left Midfield,3,Hertha Berlin,173,['141633e3-a6aa-4696-8e96-72da7c92e894'],5,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:05.161,Pass,
