50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,55b408b8-ad1d-498a-90c4-a99a278622ee,1,,,3890443,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 42}, {'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3774, 'name': 'Papiss Mison Djilobodji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 27}, {'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Werder Bremen,176,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,72a61da5-4ea2-4fa5-bef0-4f6b62b06687,2,,,3890443,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 31}, {'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 30}, {'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9195be4d-ef8c-4a3a-a53e-c5af9ec96635,3,,,3890443,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,['7b2e95a5-b5bd-4189-93e6-4429af252df7'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7b2e95a5-b5bd-4189-93e6-4429af252df7,4,,,3890443,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,['9195be4d-ef8c-4a3a-a53e-c5af9ec96635'],0,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7181e671-9159-44fd-9eca-7b72a1a51dc9,1688,,,3890443,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,108,Hoffenheim,175,['caa52d90-aa34-450e-b01b-d5968d929397'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,caa52d90-aa34-450e-b01b-d5968d929397,1689,,,3890443,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,108,Hoffenheim,175,['7181e671-9159-44fd-9eca-7b72a1a51dc9'],0,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.980102,,,,,,,,,,,,,54e7ed90-0506-4968-9945-66c899ef5bf7,5,,"[60.0, 40.0]",3890443,0,True,,,-2.9626756,,Right Foot,,,"[41.2, 36.6]",,Ground Pass,,19.104973,,,,Tobias Strobl,12321.0,,,,,Kick Off,1,From Kick Off,Andrej Kramarić,5460.0,Left Center Forward,2,Hoffenheim,175,['f113af33-0c7f-4ec6-8387-aea5831332bc'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.230,Pass,
,,,,,,,,,,,,,,,,,1.477839,,,,,,,,,,,,,3a1f5c72-8c08-4d4d-a1fe-60d17b2e89b9,7,,"[41.2, 35.6]",3890443,0,,,,2.1150768,,Right Foot,,,"[32.0, 50.8]",,Ground Pass,,17.767385,,,,Ermin Bičakčić,9396.0,,,,,,1,From Kick Off,Tobias Strobl,12321.0,Left Defensive Midfield,2,Hoffenheim,175,['77ac3f5e-5210-4fb0-8c6e-38b658b99f05'],2,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:02.076,Pass,
,,,,,,,,,,,,,,,,,2.32033,,,,,,,,,,,,,8e953eb8-4653-4b5b-8db1-f93fa7ec42f0,10,,"[36.8, 52.6]",3890443,0,,,,-1.575991,,Right Foot,,,"[36.6, 14.1]",,Ground Pass,,38.50052,,,,Niklas Süle,6322.0,,,,,,1,From Kick Off,Ermin Bičakčić,9396.0,Right Center Back,2,Hoffenheim,175,['123f99b3-882f-48d3-b4a9-e8fd69c36e1b'],7,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:07.183,Pass,
,,,,,,,,,,,,,,,,,2.067453,,,,,,,,,,,,,0d1af77e-d907-4272-83c4-fee2e68b7bc7,13,,"[52.1, 22.7]",3890443,0,,,,1.9309895,,Right Foot,,,"[43.4, 45.8]",,Ground Pass,,24.684004,,,,Fabian Lukas Schär,5537.0,,,,,,1,From Kick Off,Niklas Süle,6322.0,Left Center Back,2,Hoffenheim,175,['61ec3be7-aea9-4c21-b083-08276d7a3e1f'],14,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:14.419,Pass,
