50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.470045,,,,,,,,,,,,,,,f5ec9f7a-cf11-45dd-84eb-347fb6782627,17,,,"[46.9, 63.5]",3890330,0,,,,,3.1203194,,Right Foot,,,,"[37.5, 63.7]",Ground Pass,,9.402127,Incomplete,,Giulio Donati,8549.0,,,,,,1,From Kick Off,Kevin Kampl,8222.0,Right Midfield,2,Augsburg,172,"['36925b71-6e2e-49a5-ad4c-af372cc17767', '42395d89-5fc9-4fce-bd2b-1081489405ae', 'df0fad1b-42ce-4534-baf8-68ab09e0f4a5']",6,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:06.070,Pass,True
,,,,,,,,,,,,,,,,,,,1.84925,,,,,,,,,,,,,,,79c4c891-93f6-4779-84a7-a57ed1d410c2,21,,,"[40.3, 80.0]",3890330,0,,,,,-0.5521257,,,,,,"[64.0, 65.4]",High Pass,,27.836128,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,Throw-in,1,From Throw In,Giulio Donati,8549.0,Right Back,3,Bayer Leverkusen,904,"['31fa7b52-b86a-4e7c-b630-272f60398797', '7c24ccbc-4aed-401c-830a-b69dfc49ae20']",16,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:16.509,Pass,
,,,,,,,,,,,,,,,,,,,3.438903,,,,,,,,,,,,,,,7c24ccbc-4aed-401c-830a-b69dfc49ae20,23,,,"[56.1, 14.7]",3890330,0,,,,,0.36172923,,Head,,,,"[63.5, 17.5]",High Pass,,7.9120164,Incomplete,,Daniel Baier,8317.0,,,,,Recovery,1,From Throw In,Dominik Kohr,8207.0,Right Defensive Midfield,3,Bayer Leverkusen,904,"['3742f703-411c-4c58-95c8-9a5f3e4f2f51', '79c4c891-93f6-4779-84a7-a57ed1d410c2', 'dc5d96d9-d34c-477c-a8ab-067d5fc08323']",18,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:18.358,Pass,
,,,,,,,,,,,,,,,,,,,0.792224,,,,,,,,,,,,,,,3742f703-411c-4c58-95c8-9a5f3e4f2f51,26,,,"[56.6, 62.6]",3890330,0,,,,True,0.35662013,,,,,,"[61.7, 64.5]",Low Pass,,5.4424257,Incomplete,,Kevin Kampl,8222.0,,,,,Recovery,1,From Throw In,Lars Bender,8969.0,Right Defensive Midfield,3,Bayer Leverkusen,904,"['7c24ccbc-4aed-401c-830a-b69dfc49ae20', '8b0da7d6-8188-40ec-a4e2-37716838bbb5', '9f16ab77-330f-4b3c-a936-3c903a72a67b', 'c3d8f0ab-7a16-4261-97e8-9194dfbe8c10']",21,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:21.797,Pass,True
,,,,,,,,,,,,,,,,,,,0.677955,,,,,,,,,,,,,,,c3d8f0ab-7a16-4261-97e8-9194dfbe8c10,28,,,"[58.4, 15.6]",3890330,0,,,,,0.8655183,,Right Foot,,,,"[64.7, 23.0]",Low Pass,,9.718539,,,Halil Altıntop,40462.0,,,,,Recovery,1,Regular Play,Konstantinos Stafylidis,4279.0,Left Back,4,Augsburg,172,"['3742f703-411c-4c58-95c8-9a5f3e4f2f51', '491c9242-77e9-4d68-8007-5fdc0ffe036f']",22,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:22.589,Pass,
,,,,,,,,,,,,,,,,,,,4.381674,,,,,,,,,,,,,,,35cb8956-bd79-490f-967b-05649243ce3a,31,,,"[55.6, 57.1]",3890330,0,,,,,-1.6080924,,Left Foot,,,,"[55.1, 43.7]",Ground Pass,,13.409325,Incomplete,,Hakan Çalhanoğlu,7039.0,,,,,Recovery,1,Regular Play,Christoph Kramer,8805.0,Left Defensive Midfield,4,Augsburg,172,"['5c5c878b-d391-491a-b1ac-e79dc584698a', 'adc24973-09f6-4936-b800-f1d37dec2a41']",23,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:23.365,Pass,
,,,,,,,,,,,,,,,,,,,2.241622,,,,,,,,,,,,,,,fdd95b2f-91da-47e0-a126-4f7749a2164d,33,,,"[64.5, 23.0]",3890330,0,,,,,1.5707964,,Left Foot,,,,"[64.5, 35.2]",Ground Pass,,12.2,,,Ja-Cheol Koo,5627.0,,,,,,1,Regular Play,Halil Altıntop,40462.0,Center Attacking Midfield,4,Augsburg,172,['c7bd0ba3-8459-42c8-92b5-725667328f80'],23,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:23.370,Pass,
,,,,,,,,,,,,,,,,,,,1.436533,,,,,,,,,,,,,,,adc24973-09f6-4936-b800-f1d37dec2a41,39,,,"[65.0, 36.4]",3890330,0,,,,,3.090236,,Right Foot,,,,"[43.6, 37.5]",Ground Pass,,21.428253,,,Jan-Ingwer Callsen-Bracker,22826.0,,,,,Recovery,1,Regular Play,Ja-Cheol Koo,5627.0,Right Wing,4,Augsburg,172,"['35cb8956-bd79-490f-967b-05649243ce3a', '3c747d66-1c90-4dc6-99e4-e0d3eeed3482', '3d282bcf-c6ed-475a-be3f-abf740158de4', '4507cd4b-5681-401d-8068-657e7a9d61aa']",27,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:27.746,Pass,True
,,,,,,,,,,,,,,,,,,,2.254223,,,,,,,,,,,,,,,d65b3525-61a7-4088-bd72-4925c98be337,42,,,"[43.6, 37.5]",3890330,0,,,,,1.4508082,,Right Foot,,,,"[47.0, 65.7]",Ground Pass,,28.404224,,,Paul Verhaegh,8237.0,,,,,,1,Regular Play,Jan-Ingwer Callsen-Bracker,22826.0,Right Center Back,4,Augsburg,172,['523525bb-43d8-421b-a490-7fbef1ec7c6d'],29,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:29.223,Pass,
,,,,,,,,,,,,,,,,,,,1.469374,,,,,,,,,,,,,,,53aec2c2-e54d-47c5-b8d0-547c0af5e39e,45,,,"[47.0, 65.7]",3890330,0,,,,,-1.24192,,Right Foot,,,,"[51.3, 53.1]",Ground Pass,,13.313527,,,Dominik Kohr,8207.0,,,,,,1,Regular Play,Paul Verhaegh,8237.0,Right Back,4,Augsburg,172,['09dbac4f-89b6-4503-84e5-7ce93ac80d74'],31,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:31.961,Pass,
,,,,,,,,,,,,,,,,,,,1.251606,,,,,,,,,,,,,,,2162810a-374c-4e49-ba7a-dc08b15a4184,48,,,"[51.5, 53.0]",3890330,0,,,,,3.1045725,,Right Foot,,,,"[32.6, 53.7]",Ground Pass,,18.912958,,,Jan-Ingwer Callsen-Bracker,22826.0,,,,,,1,Regular Play,Dominik Kohr,8207.0,Right Defensive Midfield,4,Augsburg,172,"['2b26ce77-875b-4ee5-96f7-e375e48bf5b5', 'bfc5dc52-6223-4f86-95fa-99c3a87ed7a6']",33,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:33.430,Pass,True
,,,,,,,,,,,,,,,,,,,1.789615,,,,,,,,,,,,,,,42c865fb-630d-48be-9611-fa8b4bbe4717,51,,,"[32.6, 54.1]",3890330,0,,,,,-1.8334054,,Right Foot,,,,"[25.1, 26.2]",Ground Pass,,28.890482,,,Ragnar Klavan,4174.0,,,,,,1,Regular Play,Jan-Ingwer Callsen-Bracker,22826.0,Right Center Back,4,Augsburg,172,['618300fc-7c6d-4e26-b07a-e9c4620de027'],35,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:35.730,Pass,
,,,,,,,,,,,,,,,,,,,2.450199,,,,,,,,,,,,,,,c2fb9807-ea78-4232-be00-3951702e510c,54,,,"[23.0, 26.2]",3890330,0,,,,,-0.43424433,,Right Foot,,,,"[43.7, 16.6]",High Pass,,22.817757,,,Konstantinos Stafylidis,4279.0,,,,,,1,Regular Play,Ragnar Klavan,4174.0,Left Center Back,4,Augsburg,172,['2113f4f3-34f3-4709-bfa8-c38a5d4bc8b2'],38,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:38.936,Pass,
,,,,,,,,,,,,,,,,,,,2.192171,,,,,,,,,,,,,,,4b4a018b-1341-4097-acdd-bcb520b89953,56,,,"[43.7, 16.6]",3890330,0,,,,,0.7538297,,Head,,,,"[58.4, 30.4]",High Pass,,20.16259,Incomplete,,,,,,,,,1,Regular Play,Konstantinos Stafylidis,4279.0,Left Back,4,Augsburg,172,['66d56477-1dde-43ee-963a-bdcd3b706e25'],41,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:41.387,Pass,
,,,,,,,,,,,,,,,,,,,0.974071,,,,,,,,,,,,,,,66d56477-1dde-43ee-963a-bdcd3b706e25,57,,,"[61.7, 49.7]",3890330,0,,,,,1.3888316,,Head,,,,"[64.0, 62.2]",High Pass,,12.709839,,,Lars Bender,8969.0,,,,,Recovery,1,Regular Play,Christoph Kramer,8805.0,Left Defensive Midfield,4,Augsburg,172,"['21d86c9b-0cd2-4538-91ee-9305e8ef8938', '4b4a018b-1341-4097-acdd-bcb520b89953']",43,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:43.579,Pass,
,,,,,,,,,,,,,,,,,,,2.792456,,,,,,,,,,,,,,,a2b5a915-9314-4e03-94c5-e461a576d1da,60,,,"[64.1, 62.5]",3890330,0,,,,,0.62980336,,Right Foot,,,,"[87.7, 79.7]",High Pass,,29.20274,Out,,Karim Bellarabi,8213.0,,,,,,1,Regular Play,Lars Bender,8969.0,Right Defensive Midfield,4,Augsburg,172,['d27cdead-ba63-4dce-8f03-059d0ad47227'],45,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:45.909,Pass,
,,,,,,,,,,,,,,,,,,,2.479716,,,,,,,,,,,,,,,35c01707-1034-45cb-9a04-03e10bdab82b,62,,,"[34.3, 0.1]",3890330,0,,,,,1.9475951,,,,,,"[21.4, 32.7]",High Pass,,35.05952,,,Jan-Ingwer Callsen-Bracker,22826.0,,,,,Throw-in,1,From Throw In,Konstantinos Stafylidis,4279.0,Left Back,5,Augsburg,172,['2d556bf1-0608-49dc-bc43-b609837a19eb'],53,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:53.819,Pass,
,,,,,,,,,,,,,,,,,,,2.076412,,,,,,,,,,,,,,,3e69edb5-273a-46c1-abe6-36f6e64f0085,65,,,"[21.4, 32.7]",3890330,0,,,,,2.4980915,,Right Foot,,,,"[3.4, 46.2]",Ground Pass,,22.5,,,Marwin Hitz,8314.0,,,,,,1,From Throw In,Jan-Ingwer Callsen-Bracker,22826.0,Right Center Back,5,Augsburg,172,['fe754204-4e10-4562-b8bc-5575282e7ee7'],56,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:56.339,Pass,
,,,,,,,,,,,,,,,,,,,2.098861,,,,,,,,,,,,,,,53507980-e368-40aa-afe2-da546375fba6,68,,,"[5.2, 47.5]",3890330,0,,,,,1.0590575,,Right Foot,,,,"[21.6, 76.7]",High Pass,,33.490295,,,Paul Verhaegh,8237.0,,,,,,1,From Throw In,Marwin Hitz,8314.0,Goalkeeper,5,Augsburg,172,['4d04adaa-9623-48f9-9ced-c77e04ba474d'],58,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:58.456,Pass,
,,,,,,,,,,,,,,,,,,,2.344532,,,,,,,,,,,,,,,e6d13c9e-cdd8-4db5-ac9a-dbe12bdf6ed6,71,,,"[83.4, 0.1]",3890330,1,,True,,,0.25615138,,,,,,"[96.0, 3.4]",Low Pass,,13.024976,Incomplete,,Christoph Kramer,8805.0,,,,,Throw-in,1,From Throw In,Hakan Çalhanoğlu,7039.0,Left Midfield,6,Bayer Leverkusen,904,"['15a54cfb-6a04-4ca7-a6c8-e8ba4086fd1b', '71fadbe2-5edf-4978-94bc-448075207096']",10,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:10.027,Pass,
,,,,,,,,,,,,,,,,,,,0.948469,,,,,,,,,,,,,,,5fb8e595-959c-478a-a33c-bf6fdfde68d5,77,,,"[25.1, 78.0]",3890330,1,,,,,-2.5963655,,Right Foot,,,,"[19.0, 74.3]",Ground Pass,,7.1344237,,,Paul Verhaegh,8237.0,,,,,,1,Regular Play,Ja-Cheol Koo,5627.0,Right Wing,7,Augsburg,172,['0cf72536-661c-42ce-9579-d03696d81737'],14,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:14.531,Pass,
,,,,,,,,,,,,,,,,,,,0.146668,,,,,,,,,,,,,,,b697828c-2924-4a7e-aa7c-609fccfe6954,80,,,"[19.0, 74.3]",3890330,1,,,,,0.0,,Right Foot,,,,"[21.6, 74.3]",Low Pass,,2.6,Incomplete,,,,,,,,,1,Regular Play,Paul Verhaegh,8237.0,Right Back,7,Augsburg,172,['0c9c3f66-46a6-489e-aec1-49bd2c1e3e06'],15,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:15.520,Pass,
,,,,,,,,,,,,,,,,,,,1.703102,,,,,,,,,,,,,,,46812847-6db6-479b-b4f3-59402722dd75,82,,,"[33.6, 80.0]",3890330,1,,,,,-0.23794273,,,,,,"[60.4, 73.5]",High Pass,,27.576982,Incomplete,,Raúl Marcelo Bobadilla,8807.0,,,,,Throw-in,1,From Throw In,Paul Verhaegh,8237.0,Right Back,8,Augsburg,172,"['24a549bc-02b1-4baf-8810-63a337d0f442', '641357a4-19c0-4d36-8a07-43a7c2263d9b']",27,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:27.806,Pass,
,,,,,,,,,,,,,,,,,,,3.055496,,,,,,,,,,,,,,,641357a4-19c0-4d36-8a07-43a7c2263d9b,84,,,"[59.7, 6.6]",3890330,1,,,,,1.81987,,Head,,,,"[52.4, 35.3]",High Pass,,29.613848,Incomplete,,Giulio Donati,8549.0,,,,,Interception,1,From Throw In,Wendell Nascimento Borges,8212.0,Left Back,8,Augsburg,172,"['46812847-6db6-479b-b4f3-59402722dd75', '9f553928-5758-4716-b355-1dc0be240575', 'e986fbeb-0fe0-4c4f-83da-67658cc9ea3e']",29,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:29.509,Pass,
,,,,,,,,,,,,,,,,,,,2.084034,,,,,,,,,,,,,,,51626748-e126-4586-a7b6-a636098efba8,89,,,"[101.8, 27.2]",3890330,1,,,,,-2.7760744,,Right Foot,,,,"[93.7, 24.1]",Ground Pass,,8.672946,,,Konstantinos Stafylidis,4279.0,,,,,,1,From Throw In,Alexander Esswein,8574.0,Left Wing,8,Augsburg,172,['da5ce772-ec43-4973-9822-e916fa0541ce'],38,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:38.343,Pass,
,,,,,,,,,,,,,,,,,,,1.187825,,,,,,,,,,,,,,,98faa6e2-d27b-4e4a-8c94-965a7c87eab1,91,,,"[93.7, 24.1]",3890330,1,,,,,0.5907126,,Left Foot,,,,"[110.7, 35.5]",High Pass,,20.468512,Incomplete,,,,,,,,,1,From Throw In,Konstantinos Stafylidis,4279.0,Left Back,8,Augsburg,172,['9d72a83a-5f01-4492-b929-b35e8988d491'],40,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:40.427,Pass,
,,,,,,,,,,,,,,,,,,,1.024022,,,,,,,,,,,,,,,325c2f77-cfd8-4676-8dfe-73fbcbeab1a8,93,,,"[108.8, 54.1]",3890330,1,,,,,-2.0981872,cdbcee1b-0416-4cbf-9721-fedbc7ebd30a,Head,,,,"[103.5, 45.0]",High Pass,,10.530907,,,Halil Altıntop,40462.0,True,,,,Recovery,1,From Throw In,Ja-Cheol Koo,5627.0,Right Wing,8,Augsburg,172,['41bf39c7-1e6e-4e38-846b-570e640243d6'],43,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:43.408,Pass,
,,,,,,,,,,,,,,,,,,,5.106033,,,,,,,,,,,,,,,dca66de1-a23d-49f6-bcef-ddade46339fb,98,,,"[6.0, 36.0]",3890330,2,,True,,,-0.20419133,,Right Foot,,,,"[82.3, 20.2]",High Pass,,77.91874,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,Goal Kick,1,From Goal Kick,Bernd Leno,15581.0,Goalkeeper,9,Bayer Leverkusen,904,"['10b4c8b8-715a-4951-a9fd-b443d96ce733', 'bcd9ff2d-f460-41f1-b97d-da43521ab05e']",14,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:14.436,Pass,
,,,,,,,,,,,,,,,,,,,1.122552,,,,,,,,,,,,,,,bcd9ff2d-f460-41f1-b97d-da43521ab05e,100,,,"[37.8, 59.9]",3890330,2,,,,,-1.2788643,,Head,,,,"[43.6, 40.6]",High Pass,,20.152668,,,Daniel Baier,8317.0,,,,,Recovery,1,From Goal Kick,Paul Verhaegh,8237.0,Right Back,9,Bayer Leverkusen,904,"['b829c567-4b55-4c71-93f5-fedda9c7b592', 'dca66de1-a23d-49f6-bcef-ddade46339fb']",19,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:19.542,Pass,
,,,,,,,,,,,,,,,,,,,1.939943,,,,,,,,,,,,,,,09e59c91-e95d-4d7f-aa59-004f2af96417,103,,,"[43.6, 39.9]",3890330,2,,,,,-0.3408378,,Right Foot,,,,"[63.9, 32.7]",Low Pass,,21.539034,Incomplete,,Alexander Esswein,8574.0,,,,,,1,From Goal Kick,Daniel Baier,8317.0,Left Defensive Midfield,9,Bayer Leverkusen,904,"['5511ec06-5e54-4981-ac25-8bdfda158385', 'e27915fd-0585-4fa9-b138-b16b368562e3']",20,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:20.705,Pass,
