50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6d54c03a-273f-4aaf-87e6-201723f413ca,1,,,3890310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 6}, {'player': {'id': 8311, 'name': 'Jonathan Schmid'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 31}, {'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a92fc570-fc87-4f72-8a97-1498921c1c1b,2,,,3890310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 38}, {'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,46e53e87-4141-4088-add4-ab4a38733e6c,3,,,3890310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['b13da0b4-b49f-4b18-80d2-d2d864e76424'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b13da0b4-b49f-4b18-80d2-d2d864e76424,4,,,3890310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['46e53e87-4141-4088-add4-ab4a38733e6c'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a4932a20-67ac-491e-a7ca-f95a6e558c02,1920,,,3890310,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,103,Hoffenheim,175,['7a6e8847-5131-4995-b302-7ddc403dc250'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7a6e8847-5131-4995-b302-7ddc403dc250,1921,,,3890310,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,103,Hoffenheim,175,['a4932a20-67ac-491e-a7ca-f95a6e558c02'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.5897,,,,,,,,,,,,,5d5089f1-f8a2-41b1-a303-1919365fedfa,5,,"[61.0, 40.1]",3890310,0,,,,,1.8998461,,Right Foot,,,,"[59.6, 44.2]",,Ground Pass,,4.3324356,,,,Kevin Volland,8215.0,,,,,,Kick Off,1,From Kick Off,Eduardo Jesús Vargas Rojas,27317.0,Left Center Forward,2,Hoffenheim,175,['e2ec5534-0d0f-4ee6-a472-b7c1a24c1d00'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.374,Pass,
,,,,,,,,,,,,,,,,,,0.798692,,,,,,,,,,,,,89c48e64-4734-4d1c-b319-864c9f618437,8,,"[60.2, 45.0]",3890310,0,,,,,-2.6779451,,Right Foot,,,,"[43.2, 36.5]",,Ground Pass,,19.006578,,,,Eugen Polanski,8404.0,,,,,,,1,From Kick Off,Kevin Volland,8215.0,Right Center Forward,2,Hoffenheim,175,['f965b074-3219-4538-b0d8-954005aec6f9'],1,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:01.160,Pass,
,,,,,,,,,,,,,,,,,,1.210196,,,,,,,,,,,,,e9cc3e02-cd97-4ca1-9613-fa606b3a7849,12,,"[40.2, 30.1]",3890310,0,,,,,-1.9409672,,Right Foot,,,,"[35.0, 16.7]",,Ground Pass,,14.373587,,,,Jeremy Toljan,8392.0,,,,,,,1,From Kick Off,Eugen Polanski,8404.0,Left Defensive Midfield,2,Hoffenheim,175,['ae951b72-b92b-49d3-b216-2e596ebb545e'],3,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:03.374,Pass,
,,,,,,,,,,,,,,,,,,2.892793,,,,,,,,,,,,,c641f1a5-d0b3-4a8e-8c0d-25c3546f2492,15,,"[35.0, 16.7]",3890310,0,,,,,0.04188026,,Right Foot,,,,"[87.5, 18.9]",,High Pass,,52.546074,,Incomplete,,Eduardo Jesús Vargas Rojas,27317.0,,,,,,,1,From Kick Off,Jeremy Toljan,8392.0,Left Back,2,Hoffenheim,175,"['73c5054d-56a4-43be-a92d-78789d36d668', 'a516838b-5424-49bb-80ef-0fde594d36b8']",5,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:05.447,Pass,
