50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,739bcaea-cef1-4159-90e2-c0e0dcd7dd6a,1,,,,3890273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 8558, 'name': 'Charlison Benschop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 35}, {'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6d23453a-312a-45ff-a71e-33ba5ae2632a,2,,,,3890273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8918, 'name': 'Roberto Hilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 8219, 'name': 'Admir Mehmedi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,98fb46bb-af80-4225-b1a0-62909214572a,3,,,,3890273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['c172ad0e-499c-4b94-9d99-e362d3bb5681'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c172ad0e-499c-4b94-9d99-e362d3bb5681,4,,,,3890273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['98fb46bb-af80-4225-b1a0-62909214572a'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a6c32ad6-9df2-4cab-8276-9a0803f577a5,1778,,,,3890273,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Bayer Leverkusen,904,['583e17c1-ea10-462c-bc3f-e15e6509586e'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,583e17c1-ea10-462c-bc3f-e15e6509586e,1779,,,,3890273,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Bayer Leverkusen,904,['a6c32ad6-9df2-4cab-8276-9a0803f577a5'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.537442,,,,,,,,,,,0eac5bee-ab00-402c-800c-02964de1b18e,5,,,"[61.0, 40.1]",3890273,0,,,,,1.7960731,,Right Foot,,,,"[59.9, 44.9]",Ground Pass,,4.924429,,,,,Mevlüt Erdinç,20027.0,,,,,,Kick Off,1,From Kick Off,Charlison Benschop,8558.0,Center Attacking Midfield,2,Hannover 96,178,['27133c17-a153-40be-be53-df89b5afee7d'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.550,Pass,
,,,,,,,,,,,,,,,,,1.444501,,,,,,,,,,,d3631fc5-6726-480a-9792-ac033cef4ee4,8,,,"[59.7, 45.7]",3890273,0,,,,,-2.9404292,,Right Foot,,,,"[34.2, 40.5]",Ground Pass,,26.024796,,,,,Christian Schulz,400614.0,,,,,,,1,From Kick Off,Mevlüt Erdinç,20027.0,Center Forward,2,Hannover 96,178,['2057c730-8c60-4c44-bf1d-a43da86c820b'],1,,,,,,,,,,,,,,,,Hannover 96,178,00:00:01.128,Pass,
,,,,,,,,,,,,,,,,,1.667847,,,,,,,,,,,685b3d1d-3997-4754-aafa-6415594a68a3,11,,,"[32.7, 38.2]",3890273,0,,,,,-1.2440953,,Left Foot,,,,"[40.9, 14.0]",Ground Pass,,25.551517,,,,,Oliver Sorg,12316.0,,,,,,,1,From Kick Off,Christian Schulz,400614.0,Left Center Back,2,Hannover 96,178,['ff168c14-9260-424b-87e5-e0be6373249d'],3,,,,,,,,,,,,,,,,Hannover 96,178,00:00:03.979,Pass,
,,,,,,,,,,,,,,,,,0.981454,,,,,,,,,,,366b225e-0efd-483b-a649-3d56239f2060,14,,,"[39.2, 18.1]",3890273,0,,,,,0.54428047,,Right Foot,,,,"[50.6, 25.0]",Ground Pass,,13.32554,,,,,Salif Sané,5664.0,,,,,,,1,From Kick Off,Oliver Sorg,12316.0,Left Back,2,Hannover 96,178,['6cf697d5-f8c8-454b-9864-66f8fb20b54f'],7,,,,,,,,,,,,,,,,Hannover 96,178,00:00:07.084,Pass,
,,,,,,,,,,,,,,,,,1.134794,,,,,,,,,,,3d466e2e-a64d-42bf-b3b1-e0fe34f665b8,17,,,"[50.4, 26.1]",3890273,0,,,,,-1.3717853,,Right Foot,,,,"[52.8, 14.2]",Ground Pass,,12.139605,,,,,Oliver Sorg,12316.0,,,,,,,1,From Kick Off,Salif Sané,5664.0,Left Defensive Midfield,2,Hannover 96,178,['e8095597-d6b6-4980-9b40-a5fedc8d6794'],8,,,,,,,,,,,,,,,,Hannover 96,178,00:00:08.145,Pass,
,,,,,,,,,,,,,,,,,2.131803,,,,,,,,,,,14ef7bfd-93ab-473e-9d6d-f70c4da84068,23,,,"[61.2, 10.3]",3890273,0,,,,,2.8792958,,Left Foot,,,,"[35.5, 17.2]",Ground Pass,,26.61015,,,,,Christian Schulz,400614.0,,,,,,Free Kick,1,From Free Kick,Oliver Sorg,12316.0,Left Back,3,Hannover 96,178,['cf00e777-d59b-4bd2-87fb-e4e8a0d163eb'],17,,,,,,,,,,,,,,,,Hannover 96,178,00:00:17.998,Pass,
,,,,,,,,,,,,,,,,,1.010856,,,,,,,,,,,fbce8a7a-98e6-441e-a53a-a9f8ed4cef49,26,,,"[46.3, 19.6]",3890273,0,,,,,-0.83381844,,Left Foot,,,,"[57.1, 7.7]",Ground Pass,,16.070158,,,,,Oliver Sorg,12316.0,,,,,,,1,From Free Kick,Christian Schulz,400614.0,Left Center Back,3,Hannover 96,178,['561f0c6d-6e36-4181-be0f-c008db0ba889'],23,,,,,,,,,,,,,,,,Hannover 96,178,00:00:23.370,Pass,
