50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.167968,,,,,,,,,,,,,,,2225ebd8-e741-4626-90c8-9b6e651dee07,27,,"[110.8, 5.0]",3890544,0,,,,2.0344439,,Right Foot,,,,"[109.1, 8.4]",,Ground Pass,,3.8013155,,Incomplete,,Philipp Ochs,9720.0,,,,,,1,From Kick Off,Andrej Kramarić,5460.0,Center Forward,2,Hoffenheim,175,"['571401eb-f4c2-444a-aee5-f1f2850f38e8', '6c7305bc-b9d3-4706-9e02-4a479cc01ff9']",22,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:22.007,Pass,
,,,,,,,,,,,,,,,,,,3.662695,,,,,,,,,,,,,,,cd0379e9-7872-4ef4-9789-b8ef95414cb4,35,,"[18.7, 69.0]",3890544,0,,,,-0.14075245,,Right Foot,,,,"[92.1, 58.6]",,High Pass,,74.133125,,Incomplete,,Dario Lezcano,9113.0,,,,,Free Kick,1,From Free Kick,Ørjan Håskjold Nyland,10483.0,Goalkeeper,3,Ingolstadt,189,"['6f34bfb9-5aca-48e2-8574-03d84180293b', 'bb0ca6b8-835e-4219-a350-82071547ce25']",48,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:48.315,Pass,
,,,,,,,,,,,,,,,,,,1.263188,,,,,,,,,,,,,,,8a0a188f-b863-4ef2-8f53-3c92225ac545,50,,"[43.8, 0.1]",3890544,1,,,,0.62299925,,,,,,"[54.1, 7.5]",,High Pass,,12.682665,,,,Philipp Ochs,9720.0,,,,,Throw-in,1,From Throw In,Jeremy Toljan,8392.0,Left Back,5,Hoffenheim,175,['9c49cf58-e273-4fb0-95ac-8380cb042ff7'],13,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:13.906,Pass,
,,,,,,,,,,,,,,,,,,0.861411,,,,,,,,,,,,,,,a065ee19-999d-4355-a41c-18f11c59d361,52,,"[55.0, 7.6]",3890544,1,,,,-0.7990959,,Left Foot,,,,"[58.6, 3.9]",,Low Pass,,5.162364,,Incomplete,,Kevin Volland,8215.0,,,,,,1,From Throw In,Philipp Ochs,9720.0,Center Attacking Midfield,5,Hoffenheim,175,"['1f0be499-5226-4609-a8a0-c4ce74d0259f', '3154e9ae-8b29-41ef-a6b3-0b4a00d52e56']",15,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:15.169,Pass,
,,,,,,,,,,,,,,,,,,0.637161,,,,,,,,,,,,,,,3154e9ae-8b29-41ef-a6b3-0b4a00d52e56,55,,"[61.5, 76.2]",3890544,1,,,,0.17759617,,Left Foot,,,,"[69.3, 77.6]",,Ground Pass,,7.924645,,,,Moritz Hartmann,40464.0,,,,,Recovery,1,Regular Play,Danny Vieira da Costa,8676.0,Right Back,6,Ingolstadt,189,"['1fc0cc86-e986-4720-b8fd-4c0f8befce92', 'a065ee19-999d-4355-a41c-18f11c59d361']",16,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:16.031,Pass,
,,,,,,,,,,,,,,,,,,0.428564,,,,,,,,,,,,,,,c6146865-ca37-45e7-8548-979131ac0c34,59,,"[68.9, 78.0]",3890544,1,,,,-0.44237423,,Right Foot,,,,"[74.6, 75.3]",,Ground Pass,,6.307139,,,,Pascal Groß,3097.0,,,,,,1,Regular Play,Moritz Hartmann,40464.0,Right Wing,6,Ingolstadt,189,"['38edf628-f6aa-40c4-a87f-37f1abfbbf7f', 'ad666283-5694-4a07-a999-9210a274e449']",17,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:17.235,Pass,True
,,,,,,,,,,,,,,,,,,1.450725,,,,,,,,,,,,,,,25e58731-f5eb-4df9-9bd5-fb42d9286529,65,,"[89.2, 80.0]",3890544,1,,,,-0.9932372,,,,,,"[100.8, 62.2]",,High Pass,,21.246176,,,,Dario Lezcano,9113.0,,,,,Throw-in,1,From Throw In,Danny Vieira da Costa,8676.0,Right Back,7,Ingolstadt,189,['42689ddb-71f1-45dc-bc4a-f90918744459'],32,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:32.665,Pass,
,,,,,,,,,,,,,,,,,,0.794882,,,,,,,,,,,,,,,c7b33a32-fd2f-468f-98cf-57a487faaf67,73,,"[95.5, 67.7]",3890544,1,,,,1.2521417,,Right Foot,,,,"[98.7, 77.4]",,Ground Pass,,10.214206,,,,Pascal Groß,3097.0,,,,,Recovery,1,From Throw In,Dario Lezcano,9113.0,Center Forward,7,Ingolstadt,189,"['8f9207ca-6cb9-45bd-b06f-39306b297aa0', 'ebf33a22-00e4-46fe-b7b1-dcae555d4964']",36,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:36.759,Pass,True
,,,,,,,,,,,,,,,,,,0.316654,,,,,,,,,,,,,,,d87ffc42-bdfb-4ef6-b83a-d4d99fa2f485,76,,"[98.7, 77.4]",3890544,1,,,,-0.357134,,Right Foot,,,,"[105.4, 74.9]",,Ground Pass,,7.1512237,,Incomplete,,Dario Lezcano,9113.0,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,7,Ingolstadt,189,"['a2a01165-5516-4470-b2c5-51e40a8d714d', 'e9f4c846-490e-4913-9166-cf505021f245']",38,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:38.374,Pass,
,,,,,,,,,,,,,,,,,,1.058651,,,,,,,,,,,,,,,9677f1ca-fff1-473b-bf83-891e4ee02ed8,79,,"[107.8, 80.0]",3890544,1,,,,-1.1505996,,,,,,"[112.0, 70.6]",,Low Pass,,10.29563,,,,Dario Lezcano,9113.0,,,,,Throw-in,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,8,Ingolstadt,189,['ee8fc23d-b7b6-4e35-993f-ee92a915b8b9'],44,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:44.425,Pass,
,,,,,,,,,,,,,,,,,,1.060645,,,,,,,,,,,,,,,35b1c5f0-2920-4964-ae30-85fd7cf9156e,84,,"[110.1, 73.2]",3890544,1,,,,2.741352,,Right Foot,,,,"[102.3, 76.5]",,Ground Pass,,8.469357,,,,Danny Vieira da Costa,8676.0,,,,,,1,From Throw In,Dario Lezcano,9113.0,Center Forward,8,Ingolstadt,189,"['22ca0a80-440c-4ffe-b242-6ffa7bfc4288', 'c8c43d99-39ea-45e4-9071-57aff4070427']",46,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:46.283,Pass,True
,,,,,,,,,,,,,,,,,,1.637672,,,,,,,,,,,,,,,bd9ce62f-8908-4839-8984-c70fc394239f,88,,"[102.3, 76.8]",3890544,1,,,,-1.2188925,,Right Foot,True,,,"[116.4, 38.4]",,High Pass,,40.906845,,Incomplete,,Moritz Hartmann,40464.0,,,,,,1,From Throw In,Danny Vieira da Costa,8676.0,Right Back,8,Ingolstadt,189,"['61cc6f32-3e2a-4d8d-b4b5-68ef018f9a9e', '8db76fb5-9a8a-4376-8232-610fa31f0681', '9d3c08ac-842b-4794-b40d-5dc823f78a6b']",47,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:47.424,Pass,True
,,,,,,,,,,,,,,,,,,3.954209,,,,,,,,,,,,,,,f26cf4ef-a6b8-40d3-af35-8b1751dc60dd,92,,"[17.0, 43.4]",3890544,1,,,,0.07366166,,Drop Kick,,,,"[83.4, 48.3]",,High Pass,,66.58055,,Incomplete,,Andrej Kramarić,5460.0,,,,,,1,From Throw In,Oliver Baumann,8393.0,Goalkeeper,8,Ingolstadt,189,"['52666c33-698d-4dee-af60-e595f318ff68', 'c24833d1-019a-4cd1-b2f2-ceb75ab0fbce']",53,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:53.165,Pass,
,,,,,,,,,,,,,,,,,,2.367282,,,,,,,,,,,,,,,52666c33-698d-4dee-af60-e595f318ff68,94,,"[36.7, 31.8]",3890544,1,,,,0.194241,,Head,,,,"[55.0, 35.4]",,High Pass,,18.650738,,,,Stefan Lex,40463.0,,,,,Recovery,1,From Throw In,Benjamin Hübner,8405.0,Left Center Back,8,Ingolstadt,189,"['d70d26de-f251-489f-adbd-e08a69e13606', 'f26cf4ef-a6b8-40d3-af35-8b1751dc60dd']",57,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:57.119,Pass,
,,,,,,,,,,,,,,,,,,0.805578,,,,,,,,,,,,,,,f51d1416-ecca-4729-b3f2-82ac4b4998d2,98,,"[64.5, 45.7]",3890544,2,,,,0.30522314,,Head,,,,"[71.8, 48.0]",,High Pass,,7.653757,,,,Andrej Kramarić,5460.0,,,,,Recovery,1,Regular Play,Tobias Strobl,12321.0,Right Defensive Midfield,9,Hoffenheim,175,['506f92a6-bd12-4db8-b7e4-a957b6a0b7e2'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:00.982,Pass,
,,,,,,,,,,,,,,,,,,0.250137,,,,,,,,,,,,,,,5a2bdc51-e236-4dde-8cf8-19b90b7ec7a6,101,,"[73.7, 47.6]",3890544,2,,,,3.0617626,,Right Foot,,,,"[71.2, 47.8]",,High Pass,,2.5079873,,Incomplete,,Philipp Ochs,9720.0,,,,,,1,Regular Play,Andrej Kramarić,5460.0,Center Forward,9,Hoffenheim,175,"['3887be5c-1a1a-4b7c-8063-1ba33638f205', '966c057f-7d38-41f0-83a2-c72d415cfa08']",1,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:01.947,Pass,
,,,,,,,,,,,,,,,,,,1.212836,,,,,,,,,,,,,,,0ee58856-1cd1-44f6-97be-351cfd6b1659,108,,"[75.0, 24.8]",3890544,2,,,,-1.0510745,,Left Foot,,,,"[85.7, 6.1]",,Ground Pass,,21.544836,,,,Kevin Volland,8215.0,,,,,,1,Regular Play,Philipp Ochs,9720.0,Center Attacking Midfield,9,Hoffenheim,175,"['03fe4c6b-d696-4edb-a45f-49356308f681', 'c293e51d-4181-45eb-bc86-84aedcbd0562']",6,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:06.001,Pass,True
,,,,,,,,,,,,,,,,,,0.31728,,,,,,,,,,,,,,,688382e8-2790-438f-b796-50364e801e11,111,,"[95.4, 5.3]",3890544,2,,,,1.0636978,,Left Foot,,,,"[98.4, 10.7]",,Ground Pass,,6.177378,,Incomplete,,Andrej Kramarić,5460.0,,,,,,1,Regular Play,Kevin Volland,8215.0,Left Wing,9,Hoffenheim,175,"['4bd53ffe-8b58-49a4-878d-20240f894710', '910424b5-be9e-42a3-b881-77d06911fbcf']",9,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:09.274,Pass,
,,,,,,,,,,,,,,,,,,1.574205,,,,,,,,,,,,,,,95fab99a-f92b-46a2-83de-9708318ab9aa,116,,"[41.6, 9.7]",3890544,2,,,,2.2613425,,Right Foot,,,,"[20.2, 35.6]",,Ground Pass,,33.59717,,,,Oliver Baumann,8393.0,,,,,Recovery,1,Regular Play,Ermin Bičakčić,9396.0,Left Center Back,9,Hoffenheim,175,['841a6e58-924c-4e4b-ade0-26361efc38f4'],15,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:15.414,Pass,
,,,,,,,,,,,,,,,,,,1.900188,,,,,,,,,,,,,,,8d393b88-aaf1-4775-8dc2-c6bb2a65c642,119,,"[20.4, 36.6]",3890544,2,,,,1.2637506,,Right Foot,,,,"[26.9, 57.1]",,Ground Pass,,21.505814,,,,Niklas Süle,6322.0,,,,,,1,Regular Play,Oliver Baumann,8393.0,Goalkeeper,9,Hoffenheim,175,['5035f1ae-85b6-4a38-916f-8910da612557'],18,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:18.498,Pass,
,,,,,,,,,,,,,,,,,,2.109954,,,,,,,,,,,,,,,fc24d821-b540-41bc-92e1-89a7cb0bf8d4,122,,"[30.9, 58.3]",3890544,2,,,,-2.5357575,,Right Foot,,,,"[13.0, 45.9]",,Ground Pass,,21.775444,,,,Oliver Baumann,8393.0,,,,,,1,Regular Play,Niklas Süle,6322.0,Right Center Back,9,Hoffenheim,175,['59696c7b-6f33-4dab-976f-b31772a54589'],21,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:21.461,Pass,
,,,,,,,,,,,,,,,,,,1.001887,,,,,,,,,,,,,,,d833eef3-4e04-4f21-b75a-fc4d6296eef7,125,,"[14.9, 45.3]",3890544,2,,,,-1.0604382,,Right Foot,,,,"[28.0, 21.9]",,Ground Pass,,26.817345,,,,Ermin Bičakčić,9396.0,,,,,,1,Regular Play,Oliver Baumann,8393.0,Goalkeeper,9,Hoffenheim,175,['4fc3060a-507a-48fe-bd15-ca7df1a6a43d'],24,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:24.191,Pass,
,,,,,,,,,,,,,,,,,,1.284491,,,,,,,,,,,,,,,3ac54621-d069-47f3-b013-5eb35e248594,128,,"[28.0, 22.6]",3890544,2,,,,0.8012698,,Right Foot,,,,"[40.4, 35.4]",,Ground Pass,,17.821335,,,,Eugen Polanski,8404.0,,,,,,1,Regular Play,Ermin Bičakčić,9396.0,Left Center Back,9,Hoffenheim,175,['1ef87ba4-6af1-443c-b910-d7e6f5a24cfb'],26,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:26.348,Pass,
,,,,,,,,,,,,,,,,,,0.766571,,,,,,,,,,,,,,,8c5c1e63-8c03-435b-b361-5da4e26ae389,132,,"[56.4, 33.2]",3890544,2,,,,0.039751776,,Left Foot,,,,"[74.0, 33.9]",,Ground Pass,,17.613914,,,,Kevin Volland,8215.0,,,,,,1,Regular Play,Eugen Polanski,8404.0,Left Defensive Midfield,9,Hoffenheim,175,"['0731f2d9-0617-4e6e-880d-1c861bf5c1f8', 'a71da0ad-7457-4488-896d-97fe0cd012b1']",30,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:30.881,Pass,True
,,,,,,,,,,,,,,,,,,0.944978,,,,,,,,,,,,,,,27083e0f-b872-471b-89e1-95f5662e4d07,136,,"[73.5, 32.6]",3890544,2,,,,-1.7498116,,Left Foot,,,,"[71.6, 22.1]",,Ground Pass,,10.67052,,,,Eugen Polanski,8404.0,,,,,,1,Regular Play,Kevin Volland,8215.0,Left Wing,9,Hoffenheim,175,['0648b4b5-6613-4356-bcb3-d115aa17e2e8'],32,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:32.943,Pass,
,,,,,,,,,,,,,,,,,,2.612383,,,,,,,,,,,,,,,bdcd8ec6-0831-429a-9831-73433ea93dc1,139,,"[71.6, 22.1]",3890544,2,,,,0.5956555,,Left Foot,,,,"[98.6, 40.4]",,High Pass,,32.617325,,Incomplete,,Philipp Ochs,9720.0,,,,,,1,Regular Play,Eugen Polanski,8404.0,Left Defensive Midfield,9,Hoffenheim,175,"['27a4f236-8e22-48cf-ad01-d156ac4d6313', 'dff1dc01-2748-45b9-ae9a-75ba6a0d4e51']",34,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:34.190,Pass,
,,,,,,,,,,,,,,,,,,5.929676,,,,,,,,,,,,,,,89cfcd38-c3ff-4796-8ba2-4d222aeac777,145,,"[48.5, 22.4]",3890544,2,True,,,-0.3705952,,Right Foot,,,,"[97.4, 3.4]",,High Pass,,52.46151,,,,Dario Lezcano,9113.0,,,,,Free Kick,1,From Free Kick,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,10,Ingolstadt,189,['0bb3ed0d-0391-4239-a985-9115663725a0'],54,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:54.395,Pass,
,,,,,,,,,,,,,,,,,,0.940861,,,,,,,,,,,,,,,b03497de-08b9-4a9e-bbd9-e449bce7b2c8,152,,"[21.5, 71.7]",3890544,3,,,,0.83223885,,Left Foot,,,,"[27.6, 78.4]",,Ground Pass,,9.060905,,,,Sebastian Rudy,6039.0,,,,,,1,Regular Play,Niklas Süle,6322.0,Right Center Back,11,Hoffenheim,175,['348f24bd-ce81-40a8-b002-c618acfbdee6'],4,,,,,,,,,,,,,,,,,Hoffenheim,175,00:03:04.200,Pass,
,,,,,,,,,,,,,,,,,,3.108995,,,,,,,,,,,,,,,7fad8114-60af-4650-92c6-725a83d6753b,156,,"[31.0, 77.8]",3890544,3,,,,-0.32855317,,Right Foot,,,,"[79.4, 61.3]",,Ground Pass,,51.135212,,Incomplete,,Andrej Kramarić,5460.0,,,,,,1,Regular Play,Sebastian Rudy,6039.0,Right Back,11,Hoffenheim,175,"['158b834e-5d29-4b84-9243-3087eb2e25df', '953b32dc-fb33-423f-ac72-00a7595c9d5f', 'fe68c9a6-bbea-449e-9cef-d6c3197e5855']",6,,,,,,,,,,,,,,,,,Hoffenheim,175,00:03:06.140,Pass,True
,,,,,,,,,,,,,,,,,,1.229634,,,,,,,,,,,,,,,fe68c9a6-bbea-449e-9cef-d6c3197e5855,158,,"[40.7, 18.8]",3890544,3,,,,-0.27499467,,Right Foot,,,,"[68.7, 10.9]",,Ground Pass,,29.093126,,Incomplete,,Stefan Lex,40463.0,,,,,Recovery,1,Regular Play,Benjamin Hübner,8405.0,Left Center Back,11,Hoffenheim,175,"['14dab764-3abd-49b5-93cc-e824f9fa1363', '7fad8114-60af-4650-92c6-725a83d6753b', 'a7a97b92-f863-4a33-9609-a0ad2328c671']",9,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:09.249,Pass,
