50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,e76b8282-f459-4ab4-9ab1-537bb69ffd5a,1,,,,3890473,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 11281, 'name': 'Alessandro Schöpf'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,e7bec1b5-2a6e-4710-b57c-f52ff71be15a,2,,,,3890473,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 15}, {'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 8323, 'name': 'Gideon Jung'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 40}, {'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 5835, 'name': 'Josip Drmic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1ce19baa-cf8e-4b41-9fc3-113273bb0419,3,,,,3890473,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['3b70c101-2289-48d1-a4d9-1a98bdf3afe3'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3b70c101-2289-48d1-a4d9-1a98bdf3afe3,4,,,,3890473,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['1ce19baa-cf8e-4b41-9fc3-113273bb0419'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,cc138fc5-8cbe-4799-a40b-623f39fdb7da,1758,,,,3890473,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Hamburger SV,171,['72330ec6-db31-47e1-b034-c9230ec03fe4'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,72330ec6-db31-47e1-b034-c9230ec03fe4,1759,,,,3890473,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Hamburger SV,171,['cc138fc5-8cbe-4799-a40b-623f39fdb7da'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.406451,,,,,,,,,,3bdd853b-97bb-476e-ad95-dd885995a6e2,5,,,"[61.0, 40.1]",3890473,0,,True,,,1.1263771,,Right Foot,,,,"[62.0, 42.2]",,Ground Pass,,2.3259406,,,,Max Meyer,8508.0,,,,,,Kick Off,1,From Kick Off,Klaas-Jan Huntelaar,8060.0,Center Forward,2,Schalke 04,181,['f90805e5-63c2-4396-ae2b-7d7a7e5d02e5'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.475,Pass,
,,,,,,,,,,,,,,,,,1.10783,,,,,,,,,,13695088-2ced-4377-8d9f-00dacd23c77d,7,,,"[62.2, 42.8]",3890473,0,,True,,,-2.8986974,,Right Foot,,,,"[50.9, 40.0]",,Ground Pass,,11.641735,,,,Johannes Geis,6717.0,,,,,,,1,From Kick Off,Max Meyer,8508.0,Center Attacking Midfield,2,Schalke 04,181,['a4bdcb42-2011-42c7-9501-e7ab864e4c69'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.882,Pass,
,,,,,,,,,,,,,,,,,2.097309,,,,,,,,,,5e3ad676-5758-48bc-a16d-27bc3c0c605d,10,,,"[50.8, 39.8]",3890473,0,,,,,0.9869579,,Right Foot,,,,"[76.5, 78.7]",,High Pass,,46.622955,,,,Alessandro Schöpf,11281.0,,,,,,,1,From Kick Off,Johannes Geis,6717.0,Right Defensive Midfield,2,Schalke 04,181,"['b53124e1-ea49-4860-8429-e1432263e004', 'da42d823-2a0f-4936-89a8-03fd04cc29a7']",2,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:02.728,Pass,True
,,,,,,,,,,,,,,,,,1.27959,,,,,,,,,,077f6619-fefd-4ebe-96cf-822e11d81945,13,,,"[45.9, 0.1]",3890473,0,,,,,0.43395337,,,,,,"[58.2, 5.8]",,High Pass,,13.556548,,,,Pierre-Michel Lasogga,8895.0,,,,,,Throw-in,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,3,Hamburger SV,171,['9ab4e66d-10a3-4ecc-a722-9ec535b0b8e5'],13,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:13.597,Pass,
