50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,0a20389a-229b-456b-8eca-78031a03f13f,1,,,3890364,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 17}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 8218, 'name': 'Arjen Robben'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 10}, {'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 29}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,a3d48b5e-7a61-4c54-84b7-7a7cee957267,2,,,3890364,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,6438cd87-a6c4-4fd4-97e1-61a047aa1b79,3,,,3890364,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['00c50d04-9f6a-4606-8d2a-5f049a57cc1e'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,00c50d04-9f6a-4606-8d2a-5f049a57cc1e,4,,,3890364,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['6438cd87-a6c4-4fd4-97e1-61a047aa1b79'],0,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,12ca25eb-adb0-4c54-8829-e2768411d7f2,1748,,,3890364,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,80,VfB Stuttgart,174,['9464d582-b612-4bef-aa2e-5dac8b8a05d2'],0,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,9464d582-b612-4bef-aa2e-5dac8b8a05d2,1749,,,3890364,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,80,VfB Stuttgart,174,['12ca25eb-adb0-4c54-8829-e2768411d7f2'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.689998,,,,,,,,,,13104cbb-8693-4037-adfc-d3b533907a25,5,,"[60.0, 40.0]",3890364,0,,,,,1.5042281,,Right Foot,,,"[60.1, 41.5]",,Ground Pass,,1.5033296,,,Daniel Didavi,8243.0,,,,,Kick Off,1,From Kick Off,Timo Werner,5557.0,Right Center Forward,2,VfB Stuttgart,174,['26d0942f-dcc0-4444-9aa5-d735d9e5067f'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.480,Pass,
,,,,,,,,,,,,,,,1.470141,,,,,,,,,,45698a2d-855e-4acb-815d-0384e1195822,9,,"[61.9, 39.7]",3890364,0,,,,,-2.907616,,Left Foot,,,"[42.6, 35.1]",,Ground Pass,,19.840614,,,Timo Baumgartl,8956.0,,,,,,1,From Kick Off,Daniel Didavi,8243.0,Center Attacking Midfield,2,VfB Stuttgart,174,['fb95a7dd-da59-4f99-8a3d-7373aff251dc'],2,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:02.874,Pass,
,,,,,,,,,,,,,,,3.571036,,,,,,,,,,8c8bcfd5-276b-4f3b-ae20-283b2f0d7aa5,13,,"[42.8, 22.2]",3890364,0,,,,,-0.42222056,,Left Foot,,,"[82.2, 4.5]",,High Pass,,43.193172,Incomplete,,,,,,,,,1,From Kick Off,Timo Baumgartl,8956.0,Left Center Back,2,VfB Stuttgart,174,['21ed9daa-dd5b-4bf9-ac28-8626d1d9747f'],6,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:06.547,Pass,
,,,,,,,,,,,,,,,1.090366,,,,,,,,,,21ed9daa-dd5b-4bf9-ac28-8626d1d9747f,14,,"[37.9, 75.6]",3890364,0,,,,,-0.12970254,,Head,,,"[51.7, 73.8]",,Low Pass,,13.916896,,,Arjen Robben,8218.0,,,,,Recovery,1,Regular Play,Márcio Rafael Ferreira de Souza,8209.0,Right Center Back,3,Bayern Munich,169,"['8c8bcfd5-276b-4f3b-ae20-283b2f0d7aa5', 'f493c69f-8db2-4681-a449-dd06c6155fe3']",10,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:10.118,Pass,
