50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8750e3b8-933b-45e0-910b-271080a6ea1b,1,,,3890458,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3186, 'name': 'Julian Draxler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 40469, 'name': 'Marcel Schäfer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 4}, {'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,323d3590-6296-4b9f-81dc-be2bd1fb3219,2,,,3890458,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8218, 'name': 'Arjen Robben'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 29}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ff4ddbda-1589-4943-a4f6-6765809e6dfe,3,,,3890458,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,['bb135e41-f82d-425f-944a-b00e1f82f89d'],0,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bb135e41-f82d-425f-944a-b00e1f82f89d,4,,,3890458,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,['ff4ddbda-1589-4943-a4f6-6765809e6dfe'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ccd2a9b0-d580-4b51-8e2c-897da75eeda5,1909,,,3890458,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Bayern Munich,169,['4af0645b-7c5d-4e7b-94c9-e0634ea06ce4'],0,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4af0645b-7c5d-4e7b-94c9-e0634ea06ce4,1910,,,3890458,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Bayern Munich,169,['ccd2a9b0-d580-4b51-8e2c-897da75eeda5'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.696545,,,,,,,,,,,,,d62b3fab-a940-4c4e-9401-b53f0b72b147,5,,"[61.0, 40.1]",3890458,0,,,,,1.7818897,,Left Foot,,,,"[60.4, 42.9]",,Ground Pass,2.8635643,,,,Max Kruse,8386.0,,,,,Kick Off,1,From Kick Off,Julian Draxler,3186.0,Center Attacking Midfield,2,Wolfsburg,179,['bca4bf26-0637-49ab-9f9c-9595a4da051f'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.514,Pass,
,,,,,,,,,,,,,,,,,1.435714,,,,,,,,,,,,,c775f7bb-41c1-47ce-9a1b-0f83eb5e9333,7,,"[59.3, 43.2]",3890458,0,,,,,-3.0877526,,Right Foot,,,,"[42.6, 42.3]",,Ground Pass,16.724234,,,,Luiz Gustavo Dias,3545.0,,,,,,1,From Kick Off,Max Kruse,8386.0,Center Forward,2,Wolfsburg,179,['6a701bc0-c2d7-4dce-9af3-799587896c73'],1,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:01.211,Pass,
,,,,,,,,,,,,,,,,,1.067329,,,,,,,,,,,,,7d54f746-9437-42d0-ac6c-79faef8a55cb,10,,"[41.3, 41.7]",3890458,0,,,,,-2.501365,,Right Foot,,,,"[31.5, 34.4]",,Ground Pass,12.220065,,,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,From Kick Off,Luiz Gustavo Dias,3545.0,Left Defensive Midfield,2,Wolfsburg,179,['e702291b-5e9c-4830-b35d-7c283c46b33a'],3,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:03.976,Pass,
,,,,,,,,,,,,,,,,,1.961158,,,,,,,,,,,,,58a6f7c7-411b-4df2-a02f-3c1531854646,14,,"[31.1, 33.5]",3890458,0,,,,,2.9086134,,Left Foot,,,,"[7.5, 39.1]",,Ground Pass,24.255308,,,,Koen Casteels,8240.0,,,,,,1,From Kick Off,Dante Bonfim da Costa Santos,3197.0,Left Center Back,2,Wolfsburg,179,"['040d35b6-7dcc-48cc-9881-121d7d6500a0', '0a4c902d-f584-483d-ae33-cb7460f1d9c5']",5,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:05.525,Pass,True
