50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,cc6ffec0-32c1-46e8-9c9f-11f5df67a2f7,1,,,,3890358,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7abfa0b2-dbd7-415f-a4d6-6d61c5ca03c0,2,,,,3890358,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 39}, {'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,035b5502-ea13-4e96-879f-fcd5243221fc,3,,,,3890358,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['270983d7-a98f-4898-bd99-92609635ff26'],0,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,270983d7-a98f-4898-bd99-92609635ff26,4,,,,3890358,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['035b5502-ea13-4e96-879f-fcd5243221fc'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8b84790c-76e9-4c6a-b5dc-e2cf78484814,1845,,,,3890358,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Hannover 96,178,['c73cede5-2318-4419-a4d4-28d24903fcc1'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,c73cede5-2318-4419-a4d4-28d24903fcc1,1846,,,,3890358,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Hannover 96,178,['8b84790c-76e9-4c6a-b5dc-e2cf78484814'],0,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.73522,,,,,,,,,,,,,,,,1823f553-4bd4-4022-8a6c-6d40dfc22470,5,,,"[60.0, 40.0]",3890358,0,,True,,,-1.7004988,,Right Foot,,,"[59.4, 35.4]",,Ground Pass,,4.6389656,,,,Salomon Armand Magloire Kalou,8575.0,,,,,Kick Off,1,From Kick Off,Vladimír Darida,8579.0,Center Attacking Midfield,2,Hertha Berlin,173,['a7a19334-16b7-405d-8aee-5e8f5e85de2d'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.464,Pass,
,,,,,,,,,,,,,,,1.955588,,,,,,,,,,,,,,,,96627331-ad02-4074-b8d3-d985d6fb9709,7,,,"[56.9, 36.3]",3890358,0,,,,,2.6666734,,Right Foot,,,"[32.2, 49.0]",,Ground Pass,,27.77373,,,,Sebastian Langkamp,8580.0,,,,,,1,From Kick Off,Salomon Armand Magloire Kalou,8575.0,Center Forward,2,Hertha Berlin,173,['b9017cde-e114-4f38-9555-50622a3868e8'],1,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:01.705,Pass,
,,,,,,,,,,,,,,,1.495546,,,,,,,,,,,,,,,,afda3579-51af-4be0-b49e-05c636ea507e,10,,,"[30.9, 49.0]",3890358,0,,,,,-1.654416,,Right Foot,,,"[28.0, 14.4]",,Ground Pass,,34.721317,,,,John Anthony Brooks,12327.0,,,,,,1,From Kick Off,Sebastian Langkamp,8580.0,Right Center Back,2,Hertha Berlin,173,['5383cd39-3a4e-4c29-aecc-c5caf80074e9'],4,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:04.980,Pass,
,,,,,,,,,,,,,,,2.354226,,,,,,,,,,,,,,,,ca79b7f0-01fc-477c-9f16-fc7eee25c44a,13,,,"[28.0, 14.4]",3890358,0,,,,,1.3992878,,Left Foot,,,"[35.5, 57.7]",,Ground Pass,,43.944736,,,,Sebastian Langkamp,8580.0,,True,,,,1,From Kick Off,John Anthony Brooks,12327.0,Left Center Back,2,Hertha Berlin,173,['d95bcb0e-758f-445c-8f9a-795cb2cc13be'],9,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:09.089,Pass,
,,,,,,,,,,,,,,,1.943968,,,,,,,,,,,,,,,,1a8ee639-aca3-4147-8641-ce884ba8ed49,16,,,"[31.3, 56.9]",3890358,0,,,,,-1.6600157,,Right Foot,,,"[28.5, 25.6]",,Ground Pass,,31.42499,,,,John Anthony Brooks,12327.0,,,,,,1,From Kick Off,Sebastian Langkamp,8580.0,Right Center Back,2,Hertha Berlin,173,['fff041fc-fbca-420b-8258-25fabb904cb0'],13,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:13.118,Pass,
