50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,ece34f9c-f5ce-448d-b4ad-067172bc257e,1,,,3890534,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,f62f3973-a642-4995-b5b1-4afdd9e78618,2,,,3890534,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8210, 'name': 'Charles Mariano Aránguiz Sandoval'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 38}, {'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 44}, {'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3ac19794-fb65-4e1e-aa76-2c44182dd519,3,,,3890534,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['c030699a-e547-4ba7-8e9b-05621595ca12'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,c030699a-e547-4ba7-8e9b-05621595ca12,4,,,3890534,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['3ac19794-fb65-4e1e-aa76-2c44182dd519'],0,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3f5d3b05-c688-445b-a4ca-c4f4237d29eb,1824,,,3890534,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Schalke 04,181,['cc7abb2f-a19e-4ecb-9c79-0b59b3f80333'],0,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,cc7abb2f-a19e-4ecb-9c79-0b59b3f80333,1825,,,3890534,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Schalke 04,181,['3f5d3b05-c688-445b-a4ca-c4f4237d29eb'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.726839,,,,,,,,,,,,,,,,136fa83e-d579-48bd-9d77-973160671877,5,,"[60.0, 40.0]",3890534,0,,,,-2.0131705,,Right Foot,,,,"[59.1, 38.1]",,Ground Pass,,2.1023796,,,,,Kevin Kampl,8222.0,,,,,Kick Off,1,From Kick Off,Javier Hernández Balcázar,3058.0,Center Forward,2,Bayer Leverkusen,904,['3aa6fe48-a021-46ac-86a4-028030959b7b'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.338,Pass,
,,,,,,,,,,,,,,,,,1.343952,,,,,,,,,,,,,,,,f2c7e9f3-295f-4ed7-b5b2-acd8dc146ca8,8,,"[57.7, 38.0]",3890534,0,,,,2.2272837,,Right Foot,,,,"[43.6, 56.3]",,Ground Pass,,23.101948,,,,,Jonathan Tah,8221.0,,,,,,1,From Kick Off,Kevin Kampl,8222.0,Center Attacking Midfield,2,Bayer Leverkusen,904,['14915568-e4c0-48a8-9426-ae9798146e21'],2,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:02.505,Pass,
,,,,,,,,,,,,,,,,,1.405263,,,,,,,,,,,,,,,,abf2046b-fac8-4afb-964c-b331679ef378,11,,"[42.0, 58.8]",3890534,0,,,,-1.7793745,,Right Foot,,,,"[35.1, 26.2]",,Ground Pass,,33.322216,,,,,Ömer Toprak,8573.0,,,,,,1,From Kick Off,Jonathan Tah,8221.0,Right Center Back,2,Bayer Leverkusen,904,['7af964d7-8072-4a9b-b72c-db1f98120da4'],5,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:05.116,Pass,
,,,,,,,,,,,,,,,,,1.198986,,,,,,,,,,,,,,,,82cd5f14-a700-4b49-8702-3f39d3b34fa2,14,,"[35.4, 26.4]",3890534,0,,,,-1.2445749,,Right Foot,,,,"[42.2, 6.3]",,Ground Pass,,21.219095,,,,,Wendell Nascimento Borges,8212.0,,,,,,1,From Kick Off,Ömer Toprak,8573.0,Left Center Back,2,Bayer Leverkusen,904,['820e52f9-9797-4100-8a13-d2fd5d689306'],7,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:07.638,Pass,
