50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0c656a0e-9d7b-4375-a7a2-54c248ac5f46,1,,,3890264,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 42}, {'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 51388, 'name': 'Assani Lukimya-Mulongoti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 7}, {'player': {'id': 22043, 'name': 'Ulisses Alexandre Garcia Lopes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 8390, 'name': 'Philipp Bargfrede'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 8554, 'name': 'Levin Mete Öztunali'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Werder Bremen,176,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d1b175be-4c71-42f7-81de-5aaf05ae60e0,2,,,3890264,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25003, 'name': 'Sascha Riether'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 8514, 'name': 'Matija Nastasić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 31}, {'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 13}, {'player': {'id': 3186, 'name': 'Julian Draxler'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ed27088c-dca4-4c96-ba8c-a9d72e71852d,3,,,3890264,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,['ee3d7d39-b941-4ee2-9ea3-738587ea89ea'],0,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ee3d7d39-b941-4ee2-9ea3-738587ea89ea,4,,,3890264,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,['ed27088c-dca4-4c96-ba8c-a9d72e71852d'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d52579a8-3f79-46f5-904b-baf8bb4e4d7b,1441,,,3890264,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Werder Bremen,176,['297ccba0-74ce-4d6c-a12d-8dec62f8a729'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,297ccba0-74ce-4d6c-a12d-8dec62f8a729,1442,,,3890264,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Werder Bremen,176,['d52579a8-3f79-46f5-904b-baf8bb4e4d7b'],0,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.430357,,,,,,,,,,,,ba776aa4-91e4-4fd1-90e9-10d3df1d55cb,5,,"[61.0, 40.1]",3890264,0,,,,,1.3415644,,Right Foot,,,"[61.7, 43.1]",,Ground Pass,,3.0805843,,,Levin Mete Öztunali,8554.0,,,,,Kick Off,1,From Kick Off,Anthony Ujah,12624.0,Right Center Forward,2,Werder Bremen,176,['42051520-9989-473b-a961-2c4e59a8c6de'],1,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:01.294,Pass,
,,,,,,,,,,,,,,1.698973,,,,,,,,,,,,f0b340e2-88bb-4aca-ae5b-302919cf1e02,7,,"[61.2, 43.5]",3890264,0,,,,,3.1415927,,Right Foot,,,"[46.2, 43.5]",,Ground Pass,,15.0,,,Philipp Bargfrede,8390.0,,,,,,1,From Kick Off,Levin Mete Öztunali,8554.0,Left Center Forward,2,Werder Bremen,176,['aa6b7a58-ffad-45b9-9ae1-14686db23333'],1,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:01.725,Pass,
,,,,,,,,,,,,,,1.469988,,,,,,,,,,,,27974f2e-f051-47bc-a75e-f2352aa54d2d,10,,"[41.4, 37.4]",3890264,0,,,,,-1.7297807,,Left Foot,,,"[37.6, 13.7]",,Ground Pass,,24.002708,,,Ulisses Alexandre Garcia Lopes,22043.0,,,,,,1,From Kick Off,Philipp Bargfrede,8390.0,Right Defensive Midfield,2,Werder Bremen,176,['de7e09ab-78eb-4e5d-97fb-e5ee43759d6d'],4,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:04.430,Pass,
,,,,,,,,,,,,,,0.298818,,,,,,,,,,,,746b1714-d984-4b1a-9891-d141ca7b0e87,14,,"[39.2, 12.6]",3890264,0,,,,,0.89213383,,Left Foot,,,"[41.7, 15.7]",,Low Pass,,3.9824615,Incomplete,,Philipp Bargfrede,8390.0,,,,,,1,From Kick Off,Ulisses Alexandre Garcia Lopes,22043.0,Left Back,2,Werder Bremen,176,"['23f4ab64-492d-448b-b791-cd8c601b5a88', '3b1e5054-59cd-41ae-949b-5ea08aef995e', '5193d829-77cc-490f-985b-63ed98e40aa0']",7,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:07.151,Pass,True
