50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b1ab467d-c2aa-4a58-8dad-a96259601162,1,,,3890282,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 27}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,20bc1ddd-8512-48c1-bb25-6ed5ebd694a6,2,,,3890282,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 8558, 'name': 'Charlison Benschop'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 35}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e4c38b85-5786-406e-b031-8941d71c9414,3,,,3890282,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['27437941-219f-4ebe-b4e6-27c18557c15c'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,27437941-219f-4ebe-b4e6-27c18557c15c,4,,,3890282,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['e4c38b85-5786-406e-b031-8941d71c9414'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,26af0ad1-d907-4971-a4a8-0fd9510282bc,1777,,,3890282,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Hannover 96,178,['6c3a39ae-1202-4da4-9a97-6ef88a786965'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6c3a39ae-1202-4da4-9a97-6ef88a786965,1778,,,3890282,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Hannover 96,178,['26af0ad1-d907-4971-a4a8-0fd9510282bc'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.571832,,,,,,,,,,,,,0aa754b7-2852-46b1-a61a-4e4ead196ce2,5,,"[60.0, 40.0]",3890282,0,,,,,-1.2193515,,Right Foot,,,,"[61.1, 37.0]",,Ground Pass,,3.1953092,,,,Yunus Mallı,8679.0,,,,,Kick Off,1,From Kick Off,Yoshinori Muto,6337.0,Left Center Forward,2,FSV Mainz 05,177,['9ad96868-60e0-4b6d-a942-823af334a828'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.332,Pass,
,,,,,,,,,,,,,,,,,0.849332,,,,,,,,,,,,,71ac39ad-aa97-4154-bb50-807e9ef7a284,9,,"[61.9, 35.5]",3890282,0,,,,,-0.5585993,,Right Foot,,,,"[69.1, 31.0]",,Ground Pass,,8.490583,,,,Jairo Samperio Bustara,6925.0,,,,,,1,From Kick Off,Yunus Mallı,8679.0,Right Center Forward,2,FSV Mainz 05,177,['47efcf50-31b6-4c89-9a86-65713322b129'],1,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:01.719,Pass,
,,,,,,,,,,,,,,,,,2.054765,,,,,,,,,,,,,b90ff831-4565-42a0-b549-b9135042888f,13,,"[63.3, 40.5]",3890282,0,,,,,1.579685,,Right Foot,,,,"[63.1, 63.0]",,Ground Pass,,22.500889,,,,Leon Aderemi Balogun,5467.0,,,,,,1,From Kick Off,Jairo Samperio Bustara,6925.0,Left Midfield,2,FSV Mainz 05,177,"['73fb15e8-0f64-4144-8fe6-d1d1187a7be5', 'cfb3933d-86a8-4ab4-b356-733b71df5449']",4,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:04.875,Pass,True
,,,,,,,,,,,,,,,,,2.17795,,,,,,,,,,,,,6853d672-d518-4407-92d2-b01bde6d8efb,16,,"[54.0, 61.1]",3890282,0,,,,,-2.526046,,Right Foot,,,,"[31.8, 45.4]",,Ground Pass,,27.190624,,,,Niko Bungert,13319.0,,,,,,1,From Kick Off,Leon Aderemi Balogun,5467.0,Right Back,2,FSV Mainz 05,177,['509da3da-aa34-4613-b25e-820092eeabc9'],8,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:08.232,Pass,
,,,,,,,,,,,,,,,,,2.312854,,,,,,,,,,,,,7f414336-8d07-4f0e-9167-4fa7fdf2b097,19,,"[33.6, 44.8]",3890282,0,,,,,-2.933051,,Left Foot,,,,"[9.5, 39.7]",,Ground Pass,,24.633717,,,,Loris Karius,3630.0,,,,,,1,From Kick Off,Niko Bungert,13319.0,Right Center Back,2,FSV Mainz 05,177,['a5c5116d-f690-45da-b8c8-33d1255e2ccd'],10,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:10.664,Pass,
,,,,,,,,,,,,,,,,,2.255638,,,,,,,,,,,,,c0d9dc8c-a956-40a0-9250-c67f6f7bdafb,22,,"[10.1, 39.9]",3890282,0,,,,,0.65284663,,Left Foot,,,,"[27.1, 52.9]",,Ground Pass,,21.400934,,,,Niko Bungert,13319.0,,,,,,1,From Kick Off,Loris Karius,3630.0,Goalkeeper,2,FSV Mainz 05,177,['ab718a7d-bd6f-46a8-9998-4c194574f475'],14,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:14.082,Pass,
,,,,,,,,,,,,,,,,,2.155108,,,,,,,,,,,,,ec526965-5752-4d29-a934-6f79557d005f,25,,"[28.5, 53.2]",3890282,0,,,,,-1.61159,,Right Foot,,,,"[27.1, 18.9]",,Ground Pass,,34.32856,,,,Stefan Bell,8559.0,,,,,,1,From Kick Off,Niko Bungert,13319.0,Right Center Back,2,FSV Mainz 05,177,['edea7cf6-df2e-4eb3-8154-e02d139dddc8'],18,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:18.415,Pass,
,,,,,,,,,,,,,,,,,1.543835,,,,,,,,,,,,,63377a13-4cdd-44d7-9271-6ad7d7b56bbe,28,,"[34.8, 16.5]",3890282,0,,,,,-0.26774904,,Right Foot,,,,"[57.4, 10.3]",,Low Pass,,23.435017,,,,Fabian Frei,8561.0,,,,,,1,From Kick Off,Stefan Bell,8559.0,Left Center Back,2,FSV Mainz 05,177,['5878249c-3854-42d0-9e5f-67283a012906'],23,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:23.653,Pass,
,,,,,,,,,,,,,,,,,0.195706,,,,,,,,,,,,,dae0fa79-4182-4ae4-af32-bad40afbc5a5,33,,"[65.2, 5.9]",3890282,0,,,,,3.020969,,Right Foot,,,,"[61.9, 6.3]",,Low Pass,,3.3241541,,Incomplete,,Pierre Bengtsson,20871.0,,,,,Recovery,1,From Kick Off,Jairo Samperio Bustara,6925.0,Left Midfield,2,FSV Mainz 05,177,"['08d968ce-3c02-48e6-9310-a2cb021582b3', '1913b72c-22e4-4cba-bc54-32221c6d4f46', 'a04ad296-f005-489d-be92-ab8d6066d4f3']",26,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:26.434,Pass,True
,,,,,,,,,,,,,,,,,1.860827,,,,,,,,,,,,,e20b8261-1570-4d23-81d1-801e98299998,36,,"[68.8, 0.1]",3890282,0,,,,,3.0332468,,,,,,"[40.3, 3.2]",,Low Pass,,28.6681,,,,Stefan Bell,8559.0,,,,,Throw-in,1,From Throw In,Pierre Bengtsson,20871.0,Left Back,3,FSV Mainz 05,177,['d9276873-efa4-40dc-b515-bcc8327599a2'],35,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:35.724,Pass,
,,,,,,,,,,,,,,,,,2.88488,,,,,,,,,,,,,b55ecf6c-d5d1-4625-bbb9-b04ad034ec0b,39,,"[35.7, 4.3]",3890282,0,,,,,1.635978,,Right Foot,,,,"[33.2, 42.6]",,Ground Pass,,38.381504,,,,Niko Bungert,13319.0,,,,,,1,From Throw In,Stefan Bell,8559.0,Left Center Back,3,FSV Mainz 05,177,['1f8c3c1a-fb4e-431a-a264-833a2a1c2fda'],39,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:39.646,Pass,
,,,,,,,,,,,,,,,,,1.660425,,,,,,,,,,,,,70c94cdb-4d67-49f2-ba88-b34bab775276,43,,"[33.8, 43.6]",3890282,0,,,,,1.5643029,,Left Foot,,,,"[34.0, 74.4]",,Ground Pass,,30.80065,,,,Leon Aderemi Balogun,5467.0,,,,,,1,From Throw In,Niko Bungert,13319.0,Right Center Back,3,FSV Mainz 05,177,"['7e7fc796-7d42-4486-b80f-67a6b63eb243', 'c5035847-24d0-46ea-896f-1eb299ea6807']",42,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:42.816,Pass,True
,,,,,,,,,,,,,,,,,0.701857,,,,,,,,,,,,,51bdd8a3-65a3-4e9b-aefd-067c04607504,46,,"[33.2, 75.2]",3890282,0,,,,,0.4154921,,Right Foot,,,,"[43.4, 79.7]",,High Pass,,11.148542,,Out,,,,,,,,,1,From Throw In,Leon Aderemi Balogun,5467.0,Right Back,3,FSV Mainz 05,177,,45,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:45.634,Pass,
,,,,,,,,,,,,,,,,,2.13101,,,,,,,,,,,,,40623dbc-cb95-43f8-9df9-b4d5f13cce85,47,,"[72.4, 0.1]",3890282,0,,,,,0.30601758,,,,,,"[106.9, 11.0]",,High Pass,,36.180935,,Incomplete,,Felix Klaus,8551.0,,,,,Throw-in,1,From Throw In,Oliver Sorg,12316.0,Left Back,4,Hannover 96,178,"['5ce8e26f-6a25-417c-9029-4db55f4ea1cd', 'e7a156b6-c0eb-4e7e-b904-61a55725797e']",58,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:58.401,Pass,
,,,,,,,,,,,,,,,,,1.126815,,,,,,,,,,,,,e7a156b6-c0eb-4e7e-b904-61a55725797e,49,,"[13.2, 69.1]",3890282,1,,,,,0.26015458,,Head,,,,"[27.1, 72.8]",,High Pass,,14.384019,,,,Christian Clemens,9098.0,,,,,Recovery,1,Regular Play,Niko Bungert,13319.0,Right Center Back,5,FSV Mainz 05,177,"['40623dbc-cb95-43f8-9df9-b4d5f13cce85', 'bd12b0f8-45d0-41b2-a14a-2aa52b88fe69']",0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:00.532,Pass,
,,,,,,,,,,,,,,,,,1.635396,,,,,,,,,,,,,cfa6efed-891f-4d9e-a527-1c6f64ee7c34,51,,"[29.3, 71.5]",3890282,1,,,,,-0.5498532,,Right Foot,,,,"[35.5, 67.7]",,Low Pass,,7.2718635,,,,Yunus Mallı,8679.0,,,,,,1,Regular Play,Christian Clemens,9098.0,Right Midfield,5,FSV Mainz 05,177,['97045c78-db01-4820-8590-e8b0b5a30e77'],1,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:01.659,Pass,
