50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.1165,,,,,,,,,,,,,901f81cd-259f-4bb9-9588-d5cf0104c850,55,,"[34.8, 65.0]",3890282,1,,,,,-2.2991138,,Head,,,,"[31.5, 61.3]",,High Pass,,4.9578223,,,,Julian Baumgartlinger,20037.0,,,,,,1,Regular Play,Yunus Mallı,8679.0,Right Center Forward,5,FSV Mainz 05,177,"['70c78c7b-d607-4f50-9540-fccc666e9055', 'fb4474d2-5f6e-410a-bcd6-d324c4339932']",4,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:04.619,Pass,True
,,,,,,,,,,,,,,,,,0.596945,,,,,,,,,,,,,0cf32f21-4812-42d5-afb4-f5d318c39269,59,,"[31.8, 61.3]",3890282,1,,,,,0.38831872,,Right Foot,,,,"[34.0, 62.2]",,Ground Pass,,2.376973,,,,Yunus Mallı,8679.0,,,,,,1,Regular Play,Julian Baumgartlinger,20037.0,Right Defensive Midfield,5,FSV Mainz 05,177,['80676e56-23fc-48d7-8b59-9bcfc333c704'],6,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:06.969,Pass,
,,,,,,,,,,,,,,,,,0.85146,,,,,,,,,,,,,28753b6f-db27-4f93-9f04-f5e2eb5646d4,63,,"[36.4, 63.8]",3890282,1,,,,,0.8149753,,Right Foot,,,,"[44.6, 72.5]",,Ground Pass,,11.955334,,,,Christian Clemens,9098.0,,,,,,1,Regular Play,Yunus Mallı,8679.0,Right Center Forward,5,FSV Mainz 05,177,"['7959787e-3372-4588-8b5b-3a8ad588d86b', '93c167fb-23f8-4457-ba27-812ab81e0222']",8,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:08.321,Pass,True
,,,,,,,,,,,,,,,,,1.73962,,,,,,,,,,,,,68a0b767-3db5-4343-938f-50c8d55638aa,67,,"[50.5, 74.3]",3890282,1,,,,,-0.461836,,Right Foot,,,,"[72.6, 63.3]",,Ground Pass,,24.686232,,,,Yoshinori Muto,6337.0,,,,,,1,Regular Play,Christian Clemens,9098.0,Right Midfield,5,FSV Mainz 05,177,"['3e8d163a-fbf9-48cb-bd9a-ce56511aa755', 'cf8ebb4a-bbc6-42d0-ad6a-a4770d450854']",10,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:10.387,Pass,True
,,,,,,,,,,,,,,,,,0.72805,,,,,,,,,,,,,793775e7-8548-48de-b8a5-9e4482d22755,70,,"[99.9, 73.4]",3890282,1,,,,,-2.1956825,,Right Foot,,,,"[95.5, 67.3]",,Ground Pass,,7.521303,,,,Christian Clemens,9098.0,,,,,,1,Regular Play,Yoshinori Muto,6337.0,Left Center Forward,5,FSV Mainz 05,177,['8f57d2fe-f7bb-4f85-82f1-a835f0c18327'],19,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:19.629,Pass,
,,,,,,,,,,,,,,,,,1.515187,,,,,,,,,,,,,0217e0c3-d845-48e8-942e-0060a237062f,73,,"[95.1, 67.5]",3890282,1,,,,,1.9961351,,Right Foot,,,,"[89.8, 79.2]",,Ground Pass,,12.844454,,Out,,Leon Aderemi Balogun,5467.0,,,,,,1,Regular Play,Christian Clemens,9098.0,Right Midfield,5,FSV Mainz 05,177,['67c8f1cb-e1e8-443d-9813-6454b7b9116e'],20,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:20.477,Pass,
,,,,,,,,,,,,,,,,,3.734291,,,,,,,,,,,,,c0405831-f764-4b91-a28e-923c47a1ce3d,75,,"[32.3, 0.1]",3890282,1,,,,,0.10092179,,,,,,"[71.8, 4.1]",,High Pass,,39.702015,,,,Edgar Prib,24914.0,,,,,Throw-in,1,From Throw In,Oliver Sorg,12316.0,Left Back,6,Hannover 96,178,['9215791f-b33d-4743-b6c5-892de268c2d9'],37,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:37.025,Pass,
,,,,,,,,,,,,,,,,,1.288735,,,,,,,,,,,,,79e69634-24d7-4ced-8d9b-5c7f905de672,82,,"[76.9, 12.2]",3890282,1,,,,,2.6704264,,Left Foot,,,,"[71.6, 14.9]",,Ground Pass,,5.948109,,,,Salif Sané,5664.0,,,,,Free Kick,1,From Free Kick,Edgar Prib,24914.0,Left Center Midfield,7,Hannover 96,178,['46115ef5-74f0-41a4-90a1-e136304e0df1'],54,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:54.453,Pass,
,,,,,,,,,,,,,,,,,1.665528,,,,,,,,,,,,,8fe3d3c3-43ae-4526-a5fa-4905997033c6,85,,"[71.0, 24.5]",3890282,1,,,,,2.1189878,,Right Foot,,,,"[57.2, 47.1]",,Ground Pass,,26.48018,,,,Marcelo Antônio Guedes Filho,3164.0,,,,,,1,From Free Kick,Salif Sané,5664.0,Center Defensive Midfield,7,Hannover 96,178,['0ac20779-84af-4c70-b8e8-8a1010346a85'],57,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:57.249,Pass,
,,,,,,,,,,,,,,,,,1.550157,,,,,,,,,,,,,ef2b0ab3-e2f7-4fb4-888b-0c6551b589f0,89,,"[56.1, 51.6]",3890282,1,,,,,1.2756739,,Right Foot,,,,"[63.7, 76.6]",,Ground Pass,,26.129677,,,,Hiroki Sakai,3530.0,,,,,,1,From Free Kick,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,7,Hannover 96,178,"['8b19f65b-f189-495a-8a8e-9cd12cedb647', 'd94c1290-e0f7-4de8-a042-ef8f4d6fe3d5']",59,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:59.984,Pass,True
,,,,,,,,,,,,,,,,,3.261416,,,,,,,,,,,,,63cdc541-bda2-4e91-b2d0-2b4f741dd158,92,,"[64.5, 75.8]",3890282,2,,,,,-0.33751503,,Right Foot,,,,"[117.5, 57.2]",,High Pass,,56.16903,,Incomplete,,Charlison Benschop,8558.0,,,Through Ball,True,,1,From Free Kick,Hiroki Sakai,3530.0,Right Back,7,Hannover 96,178,"['289365c6-85a1-4050-b684-7d0a17bb05ac', 'a0cc4d10-532d-4c61-adf1-9371af992935']",2,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:02.342,Pass,
,,,,,,,,,,,,,,,,,1.660078,,,,,,,,,,,,,4c9585ba-d930-4202-b7a5-a0311436250c,96,,"[9.2, 27.3]",3890282,2,,,,,1.2650994,,Keeper Arm,,,,"[17.5, 53.6]",,Ground Pass,,27.578615,,,,Niko Bungert,13319.0,,,,,,1,Regular Play,Loris Karius,3630.0,Goalkeeper,8,FSV Mainz 05,177,['10536112-3596-4ddf-8ef4-811f4fd66ae3'],11,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:11.554,Pass,
,,,,,,,,,,,,,,,,,1.134114,,,,,,,,,,,,,1a7a718c-e605-4351-bf6b-8a89b06761fc,99,,"[18.7, 54.9]",3890282,2,,,,,-0.5836358,,Right Foot,,,,"[29.3, 47.9]",,Ground Pass,,12.702756,,,,Julian Baumgartlinger,20037.0,,,,,,1,Regular Play,Niko Bungert,13319.0,Right Center Back,8,FSV Mainz 05,177,['4ef61f6b-b8cc-4104-adf0-8e5420043a14'],13,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:13.931,Pass,
,,,,,,,,,,,,,,,,,1.735751,,,,,,,,,,,,,f893cf6e-eb3e-4b02-8af0-3792eef7ce36,103,,"[29.3, 49.3]",3890282,2,,,,,2.437979,,Left Foot,,,,"[19.4, 57.7]",,Ground Pass,,12.983451,,,,Niko Bungert,13319.0,,,,,,1,Regular Play,Julian Baumgartlinger,20037.0,Right Defensive Midfield,8,FSV Mainz 05,177,"['10fa1d55-458a-4c34-9264-19e98afe13f5', '1314f9c7-0eee-4ff0-8253-2d20b9b13f50']",15,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:15.863,Pass,True
,,,,,,,,,,,,,,,,,1.397241,,,,,,,,,,,,,43c81ad7-15d8-422c-811a-ae0434ed8d47,106,,"[19.8, 58.2]",3890282,2,,,,,-0.9764108,,Right Foot,,,,"[27.1, 47.4]",,Ground Pass,,13.03572,,,,Julian Baumgartlinger,20037.0,,,,,,1,Regular Play,Niko Bungert,13319.0,Right Center Back,8,FSV Mainz 05,177,['4806fb06-21a0-4903-87b7-68ae9e77fc86'],18,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:18.171,Pass,
,,,,,,,,,,,,,,,,,1.321005,,,,,,,,,,,,,a086ead0-800e-4b93-9c1a-887a9270e872,109,,"[35.2, 43.2]",3890282,2,,,,,-1.1326061,,Right Foot,,,,"[43.4, 25.7]",,Ground Pass,,19.32589,,,,Fabian Frei,8561.0,,,,,,1,Regular Play,Julian Baumgartlinger,20037.0,Right Defensive Midfield,8,FSV Mainz 05,177,['055ed9a5-923d-4d58-aa73-c8f123b96005'],21,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:21.570,Pass,
,,,,,,,,,,,,,,,,,0.991364,,,,,,,,,,,,,2614d29c-b05c-4cd9-b758-27fd8559048f,112,,"[48.9, 32.8]",3890282,2,,,,,1.2567976,,Right Foot,,,,"[55.2, 52.2]",,Ground Pass,,20.397305,,,,Christian Clemens,9098.0,,,,,,1,Regular Play,Fabian Frei,8561.0,Left Defensive Midfield,8,FSV Mainz 05,177,['50d369d5-38db-4dd9-9440-14efe00a8707'],26,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:26.162,Pass,
,,,,,,,,,,,,,,,,,1.28023,,,,,,,,,,,,,645b9728-f773-44a2-88d3-1ee67c430d46,114,,"[54.6, 53.8]",3890282,2,,,,,-3.0029528,,Right Foot,,,,"[41.7, 52.0]",,Ground Pass,,13.024976,,,,Niko Bungert,13319.0,,,,,,1,Regular Play,Christian Clemens,9098.0,Right Midfield,8,FSV Mainz 05,177,['c26ab958-bd5c-4f35-8921-8344f47c22a1'],27,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:27.153,Pass,
,,,,,,,,,,,,,,,,,1.892888,,,,,,,,,,,,,95ad9b61-f343-4450-91a1-2fa440cd8d3c,117,,"[48.7, 55.4]",3890282,2,,,,,-0.36547932,,Right Foot,,,,"[76.4, 44.8]",,High Pass,,29.658894,,,,Yoshinori Muto,6337.0,,,,,,1,Regular Play,Niko Bungert,13319.0,Right Center Back,8,FSV Mainz 05,177,['15e715a9-01e6-4a66-98d3-195d590064ee'],30,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:30.786,Pass,
,,,,,,,,,,,,,,,,,2.045641,,,,,,,,,,,,,0210b0b4-717e-44d0-bd98-ef765994f754,120,,"[75.4, 44.8]",3890282,2,,,,,-2.6158242,,Other,,,,"[67.3, 40.1]",,Low Pass,,9.364828,,,,Fabian Frei,8561.0,,,,,,1,Regular Play,Yoshinori Muto,6337.0,Left Center Forward,8,FSV Mainz 05,177,"['5ad458a9-a151-4531-a952-99efb61d9318', '5db29121-618a-4b15-9a16-149c3895faac']",32,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:32.678,Pass,True
