50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,26ccfafa-c0a9-48e7-a0a8-36e6a4dc1e5e,1,,,,3890551,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 23499, 'name': 'Jaroslav Drobný'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 40}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 8308, 'name': 'Aaron Hunt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,421f1235-ef35-42a2-8649-7bf4d9e4e5cd,2,,,,3890551,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 40469, 'name': 'Marcel Schäfer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 23267, 'name': 'Paul Seguin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 30}, {'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8818badb-8ad8-449c-8201-9ba5619b6109,3,,,,3890551,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['9b70613e-c34d-4a9c-a7df-324ded0a8799'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9b70613e-c34d-4a9c-a7df-324ded0a8799,4,,,,3890551,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['8818badb-8ad8-449c-8201-9ba5619b6109'],0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6f39e5bb-221e-4e62-8389-b0e9469aaac2,1482,,,,3890551,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Wolfsburg,179,['a8e5165f-c9db-4d45-9845-5c5951bd9694'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a8e5165f-c9db-4d45-9845-5c5951bd9694,1483,,,,3890551,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Wolfsburg,179,['6f39e5bb-221e-4e62-8389-b0e9469aaac2'],0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.721194,,,,,,,,,,,d09b8191-972c-4b73-a961-2fd60635466f,5,,,"[60.0, 40.0]",3890551,0,,,,,-1.5137155,,Left Foot,,,"[60.4, 33.0]",Ground Pass,,7.0114193,,,,Maximilian Arnold,8235.0,,,,,Kick Off,1,From Kick Off,Max Kruse,8386.0,Center Forward,2,Wolfsburg,179,['26890bde-8669-4b69-9ee7-25f27282ec4f'],1,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:01.065,Pass,
,,,,,,,,,,,,,,,,0.700319,,,,,,,,,,,fb9a130d-6528-44d8-8759-16545e608f55,8,,,"[61.3, 37.2]",3890551,0,,,,,2.8357139,,Left Foot,,,"[34.7, 45.6]",Ground Pass,,27.894802,,,,Paul Seguin,23267.0,,,,,,1,From Kick Off,Maximilian Arnold,8235.0,Center Attacking Midfield,2,Wolfsburg,179,['4e8f80a2-3cf5-4979-87d2-3e068419cad6'],1,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:01.866,Pass,
,,,,,,,,,,,,,,,,1.496614,,,,,,,,,,,17af8e06-c121-46b6-a911-c67e7eb43a88,11,,,"[51.7, 39.7]",3890551,0,,,,,2.8270361,,Right Foot,,,"[30.8, 46.5]",Ground Pass,,21.9784,,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,1,From Kick Off,Paul Seguin,23267.0,Right Defensive Midfield,2,Wolfsburg,179,['41e78fa6-cd92-497b-8655-b9afbf58ccf8'],3,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:03.317,Pass,
,,,,,,,,,,,,,,,,0.981751,,,,,,,,,,,8ee336c2-2f2a-4c9a-99e2-952e84ef9f6a,14,,,"[34.7, 43.9]",3890551,0,,,,,-1.5956875,,Right Foot,,,"[34.1, 19.8]",Ground Pass,,24.107468,,,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,From Kick Off,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,2,Wolfsburg,179,['bf3df52a-aae0-44f5-ba9d-17a3275d86b5'],5,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:05.705,Pass,
