50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,872b1174-31fc-4bd1-b77a-031ad6fc5eef,1,,,3890550,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 13}, {'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b4679dd8-c2e4-49e2-b1ba-4132255c72d9,2,,,3890550,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 8211, 'name': 'Benjamin Henrichs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 39}, {'player': {'id': 8210, 'name': 'Charles Mariano Aránguiz Sandoval'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 27}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b7634bbf-f73d-4114-81ab-710f6a423273,3,,,3890550,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['b8c7457e-6921-4760-9cfd-b5ed5a7687f6'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b8c7457e-6921-4760-9cfd-b5ed5a7687f6,4,,,3890550,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['b7634bbf-f73d-4114-81ab-710f6a423273'],0,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8abcf5f0-538a-458b-9e51-6c887e31d5b2,1853,,,3890550,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Bayer Leverkusen,904,['ca67d11b-a238-47fa-96a8-1f8621f84fd0'],0,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ca67d11b-a238-47fa-96a8-1f8621f84fd0,1854,,,3890550,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Bayer Leverkusen,904,['8abcf5f0-538a-458b-9e51-6c887e31d5b2'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.45559,,,,,,,,,,,,,,53aade16-5698-47e7-8e14-ac97a84a8f8c,5,,"[60.0, 40.0]",3890550,0,,,,0.36172923,,Right Foot,,,,"[63.7, 41.4]",,Ground Pass,,3.9560082,,,Lars Edi Stindl,8806.0,,,,,Kick Off,1,From Kick Off,Raffael Caetano de Araújo,8810.0,Left Center Forward,2,Borussia Mönchengladbach,185,['e13888d8-cc59-4927-96b6-6807026a4de9'],0,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.459,Pass,
,,,,,,,,,,,,,,,,,,1.357556,,,,,,,,,,,,,,ddc25ef4-52ec-4ad3-83d9-da2c19d6108b,7,,"[63.9, 41.8]",3890550,0,,,,-2.7164934,,Right Foot,,,,"[34.3, 28.4]",,Ground Pass,,32.491844,,,Håvard Nordtveit,8395.0,,,,,,1,From Kick Off,Lars Edi Stindl,8806.0,Center Attacking Midfield,2,Borussia Mönchengladbach,185,['5e9d4915-6bb1-4e0f-ab44-82556a7cb1df'],0,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.914,Pass,
,,,,,,,,,,,,,,,,,,2.741941,,,,,,,,,,,,,,9691a4ec-fd94-4eee-b338-2dc144cf3d04,10,,"[34.3, 28.4]",3890550,0,,,,0.50975764,,Right Foot,,,,"[88.5, 58.7]",,High Pass,,62.094524,Incomplete,,André Hahn,8322.0,,,,,,1,From Kick Off,Håvard Nordtveit,8395.0,Left Center Back,2,Borussia Mönchengladbach,185,"['3b86b372-fcd4-4452-b6a2-1234554bf64c', 'a6d4abe5-5a65-48ca-b5f4-41a38de428a4']",3,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:03.727,Pass,
,,,,,,,,,,,,,,,,,,0.847155,,,,,,,,,,,,,,3ba50464-2a70-44f6-b2e2-4c03e3b0ebe7,14,,"[95.0, 80.0]",3890550,0,,,,-2.0866053,,,,,,"[89.5, 70.3]",,Low Pass,,11.1507845,,,Mahmoud Dahoud,8238.0,,,,,Throw-in,1,From Throw In,Ibrahima Traoré,11285.0,Right Wing Back,3,Borussia Mönchengladbach,185,['2bc85011-2a71-4075-b2db-775935c608e1'],11,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:11.160,Pass,
