50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,43d3d563-3584-441d-8481-3a5e12d70409,1,,,,3890465,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6317, 'name': 'Marco Jhonfai Fabián De La Mora'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 23268, 'name': 'Alexander Meier'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,55b88a89-a5a7-4245-96eb-67ca62d317ac,2,,,,3890465,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25003, 'name': 'Sascha Riether'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 3}, {'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 6}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d4d50338-4c71-4a67-8190-60f914e49410,3,,,,3890465,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['66b00b4a-8edf-4215-a1d4-335e95e3afc1'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,66b00b4a-8edf-4215-a1d4-335e95e3afc1,4,,,,3890465,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['d4d50338-4c71-4a67-8190-60f914e49410'],0,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7ed3f899-13ee-4879-a748-2001855ebf58,1877,,,,3890465,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Eintracht Frankfurt,184,['4bc90c14-73f3-4e99-8d8c-3d3217a5776e'],0,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4bc90c14-73f3-4e99-8d8c-3d3217a5776e,1878,,,,3890465,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Eintracht Frankfurt,184,['7ed3f899-13ee-4879-a748-2001855ebf58'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.627301,,,,,,,,,,,,,fd7106a0-d381-4926-9acb-0b86a545dcd4,5,,,"[61.0, 40.1]",3890465,0,,,,,1.5707964,,Left Foot,,,,"[61.0, 43.5]",Ground Pass,,3.4,,,Alexander Meier,23268.0,,,,,Kick Off,1,From Kick Off,Haris Seferović,5543.0,Left Center Forward,2,Eintracht Frankfurt,184,['c9e85620-8aed-4f28-9762-0ce2635f9729'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.335,Pass,
,,,,,,,,,,,,,,,,,,1.254471,,,,,,,,,,,,,65219ee6-7234-428e-9736-798a0582939a,8,,,"[61.0, 43.6]",3890465,0,,,,,3.1415927,,Right Foot,,,,"[52.3, 43.6]",Ground Pass,,8.7,,,Marco Jhonfai Fabián De La Mora,6317.0,,,,,,1,From Kick Off,Alexander Meier,23268.0,Right Center Forward,2,Eintracht Frankfurt,184,['ad8aa545-8aab-4f31-9a38-97d5cea96ba9'],1,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:01.128,Pass,
,,,,,,,,,,,,,,,,,,1.670078,,,,,,,,,,,,,6f5c8302-80ff-4293-b495-b7dbc9bd0b5f,11,,,"[50.8, 46.8]",3890465,0,,,,,2.692686,,Right Foot,,,,"[34.4, 54.7]",Ground Pass,,18.203571,,,Carlos Augusto Zambrano Ochandarte,36359.0,,,,,,1,From Kick Off,Marco Jhonfai Fabián De La Mora,6317.0,Center Attacking Midfield,2,Eintracht Frankfurt,184,['577a6c80-8da2-48b6-aa98-4451a6ea7f25'],2,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:02.823,Pass,
,,,,,,,,,,,,,,,,,,1.880794,,,,,,,,,,,,,e24b1b21-74a3-4d61-b29c-1e089f73e4d2,14,,,"[34.1, 56.7]",3890465,0,,,,,-2.6994472,,Left Foot,,,,"[15.3, 47.8]",Ground Pass,,20.80024,,,Lukáš Hrádecký,8667.0,,,,,,1,From Kick Off,Carlos Augusto Zambrano Ochandarte,36359.0,Right Center Back,2,Eintracht Frankfurt,184,['0913f57e-3c78-425e-8071-25de8516e370'],6,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:06.812,Pass,
