50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,3.097111,,,,,,,,,,,,,f8b2c1e7-b8c8-49fa-8315-99720314e17a,19,,"[14.7, 18.4]",3890533,0,,,,,0.49469975,,Left Foot,,,"[54.0, 39.6]",,High Pass,44.653442,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Kick Off,Serdar Taşçı,400984.0,Left Center Back,2,Bayern Munich,169,['2a734764-77c0-4d0d-9607-9a08b06f71ea'],10,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:10.211,Pass,
,,,,,,,,,,,,,,,,0.855364,,,,,,,,,,,,,d8546919-b53e-42c4-8d2b-d4d29360609a,26,,"[56.1, 39.6]",3890533,0,,,,,-0.3872936,,Right Foot,,,"[63.7, 36.5]",,Ground Pass,8.207923,,,,Mario Götze,8227.0,,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Right Defensive Midfield,2,Bayern Munich,169,['4a0408eb-251d-4b8a-a1a0-00a815132dc2'],14,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:14.619,Pass,
,,,,,,,,,,,,,,,,3.161761,,,,,,,,,,,,,c9f7dda8-a485-4d76-aea7-956b2a7be2c4,28,,"[64.5, 39.0]",3890533,0,,,,,1.0989714,,Right Foot,,,"[81.9, 73.1]",,High Pass,38.282764,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,From Kick Off,Mario Götze,8227.0,Center Attacking Midfield,2,Bayern Munich,169,['c180131e-f35b-4e3d-ac12-5a6f16bb8b38'],15,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:15.474,Pass,
,,,,,,,,,,,,,,,,1.310612,,,,,,,,,,,,,4560ed3a-8167-4691-ac62-ca688ab194d8,32,,"[86.4, 72.4]",3890533,0,,,,,-2.925252,,Right Foot,,,"[77.3, 70.4]",,Ground Pass,9.317188,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Kick Off,Márcio Rafael Ferreira de Souza,8209.0,Right Back,2,Bayern Munich,169,"['83ce522a-74fb-4ef0-bb48-afa716c8bbe7', 'fe06f489-2832-4ee5-b34b-3de65dd5ec70']",20,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:20.633,Pass,True
,,,,,,,,,,,,,,,,1.045854,,,,,,,,,,,,,6bac746a-6152-49ce-b11a-287d5842d82d,34,,"[75.0, 69.0]",3890533,0,,,,,1.3419975,,Right Foot,,,"[76.7, 76.3]",,Ground Pass,7.495332,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Right Defensive Midfield,2,Bayern Munich,169,['11e0bad4-a633-4e79-b393-72efc0b11785'],21,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:21.944,Pass,
,,,,,,,,,,,,,,,,1.755236,,,,,,,,,,,,,33b3b75c-3e96-4ec9-93ac-cffc5224e199,38,,"[76.7, 74.9]",3890533,0,,,,,-3.1203194,,Right Foot,,,"[57.9, 74.5]",,Ground Pass,18.804255,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,,1,From Kick Off,Márcio Rafael Ferreira de Souza,8209.0,Right Back,2,Bayern Munich,169,"['0b2a97f8-21b9-4647-a5e5-49b70475987f', '8e1c7e50-e4df-45c6-afe5-6e70bba40013']",23,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:23.935,Pass,True
,,,,,,,,,,,,,,,,0.756287,,,,,,,,,,,,,66bd108d-0cb2-4743-8826-6fc0995043b9,41,,"[57.5, 72.6]",3890533,0,,,,,-1.1216404,,Right Foot,,,"[64.2, 58.7]",,Ground Pass,15.43049,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Kick Off,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,2,Bayern Munich,169,['e701a183-1d74-4602-9668-1464fb367d96'],26,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:26.197,Pass,
,,,,,,,,,,,,,,,,1.165864,,,,,,,,,,,,,a93a900d-dbab-4a78-9b10-ba272044e0c8,45,,"[63.1, 65.4]",3890533,0,,,,,2.5772417,,Left Foot,,,"[52.2, 72.3]",,Ground Pass,12.900388,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Defensive Midfield,2,Bayern Munich,169,"['3eeeea87-b1a7-41a9-b9a2-b9bdbab12f04', 'd3415cc5-8479-4705-a22a-e74124fd1732']",29,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:29.191,Pass,True
,,,,,,,,,,,,,,,,2.492619,,,,,,,,,,,,,f6f9546b-fdb4-4c59-b882-08ef502515b5,48,,"[50.3, 70.1]",3890533,0,,,,,-2.0795999,,Right Foot,,,"[39.2, 50.2]",,Ground Pass,22.7864,,,,Serdar Taşçı,400984.0,,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Right Defensive Midfield,2,Bayern Munich,169,['568f4347-bd03-4220-aa0d-f19349c9b415'],31,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:31.663,Pass,
,,,,,,,,,,,,,,,,2.186931,,,,,,,,,,,,,afe6d180-bce4-49bf-8a5d-bb1d595344b8,51,,"[40.3, 47.4]",3890533,0,,,,,-1.6417879,,Right Foot,,,"[38.7, 24.9]",,Ground Pass,22.556818,,,,Joshua Kimmich,5579.0,,,,,,,1,From Kick Off,Serdar Taşçı,400984.0,Left Center Back,2,Bayern Munich,169,['d218c1fc-f530-42cf-a78f-e3c84d8988ee'],35,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:35.412,Pass,
,,,,,,,,,,,,,,,,1.979817,,,,,,,,,,,,,2f280fb1-e222-4a38-a5e8-4c819171ae5f,54,,"[38.1, 11.5]",3890533,0,,,,,1.6092389,,Right Foot,,,"[36.5, 53.1]",,Ground Pass,41.630756,,,,Márcio Rafael Ferreira de Souza,8209.0,,,True,,,,1,From Kick Off,Joshua Kimmich,5579.0,Left Back,2,Bayern Munich,169,['5a284344-4f54-4a69-8b5e-1ab1d28c68da'],38,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:38.451,Pass,
,,,,,,,,,,,,,,,,3.899929,,,,,,,,,,,,,9180a22f-6f86-4fae-8641-4336526be840,57,,"[37.2, 54.1]",3890533,0,,,,,-0.8432041,,Right Foot,,,"[77.9, 8.4]",,High Pass,61.196243,,,,Douglas Costa de Souza,5837.0,,,True,,,,1,From Kick Off,Márcio Rafael Ferreira de Souza,8209.0,Right Back,2,Bayern Munich,169,"['9265459d-f9f8-4810-a4fa-8463a3afb777', 'bfe9ef2c-4d16-4e69-957f-770cd29727d2']",40,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:40.430,Pass,True
,,,,,,,,,,,,,,,,1.393802,,,,,,,,,,,,,0e0051bd-1d83-484e-bb5c-6e7de2546063,64,,"[52.6, 73.6]",3890533,0,,,,,-0.82914126,,Left Foot,,,"[66.8, 58.1]",,High Pass,21.02118,,Incomplete,,Vedad Ibišević,8571.0,,,,,,Recovery,1,From Kick Off,Maximilian Mittelstädt,12407.0,Right Midfield,2,Bayern Munich,169,"['423b4356-b87f-4a6f-9dfe-0b082468d54a', '468e320e-57ae-4cdb-8ca2-56b0f47adec5', '513f02ac-89b7-434c-a93c-551fb2742e55']",45,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:45.484,Pass,True
,,,,,,,,,,,,,,,,0.582674,,,,,,,,,,,,,4acfadfe-c1b8-48b7-9317-3fd40ca86a24,72,,"[68.7, 54.2]",3890533,0,,,,,-1.1071488,,Right Foot,,,"[69.8, 52.0]",,Ground Pass,2.4596748,,,,Mitchell Weiser,8576.0,,,,,,,1,From Kick Off,Vedad Ibišević,8571.0,Center Forward,2,Bayern Munich,169,['be4a877d-c3d7-4c5a-95a5-c09a9e759ef2'],48,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:48.997,Pass,
,,,,,,,,,,,,,,,,0.739931,,,,,,,,,,,,,083dcf5e-8ec7-4177-90a3-b5acaf571023,80,,"[32.9, 33.8]",3890533,0,,,,,-0.9549264,,Right Foot,,,"[37.5, 27.3]",,Ground Pass,7.9630394,,,,Mario Götze,8227.0,,,,,,Recovery,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Defensive Midfield,2,Bayern Munich,169,"['4ca9ef30-1fa5-4f46-8333-b613028061a6', '741caf3d-7e4c-409b-983b-810ad4c33ea6']",53,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:53.876,Pass,True
,,,,,,,,,,,,,,,,0.698934,,,,,,,,,,,,,ef7dc5b3-2956-44c7-beff-2254c2eec208,83,,"[40.1, 26.6]",3890533,0,,,,,1.0040671,,Right Foot,,,"[42.2, 29.9]",,Ground Pass,3.9115214,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Kick Off,Mario Götze,8227.0,Center Attacking Midfield,2,Bayern Munich,169,['cf6d39e3-fae0-4c3e-952c-f745c04d0142'],55,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:55.320,Pass,
,,,,,,,,,,,,,,,,2.040768,,,,,,,,,,,,,0d61ece7-591a-44e4-bbef-8c76e15a16d4,87,,"[53.9, 35.2]",3890533,0,,,,,0.9583733,,Right Foot,,,"[65.0, 51.0]",,Ground Pass,19.309324,,Incomplete,,Joshua Kimmich,5579.0,,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Right Defensive Midfield,2,Bayern Munich,169,"['3811d23f-04bd-434d-8b66-576db3ed80bc', '799b69d7-6ebf-4478-9b36-4a3d9923e0c7', 'e9a60f2a-8961-48b4-8f81-0be6d894e852']",57,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:57.570,Pass,True
,,,,,,,,,,,,,,,,0.814962,,,,,,,,,,,,,e9a60f2a-8961-48b4-8f81-0be6d894e852,89,,"[55.1, 29.1]",3890533,0,,,,,1.5707964,,Left Foot,,,"[55.1, 37.2]",,Ground Pass,8.1,,,,Tolga Ciğerci,30439.0,,,,,,Recovery,1,Regular Play,Marvin Plattenhardt,5569.0,Left Back,3,Hertha Berlin,173,"['0d61ece7-591a-44e4-bbef-8c76e15a16d4', '28176011-0375-4567-a85a-c065351ddcb8']",59,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:59.611,Pass,
,,,,,,,,,,,,,,,,1.560381,,,,,,,,,,,,,59917d62-b3d7-4792-a623-9db75d65dee0,93,,"[53.7, 38.1]",3890533,1,,,,,-2.4980915,,Right Foot,,,"[38.1, 26.4]",,Ground Pass,19.5,,,,Fabian Lustenberger,8965.0,,,,,,,1,Regular Play,Tolga Ciğerci,30439.0,Left Center Midfield,3,Hertha Berlin,173,"['1ead6b01-ee22-46b7-bb7e-6712af85e6eb', '5f659952-fee6-42f1-8808-b2087cf37ff4']",1,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:01.238,Pass,True
,,,,,,,,,,,,,,,,2.517843,,,,,,,,,,,,,acae9745-f515-4405-9bbc-21b4c3c9caa1,96,,"[34.7, 25.8]",3890533,1,,,,,2.6747756,,Right Foot,,,"[9.5, 38.5]",,Ground Pass,28.21932,,,,Thomas Kraft,17313.0,,,,,,,1,Regular Play,Fabian Lustenberger,8965.0,Left Center Back,3,Hertha Berlin,173,['a562d2a1-1c5c-4e80-a7ba-5a9348e8adb5'],3,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:03.660,Pass,
,,,,,,,,,,,,,,,,3.000267,,,,,,,,,,,,,80807ddb-87a5-45d3-a165-7a7f2cae1820,98,,"[8.1, 38.5]",3890533,1,,,,,-0.16428137,,Right Foot,,,"[64.2, 29.2]",,High Pass,56.86563,,Incomplete,,Valentin Stocker,9721.0,,,,,,,1,Regular Play,Thomas Kraft,17313.0,Goalkeeper,3,Hertha Berlin,173,"['3908fa0d-0e00-4a87-b8b6-a397121fab2b', 'e1a67e95-3d92-4a62-a784-85608a3350b5']",6,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:06.178,Pass,
,,,,,,,,,,,,,,,,0.578229,,,,,,,,,,,,,c7b1be1b-5dda-4382-94c3-f03e4ba5f830,104,,"[44.8, 63.5]",3890533,1,,,,,1.350882,,Right Foot,,,"[46.7, 72.0]",,Ground Pass,8.7097645,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,Regular Play,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,4,Bayern Munich,169,['410ac3bf-8565-4623-885e-8e728abf32e7'],12,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:12.058,Pass,
,,,,,,,,,,,,,,,,1.032313,,,,,,,,,,,,,ce8c2199-147a-4507-9e91-7e25da25aa48,107,,"[45.4, 70.7]",3890533,1,,,,,-1.3979357,,Left Foot,,,"[47.6, 58.1]",,Ground Pass,12.790622,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,Regular Play,Márcio Rafael Ferreira de Souza,8209.0,Right Back,4,Bayern Munich,169,['98854dd9-86a0-4778-8560-67f1a56692a7'],14,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:14.396,Pass,
,,,,,,,,,,,,,,,,1.004736,,,,,,,,,,,,,9d3e7979-f091-4e5e-814a-81fbe130de56,110,,"[55.4, 42.4]",3890533,1,,,,,1.0421718,,Right Foot,,,"[62.0, 53.7]",,Ground Pass,13.086252,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Defensive Midfield,4,Bayern Munich,169,['838b0811-ac4e-49ce-9d15-dba449103c88'],19,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:19.960,Pass,
,,,,,,,,,,,,,,,,0.5453,,,,,,,,,,,,,45f5d877-5bc9-4520-a524-0870e0bf2bae,113,,"[62.3, 53.7]",3890533,1,,,,,-2.0005586,,Right Foot,,,"[57.9, 44.1]",,Ground Pass,10.560303,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Defensive Midfield,4,Bayern Munich,169,['39e5e0f1-0675-49cc-ac40-f282c9d00244'],21,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:21.666,Pass,
,,,,,,,,,,,,,,,,1.264634,,,,,,,,,,,,,107d7ff7-9199-4e5c-95a4-585d0f4ae8aa,117,,"[61.7, 45.6]",3890533,1,,,,,2.0503156,,Right Foot,,,"[56.5, 55.6]",,Ground Pass,11.271202,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Defensive Midfield,4,Bayern Munich,169,['6c7e10cd-0149-40d3-a47e-5d379e2e864d'],23,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:23.902,Pass,
,,,,,,,,,,,,,,,,1.370505,,,,,,,,,,,,,7851bd9c-3fe7-4fcf-8776-6242484d80fd,121,,"[57.5, 58.8]",3890533,1,,,,,-2.8245368,,Left Foot,,,"[44.7, 54.6]",,Ground Pass,13.471452,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Defensive Midfield,4,Bayern Munich,169,"['19aaa48c-2dd1-4cb5-b35e-3200d856c880', 'fc78df73-cf80-4491-949e-c42cc17b58c7']",25,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:25.872,Pass,True
,,,,,,,,,,,,,,,,1.346814,,,,,,,,,,,,,fa482df8-6729-4b5d-8601-a93605b77ffa,124,,"[44.8, 53.7]",3890533,1,,,,,0.88617915,,Right Foot,,,"[52.8, 63.5]",,Ground Pass,12.650692,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,Regular Play,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,4,Bayern Munich,169,['75f479bf-77ff-46c8-b5d4-e6fed7555633'],28,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:28.837,Pass,
,,,,,,,,,,,,,,,,1.082975,,,,,,,,,,,,,ac9f51e7-f545-4085-a5c0-bdd2cdda9e23,126,,"[53.3, 63.4]",3890533,1,,,,,-1.2439697,,Right Foot,,,"[57.3, 51.6]",,Ground Pass,12.459535,,Incomplete,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Defensive Midfield,4,Bayern Munich,169,"['066d4d06-6288-4ecf-aa61-f9ab4d5cffb3', '21428ea5-5c95-45cc-bf1d-31598ecfac91']",30,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:30.184,Pass,
,,,,,,,,,,,,,,,,0.605484,,,,,,,,,,,,,b96bc41a-51bd-4d50-8fe6-a9da35ba3e56,131,,"[62.2, 20.2]",3890533,1,,,,,1.7811222,,Right Foot,,,"[60.3, 29.1]",,Ground Pass,9.10055,,,,Mitchell Weiser,8576.0,,,,,,,1,Regular Play,Tolga Ciğerci,30439.0,Left Center Midfield,5,Hertha Berlin,173,['fe1682cb-ea7e-479b-8211-015fd3aeceb8'],32,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:32.861,Pass,
,,,,,,,,,,,,,,,,1.686627,,,,,,,,,,,,,cc25a681-a5cd-47fc-b863-1489c23bb7e2,134,,"[60.3, 29.1]",3890533,1,,,,,-0.88302493,,Right Foot,,,"[77.8, 7.8]",,Ground Pass,27.567009,,,,Valentin Stocker,9721.0,,,,,,,1,Regular Play,Mitchell Weiser,8576.0,Right Center Midfield,5,Hertha Berlin,173,['76cacc78-95ef-4970-bc85-87033704b8ae'],33,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:33.990,Pass,
