ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,15876dfd-45d1-42db-8261-7aeebd658821,1,,,,3890291,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 34}, {'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,85c63962-7123-4d57-ae0a-884930e4debe,2,,,,3890291,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3186, 'name': 'Julian Draxler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ec6c605e-63aa-45e4-8347-f07dfa588e8f,3,,,,3890291,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['ddc45b11-d7dc-4560-b29e-2efd30edef1b'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ddc45b11-d7dc-4560-b29e-2efd30edef1b,4,,,,3890291,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['ec6c605e-63aa-45e4-8347-f07dfa588e8f'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7e231881-5587-4a9c-a143-4dcf02b3905e,1691,,,,3890291,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Ingolstadt,189,['4d89992d-c1c6-4670-9d54-7c51f42ce3e9'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4d89992d-c1c6-4670-9d54-7c51f42ce3e9,1692,,,,3890291,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Ingolstadt,189,['7e231881-5587-4a9c-a143-4dcf02b3905e'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.410689,,,,,,,,,,,,b74f0d0c-7955-49b3-be87-11d580ea83ae,5,,,"[60.0, 40.0]",3890291,0,,,,,-1.3617734,,Right Foot,,,"[60.7, 36.7]",Ground Pass,3.3734255,,,,Bas Dost,10594.0,,,,,,Kick Off,1,From Kick Off,Julian Draxler,3186.0,Center Attacking Midfield,2,Wolfsburg,179,['07d79ac5-577f-4d2a-b91e-b23935ab06fe'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.166,Pass,
,,,,,,,,,,,,,,,1.228277,,,,,,,,,,,,8c625b2a-74b3-41e0-b592-03c3ca912234,8,,,"[60.1, 36.7]",3890291,0,,,,,-3.0469046,,Right Foot,,,"[42.2, 35.0]",Ground Pass,17.980545,,,,Luiz Gustavo Dias,3545.0,,,,,,,1,From Kick Off,Bas Dost,10594.0,Center Forward,2,Wolfsburg,179,['0e4c3edb-8781-40e3-94d7-a65f38723b4b'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.617,Pass,
,,,,,,,,,,,,,,,1.290631,,,,,,,,,,,,97f33186-aa48-43b7-a379-e6201279df24,12,,,"[42.6, 31.5]",3890291,0,,,,,3.110107,,Right Foot,,,"[29.9, 31.9]",Ground Pass,12.706298,,,,Dante Bonfim da Costa Santos,3197.0,,,,,,,1,From Kick Off,Luiz Gustavo Dias,3545.0,Left Defensive Midfield,2,Wolfsburg,179,"['74d59611-0905-4ad5-a174-4ee6acffdce1', 'd8513804-b37e-4354-a518-5c9d818a0522']",3,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:03.225,Pass,True
,,,,,,,,,,,,,,,1.82087,,,,,,,,,,,,fc33489b-dda0-4d35-a588-499964677ee5,16,,,"[29.8, 32.0]",3890291,0,,,,,2.8261712,,Left Foot,,,"[10.8, 38.2]",Ground Pass,19.985994,,,,Diego Orlando Benaglio,4600.0,,,,,,,1,From Kick Off,Dante Bonfim da Costa Santos,3197.0,Left Center Back,2,Wolfsburg,179,"['4598548f-d64f-4e7c-90f0-7bf0e83efb9f', 'f9bbc454-8c4d-492b-8558-2ada124ae3e4']",5,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:05.268,Pass,True
