50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d18be9a6-58ee-464b-b57f-7574c853c092,1,,,3890516,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 2}, {'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 27639, 'name': 'Artem Kravets'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,085c3b4e-4036-4248-ac03-79b712b5abe8,2,,,3890516,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 13}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8223, 'name': 'Franck Bilal Ribéry'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9742548b-4f9e-42ae-a942-87c67e1b8b69,3,,,3890516,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['79e86f31-c485-4774-aff9-7bd5ae1135b0'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,79e86f31-c485-4774-aff9-7bd5ae1135b0,4,,,3890516,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['9742548b-4f9e-42ae-a942-87c67e1b8b69'],0,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,39117532-c537-43cb-ba1d-2970578eef31,1782,,,3890516,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Bayern Munich,169,['cf0606c5-76e6-443c-9154-89f29d4f5f05'],0,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,cf0606c5-76e6-443c-9154-89f29d4f5f05,1783,,,3890516,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Bayern Munich,169,['39117532-c537-43cb-ba1d-2970578eef31'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.25837,,,,,,,,,,,4aa8d689-a181-42ae-8327-88475fd411e0,5,,"[60.0, 40.0]",3890516,0,,,,,-1.8568478,,Right Foot,,,,"[59.0, 36.6]",,Ground Pass,,3.544009,,,Daniel Didavi,8243.0,,,,,Kick Off,1,From Kick Off,Artem Kravets,27639.0,Center Forward,2,VfB Stuttgart,174,['cdbcd659-1ffb-46aa-bde0-7fc871878a6a'],0,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.706,Pass,
,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,ab9b9369-297e-4e35-af63-5694cc69c232,8,,"[57.6, 36.9]",3890516,0,,,,,-3.1127546,,Left Foot,,,,"[47.2, 36.6]",,Ground Pass,,10.404326,,,Lukas Rupp,11395.0,,,,,,1,From Kick Off,Daniel Didavi,8243.0,Left Defensive Midfield,2,VfB Stuttgart,174,['ee3a3e76-89a2-4d39-867a-7bdbe39668cb'],1,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:01.091,Pass,
,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,b0098716-d2a9-47a8-9254-ba2f4e220e86,11,,"[45.4, 38.3]",3890516,0,,,,,2.1252785,,Right Foot,,,,"[33.2, 58.0]",,Ground Pass,,23.17175,,,Toni Šunjić,38172.0,,,,,,1,From Kick Off,Lukas Rupp,11395.0,Right Defensive Midfield,2,VfB Stuttgart,174,['bafbfca0-589b-4863-b8b0-5bd492aa89cf'],2,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:02.673,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,2b773ab9-8ed7-4dca-8451-02a2f81e5cf0,18,,"[29.5, 61.7]",3890516,0,,,,,-2.4637325,,Right Foot,,,,"[10.0, 46.0]",,Ground Pass,,25.034777,,,Przemysław Tytoń,9082.0,,,,,,1,From Kick Off,Toni Šunjić,38172.0,Right Center Back,2,VfB Stuttgart,174,['f68aaab5-75b6-48f2-aeeb-0b0c74fa3db7'],8,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:08.275,Pass,
,,,,,,,,,,,,,,,,,3.280777,,,,,,,,,,,377164e4-b455-4290-a26b-9b62b8b40ea7,21,,"[9.5, 45.6]",3890516,0,,,,,0.18495838,,Right Foot,,,,"[71.5, 57.2]",,High Pass,,63.07583,Incomplete,,Artem Kravets,27639.0,,,,,,1,From Kick Off,Przemysław Tytoń,9082.0,Goalkeeper,2,VfB Stuttgart,174,"['1709cd85-f8c2-417c-b27c-3791acac0e6a', 'ed67eb60-7593-45b1-ad23-5cf244bb22e6']",9,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:09.983,Pass,
