50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.808426,,,,,,,,,,,,,,,7f3af297-f7e7-40b7-a005-44393e635637,18,,"[101.2, 0.1]",3890455,0,,,,1.2387369,,,,,,"[102.2, 3.0]",Low Pass,,3.0675724,,,,Filip Kostić,5591.0,,,,,Throw-in,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,3,VfB Stuttgart,174,['b3782bbb-da3c-4bc2-9199-571b1b106e43'],29,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:29.448,Pass,
,,,,,,,,,,,,,,,,,,0.480521,,,,,,,,,,,,,,,dbd10ce3-c67c-4666-9bd7-73672a0b6d51,20,,"[101.0, 6.1]",3890455,0,,,,-1.7782925,,Left Foot,,,,"[100.2, 2.3]",Ground Pass,,3.8832977,,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,1,From Throw In,Filip Kostić,5591.0,Left Midfield,3,VfB Stuttgart,174,['6341624d-8a48-410e-9f7f-e6d05653749e'],30,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:30.256,Pass,
,,,,,,,,,,,,,,,,,,0.811378,,,,,,,,,,,,,,,3dd08869-7622-4beb-8748-d39e70cf933e,26,,"[100.0, 0.1]",3890455,0,,,,1.3765553,,,,,,"[101.2, 6.2]",Low Pass,,6.2169123,,,,Christian Gentner,8959.0,,,,,Throw-in,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,4,VfB Stuttgart,174,['2ffb8631-ecf3-4e8c-89b5-1a472205a1fe'],38,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:38.462,Pass,
,,,,,,,,,,,,,,,,,,0.832999,,,,,,,,,,,,,,,4fdd3db3-cbef-4ad0-b93c-573b04f130f3,32,,"[92.2, 4.5]",3890455,0,,,,0.87360406,,Left Foot,,,,"[98.9, 12.5]",Ground Pass,,10.435037,,Incomplete,,Daniel Didavi,8243.0,,,,,Recovery,1,From Throw In,Christian Gentner,8959.0,Left Center Midfield,4,VfB Stuttgart,174,"['872810bc-15bd-4639-ab13-6f3c2a6af12b', 'a1285728-a4c3-4a27-b222-8a3ad2151ba9']",42,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:42.333,Pass,
,,,,,,,,,,,,,,,,,,1.963235,,,,,,,,,,,,,,,e1864950-92bd-49fd-9cd6-255cc60b2d47,36,,"[41.8, 65.5]",3890455,0,,,,0.7266424,,Left Foot,,,,"[55.3, 77.5]",Ground Pass,,18.062391,,,,Alessandro Schöpf,11281.0,,,,,,1,From Throw In,Johannes Geis,6717.0,Right Defensive Midfield,4,VfB Stuttgart,174,['332680d9-6061-4f4c-a58b-bc14762ca1ae'],45,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:45.286,Pass,
,,,,,,,,,,,,,,,,,,1.719347,,,,,,,,,,,,,,,e3705eb3-45c2-4860-840b-504fb92a82e3,50,,"[29.3, 5.4]",3890455,1,,,,1.7326337,,Left Foot,,,,"[26.9, 20.1]",Ground Pass,,14.8946295,,,,Georg Niedermeier,40470.0,,,,,Free Kick,1,From Free Kick,Emiliano Adrián Insúa Zapata,12626.0,Left Back,5,VfB Stuttgart,174,['b84bdcd4-1666-4ad2-af1d-91097749d480'],35,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:35.062,Pass,
,,,,,,,,,,,,,,,,,,2.231157,,,,,,,,,,,,,,,caf34556-473d-4c03-b03b-716fcc7f42d3,53,,"[32.2, 23.4]",3890455,1,,,,1.4925252,,Right Foot,,,,"[35.0, 59.1]",Ground Pass,,35.809635,,,,Daniel Schwaab,8270.0,,,,,,1,From Free Kick,Georg Niedermeier,40470.0,Left Center Back,5,VfB Stuttgart,174,['533ddb72-8d92-4f35-bd4e-8a3bd1ec05c8'],38,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:38.821,Pass,
,,,,,,,,,,,,,,,,,,0.817083,,,,,,,,,,,,,,,24cacb73-27aa-43c3-8c1b-9b33a626eab9,57,,"[55.8, 68.6]",3890455,1,,,,-0.10389002,,Right Foot,,,,"[76.9, 66.4]",Ground Pass,,21.214382,,,,Lukas Rupp,11395.0,,,,,,1,From Free Kick,Daniel Schwaab,8270.0,Right Center Back,5,VfB Stuttgart,174,['a45602e7-2071-43be-bd8d-b906f4cb9394'],44,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:44.194,Pass,
,,,,,,,,,,,,,,,,,,0.808475,,,,,,,,,,,,,,,9834e271-61f1-4775-8f74-9808cdbd2f28,60,,"[79.7, 65.0]",3890455,1,,,,2.37506,,Right Foot,,,,"[71.6, 72.8]",Ground Pass,,11.244999,,,,Kevin Großkreutz,20665.0,,,,,,1,From Free Kick,Lukas Rupp,11395.0,Right Midfield,5,VfB Stuttgart,174,['1cfa0502-0acb-4101-9d1e-9e46dee8bcab'],45,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:45.086,Pass,
,,,,,,,,,,,,,,,,,,1.228021,,,,,,,,,,,,,,,e6f2688d-0c88-4e48-be67-ed5081228949,63,,"[67.2, 71.0]",3890455,1,,,,-2.827972,,Right Foot,,,,"[48.7, 65.0]",Ground Pass,,19.44865,,,,Daniel Schwaab,8270.0,,,,,,1,From Free Kick,Kevin Großkreutz,20665.0,Right Back,5,VfB Stuttgart,174,['eb19232d-ec5f-49c9-8536-84e8482a7067'],47,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:47.917,Pass,
,,,,,,,,,,,,,,,,,,2.197736,,,,,,,,,,,,,,,9a553412-0ecb-4336-a20e-9d5a557cbdad,66,,"[46.6, 63.6]",3890455,1,,,,-1.5110972,,Right Foot,,,,"[49.2, 20.1]",Ground Pass,,43.577633,,,,Christian Gentner,8959.0,,True,,,,1,From Free Kick,Daniel Schwaab,8270.0,Right Center Back,5,VfB Stuttgart,174,['d16726f7-baaf-4a1f-a11b-4789eac99564'],51,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:51.267,Pass,
,,,,,,,,,,,,,,,,,,1.104895,,,,,,,,,,,,,,,aa66ba8d-22dd-44fa-858c-108afd40669e,69,,"[49.2, 20.1]",3890455,1,,,,2.844748,,Left Foot,,,,"[40.7, 22.7]",Ground Pass,,8.888757,,,,Georg Niedermeier,40470.0,,,,,,1,From Free Kick,Christian Gentner,8959.0,Left Center Midfield,5,VfB Stuttgart,174,['900dcf8a-e36d-40d6-a07f-c0f51ee5e1f3'],57,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:57.230,Pass,
,,,,,,,,,,,,,,,,,,1.958285,,,,,,,,,,,,,,,7b242c0d-d5e5-4fec-b07a-fa20350c8406,72,,"[42.3, 46.6]",3890455,2,,,,1.2533376,,Right Foot,,,,"[49.2, 67.6]",Ground Pass,,22.104525,,,,Daniel Schwaab,8270.0,,,,,,1,From Free Kick,Georg Niedermeier,40470.0,Left Center Back,5,VfB Stuttgart,174,['3a7eb965-a565-476a-a888-92f45809bef4'],1,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:01.248,Pass,
,,,,,,,,,,,,,,,,,,0.628437,,,,,,,,,,,,,,,98fe26ad-53ac-4311-92fc-6737791cfcbc,76,,"[61.2, 70.5]",3890455,2,,,,-0.6451486,,Right Foot,,,,"[70.9, 63.2]",Ground Pass,,12.140017,,Incomplete,,,,,,,,,1,From Free Kick,Daniel Schwaab,8270.0,Right Center Back,5,VfB Stuttgart,174,['3e3181c3-65cb-4e4f-af90-f22017566570'],4,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:04.497,Pass,
,,,,,,,,,,,,,,,,,,0.345159,,,,,,,,,,,,,,,16225059-2266-4b8e-a6cc-02ef2d6c9860,82,,"[31.0, 49.9]",3890455,2,,,,2.4468544,,Left Foot,,,,"[29.8, 50.9]",Ground Pass,,1.56205,,,,Timo Werner,5557.0,,,,,Recovery,1,From Free Kick,Georg Niedermeier,40470.0,Left Center Back,5,VfB Stuttgart,174,['380e62a4-b059-4a58-b8e4-d553ce2cf7ab'],10,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:10.578,Pass,
,,,,,,,,,,,,,,,,,,1.330149,,,,,,,,,,,,,,,ba26e969-eb02-4817-b42a-f9c58aa7809d,86,,"[26.2, 47.0]",3890455,2,,,,-1.9649589,,Right Foot,,,,"[21.5, 35.7]",Ground Pass,,12.238464,,,,Christian Gentner,8959.0,,,,,,1,From Free Kick,Timo Werner,5557.0,Center Forward,5,VfB Stuttgart,174,['acea12cc-d518-420c-89ba-357f83d60f8c'],12,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:12.834,Pass,
,,,,,,,,,,,,,,,,,,0.97924,,,,,,,,,,,,,,,16d5d4ec-d1b1-4f6c-bdaa-af611eff3424,90,,"[21.8, 30.5]",3890455,2,,,,-1.3521274,,Right Foot,,,,"[25.8, 12.5]",Ground Pass,,18.439089,,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,1,From Free Kick,Christian Gentner,8959.0,Left Center Midfield,5,VfB Stuttgart,174,['03584d6e-dbd2-4e15-adc1-596f3c6bc776'],14,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:14.859,Pass,
,,,,,,,,,,,,,,,,,,5.593235,,,,,,,,,,,,,,,a6534c7c-1529-49d1-bb81-657333129095,94,,"[32.9, 3.0]",3890455,2,,,,0.1295037,,Left Foot,,,,"[97.4, 11.4]",High Pass,,65.04468,,Incomplete,,Daniel Didavi,8243.0,,,,,,1,From Free Kick,Emiliano Adrián Insúa Zapata,12626.0,Left Back,5,VfB Stuttgart,174,"['312bb769-153f-4c41-8f10-9c56c4f81ea3', '3d432f0c-1626-4eb4-bea4-61cc06dd5e19']",17,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:17.800,Pass,
,,,,,,,,,,,,,,,,,,1.778522,,,,,,,,,,,,,,,52d7623c-1f12-46a9-813a-373e42056f23,97,,"[32.8, 66.4]",3890455,2,True,,,0.56533647,,Right Foot,,,,"[42.1, 72.3]",Ground Pass,,11.013628,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,6,Schalke 04,181,['3240af6d-429f-4eff-ab06-03c1cf38d6f5'],24,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:24.634,Pass,
,,,,,,,,,,,,,,,,,,1.430874,,,,,,,,,,,,,,,d0592f32-f6db-4536-b439-6b37f5104cc9,99,,"[47.0, 71.3]",3890455,2,,,,-2.3683395,,Right Foot,,,,"[34.5, 59.1]",Ground Pass,,17.466825,,,,Joël Andre Job Matip,3502.0,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,6,Schalke 04,181,['6dfee3bc-f191-4bf8-aa8b-8018b9085275'],27,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:27.868,Pass,
,,,,,,,,,,,,,,,,,,2.410167,,,,,,,,,,,,,,,48798ed4-d52f-4c60-9462-6f3291671b3e,102,,"[35.7, 58.8]",3890455,2,,,,-1.6481816,,Right Foot,,,,"[32.8, 21.4]",Ground Pass,,37.512264,,,,Roman Neustädter,16534.0,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,6,Schalke 04,181,['82910317-ec1a-45a5-b6d3-e23b7201b698'],30,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:30.168,Pass,
,,,,,,,,,,,,,,,,,,1.945322,,,,,,,,,,,,,,,31efd20f-7c56-46e0-9be0-59e108d0565f,105,,"[30.7, 21.5]",3890455,2,,,,1.2934293,,Right Foot,,,,"[42.8, 64.0]",Ground Pass,,44.18891,,,,Joël Andre Job Matip,3502.0,,True,,,,1,Regular Play,Roman Neustädter,16534.0,Left Center Back,6,Schalke 04,181,['272778c2-1197-4897-883e-b56073cc0316'],33,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:33.864,Pass,
,,,,,,,,,,,,,,,,,,2.737667,,,,,,,,,,,,,,,170aa5e4-30b3-4676-af61-7283a0b478ed,109,,"[44.2, 68.7]",3890455,2,,,,-2.5793386,,Left Foot,,,,"[12.3, 48.6]",Ground Pass,,37.704376,,,,Ralf Fährmann,8517.0,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,6,Schalke 04,181,['7459786b-9362-40bf-9551-218da6ea16ef'],38,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:38.494,Pass,
,,,,,,,,,,,,,,,,,,1.847633,,,,,,,,,,,,,,,7f710af6-155b-4ce3-8741-fbdcf90a2819,111,,"[13.0, 48.6]",3890455,2,,,,0.47305173,,Right Foot,,,,"[25.7, 55.1]",Ground Pass,,14.266745,,,,Joël Andre Job Matip,3502.0,,,,,,1,Regular Play,Ralf Fährmann,8517.0,Goalkeeper,6,Schalke 04,181,['b077d80f-1620-4670-a88a-9ce369fedab4'],41,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:41.231,Pass,
,,,,,,,,,,,,,,,,,,2.248538,,,,,,,,,,,,,,,4fd50d08-2078-46e2-a520-ee4e56902460,114,,"[26.7, 52.0]",3890455,2,,,,-1.2169503,,Right Foot,,,,"[40.7, 14.1]",Ground Pass,,40.403095,,,,Roman Neustädter,16534.0,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,6,Schalke 04,181,['04187ec2-6d5b-403b-a117-73475b3118f6'],44,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:44.159,Pass,
,,,,,,,,,,,,,,,,,,0.856604,,,,,,,,,,,,,,,09fcdd08-fd07-4af2-b837-b44ab9640db9,117,,"[75.0, 12.7]",3890455,2,,,,-0.638086,,Right Foot,,,,"[83.9, 6.1]",Ground Pass,,11.080162,,,,Sead Kolašinac,3510.0,,,,,,1,Regular Play,Roman Neustädter,16534.0,Left Center Back,6,Schalke 04,181,['e023b6b6-43da-4506-9d02-01a884c15845'],50,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:50.979,Pass,
,,,,,,,,,,,,,,,,,,0.621095,,,,,,,,,,,,,,,e5d07aea-61da-4bb7-8a71-d8814c7e3132,120,,"[85.1, 6.3]",3890455,2,,,,-0.34048772,,Left Foot,,,,"[102.6, 0.1]",Ground Pass,,18.565828,,Out,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,1,Regular Play,Sead Kolašinac,3510.0,Left Back,6,Schalke 04,181,['de395c2e-2533-4447-be42-492d951711cc'],51,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:51.880,Pass,
,,,,,,,,,,,,,,,,,,1.639178,,,,,,,,,,,,,,,f48e03b5-6921-4154-8090-ef7892da6071,122,,"[19.6, 80.0]",3890455,2,,,,-0.9260561,,,,,,"[29.3, 67.1]",Low Pass,,16.140013,,,,Sereso Geoffroy Gonzaroua Dié,34558.0,,,,,Throw-in,1,From Throw In,Kevin Großkreutz,20665.0,Right Back,7,VfB Stuttgart,174,['f69186b3-809e-4704-8ab2-87ab3a63cb59'],56,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:56.057,Pass,
,,,,,,,,,,,,,,,,,,1.817114,,,,,,,,,,,,,,,3041cd24-ed2a-4181-9bc0-0d0bf89a7900,126,,"[34.1, 61.7]",3890455,3,,,,-1.7741324,,Right Foot,,,,"[28.1, 32.6]",Ground Pass,,29.712118,,,,Georg Niedermeier,40470.0,,,,,,1,From Throw In,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,7,VfB Stuttgart,174,['03e3dfe7-4c41-44d6-8cfc-cda2b372153d'],2,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:02.982,Pass,
,,,,,,,,,,,,,,,,,,1.177711,,,,,,,,,,,,,,,342d862a-9442-4b2a-8c72-e1a32a225007,129,,"[31.2, 25.3]",3890455,3,,,,-0.6368933,,Right Foot,,,,"[38.5, 19.9]",Ground Pass,,9.080198,,,,Daniel Didavi,8243.0,,,,,,1,From Throw In,Georg Niedermeier,40470.0,Left Center Back,7,VfB Stuttgart,174,['942dd0ec-5d79-401e-8940-10026cbaf57d'],5,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:05.943,Pass,
,,,,,,,,,,,,,,,,,,1.088946,,,,,,,,,,,,,,,251025a3-afea-4160-8d1c-56e6c98beea7,132,,"[38.5, 19.9]",3890455,3,,,,1.6630448,,Left Foot,,,,"[36.4, 42.6]",Ground Pass,,22.79693,,,,Sereso Geoffroy Gonzaroua Dié,34558.0,,,,,,1,From Throw In,Daniel Didavi,8243.0,Right Center Midfield,7,VfB Stuttgart,174,['91b86167-9109-4d3e-ae93-58dbd072f8f4'],8,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:08.562,Pass,
,,,,,,,,,,,,,,,,,,1.838733,,,,,,,,,,,,,,,e5c55754-69dd-4676-84ae-15c2f9ad2875,135,,"[37.8, 43.5]",3890455,3,,,,1.5707964,,Left Foot,,,,"[37.8, 56.0]",Ground Pass,,12.5,,,,Daniel Schwaab,8270.0,,,,,,1,From Throw In,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,7,VfB Stuttgart,174,['981901fc-5183-4a4c-9807-874a1064a9d7'],10,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:10.758,Pass,
