50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2a783ec9-7857-4745-b78d-be8945ad496d,1,,,,3890331,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 32}, {'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,65f38d40-3a46-4a0c-b54b-5f7768774b35,2,,,,3890331,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 38}, {'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5609, 'name': 'Joo-Ho Park'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,9cb3afdf-1c75-40c3-8f78-7d18ec35ada0,3,,,,3890331,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['1071aa62-7e2b-4832-b90c-832ad06486af'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1071aa62-7e2b-4832-b90c-832ad06486af,4,,,,3890331,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['9cb3afdf-1c75-40c3-8f78-7d18ec35ada0'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,dfb5e0d5-0044-4210-bd17-5338e01f3f67,1679,,,,3890331,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Borussia Dortmund,180,['438956d4-a893-4922-a37d-350800ae61cc'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,438956d4-a893-4922-a37d-350800ae61cc,1680,,,,3890331,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Borussia Dortmund,180,['dfb5e0d5-0044-4210-bd17-5338e01f3f67'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.536714,,,,,,,,,,,,,,,,258372cc-06b3-482c-82c3-09c83f80b997,5,,,"[60.0, 40.0]",3890331,0,,,,,1.359703,,Right Foot,,,"[60.3, 41.4]",,Ground Pass,,1.4317821,,,,Pierre-Emerick Aubameyang,3712.0,,,,,,Kick Off,1,From Kick Off,Shinji Kagawa,5684.0,Center Attacking Midfield,2,Borussia Dortmund,180,['063fd365-33a9-4e81-b6bf-01b546870f44'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.203,Pass,
,,,,,,,,,,,,,,,,0.849056,,,,,,,,,,,,,,,,08316571-6238-4144-b253-58e8c4f7f839,8,,,"[60.1, 41.6]",3890331,0,,,,,-2.6546934,,Right Foot,,,"[48.2, 35.3]",,Ground Pass,,13.464768,,,,İlkay Gündoğan,10287.0,,,,,,,1,From Kick Off,Pierre-Emerick Aubameyang,3712.0,Center Forward,2,Borussia Dortmund,180,['700eb8fb-abcc-4be6-838e-d5c8c0c8ff6a'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.780,Pass,
,,,,,,,,,,,,,,,,1.464994,,,,,,,,,,,,,,,,3d3453e5-f2a2-49e5-b036-572022402cbb,11,,,"[46.8, 34.7]",3890331,0,,,,,-2.028207,,Right Foot,,,"[37.3, 15.4]",,Ground Pass,,21.511393,,,,Mats Hummels,5572.0,,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Right Defensive Midfield,2,Borussia Dortmund,180,['56318ec3-832e-49f0-adba-a2e851796577'],2,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:02.827,Pass,
,,,,,,,,,,,,,,,,1.275375,,,,,,,,,,,,,,,,8997e172-f278-4ae8-9cee-0d946a74847a,15,,,"[35.2, 17.9]",3890331,0,,,,,2.3536882,,Right Foot,,,"[15.3, 37.9]",,Ground Pass,,28.21365,,,,Roman Bürki,8225.0,,,,,,,1,From Kick Off,Mats Hummels,5572.0,Left Center Back,2,Borussia Dortmund,180,"['3a786a15-8e78-4509-b4b1-385d224bef53', '5f170e4b-e123-4973-b7da-17808d43cfc1']",5,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:05.446,Pass,True
