50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.938738,,,,,,,,,,,,71e53965-f50d-40bc-884f-db2a1b178eba,16,,,"[51.0, 48.5]",3890434,0,,,,2.303264,,Right Foot,,,"[36.7, 64.4]",Ground Pass,,21.384573,,,,Leon Aderemi Balogun,5467.0,,,,,,1,From Kick Off,Julian Baumgartlinger,20037.0,Right Defensive Midfield,2,FSV Mainz 05,177,"['9e96dba2-8eae-40af-b492-db217871fbe2', 'e0abe72d-576c-43e6-b4d6-bf1939a04f1c']",7,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:07.912,Pass,True
,,,,,,,,,,,,,,,,,,,2.034247,,,,,,,,,,,,696e2015-e704-4bc8-9ba8-2389abad9dee,19,,,"[32.5, 63.2]",3890434,0,,,,-2.3885906,,Right Foot,,,"[10.2, 42.3]",Ground Pass,,30.56305,,,,Loris Karius,3630.0,,,,,,1,From Kick Off,Leon Aderemi Balogun,5467.0,Right Center Back,2,FSV Mainz 05,177,['263e9d23-691a-4142-9c14-15491621dd9b'],10,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:10.650,Pass,
,,,,,,,,,,,,,,,,,,,2.14629,,,,,,,,,,,,42ef0a91-9af4-4ae4-bdad-fdf168b78c6f,21,,,"[11.8, 41.7]",3890434,0,,,,-1.2490457,,Right Foot,,,"[20.1, 16.8]",Ground Pass,,26.246904,,,,Stefan Bell,8559.0,,,,,,1,From Kick Off,Loris Karius,3630.0,Goalkeeper,2,FSV Mainz 05,177,['8c4a7d73-468e-48cc-bf67-d0fd1ead33f6'],12,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:12.684,Pass,
,,,,,,,,,,,,,,,,,,,0.547143,,,,,,,,,,,,c723838d-203b-4564-b74d-0ce1822097c0,25,,,"[26.1, 2.5]",3890434,0,,,,0.35877067,,Left Foot,,,"[35.7, 6.1]",Low Pass,,10.252805,,Incomplete,,Julian Baumgartlinger,20037.0,,,,,,1,From Kick Off,Stefan Bell,8559.0,Left Center Back,2,FSV Mainz 05,177,"['0a78ec9f-f774-4818-a231-4c205aa56d54', 'cc25ead4-0a89-4889-8abf-836cb8a08117', 'cf1616f0-ecf3-461a-9f1d-7443e21c607f']",17,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:17.480,Pass,True
,,,,,,,,,,,,,,,,,,,0.972295,,,,,,,,,,,,879d2610-5f65-4b15-9848-9c553d0afbea,28,,,"[33.5, 11.6]",3890434,0,,,,0.21018259,,Left Foot,,,"[41.0, 13.2]",Ground Pass,,7.668768,,,,Danny Latza,8539.0,,,,,Recovery,1,From Kick Off,Julian Baumgartlinger,20037.0,Right Defensive Midfield,2,FSV Mainz 05,177,['c4488bc5-dc6c-4f85-b9e2-d24045ff23cf'],19,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:19.842,Pass,
,,,,,,,,,,,,,,,,,,,0.789318,,,,,,,,,,,,766e51b0-5e3e-4606-856f-d3ac30ecf2b1,33,,,"[42.6, 16.4]",3890434,0,,,,-2.2018757,,Left Foot,,,"[38.8, 11.2]",Ground Pass,,6.440497,,,,Julian Baumgartlinger,20037.0,,,,,,1,From Kick Off,Danny Latza,8539.0,Left Defensive Midfield,2,FSV Mainz 05,177,"['290c4359-2629-4331-8267-546235e74801', '38137770-c4e0-4d6f-acae-ad4f92d624c9', '9bfcc90a-fdb3-4ee0-8e67-99fb8c1c7af0']",21,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:21.284,Pass,True
,,,,,,,,,,,,,,,,,,,1.533356,,,,,,,,,,,,bf059f0f-c213-44d1-9d5a-27ed81d16de3,36,,,"[38.6, 12.8]",3890434,0,,,,-0.9886588,,Right Foot,,,"[43.8, 4.9]",Ground Pass,,9.457801,,,,Gaëtan Bussmann,18399.0,,,,,,1,From Kick Off,Julian Baumgartlinger,20037.0,Right Defensive Midfield,2,FSV Mainz 05,177,['f7a943bf-8f28-4a57-a61d-95dcb204c2e2'],22,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:22.416,Pass,
,,,,,,,,,,,,,,,,,,,2.181117,,,,,,,,,,,,914f90ab-fbab-45c3-945c-a637818d79c4,39,,,"[45.6, 3.7]",3890434,0,,,,-0.1882215,,Left Foot,,,"[64.5, 0.1]",High Pass,,19.239803,,Out,,,,,,,,,1,From Kick Off,Gaëtan Bussmann,18399.0,Left Back,2,FSV Mainz 05,177,['f510886d-e302-4dec-b23f-7b4e5450a1cb'],23,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:23.950,Pass,True
,,,,,,,,,,,,,,,,,,,1.325237,,,,,,,,,,,,39f7927e-ca77-46f2-b619-98c7d5d4026d,40,,,"[60.5, 80.0]",3890434,0,,,,-0.645631,,,,,"[75.5, 68.7]",High Pass,,18.780043,,,,Hugo Miguel Pereira de Almeida,20359.0,,,,,Throw-in,1,From Throw In,Hiroki Sakai,3530.0,Right Back,3,Hannover 96,178,['b891fbf7-5ff4-45a6-b27f-f768df25edf6'],30,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:30.712,Pass,
,,,,,,,,,,,,,,,,,,,0.97017,,,,,,,,,,,,7e75302f-865a-448f-84a1-a31b31170338,42,,,"[75.5, 68.1]",3890434,0,,,,0.018346565,,Head,,,"[86.4, 68.3]",High Pass,,10.9018345,,Incomplete,,Ádám Szalai,8407.0,,,,,,1,From Throw In,Hugo Miguel Pereira de Almeida,20359.0,Left Center Forward,3,Hannover 96,178,"['17d210b3-2af0-4228-a8c9-f703d5e539f0', 'a3f3ec88-53d2-45bc-8de5-3693c456cc64']",32,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:32.038,Pass,
,,,,,,,,,,,,,,,,,,,1.800426,,,,,,,,,,,,17d210b3-2af0-4228-a8c9-f703d5e539f0,44,,,"[33.7, 11.8]",3890434,0,,,,-0.049648605,,Head,,,"[49.8, 11.0]",High Pass,,16.119864,,,,Yunus Mallı,8679.0,,,,,Recovery,1,From Throw In,Stefan Bell,8559.0,Left Center Back,3,Hannover 96,178,"['7e75302f-865a-448f-84a1-a31b31170338', 'dc878f40-3761-4aaf-9a9b-6f249e3c1f3b']",33,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:33.008,Pass,
,,,,,,,,,,,,,,,,,,,1.595752,,,,,,,,,,,,91ab3017-6c7f-4d77-a021-97ea52400cd9,47,,,"[50.6, 11.4]",3890434,0,,,True,0.4961805,,,,,"[63.9, 18.6]",High Pass,,15.123822,,Incomplete,,Yoshinori Muto,6337.0,,,,,,1,From Throw In,Yunus Mallı,8679.0,Center Attacking Midfield,3,Hannover 96,178,"['0e8425c5-1d14-49e9-a3c9-d79b5d4aecc9', '4fdf2b4b-24e1-4bde-8f0a-11eddd771e0d', 'd961a735-4d46-42af-b212-8df7b0315082']",34,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:34.808,Pass,True
,,,,,,,,,,,,,,,,,,,1.865816,,,,,,,,,,,,0e8425c5-1d14-49e9-a3c9-d79b5d4aecc9,49,,,"[56.2, 61.5]",3890434,0,,,,0.4104333,,Head,,,"[80.1, 71.9]",High Pass,,26.064728,,Incomplete,,Hugo Miguel Pereira de Almeida,20359.0,,,,,Recovery,1,From Throw In,Andre Hoffmann,12294.0,Center Defensive Midfield,3,Hannover 96,178,"['91ab3017-6c7f-4d77-a021-97ea52400cd9', 'e6a5b811-a5f0-4c0a-a6f9-fe8b57ca4f99', 'ed74f00a-589d-4460-9a63-26f953271ea0']",36,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:36.404,Pass,
,,,,,,,,,,,,,,,,,,,2.321249,,,,,,,,,,,,e6a5b811-a5f0-4c0a-a6f9-fe8b57ca4f99,51,,,"[40.0, 8.2]",3890434,0,,,,0.27117813,,Head,,,"[62.3, 14.4]",High Pass,,23.145842,,Incomplete,,Yoshinori Muto,6337.0,,,,,Recovery,1,From Throw In,Gaëtan Bussmann,18399.0,Left Back,3,Hannover 96,178,"['0e8425c5-1d14-49e9-a3c9-d79b5d4aecc9', '159222b3-cac0-45b5-acc5-5ad936bc2d97', 'a013a157-6e0d-4709-a5ef-eac12bc9ab04']",38,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:38.270,Pass,
,,,,,,,,,,,,,,,,,,,1.249934,,,,,,,,,,,,a013a157-6e0d-4709-a5ef-eac12bc9ab04,53,,,"[57.8, 65.7]",3890434,0,,,,-0.4335149,,Head,,,"[80.7, 55.1]",High Pass,,25.234303,,Incomplete,,,,,,,,Recovery,1,From Throw In,Alexander Milosevic,23341.0,Right Center Back,3,Hannover 96,178,"['6a297512-3d06-4c09-8901-f396c87cd811', 'e6a5b811-a5f0-4c0a-a6f9-fe8b57ca4f99']",40,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:40.591,Pass,
,,,,,,,,,,,,,,,,,,,2.634113,,,,,,,,,,,,214ebb69-1d65-4011-a671-3f2ee0995182,55,,,"[31.3, 58.5]",3890434,0,,,,1.0796328,,Head,,,"[42.8, 80.0]",High Pass,,24.38237,,Out,,Hiroki Sakai,3530.0,,,,,Recovery,1,From Throw In,Christian Schulz,400614.0,Left Center Back,3,Hannover 96,178,['d105638a-08b1-4dcf-94da-7d44d6c28cf7'],45,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:45.144,Pass,
,,,,,,,,,,,,,,,,,,,1.915248,,,,,,,,,,,,9577c98f-29a0-4b9b-8cc2-3b4023eeefd4,57,,,"[78.1, 0.1]",3890434,0,,,,0.26510307,,,,,"[100.2, 6.1]",High Pass,,22.9,,Incomplete,,Yoshinori Muto,6337.0,,,,,Throw-in,1,From Throw In,Gaëtan Bussmann,18399.0,Left Back,4,FSV Mainz 05,177,"['c0ca68a7-7450-4fa2-8171-094654fcb428', 'e9e70a8e-cdf5-4a76-888b-e06af9f52286']",57,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:57.457,Pass,
,,,,,,,,,,,,,,,,,,,1.81758,,,,,,,,,,,,211e057a-4520-40ef-9ff7-3717f6ccacfc,60,,,"[96.8, 0.1]",3890434,1,,,,0.6111824,,,,,"[111.5, 10.4]",Low Pass,,17.949373,,Incomplete,,Yunus Mallı,8679.0,,,,,Throw-in,1,From Throw In,Yoshinori Muto,6337.0,Center Forward,5,FSV Mainz 05,177,"['0aed5259-ed21-49e3-ad5d-62cb12444937', '89edabd7-a7f7-4346-bae3-cae961e2bd90']",3,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:03.195,Pass,
,,,,,,,,,,,,,,,,,,,3.167466,,,,,,,,,,,,48e6cfbd-e791-4961-afb3-f1b69ca792fa,65,,,"[11.4, 75.0]",3890434,1,,,,-0.37988603,,Right Foot,,,"[39.2, 63.9]",High Pass,,29.934093,,,,Ádám Szalai,8407.0,,,,,,1,From Throw In,Christian Schulz,400614.0,Left Center Back,5,FSV Mainz 05,177,['e24bbf70-8267-4934-8511-c2c47ebd2cc4'],6,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:06.283,Pass,
,,,,,,,,,,,,,,,,,,,1.271972,,,,,,,,,,,,e352566b-15ee-4a9f-9344-0b4166f0b116,67,,,"[40.0, 64.3]",3890434,1,,,,0.7853982,,Other,,,"[44.2, 68.5]",Low Pass,,5.939697,,Incomplete,,Manuel Schmiedebach,8543.0,,,,,,1,From Throw In,Ádám Szalai,8407.0,Right Center Forward,5,FSV Mainz 05,177,"['5f52cba1-5399-4d54-9e7c-66f17050b900', 'adb78a51-d36d-496a-98fd-40e6d7e1087f']",9,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:09.451,Pass,
,,,,,,,,,,,,,,,,,,,1.176429,,,,,,,,,,,,a65eb54b-5171-4747-b1b1-333f25418fb2,71,,,"[78.5, 11.2]",3890434,1,,,,-2.9660006,,Right Foot,,,"[66.1, 9.0]",Low Pass,,12.593649,,Incomplete,,Stefan Bell,8559.0,,,,,,1,From Throw In,Danny Latza,8539.0,Left Defensive Midfield,5,FSV Mainz 05,177,"['1743ca1e-139b-425a-980f-12e703d5aebc', '1fb097a8-8cfe-4188-9029-ca723eb06c96']",11,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:11.616,Pass,
,,,,,,,,,,,,,,,,,,,2.41574,,,,,,,,,,,,7f1be771-2712-4110-8de7-e4982d10a7fe,77,,,"[64.7, 72.1]",3890434,1,,,,0.011267128,,Right Foot,,,"[100.2, 72.5]",High Pass,,35.502254,,,,Hiroki Sakai,3530.0,,,,,Free Kick,1,From Free Kick,Alexander Milosevic,23341.0,Right Center Back,7,Hannover 96,178,['ca83bed6-6b81-4197-bfb4-206499541a51'],53,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:53.479,Pass,
,,,,,,,,,,,,,,,,,,,1.144882,,,,,,,,,,,,a803158b-2370-4087-9ad3-0b30fc30e8e6,79,,,"[99.0, 73.4]",3890434,1,,,,-1.1764463,,Head,,,"[105.7, 57.3]",High Pass,,17.438463,,Incomplete,,Ádám Szalai,8407.0,,,,,,1,From Free Kick,Hiroki Sakai,3530.0,Right Back,7,Hannover 96,178,"['b036c951-9555-4d3b-8f7d-d59bf1f2f716', 'd237c092-501a-441f-9d7e-104c10ff977a']",55,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:55.894,Pass,
,,,,,,,,,,,,,,,,,,,1.964511,,,,,,,,,,,,96854913-54ce-4c9a-a64a-e2bc465c3b1f,82,,,"[79.5, 62.7]",3890434,1,,,,-0.74984,,Head,,,"[92.6, 50.5]",High Pass,,17.901117,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Andre Hoffmann,12294.0,Center Defensive Midfield,7,Hannover 96,178,['da057d8f-585c-45de-99ef-8996883426d0'],59,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:59.038,Pass,
,,,,,,,,,,,,,,,,,,,2.550879,,,,,,,,,,,,da057d8f-585c-45de-99ef-8996883426d0,83,,,"[27.5, 29.6]",3890434,2,,,,-0.6338203,,Right Foot,,,"[55.8, 8.8]",High Pass,,35.121647,,,,Jairo Samperio Bustara,6925.0,,,,,Recovery,1,Regular Play,Leon Aderemi Balogun,5467.0,Right Center Back,8,FSV Mainz 05,177,"['532fee90-2cc9-491a-9536-6f8b2b23f6cc', '96854913-54ce-4c9a-a64a-e2bc465c3b1f']",1,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:01.002,Pass,
,,,,,,,,,,,,,,,,,,,1.331691,,,,,,,,,,,,4e08b00e-a6ad-4a2a-a1fe-0061cbbc504c,90,,,"[65.9, 12.0]",3890434,2,,,,0.3114719,,Right Foot,,,"[86.4, 18.6]",Ground Pass,,21.53625,,Incomplete,,Yunus Mallı,8679.0,,,,,,1,Regular Play,Jairo Samperio Bustara,6925.0,Left Wing,8,FSV Mainz 05,177,"['e9b41429-bef7-4eb5-8c29-2ce3c36208ea', 'fbc7a08c-6ad6-40a8-9cf7-c99b2d052108']",6,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:06.133,Pass,
,,,,,,,,,,,,,,,,,,,1.878084,,,,,,,,,,,,e9b41429-bef7-4eb5-8c29-2ce3c36208ea,92,,,"[33.7, 61.5]",3890434,2,,,,0.5824548,,Right Foot,,,"[50.4, 72.5]",Ground Pass,,19.99725,,,,Hiroki Sakai,3530.0,,,,,Recovery,1,Regular Play,Christian Schulz,400614.0,Left Center Back,9,Hannover 96,178,"['4e08b00e-a6ad-4a2a-a1fe-0061cbbc504c', '6d562981-e5c4-4cd2-a640-d7488de6f7c9']",7,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:07.465,Pass,
,,,,,,,,,,,,,,,,,,,0.586444,,,,,,,,,,,,3d851d40-1c1a-4e0e-ba70-817ec0386474,95,,,"[51.0, 74.0]",3890434,2,,,,-0.33968586,,Right Foot,,,"[64.3, 69.3]",Low Pass,,14.106027,,,,Manuel Schmiedebach,8543.0,,,,,,1,Regular Play,Hiroki Sakai,3530.0,Right Back,9,Hannover 96,178,['3538cf55-e516-486b-9b0f-50109034edf8'],9,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:09.383,Pass,
,,,,,,,,,,,,,,,,,,,0.842267,,,,,,,,,,,,41bd1760-89e2-4bbe-91e4-87a4e4923c9c,99,,,"[65.5, 70.5]",3890434,2,,,,2.6539974,,Right Foot,,,"[58.9, 74.0]",Ground Pass,,7.470609,,,,Hiroki Sakai,3530.0,,,,,,1,Regular Play,Manuel Schmiedebach,8543.0,Center Attacking Midfield,9,Hannover 96,178,['84d504fe-af8b-4539-bc4a-32ba8cc95e90'],10,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:10.010,Pass,
,,,,,,,,,,,,,,,,,,,1.309505,,,,,,,,,,,,81f8227f-f40e-4e9e-957b-da1a5fefa482,103,,,"[56.5, 0.1]",3890434,2,,,,0.18565442,,,,,"[76.2, 3.8]",High Pass,,20.04445,,,,Jairo Samperio Bustara,6925.0,,,,,Throw-in,1,From Throw In,Gaëtan Bussmann,18399.0,Left Back,10,FSV Mainz 05,177,['a62bc457-c766-410e-8178-f31991069024'],19,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:19.486,Pass,
