50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.023375,,,,,,,,,,,,,,fe7fbd17-a85c-4dee-86ac-0c1833ebff92,15,,,"[47.6, 32.8]",3890430,0,,,,-2.1652713,,Right Foot,,,"[42.8, 25.7]",,Ground Pass,,8.570297,,,Martin Hinteregger,8307.0,,,,,,Recovery,1,From Kick Off,Andreas Christensen,3959.0,Right Center Back,2,Borussia Mönchengladbach,185,"['7cc978dd-a7e3-492d-b35c-6c85d768bf49', '83e20d30-ede9-4d81-92f0-727bdd887d87', 'd3383749-c9a0-4560-8656-94fb14a0ba28']",9,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:09.308,Pass,True
,,,,,,,,,,,,,,,,,,2.632721,,,,,,,,,,,,,,a2ae9901-db38-45ec-8ff5-3463d8055170,18,,,"[40.9, 5.3]",3890430,0,,,,-0.071466446,,Left Foot,,,"[85.6, 2.1]",,High Pass,,44.814396,Incomplete,,Håvard Nordtveit,8395.0,,,,,,,1,From Kick Off,Martin Hinteregger,8307.0,Left Center Back,2,Borussia Mönchengladbach,185,"['9a4635f6-5c73-4cf2-8bd6-753d4ee55590', 'c2c09a1f-9cd6-446b-8370-4c227e1fb6e3']",13,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:13.332,Pass,
,,,,,,,,,,,,,,,,,,1.102028,,,,,,,,,,,,,,9a4635f6-5c73-4cf2-8bd6-753d4ee55590,20,,,"[34.5, 78.0]",3890430,0,,,,-0.012819811,,Head,,,"[50.1, 77.8]",,Low Pass,,15.601282,,,Levin Mete Öztunali,8554.0,,,,,,Recovery,1,Regular Play,Theodor Gebre Selassie,8396.0,Right Back,3,Werder Bremen,176,"['a2ae9901-db38-45ec-8ff5-3463d8055170', 'da2500c6-228b-4c12-8b19-ee5306bcb17a']",15,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:15.965,Pass,
,,,,,,,,,,,,,,,,,,0.739922,,,,,,,,,,,,,,00f59f0f-4c96-40ac-8f8b-03121541a040,26,,,"[49.8, 80.0]",3890430,0,,,,-0.54636,,,,,"[57.2, 75.5]",,Low Pass,,8.660831,,,Clemens Fritz,20010.0,,,,,,Throw-in,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,4,Werder Bremen,176,['37ef6979-af8c-4357-a670-ad9c334bae3b'],30,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:30.711,Pass,
,,,,,,,,,,,,,,,,,,0.698117,,,,,,,,,,,,,,7c7e6f56-b51b-4ea8-89e6-01c7fe4dadf9,29,,,"[55.3, 74.8]",3890430,0,,,,1.8925469,,Right Foot,,,"[53.7, 79.6]",,Ground Pass,,5.059644,,,Theodor Gebre Selassie,8396.0,,,,,,,1,From Throw In,Clemens Fritz,20010.0,Right Defensive Midfield,4,Werder Bremen,176,"['2e91112d-5814-4a06-969e-faf650a9a4e1', '8d6cdd28-391f-4cbc-b1de-9a32de7cacf1']",31,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:31.451,Pass,True
,,,,,,,,,,,,,,,,,,1.657454,,,,,,,,,,,,,,a041babd-7fb1-466b-84f5-6df48b48addc,32,,,"[53.7, 79.6]",3890430,0,,,,-0.08599429,,Right Foot,,,"[76.9, 77.6]",,High Pass,,23.286047,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,4,Werder Bremen,176,['8ecab4a0-3700-40d0-b21f-cbae071856a8'],33,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:33.293,Pass,
,,,,,,,,,,,,,,,,,,2.21929,,,,,,,,,,,,,,dc7ebd4c-62c7-41a5-8284-3f871451b6a4,36,,,"[73.2, 78.3]",3890430,0,,,,-0.3491827,,Right Foot,,,"[92.7, 71.2]",,Ground Pass,,20.75235,Incomplete,,Leon Guwara,15370.0,,,,,,,1,From Throw In,Claudio Miguel Pizarro Bossio,11132.0,Right Center Forward,4,Werder Bremen,176,"['c0e20d73-fe79-477f-ba40-052e6e75dfdd', 'e13149dd-91ea-4aca-828c-2cb511dd58bc']",35,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:35.729,Pass,
,,,,,,,,,,,,,,,,,,2.602802,,,,,,,,,,,,,,c0e20d73-fe79-477f-ba40-052e6e75dfdd,39,,,"[27.4, 8.9]",3890430,0,,,,0.3927335,,Right Foot,,,"[72.3, 27.5]",,High Pass,,48.6001,Incomplete,,Håvard Nordtveit,8395.0,,,,,,Recovery,1,From Throw In,Oscar Wendt,8809.0,Left Back,4,Werder Bremen,176,"['8c802541-0571-4b6b-94f0-e52d405e5e9e', 'b784e5ef-fc28-4f9d-b8ef-37ce274c96e6', 'dc7ebd4c-62c7-41a5-8284-3f871451b6a4', 'f0b8ddac-59c6-42c4-96ec-521bd5c18caa']",37,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:37.948,Pass,True
,,,,,,,,,,,,,,,,,,1.227434,,,,,,,,,,,,,,02729ec3-efc5-42c3-94cc-45f39e44bd84,43,,,"[41.4, 51.9]",3890430,0,,,,-1.3115699,,Left Foot,,,"[46.2, 33.8]",,Ground Pass,,18.72565,,,Leon Guwara,15370.0,,,,,,,1,From Throw In,Papiss Mison Djilobodji,3774.0,Left Center Back,4,Werder Bremen,176,['2b72f6b5-96f1-4b6b-afc5-c1994592689d'],42,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:42.219,Pass,
,,,,,,,,,,,,,,,,,,2.634793,,,,,,,,,,,,,,aed01ba3-0816-4889-9804-928585e666f0,46,,,"[42.7, 22.2]",3890430,0,,,,2.811474,,Left Foot,,,"[14.1, 32.0]",,Ground Pass,,30.232433,,,Felix Wiedwald,23269.0,,,,,,,1,From Throw In,Leon Guwara,15370.0,Left Back,4,Werder Bremen,176,['a79a4273-73b5-481f-83f2-88b0b8e4f275'],44,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:44.608,Pass,
,,,,,,,,,,,,,,,,,,2.883356,,,,,,,,,,,,,,9e0d9414-c609-4593-9427-6516dcae9416,50,,,"[14.4, 38.6]",3890430,0,,,,0.5942862,,Right Foot,,,"[65.6, 73.2]",,High Pass,,61.794823,,,Levin Mete Öztunali,8554.0,,,,,,,1,From Throw In,Felix Wiedwald,23269.0,Goalkeeper,4,Werder Bremen,176,"['988144a6-497e-4b15-8817-ee7cfcd57c0f', 'eee75a86-8c6b-4d79-b34a-9c46c1b7e60f']",49,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:49.185,Pass,True
,,,,,,,,,,,,,,,,,,2.510174,,,,,,,,,,,,,,cadcc3b2-66cf-4f74-a582-cc792ff382db,52,,,"[65.6, 73.2]",3890430,0,,,,-1.5892274,,Head,,,"[65.2, 51.5]",,High Pass,,21.703686,Incomplete,,Leon Guwara,15370.0,,,,,,,1,From Throw In,Levin Mete Öztunali,8554.0,Right Midfield,4,Werder Bremen,176,"['5a0e1675-f618-485d-b055-fc335d329055', 'e50fcd91-fb14-42ed-bbe5-6db2bc4a5700']",52,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:52.068,Pass,
,,,,,,,,,,,,,,,,,,1.18602,,,,,,,,,,,,,,5a0e1675-f618-485d-b055-fc335d329055,54,,,"[54.9, 28.6]",3890430,0,,,,0.416172,,Right Foot,,,"[73.0, 36.6]",,Ground Pass,,19.789139,,,Thorgan Hazard,5632.0,,,,,,Recovery,1,Regular Play,Håvard Nordtveit,8395.0,Right Defensive Midfield,5,Borussia Mönchengladbach,185,"['cadcc3b2-66cf-4f74-a582-cc792ff382db', 'e1c5a362-2cf7-433d-86a1-6e4f7a9dc6b1']",54,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:54.578,Pass,
,,,,,,,,,,,,,,,,,,1.405736,,,,,,,,,,,,,,3bf43cc3-e195-48fb-83af-a4bea7138635,56,,,"[73.0, 36.6]",3890430,0,,,,2.7136443,,Right Foot,,,"[67.3, 39.2]",,Ground Pass,,6.264982,,,Mahmoud Dahoud,8238.0,,,,,,,1,Regular Play,Thorgan Hazard,5632.0,Right Midfield,5,Borussia Mönchengladbach,185,['5c7db38e-274e-40b7-b085-ee65a8b0cf8a'],55,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:55.764,Pass,
,,,,,,,,,,,,,,,,,,0.754027,,,,,,,,,,,,,,d963d238-0cc0-4c2c-95b6-9f8c88db579e,59,,,"[67.3, 39.2]",3890430,0,,,,-0.21222498,,Right Foot,,,"[85.4, 35.3]",,Ground Pass,,18.5154,,,Lars Edi Stindl,8806.0,,,,,,,1,Regular Play,Mahmoud Dahoud,8238.0,Left Defensive Midfield,5,Borussia Mönchengladbach,185,['88e95b1a-9005-4ff9-ae4d-dc226e66d32d'],57,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:57.249,Pass,
,,,,,,,,,,,,,,,,,,1.320507,,,,,,,,,,,,,,d04bec14-9d47-4603-a60d-65210d94cb27,62,,,"[85.4, 35.3]",3890430,0,,,,1.549523,,Right Foot,,,"[85.6, 44.7]",,Ground Pass,,9.402127,Incomplete,,Mahmoud Dahoud,8238.0,,,,,,,1,Regular Play,Lars Edi Stindl,8806.0,Right Center Forward,5,Borussia Mönchengladbach,185,"['506be96d-0da4-43ff-9364-abfec4178aad', 'aa9f4f7d-3205-40c6-9fbe-666200d0ef7a']",58,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:58.802,Pass,
,,,,,,,,,,,,,,,,,,0.699824,,,,,,,,,,,,,,aa9f4f7d-3205-40c6-9fbe-666200d0ef7a,65,,,"[34.5, 35.4]",3890430,1,,,,0.61253756,,Left Foot,,,"[38.2, 38.0]",,Ground Pass,,4.5221677,,,Clemens Fritz,20010.0,,,,,,Recovery,1,Regular Play,László Kleinheisler,16502.0,Left Midfield,5,Borussia Mönchengladbach,185,"['27416c43-ea0a-49d4-97c2-f50f8eaf3cba', 'a22c52fb-c40b-44ca-9efd-4d1ebbf45453', 'd04bec14-9d47-4603-a60d-65210d94cb27']",0,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:00.123,Pass,True
,,,,,,,,,,,,,,,,,,4.071752,,,,,,,,,,,,,,f1bccf19-43b7-4c5b-9c98-6e14da1f8b7e,68,,,"[42.7, 38.9]",3890430,1,,,,-0.7564025,,Right Foot,,,"[83.5, 0.4]",,High Pass,,56.09715,Out,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,,1,Regular Play,Clemens Fritz,20010.0,Right Defensive Midfield,5,Borussia Mönchengladbach,185,['09c108cc-76c4-49cd-862c-55e47e1cc958'],2,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:02.165,Pass,
,,,,,,,,,,,,,,,,,,1.694714,,,,,,,,,,,,,,b03648c6-5f37-405c-bf86-3d3c48e98fe5,70,,,"[20.6, 80.0]",3890430,1,,,,-2.1048667,,,,,"[9.6, 61.4]",,Low Pass,,21.609257,,,Yann Sommer,5550.0,,,,,,Throw-in,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,6,Borussia Mönchengladbach,185,['fceb550e-34e9-4716-8363-c88ee6093df3'],8,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:08.414,Pass,
,,,,,,,,,,,,,,,,,,1.434049,,,,,,,,,,,,,,1c604982-31cf-452c-b105-7595512f9abd,73,,,"[13.2, 50.4]",3890430,1,,,,0.0,,Right Foot,,,"[27.7, 50.4]",,Ground Pass,,14.5,,,Mahmoud Dahoud,8238.0,,,,,,,1,From Throw In,Yann Sommer,5550.0,Goalkeeper,6,Borussia Mönchengladbach,185,['73c0135c-186b-406e-bb8e-a30c9f6da5ce'],13,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:13.059,Pass,
,,,,,,,,,,,,,,,,,,1.732878,,,,,,,,,,,,,,e1268286-cc53-45f5-aacb-cf7e2e047494,76,,,"[16.0, 47.6]",3890430,1,,,,-2.4009407,,Right Foot,,,"[5.5, 38.0]",,Ground Pass,,14.227087,,,Yann Sommer,5550.0,,,,,,,1,From Throw In,Mahmoud Dahoud,8238.0,Left Defensive Midfield,6,Borussia Mönchengladbach,185,['8b60377b-faf0-4540-b438-c87e14b1c86f'],17,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:17.535,Pass,
,,,,,,,,,,,,,,,,,,1.402353,,,,,,,,,,,,,,e9a5ae58-774b-4e4b-9e1a-d33a578b9bd5,79,,,"[8.7, 38.0]",3890430,1,,,,-0.4578337,,Right Foot,,,"[36.3, 24.4]",,Ground Pass,,30.768816,,,Lars Edi Stindl,8806.0,,,,,,,1,From Throw In,Yann Sommer,5550.0,Goalkeeper,6,Borussia Mönchengladbach,185,['9b365e91-8f59-453e-90b3-93886c81d36c'],21,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:21.031,Pass,
,,,,,,,,,,,,,,,,,,1.936335,,,,,,,,,,,,,,155d70fd-3fba-41bc-9f95-f53b3aa086f8,82,,,"[27.4, 21.9]",3890430,1,,,,2.4567192,,Right Foot,,,"[8.3, 37.5]",,Ground Pass,,24.661102,,,Yann Sommer,5550.0,,,,,,,1,From Throw In,Lars Edi Stindl,8806.0,Right Center Forward,6,Borussia Mönchengladbach,185,['8e3bd38a-156e-4070-854a-a5bd66d34ed9'],24,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:24.644,Pass,
,,,,,,,,,,,,,,,,,,4.613002,,,,,,,,,,,,,,ad7727e5-9910-4281-9a2a-f9b8eb20b289,85,,,"[8.7, 41.0]",3890430,1,,,,0.083648935,,Right Foot,,,"[106.5, 49.2]",,High Pass,,98.14316,Incomplete,,Håvard Nordtveit,8395.0,,,,,,,1,From Throw In,Yann Sommer,5550.0,Goalkeeper,6,Borussia Mönchengladbach,185,"['5aba31c6-bf51-4c85-a2e4-c27528123315', 'de594efc-b7da-4c46-9b34-e97c58dc2bf8']",31,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:31.617,Pass,
,,,,,,,,,,,,,,,,,,3.107515,,,,,,,,,,,,,,94783cb6-481f-416c-9a71-1612a1409d7c,90,,,"[29.7, 54.5]",3890430,1,,,,0.02418883,,Right Foot,,,"[91.7, 56.0]",,High Pass,,62.018143,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,,1,From Keeper,Felix Wiedwald,23269.0,Goalkeeper,7,Werder Bremen,176,"['3bae0342-d60f-4786-ba3b-0aa44ac08471', 'c28c4736-0b45-4286-bf2f-56965f615ce6']",58,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:58.437,Pass,
,,,,,,,,,,,,,,,,,,1.832515,,,,,,,,,,,,,,c28c4736-0b45-4286-bf2f-56965f615ce6,93,,,"[28.4, 24.1]",3890430,2,,,True,0.0,,,,,"[40.3, 24.1]",,High Pass,,11.9,Incomplete,,Håvard Nordtveit,8395.0,,,,,,Recovery,1,From Keeper,Martin Hinteregger,8307.0,Left Center Back,7,Werder Bremen,176,"['019b1ffc-a5f4-4157-aeee-3d8867d66add', '94783cb6-481f-416c-9a71-1612a1409d7c', 'b32e2551-fa50-400b-ae2b-78d8c455b02f', 'cbfd054a-10e7-474a-b848-4fb6172dd7d6']",1,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:01.545,Pass,True
,,,,,,,,,,,,,,,,,,1.825773,,,,,,,,,,,,,,cbfd054a-10e7-474a-b848-4fb6172dd7d6,95,,,"[79.8, 56.0]",3890430,2,,,,1.269074,,Head,,,"[85.9, 75.6]",,High Pass,,20.527298,,,Levin Mete Öztunali,8554.0,,,,,,Recovery,1,From Keeper,Clemens Fritz,20010.0,Right Defensive Midfield,7,Werder Bremen,176,"['c28c4736-0b45-4286-bf2f-56965f615ce6', 'cd70a40b-a58c-400c-b5d1-e7277551e185']",3,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:03.377,Pass,
,,,,,,,,,,,,,,,,,,0.251546,,,,,,,,,,,,,,3688d2fb-5f11-40cc-a70f-c4b290edf554,99,,,"[108.8, 79.5]",3890430,2,,,,-1.2860659,,Right Foot,,,"[110.0, 75.4]",,Ground Pass,,4.2720017,Incomplete,,,,,,,,,,1,From Keeper,Levin Mete Öztunali,8554.0,Right Midfield,7,Werder Bremen,176,['016b330c-a49f-411e-b4cb-edf5223593c2'],9,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:09.640,Pass,
,,,,,,,,,,,,,,,,,,1.864615,,,,,,,,,,,,,,ad04b260-d939-4fc3-9f07-2c6757399ae3,101,,,"[120.0, 80.0]",3890430,2,,,,-1.8346292,90b80fbc-b749-4b4f-a643-ca31883a4ebd,Right Foot,,,"[109.6, 41.5]",,High Pass,,39.879944,,True,Jannik Vestergaard,8815.0,True,,,Outswinging,,Corner,1,From Corner,Zlatko Junuzović,8762.0,Left Defensive Midfield,8,Werder Bremen,176,['5d0b1ad6-3d45-4521-a93e-1e4bb69adc36'],33,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:33.848,Pass,
