50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4d5c7c3e-5fc8-4af1-9f75-2254b962c4f9,1,,,3890423,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f17527d1-b659-4acc-bee0-a51d46f8f795,2,,,3890423,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 15}, {'player': {'id': 8316, 'name': 'Dennis Diekmeier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 40}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8308, 'name': 'Aaron Hunt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cad0f3d9-bd9d-4085-a26e-b96eb175f46d,3,,,3890423,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['02a195fc-55c0-4652-8ede-675e3d606c4a'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,02a195fc-55c0-4652-8ede-675e3d606c4a,4,,,3890423,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['cad0f3d9-bd9d-4085-a26e-b96eb175f46d'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5a4b6de0-7c4a-4374-af0b-462527913386,1790,,,3890423,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Hamburger SV,171,['0bacc2cf-1ef1-4491-bdf2-1ad0637d36be'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0bacc2cf-1ef1-4491-bdf2-1ad0637d36be,1791,,,3890423,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Hamburger SV,171,['5a4b6de0-7c4a-4374-af0b-462527913386'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.721741,,,,,,,,,,,,57ef8ca1-5cde-4242-a103-4fb8676065fa,5,,"[60.0, 40.0]",3890423,0,,,,,0.23109066,,Right Foot,,,,"[61.7, 40.4]",,Ground Pass,,1.7464249,,,,Daniel Didavi,8243.0,,,,,Kick Off,1,From Kick Off,Timo Werner,5557.0,Center Forward,2,VfB Stuttgart,174,['14a6cbea-5890-4f38-ae2e-c06549e4f94a'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.460,Pass,
,,,,,,,,,,,,,,,,,,0.905514,,,,,,,,,,,,52b1c913-16f7-46db-b7d3-88aa2ce2c65a,7,,"[62.0, 40.4]",3890423,0,,,,,-3.0956,,Left Foot,,,,"[38.1, 39.3]",,Ground Pass,,23.9253,,,,Sereso Geoffroy Gonzaroua Dié,34558.0,,,,,,1,From Kick Off,Daniel Didavi,8243.0,Right Center Midfield,2,VfB Stuttgart,174,['52a71d38-1bfc-4027-9d2f-92a3a5137884'],1,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:01.182,Pass,
,,,,,,,,,,,,,,,,,,1.458742,,,,,,,,,,,,2f1bfe20-e95c-434a-87e4-97cd644ed6be,10,,"[38.1, 39.0]",3890423,0,,,,,-1.5520719,,Right Foot,,,,"[38.6, 12.3]",,Ground Pass,,26.704681,,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,1,From Kick Off,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,2,VfB Stuttgart,174,['f2396fcd-72aa-44d9-8c0c-ad4ad841acb7'],3,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:03.431,Pass,
,,,,,,,,,,,,,,,,,,1.452627,,,,,,,,,,,,76bd7d6a-4eb3-425b-a93f-d470cc973b5f,14,,"[39.5, 17.7]",3890423,0,,,,,0.36363238,,Right Foot,,,,"[75.5, 31.4]",,High Pass,,38.518696,,,,Timo Werner,5557.0,,,,,,1,From Kick Off,Emiliano Adrián Insúa Zapata,12626.0,Left Back,2,VfB Stuttgart,174,['ac0a4d55-8b7f-4298-b504-450b08d01dc2'],6,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:06.811,Pass,
