50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d61ff537-bf7d-4c9f-99f2-a5dfe4e593af,1,,,3890490,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 13125, 'name': 'Iver Tobias Rørvik Fossum'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 8407, 'name': 'Ádám Szalai'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 28}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b9e5e80f-60b5-4d82-912c-090dde996f19,2,,,3890490,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8397, 'name': 'Kevin Vogt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 31}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f423e310-71d9-4254-ba55-8e9024c01a22,3,,,3890490,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['3648b593-fc4a-45ff-8858-2c4d9515a371'],0,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3648b593-fc4a-45ff-8858-2c4d9515a371,4,,,3890490,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['f423e310-71d9-4254-ba55-8e9024c01a22'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5d49b8ce-2e99-4105-afc2-10406ba527e2,2014,,,3890490,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Hannover 96,178,['851106d9-5c6c-417e-8387-bf20c43aa0a1'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,851106d9-5c6c-417e-8387-bf20c43aa0a1,2015,,,3890490,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Hannover 96,178,['5d49b8ce-2e99-4105-afc2-10406ba527e2'],0,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.382581,,,,,,,,,,,,,a95170f6-aded-4666-8639-244faf14826c,5,,"[60.0, 40.0]",3890490,0,,,,,1.4410938,,Right Foot,,,,"[60.3, 42.3]",,Ground Pass,,2.3194828,,,,,Leonardo Bittencourt,8826.0,,,,,Kick Off,1,From Kick Off,Anthony Modeste,23486.0,Center Forward,2,FC Köln,186,['73a0aaf7-ffca-4b51-ba5a-ae4ec2c3ce79'],0,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.498,Pass,
,,,,,,,,,,,,,,,,,2.055702,,,,,,,,,,,,,e38b9132-29e9-4770-9e9e-3d5ca6e34d3b,8,,"[60.9, 42.7]",3890490,0,,,,,-2.5199685,,Right Foot,,,,"[33.4, 23.0]",,Ground Pass,,33.828094,,,,,Dominique Heintz,8828.0,,,,,,1,From Kick Off,Leonardo Bittencourt,8826.0,Center Attacking Midfield,2,FC Köln,186,['162a3a5d-2bfd-4b85-9f82-3e7150b1aa94'],0,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.921,Pass,
,,,,,,,,,,,,,,,,,1.495233,,,,,,,,,,,,,01b50b1c-8cad-430b-82b4-e7a3a901f7bf,11,,"[31.8, 28.1]",3890490,0,,,,,1.6359215,,Left Foot,,,,"[30.3, 51.1]",,Ground Pass,,23.04886,,,,,Mërgim Mavraj,8900.0,,,,,,1,From Kick Off,Dominique Heintz,8828.0,Left Center Back,2,FC Köln,186,['8c242e84-8f8c-491f-8a03-e8e2ea5fb62c'],4,,,,,,,,,,,,,,,,FC Köln,186,00:00:04.178,Pass,
,,,,,,,,,,,,,,,,,4.060209,,,,,,,,,,,,,3918e094-de2f-444c-81e4-29ce0edb654d,14,,"[27.0, 52.4]",3890490,0,,,,,-2.192017,,Left Foot,,,,"[6.1, 23.2]",,Ground Pass,,35.908913,,,,,Timo Horn,8821.0,,,,,,1,From Kick Off,Mërgim Mavraj,8900.0,Right Center Back,2,FC Köln,186,['a0d0e76b-1c0b-4766-a580-5554259be861'],6,,,,,,,,,,,,,,,,FC Köln,186,00:00:06.654,Pass,
