50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7889bda6-5180-43c7-9624-d01ca29c9e20,1,,,3890453,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 400984, 'name': 'Serdar Taşçı'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 27}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 8218, 'name': 'Arjen Robben'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0b04b17e-1ea8-4093-8988-3f7acf61ecd0,2,,,3890453,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 20522, 'name': 'György Garics'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 35033, 'name': 'Slobodan Rajković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 35}, {'player': {'id': 108336, 'name': 'Júnior Enrique Díaz Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 12383, 'name': 'Florian Jungwirth'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 9222, 'name': 'Fabian Holland'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 9224, 'name': 'Sandro Sirigu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 9219, 'name': 'Tobias Kempe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 13675, 'name': 'Mario Vrančić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Darmstadt 98,872,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b165fe04-5ec4-44b2-b6ba-26f550fd92dc,3,,,3890453,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['762ebf84-f977-4f0b-8815-85407b59e35a'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,762ebf84-f977-4f0b-8815-85407b59e35a,4,,,3890453,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['b165fe04-5ec4-44b2-b6ba-26f550fd92dc'],0,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,58784ecc-9169-47b3-a9d5-b25a3c9dc8ab,1824,,,3890453,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,95,Bayern Munich,169,['b844a669-b77b-4eb8-946b-84a18cd23624'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b844a669-b77b-4eb8-946b-84a18cd23624,1825,,,3890453,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,95,Bayern Munich,169,['58784ecc-9169-47b3-a9d5-b25a3c9dc8ab'],0,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.331721,,,,,,,,,,,,f599c8df-2566-44a2-bee4-f365063929f0,5,,"[61.0, 40.1]",3890453,0,True,,,2.0756576,,Right Foot,,,"[58.9, 43.9]",,Ground Pass,,4.3416586,,,,Robert Lewandowski,5668.0,,,,,,Kick Off,1,From Kick Off,Thomas Müller,5562.0,Right Center Midfield,2,Bayern Munich,169,['569313e5-e41b-4561-9cab-f18a2dce8674'],1,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:01.207,Pass,
,,,,,,,,,,,,,,,,1.838249,,,,,,,,,,,,9b994525-95e7-4e66-a5e1-34ba9000549d,7,,"[60.4, 43.3]",3890453,0,,,,-2.8809903,,Right Foot,,,"[37.9, 37.3]",,Ground Pass,,23.286263,,,,Serdar Taşçı,400984.0,,,,,,,1,From Kick Off,Robert Lewandowski,5668.0,Center Forward,2,Bayern Munich,169,['4e02b1f2-72b6-417e-9140-7a6912947dca'],2,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:02.404,Pass,
,,,,,,,,,,,,,,,,0.790841,,,,,,,,,,,,2defbd8a-1be3-457d-a495-c04f7c548539,10,,"[37.9, 37.3]",3890453,0,,,,0.36254424,,Right Foot,,,"[46.6, 40.6]",,Ground Pass,,9.304837,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Kick Off,Serdar Taşçı,400984.0,Left Center Back,2,Bayern Munich,169,['56f005cb-e4c9-4efc-a573-85f5f4ae56a2'],4,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:04.316,Pass,
,,,,,,,,,,,,,,,,1.270497,,,,,,,,,,,,b93948f3-6afc-4281-9b19-5291d9dd80de,13,,"[46.6, 40.6]",3890453,0,,,,1.3195171,,Right Foot,,,"[53.3, 66.7]",,Ground Pass,,26.946243,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Center Defensive Midfield,2,Bayern Munich,169,['3df117f5-15d1-414f-a226-17814941a7b2'],6,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:06.165,Pass,
,,,,,,,,,,,,,,,,1.063702,,,,,,,,,,,,08298b4e-0f83-4957-aebc-4fccef74d6fa,16,,"[62.7, 70.8]",3890453,0,,,,-1.9674448,,Right Foot,,,"[54.7, 51.7]",,Ground Pass,,20.707727,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Kick Off,Márcio Rafael Ferreira de Souza,8209.0,Right Back,2,Bayern Munich,169,['174521d5-165c-4c63-9346-f0d0956600c8'],10,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:10.566,Pass,
,,,,,,,,,,,,,,,,0.970333,,,,,,,,,,,,701e0d7c-fecf-436d-ba0f-3c5d345e64ce,19,,"[54.7, 52.0]",3890453,0,,,,0.98671526,,Right Foot,,,"[66.4, 69.7]",,Ground Pass,,21.217445,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Center Defensive Midfield,2,Bayern Munich,169,['4bdd98eb-a512-4944-97a7-8a3adc57f673'],12,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:12.960,Pass,
,,,,,,,,,,,,,,,,1.000593,,,,,,,,,,,,609e5dc4-9207-4127-b581-81888da0bdf7,22,,"[66.4, 69.7]",3890453,0,,,,-2.3948493,,Right Foot,,,"[57.0, 61.0]",,Ground Pass,,12.808201,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Kick Off,Márcio Rafael Ferreira de Souza,8209.0,Right Back,2,Bayern Munich,169,['08a64804-49e8-490d-9a62-1b4eeedfcc2a'],15,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:15.412,Pass,
,,,,,,,,,,,,,,,,1.333381,,,,,,,,,,,,34f9197e-55f8-4a52-bd76-3ad0098a74b4,25,,"[57.4, 59.2]",3890453,0,,,,-1.7905566,,Right Foot,,,"[50.9, 30.1]",,Ground Pass,,29.81711,,,,Serdar Taşçı,400984.0,,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Center Defensive Midfield,2,Bayern Munich,169,['0b77142c-cd75-42f3-9772-ee99edee822e'],17,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:17.796,Pass,
,,,,,,,,,,,,,,,,1.18386,,,,,,,,,,,,41da5247-3837-4555-9186-b7c81a16c5b5,28,,"[70.6, 25.4]",3890453,0,,,,-1.1223567,,Right Foot,,,"[75.7, 14.8]",,Ground Pass,,11.763078,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Kick Off,Serdar Taşçı,400984.0,Left Center Back,2,Bayern Munich,169,['7e5fc388-4676-4143-90b0-c70b8bb448f1'],22,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:22.415,Pass,
,,,,,,,,,,,,,,,,0.813969,,,,,,,,,,,,0bac8e84-fa9f-4850-9981-3773e672deef,36,,"[87.4, 13.4]",3890453,0,,,,-0.6202495,,Left Foot,,,"[97.2, 6.4]",,Ground Pass,,12.043256,,,,Douglas Costa de Souza,5837.0,,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Left Back,2,Bayern Munich,169,['7feeed2f-79d7-4c0e-8924-9bb9f3637f7e'],25,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:25.590,Pass,
,,,,,,,,,,,,,,,,0.938643,,,,,,,,,,,,44940b22-03e0-48d6-b48e-97a3aa465f54,39,,"[97.2, 6.4]",3890453,0,,,,0.2392316,,Left Foot,,,"[101.3, 7.4]",,Ground Pass,,4.2201896,,Unknown,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Kick Off,Douglas Costa de Souza,5837.0,Left Midfield,2,Bayern Munich,169,['1d1e6ba5-53df-45ae-9ca5-fcf8e7153eab'],27,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:27.027,Pass,
,,,,,,,,,,,,,,,,5.172394,,,,,,,,,,,,d012da65-ae9d-4de4-b70d-4ea2a9e6d664,44,,"[18.8, 71.8]",3890453,0,,,,-0.6045113,,Right Foot,,,"[89.3, 23.1]",,High Pass,,85.68512,,Incomplete,,Tobias Kempe,9219.0,,,True,,,Free Kick,1,From Free Kick,Christian Mathenia,8306.0,Goalkeeper,3,Darmstadt 98,872,"['9920306b-0958-4d6d-aafd-22e1e83ce6d2', 'd2a9026f-1b0e-42be-80cb-551ac15d4a1c']",58,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:58.720,Pass,
,,,,,,,,,,,,,,,,0.984021,,,,,,,,,,,,d2a9026f-1b0e-42be-80cb-551ac15d4a1c,47,,"[30.8, 57.0]",3890453,1,,,True,-1.3535029,,,,,"[32.5, 49.3]",,High Pass,,7.8854294,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,Recovery,1,Regular Play,Márcio Rafael Ferreira de Souza,8209.0,Right Back,4,Bayern Munich,169,"['070a1c3b-24d5-4272-bfb2-9e6650b7acdb', '9f7fcc96-8b64-4d01-b9ed-eec494183a1e', 'd012da65-ae9d-4de4-b70d-4ea2a9e6d664']",3,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:03.892,Pass,True
,,,,,,,,,,,,,,,,0.869694,,,,,,,,,,,,d7fce1e4-fd4f-4702-bd8d-43e5d0f8e20b,49,,"[32.5, 49.3]",3890453,1,,,,1.33792,,Right Foot,,,"[36.2, 64.9]",,Low Pass,,16.03278,,,,Kingsley Coman,8217.0,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Center Defensive Midfield,4,Bayern Munich,169,['7462c82b-2900-440d-b90a-3a49fa88c6c1'],4,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:04.876,Pass,
,,,,,,,,,,,,,,,,1.137702,,,,,,,,,,,,19474c2e-747c-4f59-bc3c-c007f266617c,58,,"[43.3, 58.0]",3890453,1,,,,-0.010100666,,Left Foot,,,"[73.0, 57.7]",,Ground Pass,,29.701515,,,,Arjen Robben,8218.0,,,,,,,1,Regular Play,Kingsley Coman,8217.0,Right Midfield,4,Bayern Munich,169,"['076277da-b9eb-4fbb-8066-966cae45471c', 'cd774c9a-5171-485a-befb-cef12a2428c0']",9,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:09.069,Pass,True
,,,,,,,,,,,,,,,,3.288442,,,,,,,,,,,,f2927dc2-4980-4dcd-8dc1-fec74b9da54f,67,,"[70.5, 24.2]",3890453,1,,,,-0.88479996,,Left Foot,,,"[87.2, 3.8]",,Low Pass,,26.3638,,,,Tobias Kempe,9219.0,,,,,,,1,Regular Play,Mario Vrančić,13675.0,Center Attacking Midfield,5,Darmstadt 98,872,"['087f409b-47fb-4fde-9655-c2f65005c6a3', '501f9001-7e53-4725-a4ba-6675aa75b5c2']",13,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:13.194,Pass,True
,,,,,,,,,,,,,,,,0.851026,,,,,,,,,,,,f2777642-5626-4293-8c16-47bfcba38210,75,,"[108.0, 2.7]",3890453,1,,,,1.5464109,,Left Foot,,,"[108.4, 19.1]",,Low Pass,,16.404877,,Incomplete,,Mario Vrančić,13675.0,,,,,,,1,Regular Play,Tobias Kempe,9219.0,Left Midfield,5,Darmstadt 98,872,"['d4baae7d-bf9b-4bb1-9254-17704a3a1691', 'e34b85be-76f7-424f-8344-851ad97de1b8']",21,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:21.530,Pass,
