ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8d0afc83-6e5e-480b-8689-0ea31144c700,1,,,3890304,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 34}, {'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,78913ffd-4a71-4bf9-914a-4439af16a934,2,,,3890304,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 23499, 'name': 'Jaroslav Drobný'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8316, 'name': 'Dennis Diekmeier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 40}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8308, 'name': 'Aaron Hunt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,18f02f5e-28e7-4e05-82a1-78e2b36d02af,3,,,3890304,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['aa2de36b-7577-4913-b1ff-f363ca012eca'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,aa2de36b-7577-4913-b1ff-f363ca012eca,4,,,3890304,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['18f02f5e-28e7-4e05-82a1-78e2b36d02af'],0,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,06c928d1-f6bc-46e2-9bda-81644e7846a3,1697,,,3890304,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Hamburger SV,171,['a3fb7267-49a9-45ff-ad4e-b9aa592a28c4'],0,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a3fb7267-49a9-45ff-ad4e-b9aa592a28c4,1698,,,3890304,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Hamburger SV,171,['06c928d1-f6bc-46e2-9bda-81644e7846a3'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.585713,,,,,,,,,,,768c10b5-da07-48cb-b50a-7392e07c8275,5,,"[61.0, 40.1]",3890304,0,,,,,1.6845883,,Right Foot,,,,"[60.6, 43.6]",Ground Pass,,3.522783,,,Pascal Groß,3097.0,,,,,,Kick Off,1,From Kick Off,Lukas Hinterseer,9103.0,Center Forward,2,Ingolstadt,189,['3521869b-e66b-4c37-a4c5-19f2807baec5'],0,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.035,Pass,
,,,,,,,,,,,,,,,,1.757338,,,,,,,,,,,a106a19b-a587-4e91-950b-eca7425b9e05,9,,"[64.3, 55.1]",3890304,0,,,,,2.1983352,,Right Foot,,,,"[54.0, 69.3]",Ground Pass,,17.542234,,,Tobias Levels,40460.0,,,,,,,1,From Kick Off,Pascal Groß,3097.0,Right Center Midfield,2,Ingolstadt,189,['fa07acc6-ed3a-415e-a1fa-8d5964e5fef8'],2,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:02.908,Pass,
,,,,,,,,,,,,,,,,1.721727,,,,,,,,,,,3c12602f-dbe6-4002-a603-7158d68ce830,11,,"[54.0, 69.3]",3890304,0,,,,,-2.0718098,,Right Foot,,,,"[44.8, 52.5]",Ground Pass,,19.154112,,,Marvin Matip,9106.0,,,,,,,1,From Kick Off,Tobias Levels,40460.0,Right Back,2,Ingolstadt,189,['d309d399-fcda-4b7a-af9f-ff366b4d64e8'],4,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:04.665,Pass,
,,,,,,,,,,,,,,,,1.576833,,,,,,,,,,,64723808-bb8b-44a0-b03b-c405edc783c7,15,,"[44.8, 52.5]",3890304,0,,,,,0.0632763,,Right Foot,,,,"[81.1, 54.8]",High Pass,,36.37279,Incomplete,,Lukas Hinterseer,9103.0,,,,,,,1,From Kick Off,Marvin Matip,9106.0,Right Center Back,2,Ingolstadt,189,"['222ebb73-bf62-490a-bae8-bec667d83057', '443718cb-ec3b-4e96-981a-291cd14837ad', 'bf062475-9192-41e6-885c-06dad699a229']",6,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:06.409,Pass,True
