50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,49db86a8-ccfa-4d84-851b-dbf7108cf087,1,,,,3890383,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 22826, 'name': 'Jan-Ingwer Callsen-Bracker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 8807, 'name': 'Raúl Marcelo Bobadilla'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,39afbcd1-96f4-4f2d-8379-b660181dcfef,2,,,,3890383,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 40469, 'name': 'Marcel Schäfer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d90a24c4-6110-44b1-a2ee-3a92f8e45b70,3,,,,3890383,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['4842a82b-b6c8-452c-9e5b-b7c5276a5f36'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4842a82b-b6c8-452c-9e5b-b7c5276a5f36,4,,,,3890383,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['d90a24c4-6110-44b1-a2ee-3a92f8e45b70'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,870c0a79-7f5d-4512-8974-ff07b65f55a8,1733,,,,3890383,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Wolfsburg,179,['04e4532b-36a4-4cb2-883a-5d9f158f2f1f'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,04e4532b-36a4-4cb2-883a-5d9f158f2f1f,1734,,,,3890383,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Wolfsburg,179,['870c0a79-7f5d-4512-8974-ff07b65f55a8'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.35533,,,,,,,,,,,130f7c70-50e4-45e7-9830-9a3e95752eef,5,,,"[61.0, 40.1]",3890383,0,,,,,1.6421038,,Left Foot,,,,"[60.8, 42.9]",Ground Pass,,2.8071337,,,,Bas Dost,10594.0,,,,,,Kick Off,1,From Kick Off,Max Kruse,8386.0,Left Center Forward,2,Wolfsburg,179,['f85fd4b8-4398-4b72-9781-df7cfa9a8422'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.730,Pass,
,,,,,,,,,,,,,,,,,,0.896125,,,,,,,,,,,47020851-cef1-44b1-b846-f424e1087156,8,,,"[60.2, 42.9]",3890383,0,,,,,-3.009621,,Right Foot,,,,"[48.9, 41.4]",Ground Pass,,11.399123,,,,Maximilian Arnold,8235.0,,,,,,,1,From Kick Off,Bas Dost,10594.0,Right Center Forward,2,Wolfsburg,179,['fb75ba71-c93f-4275-b31d-cd4e4167b7ad'],1,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:01.166,Pass,
,,,,,,,,,,,,,,,,,,1.343353,,,,,,,,,,,7e013b0d-a4ad-4b1d-9631-cd4c245c2494,11,,,"[47.4, 42.6]",3890383,0,,,,,2.4483695,,Left Foot,,,,"[34.4, 53.4]",Ground Pass,,16.900888,,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,,1,From Kick Off,Maximilian Arnold,8235.0,Left Defensive Midfield,2,Wolfsburg,179,['df4d5007-4ad8-4971-a0f4-dda5774c7f0a'],3,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:03.132,Pass,
,,,,,,,,,,,,,,,,,,1.118614,,,,,,,,,,,12a849f7-60ae-4c7e-9884-b38188a328f2,14,,,"[32.4, 55.9]",3890383,0,,,,,1.2609147,,Right Foot,,,,"[38.9, 76.2]",Ground Pass,,21.315252,,,,Christian Träsch,23266.0,,,,,,,1,From Kick Off,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,2,Wolfsburg,179,['28a796fa-6f4b-4783-9507-24b5dbc6f3b5'],5,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:05.242,Pass,
