50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.103091,,,,,,,,,,,,,,aafb73e0-b51d-480e-af32-fc6e7ec3c7a7,2903,,"[83.7, 64.0]",3890546,79,,,,-0.14189705,,No Touch,,,,"[86.5, 63.6]",,Ground Pass,,2.828427,,True,Incomplete,,Lukas Rupp,11395.0,,,,,,2,Regular Play,Martin Harnik,8557.0,Center Forward,174,VfB Stuttgart,174,"['5cc2dbe8-a5dc-43d5-8bce-01dcd1f5d619', 'c1e07646-0615-491b-b68f-0e6005c89db3']",9,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:34:09.899,Pass,
,,,,,,,,,,,,,,,,,1.073505,,,,,,,,,,,,,,5ed488fc-e6c4-496c-9efb-4101c03e8815,2907,,"[67.0, 72.0]",3890546,79,,,,0.42483217,,Head,,,,"[75.4, 75.8]",,Low Pass,,9.219544,,,,,Martin Harnik,8557.0,,,,,Recovery,2,Regular Play,Daniel Schwaab,8270.0,Right Center Back,174,VfB Stuttgart,174,"['be3ffb2d-f531-44b0-8d44-2c47ed1f0327', 'cc0120c9-2991-4b94-b6d8-a6c38127a8fb']",12,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:34:12.573,Pass,True
,,,,,,,,,,,,,,,,,3.412329,,,,,,,,,,,,,,7053004f-1722-47d1-b10d-ca8b83675674,2910,,"[75.4, 75.8]",3890546,79,,,,-2.3544793,,Left Foot,,,,"[46.3, 46.6]",,High Pass,,41.224384,,,Incomplete,,Mart Ristl,7594.0,,,,,,2,Regular Play,Martin Harnik,8557.0,Center Forward,174,VfB Stuttgart,174,"['2c815526-1bd1-420f-98a1-3130aac34ad0', '2ead176a-6d26-485f-bcbf-4ad382882004']",13,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:34:13.718,Pass,
,,,,,,,,,,,,,,,,,1.54154,,,,,,,,,,,,,,a85d704b-4709-4df5-8b12-21047d20e66d,2919,,"[80.3, 29.9]",3890546,79,,,,-2.2159448,,Right Foot,,,,"[73.0, 20.2]",,Ground Pass,,12.140017,,,,,Fin Bartels,8389.0,,,,,,2,Regular Play,Claudio Miguel Pizarro Bossio,11132.0,Center Forward,175,Werder Bremen,176,['2b6b1b1e-2f51-4d2f-8d1a-05624240487f'],19,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:34:19.788,Pass,
,,,,,,,,,,,,,,,,,3.399452,,,,,,,,,,,,,,8ad7ea8c-8d8b-4558-9a83-0708b617de78,2922,,"[80.4, 26.9]",3890546,79,,,,-0.43621546,,Right Foot,,,,"[107.0, 14.5]",,Ground Pass,,29.348253,,,,,Levin Mete Öztunali,8554.0,,,,,,2,Regular Play,Fin Bartels,8389.0,Left Wing,175,Werder Bremen,176,['e93d6100-534a-431a-bc61-739266639349'],23,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:34:23.939,Pass,
,,,,,,,,,,,,,,,,,0.988251,,,,,,,,,,,,,,4331cb1e-adc4-4459-a5ba-29f23dcacffa,2929,,"[114.3, 24.7]",3890546,79,,,,2.0214577,0beaa44e-9418-40fc-9be9-7c192473c634,Right Foot,True,True,,"[109.8, 34.0]",True,Ground Pass,,10.331505,,,,,Fin Bartels,8389.0,,,,,,2,Regular Play,Levin Mete Öztunali,8554.0,Right Wing,175,Werder Bremen,176,"['1c418a1e-d7f4-433b-87b2-8413f51e892b', '8cfaf739-707d-4079-8e68-f99fafa99eab']",30,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:34:30.962,Pass,True
,,,,,,,,,,,,,,,,,1.098224,,,,,,,,,,,,,,d69e7db0-739b-4233-91f0-229c8c56705f,2935,,"[61.0, 40.1]",3890546,80,True,,,1.9809237,,Right Foot,,,,"[46.0, 74.6]",,Ground Pass,,37.61981,,,,,Matthias Zimmermann,11370.0,,,,,Kick Off,2,From Kick Off,Martin Harnik,8557.0,Right Center Forward,176,VfB Stuttgart,174,['b67348fd-87e7-4928-937a-3b77fabecf05'],49,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:35:49.144,Pass,
,,,,,,,,,,,,,,,,,1.800448,,,,,,,,,,,,,,2cc63fc9-2886-4da8-8110-30d516f73d19,2937,,"[46.0, 74.6]",3890546,80,True,,,-2.070143,,Right Foot,,,,"[39.4, 62.5]",,Ground Pass,,13.782961,,,,,Daniel Schwaab,8270.0,,,,,,2,From Kick Off,Matthias Zimmermann,11370.0,Right Back,176,VfB Stuttgart,174,['a07b1cb9-8f6b-4a9c-a6fd-c69fb98c4497'],55,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:35:55.914,Pass,
,,,,,,,,,,,,,,,,,2.500432,,,,,,,,,,,,,,cb56f5c0-ccbf-4576-ad64-964bc3b387cc,2939,,"[39.1, 62.1]",3890546,80,,,,-1.552082,,Right Foot,,,,"[39.8, 24.7]",,Ground Pass,,37.40655,,,,,Georg Niedermeier,40470.0,,,,,,2,From Kick Off,Daniel Schwaab,8270.0,Right Center Back,176,VfB Stuttgart,174,['cafa61d6-5966-41bf-9116-d6fa89a094c0'],58,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:35:58.972,Pass,
,,,,,,,,,,,,,,,,,0.888417,,,,,,,,,,,,,,c2394cac-c9ac-4e9f-9474-0bacbe43cf7b,2942,,"[45.4, 22.5]",3890546,81,,,,0.91655576,,Left Foot,,,,"[55.6, 35.8]",,Ground Pass,,16.760967,,,,,Mart Ristl,7594.0,,,,,,2,From Kick Off,Georg Niedermeier,40470.0,Left Center Back,176,VfB Stuttgart,174,['5ff88912-e80e-450c-9f12-c0f0b5c39306'],2,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:36:02.826,Pass,
,,,,,,,,,,,,,,,,,0.775566,,,,,,,,,,,,,,d6f09c9a-ba25-47be-a1c7-6c23679c419b,2946,,"[52.0, 32.3]",3890546,81,,,,-2.2886283,,Right Foot,,,,"[45.8, 25.2]",,Ground Pass,,9.426028,,,,,Georg Niedermeier,40470.0,,,,,,2,From Kick Off,Mart Ristl,7594.0,Left Defensive Midfield,176,VfB Stuttgart,174,"['9a95978f-7f8e-4ff0-80a5-501af5572eee', 'a956b2e9-7ba7-4b04-9c3b-7ca11e112451']",4,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:36:04.719,Pass,True
,,,,,,,,,,,,,,,,,1.965288,,,,,,,,,,,,,,9bb1a8c7-0010-47ec-9969-e7603d0cc99c,2949,,"[45.8, 25.2]",3890546,81,,,,1.640322,,Left Foot,,,,"[43.3, 61.1]",,Ground Pass,,35.986942,,,,,Daniel Schwaab,8270.0,,,,,,2,From Kick Off,Georg Niedermeier,40470.0,Left Center Back,176,VfB Stuttgart,174,['e1de3c30-5f7b-4033-a581-1ec633ec2d34'],5,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:36:05.534,Pass,
,,,,,,,,,,,,,,,,,1.192646,,,,,,,,,,,,,,fba5b929-a542-41fc-8e2d-d2785f4eddcb,2952,,"[61.2, 63.2]",3890546,81,,,,-1.1438118,,Right Foot,,,,"[70.8, 42.1]",,Ground Pass,,23.181242,,,,,Mart Ristl,7594.0,,,,,,2,From Kick Off,Daniel Schwaab,8270.0,Right Center Back,176,VfB Stuttgart,174,['6efd9e65-14f8-4345-983a-39e434497159'],10,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:36:10.201,Pass,
,,,,,,,,,,,,,,,,,1.170645,,,,,,,,,,,,,,d6ba3d75-c65d-4a71-8a2a-c4c6997beee1,2964,,"[31.5, 50.1]",3890546,81,,,,-2.6546934,,Right Foot,,,,"[26.4, 47.4]",,High Pass,,5.770615,,,,,Florian Grillitsch,11396.0,,,,,Recovery,2,Regular Play,Levin Mete Öztunali,8554.0,Right Wing,177,Werder Bremen,176,['1d961210-baab-49cd-aa62-116390b5980c'],18,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:36:18.774,Pass,
,,,,,,,,,,,,,,,,,0.974509,,,,,,,,,,,,,,e07b95f0-4fb0-462a-b9ac-54541b4d2401,2967,,"[26.4, 47.4]",3890546,81,,,,0.059630714,,Right Foot,,,,"[39.8, 48.2]",,Ground Pass,,13.42386,,,,,Zlatko Junuzović,8762.0,,,,,,2,Regular Play,Florian Grillitsch,11396.0,Right Defensive Midfield,177,Werder Bremen,176,['01b94208-455f-4cd6-af91-90128f9043e5'],20,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:36:20.680,Pass,
,,,,,,,,,,,,,,,,,1.474167,,,,,,,,,,,,,,2ef4b90b-e50a-4b2b-9402-4575a8484638,2970,,"[43.0, 53.3]",3890546,81,,,,1.3754047,,Right Foot,,,,"[44.9, 62.9]",,Ground Pass,,9.786215,,,,,Levin Mete Öztunali,8554.0,,,,,,2,Regular Play,Zlatko Junuzović,8762.0,Center Attacking Midfield,177,Werder Bremen,176,['44be5166-9d0a-4ac9-b55a-f1b44ffa6b93'],22,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:36:22.555,Pass,
,,,,,,,,,,,,,,,,,0.89489,,,,,,,,,,,,,,8a931ec8-f952-4409-84a7-ec3bc9b7d15b,2973,,"[50.1, 69.0]",3890546,81,,,,1.3171222,,Right Foot,,,,"[51.5, 74.4]",,Ground Pass,,5.5785303,,,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,2,Regular Play,Levin Mete Öztunali,8554.0,Right Wing,177,Werder Bremen,176,['28b242dc-3244-49be-8a6a-e522b06b9db7'],24,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:36:24.180,Pass,
,,,,,,,,,,,,,,,,,1.184945,,,,,,,,,,,,,,447353a7-5951-43d3-9d56-9b8eadcc6882,2975,,"[51.5, 74.4]",3890546,81,,,,-0.061148163,,Right Foot,,,,"[56.4, 74.1]",,Ground Pass,,4.909175,,,,,Levin Mete Öztunali,8554.0,,,,,,2,Regular Play,Claudio Miguel Pizarro Bossio,11132.0,Center Forward,177,Werder Bremen,176,['5e050d3c-0800-4555-9175-339361eaef14'],25,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:36:25.075,Pass,
,,,,,,,,,,,,,,,,,0.161588,,,,,,,,,,,,,,fac8efe3-f279-46c7-ac33-693725f1f539,2979,,"[62.5, 74.6]",3890546,81,,,,-0.7055682,,Right Foot,,,,"[65.2, 72.3]",,Ground Pass,,3.5468295,,,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,2,Regular Play,Levin Mete Öztunali,8554.0,Right Wing,177,Werder Bremen,176,"['216abd18-8dd4-4f8c-899b-3506091d2b3e', 'a827eca0-5c1b-41fb-b470-5bdc8810043f', 'cc799522-8bd4-498e-822a-7bf307f49ec5']",26,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:36:26.407,Pass,True
,,,,,,,,,,,,,,,,,1.31395,,,,,,,,,,,,,,c0961b37-7af8-449b-9618-4bb164479533,2988,,"[57.1, 0.1]",3890546,81,,,,2.5040438,,,,,,"[43.6, 10.1]",,Low Pass,,16.800297,,,,,Georg Niedermeier,40470.0,,,,,Throw-in,2,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,178,VfB Stuttgart,174,['6b1107e6-78aa-4f65-a24e-3bd0cd4d3370'],37,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:36:37.381,Pass,
,,,,,,,,,,,,,,,,,1.589161,,,,,,,,,,,,,,07f49123-acff-4876-ba12-4712b344fe0c,2991,,"[43.6, 10.1]",3890546,81,,,,1.3304366,,Right Foot,,,,"[48.6, 30.5]",,Ground Pass,,21.003809,,,,,Alexandru Iulian Maxim,8550.0,,,,,,2,From Throw In,Georg Niedermeier,40470.0,Left Center Back,178,VfB Stuttgart,174,['22ac81f9-8f5a-4557-8242-f9305767357a'],40,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:36:40.197,Pass,
,,,,,,,,,,,,,,,,,2.342656,,,,,,,,,,,,,,148dbe8c-fb54-4ec0-905f-6083d225fa3f,2994,,"[63.6, 41.7]",3890546,81,,,,-0.24287672,,Right Foot,,,,"[108.4, 30.6]",,High Pass,,46.154633,,,,,Martin Harnik,8557.0,,,Through Ball,True,,2,From Throw In,Alexandru Iulian Maxim,8550.0,Right Defensive Midfield,178,VfB Stuttgart,174,['a314b7d6-ac0e-4773-af77-f4c91115c14a'],45,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:36:45.673,Pass,
,,,,,,,,,,,,,,,,,0.927085,,,,,,,,,,,,,,102f574b-44bd-4adb-997e-273c9287bc4a,2998,,"[114.1, 22.2]",3890546,81,,,,-2.5812328,,Right Foot,,,,"[103.9, 15.8]",,Ground Pass,,12.0415945,,,,,Filip Kostić,5591.0,,,,,,2,From Throw In,Martin Harnik,8557.0,Right Center Forward,178,VfB Stuttgart,174,"['9fcdd162-faf3-4858-a445-0efcb2a61e99', 'a011bff3-962c-4607-93dd-bac76e4b9be6']",50,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:36:50.844,Pass,True
,,,,,,,,,,,,,,,,,1.07336,,,,,,,,,,,,,,f2b87166-62bd-446e-9d2f-de3a23da3225,3001,,"[111.1, 12.4]",3890546,81,,,,1.5144045,,Left Foot,,,,"[111.8, 24.8]",,Ground Pass,,12.419743,,,,,Martin Harnik,8557.0,,,,,,2,From Throw In,Filip Kostić,5591.0,Left Midfield,178,VfB Stuttgart,174,['535a800b-a0af-4c1d-aa54-9bbdea4e8a2a'],52,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:36:52.864,Pass,
,,,,,,,,,,,,,,,,,1.413146,,,,,,,,,,,,,,d7f97a09-8348-4dfc-a955-ef9785fe674d,3007,,"[10.4, 59.8]",3890546,81,,,,1.3695767,,Right Foot,,,,"[14.5, 79.9]",,High Pass,,20.513897,,,Out,,,,,,,,,2,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,178,VfB Stuttgart,174,,56,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:36:56.342,Pass,
,,,,,,,,,,,,,,,,,0.47027,,,,,,,,,,,,,,08246a4c-cb3e-4a22-b946-f84439e19d0e,3009,,"[105.9, 0.1]",3890546,82,True,,,1.7506498,,,,,,"[104.1, 10.0]",,Low Pass,,10.062305,,,,,Filip Kostić,5591.0,,,,,Throw-in,2,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,179,VfB Stuttgart,174,['75c88180-554e-4570-93b3-8cb629ebf339'],15,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:37:15.360,Pass,
,,,,,,,,,,,,,,,,,0.720784,,,,,,,,,,,,,,d8edef4a-f22c-4ab6-84a8-0b78517fef37,3011,,"[103.9, 9.6]",3890546,82,True,,,-0.17324567,,Right Foot,,,,"[111.9, 8.2]",,Ground Pass,,8.121576,,,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,2,From Throw In,Filip Kostić,5591.0,Left Midfield,179,VfB Stuttgart,174,['dac79705-cccb-4a7a-82ae-8b91c66f0d12'],16,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:37:16.100,Pass,
,,,,,,,,,,,,,,,,,2.490036,,,,,,,,,,,,,,e04edabc-4af8-4e92-9f36-3010234ed493,3013,,"[111.9, 8.2]",3890546,82,True,,,1.3911401,,Left Foot,True,,,"[120.0, 52.8]",,High Pass,,45.32957,,,Out,,,,,True,,,,2,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,179,VfB Stuttgart,174,,18,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:37:18.547,Pass,
,,,,,,,,,,,,,,,,,0.852537,,,,,,,,,,,,,,53cff673-cfb6-46ac-82d5-bca5b4190d2d,3014,,"[6.0, 36.0]",3890546,82,True,,,-0.2552398,,Right Foot,,,,"[76.9, 17.5]",,High Pass,,73.27387,,,Incomplete,,Levin Mete Öztunali,8554.0,,,,,Goal Kick,2,From Goal Kick,Felix Wiedwald,23269.0,Goalkeeper,180,Werder Bremen,176,"['53e64688-76cd-4c9f-a0e9-c4fc7c88c036', '86358cd9-5d28-485e-bdd1-94418a3aac50']",48,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:37:48.770,Pass,
,,,,,,,,,,,,,,,,,1.609523,,,,,,,,,,,,,,6530aaf7-ea4e-4636-ac75-c408ce6527d2,3017,,"[41.0, 56.8]",3890546,82,,,,-0.4924045,,Right Foot,,,,"[64.3, 44.3]",,High Pass,,26.441256,,,Incomplete,,Martin Harnik,8557.0,,,,,,2,Regular Play,Matthias Zimmermann,11370.0,Right Back,181,VfB Stuttgart,174,"['16d2bf62-8bf3-4df8-ad90-888614235d65', 'e9ddbeb3-f9d2-4e29-bb5f-2a36b5c021a3']",51,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:37:51.285,Pass,
,,,,,,,,,,,,,,,,,1.439933,,,,,,,,,,,,,,e9ddbeb3-f9d2-4e29-bb5f-2a36b5c021a3,3019,,"[55.8, 35.8]",3890546,82,,,,-0.44694272,,Head,,,,"[72.7, 27.7]",,High Pass,,18.740864,,,Incomplete,,Levin Mete Öztunali,8554.0,,,,,Recovery,2,Regular Play,Clemens Fritz,20010.0,Left Defensive Midfield,181,VfB Stuttgart,174,"['210536c3-214a-483c-9908-46f197f44e05', '6530aaf7-ea4e-4636-ac75-c408ce6527d2', '7b85774a-f229-437b-ba08-e6788144c947']",52,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:37:52.895,Pass,
,,,,,,,,,,,,,,,,,2.067855,,,,,,,,,,,,,,5cafbdc3-0168-4082-bc91-4c5ae9a80f90,3024,,"[53.0, 51.6]",3890546,82,,,,-1.6001996,,Right Foot,,,,"[52.2, 24.4]",,Ground Pass,,27.211761,,,,,Filip Kostić,5591.0,,,,,,2,Regular Play,Mart Ristl,7594.0,Left Defensive Midfield,181,VfB Stuttgart,174,"['2c004c11-75d8-407f-b42b-fce80c00b5d2', 'bd8d9714-33f3-41b6-b554-f4370e5c84a3']",56,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:37:56.220,Pass,True
,,,,,,,,,,,,,,,,,2.539699,,,,,,,,,,,,,,576d72a4-9b38-4f45-a69a-677bf4b69ccd,3027,,"[63.7, 8.7]",3890546,83,,,,0.02524716,,Left Foot,,,,"[103.3, 9.7]",,Ground Pass,,39.612625,,,,,Martin Harnik,8557.0,,,,,,2,Regular Play,Filip Kostić,5591.0,Left Midfield,181,VfB Stuttgart,174,['8b27ec75-c3be-4103-9117-9a19ffb7709f'],1,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:38:01.437,Pass,
,,,,,,,,,,,,,,,,,0.928486,,,,,,,,,,,,,,c0ebf094-8066-4ec9-bd28-d5ef26a25397,3033,,"[111.0, 0.1]",3890546,83,,,,1.7282132,,,,,,"[109.0, 12.7]",,Low Pass,,12.757743,,,,,Alexandru Iulian Maxim,8550.0,,,,,Throw-in,2,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,182,VfB Stuttgart,174,['c5e76e19-b2f3-4a1d-bc18-360e2ee3e3a2'],20,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:38:20.235,Pass,
,,,,,,,,,,,,,,,,,3.484812,,,,,,,,,,,,,,d02b370b-b437-4536-a291-822a491674df,3042,,"[3.7, 55.0]",3890546,83,,,,0.6265456,,Right Foot,,,,"[38.1, 79.9]",,High Pass,,42.466103,,,Out,,Levin Mete Öztunali,8554.0,,,,,Recovery,2,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,182,VfB Stuttgart,174,"['80ee9447-25f8-46bd-948c-f9c9a04f5f7d', '94e9c6d9-2e7c-4d91-92b0-76c3c36d3d8d']",26,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:26.434,Pass,True
,,,,,,,,,,,,,,,,,0.743331,,,,,,,,,,,,,,f006f2de-f44c-46e2-bf93-01983cda47b4,3044,,"[80.7, 0.1]",3890546,83,,,,0.96850896,,,,,,"[87.3, 9.7]",,Low Pass,,11.649893,,,,,Artem Kravets,27639.0,,,,,Throw-in,2,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,183,VfB Stuttgart,174,['3bd6f2bd-4197-44f6-bbb7-294d66d4e951'],40,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:38:40.203,Pass,
,,,,,,,,,,,,,,,,,1.065453,,,,,,,,,,,,,,ebca1d80-e1f3-43d9-bafc-f2e052340429,3047,,"[87.3, 9.7]",3890546,83,,,,-2.2684207,,Right Foot,,,,"[81.6, 2.9]",,Low Pass,,8.8729925,,,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,2,From Throw In,Artem Kravets,27639.0,Left Center Forward,183,VfB Stuttgart,174,['11abd1e5-f0dc-4d22-8c46-74eeff42240c'],41,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:38:41.110,Pass,
,,,,,,,,,,,,,,,,,1.087085,,,,,,,,,,,,,,7b6070e3-d933-4fed-b60d-ea7f38e9c86e,3051,,"[83.7, 3.0]",3890546,83,,,,0.61072594,,Left Foot,,,,"[99.7, 14.2]",,Ground Pass,,19.530489,,,Incomplete,,Alexandru Iulian Maxim,8550.0,,,,,,2,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,183,VfB Stuttgart,174,"['3970c51a-3e7c-4d95-897a-0dbebb252e4a', 'b5274126-d489-40c5-93a1-c174338012e2', 'fff4f08f-a159-4a08-8890-d6e3b56c2b01']",43,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:38:43.220,Pass,True
,,,,,,,,,,,,,,,,,5.864836,,,,,,,,,,,,,,fff4f08f-a159-4a08-8890-d6e3b56c2b01,3053,,"[20.4, 65.9]",3890546,83,,,,0.20392029,,Left Foot,,,,"[88.1, 79.9]",,High Pass,,69.13241,,,Out,,Anthony Ujah,12624.0,,,,,Recovery,2,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,183,VfB Stuttgart,174,"['080e466d-b1fe-4e01-93d9-1ce63d23fe7a', '7b6070e3-d933-4fed-b60d-ea7f38e9c86e']",44,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:44.307,Pass,
,,,,,,,,,,,,,,,,,1.608024,,,,,,,,,,,,,,7c0f5857-1673-4079-8e20-a28b790045cb,3055,,"[29.3, 0.1]",3890546,84,,,,0.78016263,,,,,,"[48.5, 19.1]",,High Pass,,27.011848,,,Incomplete,,Artem Kravets,27639.0,,,,,Throw-in,2,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,184,VfB Stuttgart,174,"['35326f8f-5dbc-4d81-b5f7-997b31380582', 'b3081bc7-f7c8-44cb-bf6b-bc3ede13a2b3']",5,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:39:05.239,Pass,
,,,,,,,,,,,,,,,,,1.511356,,,,,,,,,,,,,,35326f8f-5dbc-4d81-b5f7-997b31380582,3058,,"[71.6, 61.0]",3890546,84,,,True,-0.663426,,,,,,"[89.0, 47.4]",,Low Pass,,22.084383,,,,,Anthony Ujah,12624.0,,,,,Recovery,2,Regular Play,Theodor Gebre Selassie,8396.0,Right Back,185,Werder Bremen,176,"['457dca9f-466c-4cf1-8153-a225ca651cfe', '7c0f5857-1673-4079-8e20-a28b790045cb', 'e4215f36-48cd-41cd-8ac3-4255081f86bf']",6,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:06.847,Pass,True
,,,,,,,,,,,,,,,,,1.016219,,,,,,,,,,,,,,ca02beeb-ebe5-4225-95f4-f99503a2441a,3061,,"[90.7, 43.9]",3890546,84,,,,3.0132694,,Right Foot,,,,"[84.5, 44.7]",,Ground Pass,,6.2514,,,,,Zlatko Junuzović,8762.0,,,,,,2,Regular Play,Anthony Ujah,12624.0,Center Forward,185,Werder Bremen,176,['ba26902e-9007-4236-9742-2b73002064c6'],8,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:08.647,Pass,
,,,,,,,,,,,,,,,,,0.652717,,,,,,,,,,,,,,d46b9e52-9c46-4088-90b2-bad0eff6f219,3071,,"[40.6, 30.9]",3890546,84,,,,1.5142529,,Right Foot,,,,"[40.9, 36.2]",,Ground Pass,,5.3084836,,,,,Georg Niedermeier,40470.0,,,,,Free Kick,2,From Free Kick,Alexandru Iulian Maxim,8550.0,Right Defensive Midfield,187,VfB Stuttgart,174,['817c82fd-7ab0-48da-a3de-d7fcb26f1b38'],24,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:39:24.883,Pass,
,,,,,,,,,,,,,,,,,1.21757,,,,,,,,,,,,,,96fad6bc-5d79-47ff-810a-42000d7c861c,3073,,"[40.9, 36.2]",3890546,84,,,,0.0,,Right Foot,,,,"[43.3, 36.2]",,Ground Pass,,2.4,,,,,Alexandru Iulian Maxim,8550.0,,,,,,2,From Free Kick,Georg Niedermeier,40470.0,Left Center Back,187,VfB Stuttgart,174,['96aaf4eb-5423-44d0-b512-e6ee0f8a2296'],25,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:39:25.535,Pass,
,,,,,,,,,,,,,,,,,1.600872,,,,,,,,,,,,,,964a3362-3b51-44c7-a42e-afb6eb381f13,3076,,"[43.2, 36.9]",3890546,84,,,,1.1166047,,Right Foot,,,,"[59.8, 70.9]",,Ground Pass,,37.83596,,,,,Matthias Zimmermann,11370.0,,,,,,2,From Free Kick,Alexandru Iulian Maxim,8550.0,Right Defensive Midfield,187,VfB Stuttgart,174,['d0a35499-cfcb-4c07-9bad-73eff728c4cf'],28,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:39:28.324,Pass,
,,,,,,,,,,,,,,,,,1.589395,,,,,,,,,,,,,,d3781b4c-a834-441c-9bb6-80a52c5c9ba7,3079,,"[59.8, 70.9]",3890546,84,,,,-2.7427008,,Right Foot,,,,"[47.7, 65.8]",,Ground Pass,,13.130879,,,,,Daniel Schwaab,8270.0,,,,,,2,From Free Kick,Matthias Zimmermann,11370.0,Right Back,187,VfB Stuttgart,174,['e2d7ca87-4e81-459a-b44c-3a3f41418366'],32,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:39:32.011,Pass,
