50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a09af1e6-d857-431a-ac76-0a69c5367e42,1,,,,3890390,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 39}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 8}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,165abbd8-e9db-4c60-ac3c-0484fa1fa0c2,2,,,,3890390,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 20415, 'name': 'Sebastian Boenisch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 38}, {'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8219, 'name': 'Admir Mehmedi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ff6fb83f-9916-4f9b-80c7-81d6d0e04af5,3,,,,3890390,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['449e3e44-f6fe-41da-97ef-d64086240040'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,449e3e44-f6fe-41da-97ef-d64086240040,4,,,,3890390,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['ff6fb83f-9916-4f9b-80c7-81d6d0e04af5'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2a683c40-0a2d-469c-af21-5dd05abf4d38,1894,,,,3890390,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,101,Bayer Leverkusen,904,['2854409c-4374-4260-84cb-129d94104c04'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2854409c-4374-4260-84cb-129d94104c04,1895,,,,3890390,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,101,Bayer Leverkusen,904,['2a683c40-0a2d-469c-af21-5dd05abf4d38'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.259871,,,,,,,,,,,,adc556db-eb56-4791-99d8-7b07529e756a,5,,,"[60.0, 40.0]",3890390,0,,,,2.6224465,,Right Foot,,,"[59.3, 40.4]",,Ground Pass,,0.8062258,,,,,Vedad Ibišević,8571.0,,,,,Kick Off,1,From Kick Off,Salomon Armand Magloire Kalou,8575.0,Left Center Forward,2,Hertha Berlin,173,['2de39f9b-4d88-4332-88c3-c10708a495ea'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.638,Pass,
,,,,,,,,,,,,,,,,,,1.362073,,,,,,,,,,,,8e931991-3f77-4eb1-8dbc-eb9f87029041,8,,,"[59.3, 40.6]",3890390,0,,,,-2.852089,,Right Foot,,,"[40.5, 35.0]",,Ground Pass,,19.61632,,,,,John Anthony Brooks,12327.0,,,,,,1,From Kick Off,Vedad Ibišević,8571.0,Right Center Forward,2,Hertha Berlin,173,['5e7f4e08-c01c-4021-aac9-5ae0b914e7a3'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.978,Pass,
,,,,,,,,,,,,,,,,,,2.508325,,,,,,,,,,,,63d4e79b-be98-4e87-a4d8-eb71a45abb66,11,,,"[40.5, 35.0]",3890390,0,,,,0.7554819,,Left Foot,,,"[81.8, 73.9]",,High Pass,,56.73535,,,Incomplete,,Mitchell Weiser,8576.0,,,,,,1,From Kick Off,John Anthony Brooks,12327.0,Left Center Back,2,Hertha Berlin,173,"['3690fbd8-0048-4b0a-a169-f0bae1a6e32a', '4f3d1b81-5da4-4c9c-b412-bf0669da8b6f']",3,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:03.170,Pass,
,,,,,,,,,,,,,,,,,,1.952189,,,,,,,,,,,,4f3d1b81-5da4-4c9c-b412-bf0669da8b6f,13,,,"[38.3, 6.2]",3890390,0,,,,0.48618478,,Head,,,"[57.6, 16.4]",,High Pass,,21.829567,,,Incomplete,,Julian Brandt,5555.0,,,,,Recovery,1,From Kick Off,Sebastian Boenisch,20415.0,Left Back,2,Hertha Berlin,173,"['3f281c00-29ee-4874-92d5-5ae2c5fc8343', '48c7aabe-02e2-41ed-985d-637dbb0dcd0a', '63d4e79b-be98-4e87-a4d8-eb71a45abb66']",5,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:05.678,Pass,
