50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dcf165ea-efdc-4ff9-a4c5-0f8838b7e8c6,1,,,3890398,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,,0,,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 20522, 'name': 'György Garics'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 9222, 'name': 'Fabian Holland'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 12383, 'name': 'Florian Jungwirth'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 9219, 'name': 'Tobias Kempe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 40477, 'name': 'Jan Rosenthal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Darmstadt 98,872,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3676ca2c-dc27-4979-b8e9-a986d04912cb,2,,,3890398,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 39}, {'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,00e62570-db0d-4a35-8274-57e2e6ca2a26,3,,,3890398,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,['28d89134-7ea4-4036-a83a-9621a90543f1'],0,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,28d89134-7ea4-4036-a83a-9621a90543f1,4,,,3890398,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,['00e62570-db0d-4a35-8274-57e2e6ca2a26'],0,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7ed64b72-1850-4847-a9a8-d14443f58172,1466,,,3890398,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Darmstadt 98,872,['6f70de13-fdee-41ba-aacc-19cfc0a1adca'],0,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6f70de13-fdee-41ba-aacc-19cfc0a1adca,1467,,,3890398,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Darmstadt 98,872,['7ed64b72-1850-4847-a9a8-d14443f58172'],0,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.211409,,,,,,,,,,,,,,17a02939-99c2-415a-93d2-9fc15c66e8e9,5,,"[61.0, 40.1]",3890398,0,,,,,1.598567,,Right Foot,,,"[60.9, 43.7]",,Ground Pass,,3.6013887,,,Vladimír Darida,8579.0,,,,Kick Off,1,From Kick Off,Vedad Ibišević,8571.0,Center Forward,2,Hertha Berlin,173,['63c875ac-945b-4301-a45b-a0e2192aeaa6'],0,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.447,Pass,
,,,,,,,,,,,,,,,,,1.879514,,,,,,,,,,,,,,94f63f35-4b4a-4a48-af1c-b4853572a66d,7,,"[60.5, 42.9]",3890398,0,,,,,2.9915657,,Right Foot,,,"[43.3, 45.5]",,Ground Pass,,17.395401,,,Per Ciljan Skjelbred,8578.0,,,,,1,From Kick Off,Vladimír Darida,8579.0,Center Attacking Midfield,2,Hertha Berlin,173,['0ed01947-bbc0-4ac8-a78c-2826d4c8271d'],0,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.658,Pass,
,,,,,,,,,,,,,,,,,2.744425,,,,,,,,,,,,,,5add5cc0-5891-4c29-a4c5-633854f4d5ad,10,,"[50.1, 44.6]",3890398,0,,,,,-0.63094944,,Right Foot,,,"[88.7, 16.4]",,High Pass,,47.803764,Incomplete,,Salomon Armand Magloire Kalou,8575.0,,,,,1,From Kick Off,Per Ciljan Skjelbred,8578.0,Right Defensive Midfield,2,Hertha Berlin,173,"['273395eb-675d-4a79-8976-5945b9c684a2', '94af945f-dbe0-4c4c-900f-cb2ec79e9de3']",3,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:03.464,Pass,
,,,,,,,,,,,,,,,,,4.509239,,,,,,,,,,,,,,7ba20b83-4f10-43f5-9759-9fc54d42c377,18,,"[49.2, 3.3]",3890398,0,,,,,0.19739556,,Left Foot,,,"[101.7, 13.8]",,High Pass,,53.539703,Incomplete,,Tobias Kempe,9219.0,,,,Recovery,1,Regular Play,Fabian Holland,9222.0,Left Back,3,Darmstadt 98,872,"['bf6c2e56-f559-4b3a-99ca-08525b30211f', 'f4ae1831-c8d9-4d21-8d2c-65e221f65075']",13,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:13.361,Pass,
