50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.813308,,,,,,,,,,,,,,,c6a9a9da-c25a-4f0c-bb3f-86e2cfe42a2d,24,,,"[96.1, 55.2]",3890374,0,,,,True,-0.48895866,,,,,"[111.7, 46.9]",,Low Pass,,17.670597,,,Incomplete,,Jan Rosenthal,40477.0,,,,,,1,From Free Kick,Dominik Stroh-Engel,40481.0,Center Forward,4,Darmstadt 98,872,"['43752545-6e4d-45ef-add9-f378e5975705', '8cb852e1-aec7-4414-b0c4-d2523d75db22', '9382f72e-56a2-4a4c-80b1-5437bccd7fa0']",30,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:30.059,Pass,True
,,,,,,,,,,,,,,,,,2.510739,,,,,,,,,,,,,,,807d87f6-fe45-4381-a693-18c1d6b3527b,31,,,"[12.2, 31.0]",3890374,1,,,,,1.1207998,,Left Foot,,,"[29.3, 66.4]",,Ground Pass,,39.31374,,,,,Tobias Levels,40460.0,,,,,Free Kick,1,From Free Kick,Ramazan Özcan,12319.0,Goalkeeper,6,Ingolstadt,189,['58fe5066-4bc7-46f0-b341-3f42e8b3f6fd'],36,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:36.558,Pass,
,,,,,,,,,,,,,,,,,0.968692,,,,,,,,,,,,,,,13bf4c35-1341-4ea8-b858-6a7eed11e400,34,,,"[40.4, 71.5]",3890374,1,,,,,0.453844,,Right Foot,,,"[52.7, 77.5]",,Ground Pass,,13.685393,,,,,Pascal Groß,3097.0,,,,,,1,From Free Kick,Tobias Levels,40460.0,Right Back,6,Ingolstadt,189,['991f62e5-439f-4b89-b23d-6ebf4b9078fe'],42,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:42.141,Pass,
,,,,,,,,,,,,,,,,,0.381276,,,,,,,,,,,,,,,d15a0954-fcc9-4b53-86af-91720d68d4ea,38,,,"[46.1, 77.5]",3890374,1,,,,,3.0495458,,Left Foot,,,"[39.6, 78.1]",,Ground Pass,,6.5276337,,,Incomplete,,Tobias Levels,40460.0,,,,,,1,From Free Kick,Pascal Groß,3097.0,Right Midfield,6,Ingolstadt,189,"['1af3c036-fcc5-4e98-b0ca-33d76646ee69', 'aeed7ae2-3b1d-4b70-ab83-658677a8919c', 'ef2d303f-fa30-4f58-8a44-de7990f9318d']",44,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:44.454,Pass,True
,,,,,,,,,,,,,,,,,1.254986,,,,,,,,,,,,,,,72e5b3fd-760a-4665-8122-10b41fbefb9f,41,,,"[33.7, 80.0]",3890374,1,,,,,-0.50028044,,,,,"[41.2, 75.9]",,Low Pass,,8.547514,,,,,Pascal Groß,3097.0,,,,,Throw-in,1,From Throw In,Tobias Levels,40460.0,Right Back,7,Ingolstadt,189,['38bb3bd4-4c3d-49b1-83e6-fc25f7c9958e'],52,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:52.484,Pass,
,,,,,,,,,,,,,,,,,0.887585,,,,,,,,,,,,,,,5369b5fa-1637-452c-ab65-44449f47a2f1,43,,,"[41.2, 75.9]",3890374,1,,,,,2.726518,,Right Foot,,,"[35.3, 78.5]",,Low Pass,,6.44748,,,,,Tobias Levels,40460.0,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Midfield,7,Ingolstadt,189,['2581741c-046c-43cd-8cb4-69aab6ea9d2b'],53,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:53.738,Pass,
,,,,,,,,,,,,,,,,,1.070729,,,,,,,,,,,,,,,51f137a0-6684-45a2-913a-70af82dc3abf,45,,,"[35.3, 78.5]",3890374,1,,,,,-0.49030796,,Right Foot,,,"[50.1, 70.6]",,Ground Pass,,16.776472,,,Incomplete,,Romain Brégerie,13332.0,,,,,,1,From Throw In,Tobias Levels,40460.0,Right Back,7,Ingolstadt,189,"['03676cbb-e1ce-40a0-b76f-98124c6e2ebb', 'aa0497fc-339a-4a78-9855-bfdde73a7055']",54,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:54.626,Pass,
,,,,,,,,,,,,,,,,,1.454701,,,,,,,,,,,,,,,aa0497fc-339a-4a78-9855-bfdde73a7055,47,,,"[70.0, 9.5]",3890374,1,,,,,0.50319535,,Right Foot,,,"[80.9, 15.5]",,High Pass,,12.442266,,,,,Jan Rosenthal,40477.0,,,,,Recovery,1,From Throw In,Jérôme Gondorf,8388.0,Left Defensive Midfield,7,Ingolstadt,189,"['4de0d97a-7ea1-4195-81ca-5848825a02a1', '51f137a0-6684-45a2-913a-70af82dc3abf']",55,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:55.697,Pass,
,,,,,,,,,,,,,,,,,2.279091,,,,,,,,,,,,,,,9071fd35-2f70-438b-bbe1-6296715b1b79,49,,,"[80.9, 15.5]",3890374,1,,,,,0.3618981,,Left Foot,,,"[94.9, 20.8]",,Low Pass,,14.969636,,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,1,From Throw In,Jan Rosenthal,40477.0,Center Attacking Midfield,7,Ingolstadt,189,"['3ec20f18-de45-4ebc-b427-377c8709ecc7', '9547d660-f64e-444b-9ae3-0d2d3276b429']",57,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:57.152,Pass,
,,,,,,,,,,,,,,,,,1.099004,,,,,,,,,,,,,,,9547d660-f64e-444b-9ae3-0d2d3276b429,51,,,"[25.2, 59.3]",3890374,1,,,,,-1.6061798,,Right Foot,,,"[24.4, 36.7]",,Ground Pass,,22.614155,,,,,Benjamin Hübner,8405.0,,,,,Recovery,1,From Throw In,Marvin Matip,9106.0,Right Center Back,7,Ingolstadt,189,"['60eaf3e4-9e2d-4239-a55d-0f43311760ec', '9071fd35-2f70-438b-bbe1-6296715b1b79']",59,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:59.431,Pass,
,,,,,,,,,,,,,,,,,1.632376,,,,,,,,,,,,,,,a5490c74-32ae-4f46-bfee-e9440b149d02,54,,,"[31.1, 26.9]",3890374,2,,,,,-1.2013252,,Left Foot,,,"[39.0, 6.5]",,Ground Pass,,21.876244,,,,,Markus Suttner,3221.0,,,,,,1,From Throw In,Benjamin Hübner,8405.0,Left Center Back,7,Ingolstadt,189,['1e042c18-415c-49cb-8002-ddf8524f4b9d'],2,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:02.610,Pass,
,,,,,,,,,,,,,,,,,2.497567,,,,,,,,,,,,,,,b8569566-7c9a-4cc4-b3b0-f2e2737870b7,58,,,"[40.6, 3.0]",3890374,2,,,,,0.10786003,,Left Foot,,,"[87.7, 8.1]",,High Pass,,47.37531,,,Incomplete,,Alfredo Morales,12304.0,,,,,,1,From Throw In,Markus Suttner,3221.0,Left Back,7,Ingolstadt,189,"['5469bed5-9ee0-41a5-88e1-088d0087ba94', '62873596-b990-4c40-b707-eeb546981ea7', 'cba574fe-4b66-46a6-a8d6-4410af85e333']",5,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:05.081,Pass,True
,,,,,,,,,,,,,,,,,2.272837,,,,,,,,,,,,,,,62873596-b990-4c40-b707-eeb546981ea7,61,,,"[32.4, 72.0]",3890374,2,,,,True,-0.18265462,,,,,"[48.1, 69.1]",,High Pass,,15.965588,,,,,Peter Niemeyer,40467.0,,,,,Recovery,1,Regular Play,György Garics,20522.0,Right Back,8,Darmstadt 98,872,"['6019d90c-e280-45da-b520-67a19e7f7243', 'b8569566-7c9a-4cc4-b3b0-f2e2737870b7', 'e53ed133-fc95-47eb-999e-42a0d1f3e8db']",7,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:07.579,Pass,True
,,,,,,,,,,,,,,,,,2.527464,,,,,,,,,,,,,,,881c25ce-960f-4798-90a8-ac765d4f20a9,67,,,"[51.5, 69.5]",3890374,2,,,,,-0.41844264,,Right Foot,,,"[94.0, 50.6]",,High Pass,,46.51301,,,,,Dominik Stroh-Engel,40481.0,,,,,Free Kick,1,From Free Kick,Aytac Sulu,9217.0,Right Center Back,9,Darmstadt 98,872,['cd9232eb-a2a6-43ae-8fc0-57434fe611b6'],31,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:31.496,Pass,
,,,,,,,,,,,,,,,,,1.692578,,,,,,,,,,,,,,,ff42a57e-4845-468c-8fa4-cd37d944fe1a,72,,,"[23.9, 29.5]",3890374,2,,,,True,-0.24870999,,,,,"[36.5, 26.3]",,High Pass,,13.0,,,Incomplete,,Alfredo Morales,12304.0,,,,,Recovery,1,From Free Kick,Roger de Oliveira Bernardo,40459.0,Left Defensive Midfield,9,Darmstadt 98,872,"['67764a41-5bab-44b1-84a1-10ebbcc91185', 'f1739357-1cd6-472b-8723-735344ebeac3', 'fa6841f4-b845-4e1f-9f71-9ab521bf2351']",35,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:35.727,Pass,True
,,,,,,,,,,,,,,,,,2.408677,,,,,,,,,,,,,,,67764a41-5bab-44b1-84a1-10ebbcc91185,74,,,"[83.6, 53.8]",3890374,2,,,,,-2.416193,,Right Foot,,,"[68.6, 40.5]",,High Pass,,20.047194,,,,,Júnior Enrique Díaz Campbell,108336.0,,,,,Recovery,1,From Free Kick,Peter Niemeyer,40467.0,Right Defensive Midfield,9,Darmstadt 98,872,"['54e1ff61-2f9a-46f1-823d-ba86348a3286', 'ff42a57e-4845-468c-8fa4-cd37d944fe1a']",37,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:37.420,Pass,
,,,,,,,,,,,,,,,,,0.982482,,,,,,,,,,,,,,,83e6d5b2-03e4-4512-9f0a-1d0d9f99b984,76,,,"[67.2, 38.8]",3890374,2,,,,,1.1199275,,Head,,,"[73.3, 51.4]",,Low Pass,,13.998928,,,Incomplete,,Peter Niemeyer,40467.0,,,,,,1,From Free Kick,Júnior Enrique Díaz Campbell,108336.0,Left Back,9,Darmstadt 98,872,"['4b660dd4-6974-4555-9d23-3de62c81c0e1', '9a4f04d5-9d28-45fa-98fa-fe743b18862e']",39,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:39.829,Pass,
,,,,,,,,,,,,,,,,,3.201311,,,,,,,,,,,,,,,9a4f04d5-9d28-45fa-98fa-fe743b18862e,78,,,"[46.8, 28.7]",3890374,2,,,,,1.1328127,,Left Foot,,,"[63.8, 65.0]",,High Pass,,40.083538,,,,,Pascal Groß,3097.0,,,,,Recovery,1,Regular Play,Alfredo Morales,12304.0,Left Midfield,10,Ingolstadt,189,"['83e6d5b2-03e4-4512-9f0a-1d0d9f99b984', 'f1c6148e-3b6d-4e93-bf70-460974b64431']",40,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:40.811,Pass,
,,,,,,,,,,,,,,,,,1.380005,,,,,,,,,,,,,,,d13dde99-c76c-4c9b-b275-9cccd8da5ab1,81,,,"[76.8, 73.4]",3890374,2,,,,,0.005050462,,Right Foot,,,"[96.6, 73.5]",,Ground Pass,,19.800253,,,,,Moritz Hartmann,40464.0,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Midfield,10,Ingolstadt,189,['badc282d-0a1d-4b60-99b4-f5ebdb5ea590'],46,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:46.102,Pass,
,,,,,,,,,,,,,,,,,3.400198,,,,,,,,,,,,,,,91f21406-1eb0-4d9e-b611-afb3bb0f92f1,84,,,"[108.6, 72.8]",3890374,2,,,,,-2.5348256,,Right Foot,,,"[83.1, 55.1]",,Ground Pass,,31.040941,,,,,Roger de Oliveira Bernardo,40459.0,,,,,,1,Regular Play,Moritz Hartmann,40464.0,Right Center Forward,10,Ingolstadt,189,['1b4bebb7-ec56-4bbf-a323-b01e377eee39'],53,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:53.562,Pass,
,,,,,,,,,,,,,,,,,1.080686,,,,,,,,,,,,,,,83256ae3-10d5-42bc-b5bd-b9037e2df462,86,,,"[83.3, 55.1]",3890374,2,,,,,1.3045443,,Right Foot,,,"[85.7, 63.9]",,Ground Pass,,9.121404,,,,,Pascal Groß,3097.0,,,,,,1,Regular Play,Roger de Oliveira Bernardo,40459.0,Left Defensive Midfield,10,Ingolstadt,189,['203a6de3-499d-4cc5-a4e7-2969fbb36069'],56,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:56.962,Pass,
,,,,,,,,,,,,,,,,,1.632161,,,,,,,,,,,,,,,e42ac8ca-66c2-4c74-a29e-54fe7d3ecb49,90,,,"[79.8, 65.7]",3890374,2,,,,,3.1170878,,Right Foot,,,"[59.4, 66.2]",,Ground Pass,,20.406126,,,,,Marvin Matip,9106.0,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Midfield,10,Ingolstadt,189,"['31fa7c9b-12db-453c-ba51-ef0df2d69c48', 'c7d07819-61ae-449a-b133-a692452aafac']",59,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:59.431,Pass,True
,,,,,,,,,,,,,,,,,0.974144,,,,,,,,,,,,,,,205264cc-fdb7-47f2-a54c-385574f320b0,93,,,"[67.5, 70.4]",3890374,3,,,,,0.8850668,,Right Foot,,,"[72.9, 77.0]",,Ground Pass,,8.527602,,,,,Pascal Groß,3097.0,,,,,,1,Regular Play,Marvin Matip,9106.0,Right Center Back,10,Ingolstadt,189,['d9819eca-ccce-444f-a99b-4b93ab490d49'],5,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:05.501,Pass,
,,,,,,,,,,,,,,,,,2.00693,,,,,,,,,,,,,,,8973d3ec-76bc-45dd-bfdc-aba84efdf309,96,,,"[72.5, 77.0]",3890374,3,,,,,-0.60923296,,Left Foot,,,"[95.0, 61.3]",,High Pass,,27.436108,,,Incomplete,,Lukas Hinterseer,9103.0,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Midfield,10,Ingolstadt,189,"['17ede46b-e86d-4a10-8610-7565333e76da', '742a480f-089e-4e3e-bd89-f72acc1adc0f']",7,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:07.712,Pass,
,,,,,,,,,,,,,,,,,1.087383,,,,,,,,,,,,,,,17ede46b-e86d-4a10-8610-7565333e76da,98,,,"[25.1, 18.8]",3890374,3,,,,,-0.49999523,,Head,,,"[35.9, 12.9]",,High Pass,,12.306502,,,Incomplete,,Jérôme Gondorf,8388.0,,,,,Recovery,1,Regular Play,Luca Caldirola,9404.0,Left Center Back,10,Ingolstadt,189,"['8973d3ec-76bc-45dd-bfdc-aba84efdf309', 'b07149f8-cfcc-419a-a64a-a58c77241496', 'c0217b79-06c5-4f0e-96ae-b82cf93415b5']",9,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:09.719,Pass,
,,,,,,,,,,,,,,,,,1.030616,,,,,,,,,,,,,,,b07149f8-cfcc-419a-a64a-a58c77241496,101,,,"[84.2, 67.2]",3890374,3,,,,True,-0.7001779,,,,,"[95.0, 58.1]",,Low Pass,,14.122677,,,Incomplete,,Lukas Hinterseer,9103.0,,,,,Recovery,1,Regular Play,Tobias Levels,40460.0,Right Back,10,Ingolstadt,189,"['17ede46b-e86d-4a10-8610-7565333e76da', '545dbf54-ec51-45f4-9a35-a00d1397cb1e', '659f3402-595f-4f9c-895f-2e93c822ab3d', 'eda2d87b-2be4-4f10-90c5-055a1328c38f']",10,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:10.807,Pass,True
,,,,,,,,,,,,,,,,,3.177356,,,,,,,,,,,,,,,52704ee5-034c-4d54-bac1-2fcb270d8dee,113,,,"[75.3, 30.5]",3890374,4,,,,,0.84602666,,Right Foot,,,"[104.7, 63.7]",,High Pass,,44.346363,,,Incomplete,,Pascal Groß,3097.0,,,,,Recovery,1,From Free Kick,Roger de Oliveira Bernardo,40459.0,Left Defensive Midfield,11,Ingolstadt,189,"['39316936-a82a-40d8-b2e3-5629f7f7b16e', 'a71c6d7d-86b0-4f22-9ac1-bb6b0941b89c', 'b08f4ce5-80e4-462c-8fe3-6ac9bac2cb9b']",5,,,,,,,,,,,,,,,,,Ingolstadt,189,00:04:05.839,Pass,True
,,,,,,,,,,,,,,,,,1.918914,,,,,,,,,,,,,,,a71c6d7d-86b0-4f22-9ac1-bb6b0941b89c,115,,,"[15.4, 16.4]",3890374,4,,,True,,-1.1497295,,Head,,,"[22.7, 0.1]",,Low Pass,,17.860012,,,Injury Clearance,,,,,,,,Recovery,1,From Free Kick,Konstantin Rausch,11134.0,Left Wing,11,Ingolstadt,189,['52704ee5-034c-4d54-bac1-2fcb270d8dee'],9,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:04:09.016,Pass,
,,,,,,,,,,,,,,,,,1.873579,,,,,,,,,,,,,,,dc917a4b-a6f7-48ce-98f3-36a34022aa35,118,,,"[95.0, 80.0]",3890374,4,,True,,,-0.9676434,,,,,"[108.5, 60.4]",,Low Pass,,23.79937,,,Injury Clearance,,,,,,,,Throw-in,1,From Throw In,Pascal Groß,3097.0,Right Midfield,12,Ingolstadt,189,,48,,,,,,,,,,,,,,,,,Ingolstadt,189,00:04:48.002,Pass,
,,,,,,,,,,,,,,,,,5.05344,,,,,,,,,,,,,,,9f58492f-a38b-4667-9c90-e36a710b2710,120,,,"[13.3, 23.5]",3890374,5,,,,,0.08673834,,Drop Kick,,,"[91.5, 30.3]",,High Pass,,78.495094,,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,1,Regular Play,Christian Mathenia,8306.0,Goalkeeper,13,Darmstadt 98,872,"['0973dab9-9dc3-429d-af35-867764b3eedb', '75f35c4f-d1fe-4b3c-86f0-975edb3710a2']",0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:05:00.522,Pass,
