50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.322073,,,,,,,,,,,,36b59e52-9553-4ee2-8069-dd2bf733b152,15,,"[63.2, 4.5]",3890521,0,,,,,0.07369182,,Left Foot,,,,"[78.1, 5.6]",,High Pass,,14.940549,,,,Haris Seferović,5543.0,,,,,Recovery,1,From Kick Off,Bastian Oczipka,8504.0,Left Back,2,Eintracht Frankfurt,184,"['11e86216-31aa-4b67-8c07-e14ae35a3786', '446b8d60-02f9-4939-a0ae-93919d39510f', '747ea470-5c77-4f64-bb79-55cc44911e02']",9,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:09.032,Pass,True
,,,,,,,,,,,,,,,,,,0.303204,,,,,,,,,,,,bed92651-be5b-4fb5-80db-398a6c9aa1a2,18,,"[79.8, 5.0]",3890521,0,,,,,2.2142975,,Right Foot,,,,"[76.8, 9.0]",,Low Pass,,5.0,,Incomplete,,Szabolcs Huszti,18888.0,,,,,,1,From Kick Off,Haris Seferović,5543.0,Left Midfield,2,Eintracht Frankfurt,184,"['547a764f-aefe-4191-bc4f-e02fb6941b61', 'bf54396e-715f-4d64-b301-08aa7e6e9078']",10,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:10.379,Pass,
,,,,,,,,,,,,,,,,,,0.591019,,,,,,,,,,,,a02252a6-1c95-4804-88a8-94318f6e86d5,22,,"[85.9, 7.5]",3890521,0,,,,,2.0043778,,Right Foot,,,,"[83.4, 12.9]",,Low Pass,,5.95063,,,,Szabolcs Huszti,18888.0,,,,,Recovery,1,From Kick Off,Luc Castaignos,7846.0,Center Forward,2,Eintracht Frankfurt,184,"['05c3c975-08b7-409f-9f62-0e3e9bd95469', '1b96f9fd-880c-463f-bb92-d56f19844a2e']",12,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:12.217,Pass,True
,,,,,,,,,,,,,,,,,,0.032707,,,,,,,,,,,,b5d48e52-6048-4161-9d5e-8f252651b92e,32,,"[0.1, 75.4]",3890521,0,,,,,-0.41012734,,Right Foot,,,,"[2.4, 74.4]",,Low Pass,,2.5079873,,Incomplete,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Right Center Back,3,Bayer Leverkusen,904,['999b75e7-76c1-48da-aafa-274339f4a006'],19,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:19.370,Pass,
,,,,,,,,,,,,,,,,,,1.833688,,,,,,,,,,,,e09b5a47-0c9a-4334-a45a-956bfce4de73,35,,"[6.0, 36.0]",3890521,0,,,,,-1.2313209,,Right Foot,,,,"[16.1, 7.4]",,Ground Pass,,30.331007,,,,Christoph Kramer,8805.0,,,,,Goal Kick,1,From Goal Kick,Bernd Leno,15581.0,Goalkeeper,4,Bayer Leverkusen,904,['3b6347e3-b6cb-43c0-a548-d3fa586535e5'],41,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:41.204,Pass,
,,,,,,,,,,,,,,,,,,2.183887,,,,,,,,,,,,3817df0c-2ff8-4c56-bf8b-d188be0c41dd,38,,"[13.1, 8.5]",3890521,0,,,,,1.8658866,,Right Foot,,,,"[6.2, 31.2]",,Ground Pass,,23.725513,,,,Bernd Leno,15581.0,,,,,,1,From Goal Kick,Christoph Kramer,8805.0,Left Center Back,4,Bayer Leverkusen,904,['9691fe3f-76b9-4893-8c6f-660cf1e5f4b3'],44,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:44.180,Pass,
,,,,,,,,,,,,,,,,,,3.250607,,,,,,,,,,,,a950a190-48d8-47bd-a857-c52d51898ee7,42,,"[8.7, 37.1]",3890521,0,,,,,0.70272666,,Right Foot,,,,"[56.4, 77.5]",,High Pass,,62.509598,,,,Tin Jedvaj,6309.0,,True,,,,1,From Goal Kick,Bernd Leno,15581.0,Goalkeeper,4,Bayer Leverkusen,904,"['9753ec41-8090-4847-a975-22deed622b4e', 'a1337f4e-423e-4668-9964-2827c3d970ba']",48,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:48.185,Pass,True
,,,,,,,,,,,,,,,,,,2.146298,,,,,,,,,,,,ba754afb-50e1-4da3-a7b6-849abfdf4514,45,,"[56.6, 77.5]",3890521,0,,,,True,-0.35354197,,,,,,"[65.0, 74.4]",,High Pass,,8.95377,,Unknown,,Vladlen Yurchenko,24428.0,,,,,,1,From Goal Kick,Tin Jedvaj,6309.0,Right Back,4,Bayer Leverkusen,904,"['381317b8-8ea9-44da-994e-8839ab3d1a88', '76e76b44-bd5a-4b63-acf0-3a35faedd5b3']",51,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:51.436,Pass,True
,,,,,,,,,,,,,,,,,,0.464732,,,,,,,,,,,,ebcf0781-735e-4e5d-9065-4dc54bc81863,49,,"[63.5, 73.6]",3890521,1,,,,,1.3567356,,Right Foot,,,,"[64.0, 75.9]",,Ground Pass,,2.3537204,,,,Tin Jedvaj,6309.0,,,,,Free Kick,1,From Free Kick,Vladlen Yurchenko,24428.0,Right Defensive Midfield,5,Bayer Leverkusen,904,['62978188-725c-4119-bf9c-126bd614e4af'],5,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:05.957,Pass,
,,,,,,,,,,,,,,,,,,0.983401,,,,,,,,,,,,07de6f8c-26f4-4dfe-8476-2f3e20f53784,51,,"[64.0, 75.9]",3890521,1,,,,,-1.9756881,,Right Foot,,,,"[62.5, 72.4]",,Ground Pass,,3.8078866,,,,Vladlen Yurchenko,24428.0,,,,,,1,From Free Kick,Tin Jedvaj,6309.0,Right Back,5,Bayer Leverkusen,904,['b0f06c79-160e-4cf9-985d-1c2dd31149a3'],6,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:06.422,Pass,
,,,,,,,,,,,,,,,,,,1.860584,,,,,,,,,,,,33a2982a-f83e-4188-af2a-f73e39f92611,54,,"[61.4, 61.1]",3890521,1,,,,,-1.9565965,,Right Foot,,,,"[48.2, 28.6]",,Ground Pass,,35.078342,,,,Christoph Kramer,8805.0,,,,,,1,From Free Kick,Vladlen Yurchenko,24428.0,Right Defensive Midfield,5,Bayer Leverkusen,904,['7d7618ab-dc0f-41a6-bd5a-600b57c94b5f'],8,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:08.498,Pass,
,,,,,,,,,,,,,,,,,,1.355484,,,,,,,,,,,,1cbb29ba-0b53-422a-8242-cae0bef864af,57,,"[49.7, 25.2]",3890521,1,,,,,1.4045138,,Right Foot,,,,"[52.1, 39.5]",,Ground Pass,,14.5,,,,Vladlen Yurchenko,24428.0,,,,,,1,From Free Kick,Christoph Kramer,8805.0,Left Center Back,5,Bayer Leverkusen,904,['6625b3e8-3752-41bc-a37c-56cff5ace0a5'],13,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:13.143,Pass,
,,,,,,,,,,,,,,,,,,1.605373,,,,,,,,,,,,01df0679-0c30-4ebc-84a2-f42052d24b35,59,,"[52.1, 39.5]",3890521,1,,,,,-1.7208233,,Right Foot,,,,"[49.5, 22.3]",,Ground Pass,,17.395401,,,,Christoph Kramer,8805.0,,,,,,1,From Free Kick,Vladlen Yurchenko,24428.0,Right Defensive Midfield,5,Bayer Leverkusen,904,['9c63db7a-78a6-4067-a367-564b5fb05e12'],14,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:14.499,Pass,
,,,,,,,,,,,,,,,,,,2.007937,,,,,,,,,,,,60a2db4d-6d45-40a1-ab67-a1e6ac486d2c,62,,"[43.3, 20.8]",3890521,1,,,,,1.6220335,,Right Foot,,,,"[41.5, 55.9]",,Ground Pass,,35.146122,,,,Jonathan Tah,8221.0,,,,,,1,From Free Kick,Christoph Kramer,8805.0,Left Center Back,5,Bayer Leverkusen,904,['fbdc1f56-a442-4c8a-9f2b-8da72d3f0f32'],17,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:17.509,Pass,
,,,,,,,,,,,,,,,,,,1.582299,,,,,,,,,,,,889f4734-f31f-4a98-83e1-1198dbf0fa3d,65,,"[54.2, 60.8]",3890521,1,,,,,0.49982485,,Right Foot,,,,"[83.5, 76.8]",,Ground Pass,,33.38398,,,,Tin Jedvaj,6309.0,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Right Center Back,5,Bayer Leverkusen,904,['a2d742b4-a106-4ad5-aab1-954b936b9420'],23,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:23.365,Pass,
,,,,,,,,,,,,,,,,,,4.261979,,,,,,,,,,,,57a0f9bb-340f-4749-928d-626fcc45fd0f,80,,"[89.4, 69.7]",3890521,2,,,,,-1.0944723,,Right Foot,True,,,"[116.9, 16.4]",,High Pass,,59.976162,,,,Javier Hernández Balcázar,3058.0,,True,,,Free Kick,1,From Free Kick,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,6,Bayer Leverkusen,904,['250d9a5b-d9a1-4d88-a989-0bad75fd1e29'],6,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:06.675,Pass,
,,,,,,,,,,,,,,,,,,1.570794,,,,,,,,,,,,95aadf7a-179a-47f5-b36e-ec3ebd2741e0,83,,"[111.1, 14.5]",3890521,2,,,,,2.2905953,,Right Foot,,,,"[98.3, 29.1]",,Low Pass,,19.416489,,,,Vladlen Yurchenko,24428.0,,,,,,1,From Free Kick,Javier Hernández Balcázar,3058.0,Center Forward,6,Bayer Leverkusen,904,['c50cadbb-2bcb-437b-bc90-f6001e1d2b41'],14,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:14.344,Pass,
,,,,,,,,,,,,,,,,,,0.945602,,,,,,,,,,,,288ef5a8-ad04-4a8f-846e-e359bee0b029,85,,"[98.3, 29.1]",3890521,2,,,,,-2.836234,,Right Foot,,,,"[89.1, 26.2]",,Low Pass,,9.646243,,,,Karim Bellarabi,8213.0,,,,,,1,From Free Kick,Vladlen Yurchenko,24428.0,Right Defensive Midfield,6,Bayer Leverkusen,904,['1f6157f2-7f33-423e-af3a-9aa0edea5e66'],15,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:15.915,Pass,
,,,,,,,,,,,,,,,,,,0.699531,,,,,,,,,,,,22bc6ffc-bfa3-44fb-8d07-ee06b60805f2,87,,"[89.1, 26.2]",3890521,2,,,,,0.059336204,,Right Foot,,,,"[99.2, 26.8]",,Low Pass,,10.117806,,,,Charles Mariano Aránguiz Sandoval,8210.0,,,,,,1,From Free Kick,Karim Bellarabi,8213.0,Right Wing,6,Bayer Leverkusen,904,['55086930-c896-4339-a3dc-18a248085fbb'],16,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:16.861,Pass,
,,,,,,,,,,,,,,,,,,1.010877,,,,,,,,,,,,05c95037-904d-4cf1-8502-82780c47caa7,90,,"[98.3, 26.1]",3890521,2,,,,,2.0552742,,Right Foot,,,,"[95.3, 31.8]",,Ground Pass,,6.441273,,,,Vladlen Yurchenko,24428.0,,,,,,1,From Free Kick,Charles Mariano Aránguiz Sandoval,8210.0,Left Defensive Midfield,6,Bayer Leverkusen,904,"['164cb140-dcf0-46ae-9e12-308f48424482', 'c3df8ec9-bbd3-4406-b6d5-406c0e38e873']",17,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:17.560,Pass,True
,,,,,,,,,,,,,,,,,,0.59164,,,,,,,,,,,,b6100fde-c137-4a0a-8284-abfa8b1cc5c2,93,,"[94.8, 31.8]",3890521,2,,,,,1.4986327,,Right Foot,,,,"[95.4, 40.1]",,Ground Pass,,8.321658,,Incomplete,,Jonathan Tah,8221.0,,,,,,1,From Free Kick,Vladlen Yurchenko,24428.0,Right Defensive Midfield,6,Bayer Leverkusen,904,"['55714481-a093-4ceb-b9a7-30c55e20c8bc', '6fdeefc2-bab7-4136-a09c-bb55b5256b7f']",19,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:19.164,Pass,
,,,,,,,,,,,,,,,,,,1.086848,,,,,,,,,,,,6fdeefc2-bab7-4136-a09c-bb55b5256b7f,95,,"[24.7, 40.0]",3890521,2,,,,,0.3926375,,Right Foot,,,,"[34.6, 44.1]",,Ground Pass,,10.715409,,Incomplete,,Szabolcs Huszti,18888.0,,,,,Interception,1,From Free Kick,Marc Stendera,10896.0,Right Center Midfield,6,Bayer Leverkusen,904,"['028c0067-636f-49f5-820b-49abad0ced83', 'b6100fde-c137-4a0a-8284-abfa8b1cc5c2', 'cc3c94e4-35d2-4f5f-a69c-559846e791c6']",19,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:19.756,Pass,
,,,,,,,,,,,,,,,,,,0.944091,,,,,,,,,,,,85dee64b-1027-4c28-a40a-d2c264f1bd19,104,,"[89.8, 74.8]",3890521,2,,,,,0.0,,Right Foot,,,,"[100.8, 74.8]",,Ground Pass,,11.0,,,,Karim Bellarabi,8213.0,,,,,Recovery,1,From Free Kick,Christoph Kramer,8805.0,Left Center Back,6,Bayer Leverkusen,904,['39d3ab33-767e-4cbc-bbd2-83916751e1b1'],25,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:25.789,Pass,
,,,,,,,,,,,,,,,,,,1.342888,,,,,,,,,,,,cd42463e-6c74-4872-9f45-900d8772f863,109,,"[23.2, 0.1]",3890521,2,,True,,,0.16090061,,,,,,"[42.3, 3.2]",,High Pass,,19.349936,,Unknown,,Luc Castaignos,7846.0,,,,,Throw-in,1,From Throw In,Bastian Oczipka,8504.0,Left Back,7,Eintracht Frankfurt,184,['2237dc1f-8d06-44a3-9e10-cdc2649a4128'],39,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:39.280,Pass,
,,,,,,,,,,,,,,,,,,1.233196,,,,,,,,,,,,dba0f8b9-5f56-401d-a6c3-5d9bd55d490b,113,,"[40.5, 7.5]",3890521,2,,True,,,1.4700153,,Right Foot,,,,"[42.3, 25.3]",,Ground Pass,,17.89078,,,,Makoto Hasebe,5681.0,,,,,Free Kick,1,From Free Kick,Marco Russ,8812.0,Left Center Back,8,Eintracht Frankfurt,184,['0c1912eb-b341-4b26-a561-01e7ab4ee806'],56,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:56.008,Pass,
,,,,,,,,,,,,,,,,,,1.892298,,,,,,,,,,,,1cf0a92f-b031-4183-bd6f-9736c88c4e3b,116,,"[41.1, 26.8]",3890521,2,,,,,2.755603,,Left Foot,,,,"[16.0, 37.0]",,Ground Pass,,27.093357,,,,Lukáš Hrádecký,8667.0,,,,,,1,From Free Kick,Makoto Hasebe,5681.0,Center Defensive Midfield,8,Eintracht Frankfurt,184,"['1f90375d-0e84-4239-831c-931b49686385', 'd128f5cc-0028-4c97-9954-fe7717b2a3ef']",58,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:58.739,Pass,True
,,,,,,,,,,,,,,,,,,3.400947,,,,,,,,,,,,69064b86-2a8f-499e-acc9-307a3cd74272,119,,"[12.3, 31.8]",3890521,3,,,,,-0.4321489,,Left Foot,,,,"[61.3, 9.2]",,High Pass,,53.960728,,,,Haris Seferović,5543.0,,,,,,1,From Free Kick,Lukáš Hrádecký,8667.0,Goalkeeper,8,Eintracht Frankfurt,184,['1e8acd0b-c1d8-483c-8192-eb2a6c6384f1'],2,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:03:02.802,Pass,
,,,,,,,,,,,,,,,,,,0.606826,,,,,,,,,,,,d3de6884-9b41-4e73-b486-0bbda1743449,124,,"[69.7, 69.6]",3890521,3,,,,,-2.4551072,,Left Foot,,,,"[62.5, 63.7]",,Low Pass,,9.3085985,,,,Vladlen Yurchenko,24428.0,,,,,Recovery,1,Regular Play,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,9,Bayer Leverkusen,904,"['1606daeb-3c8b-4f0a-a0e7-ca19645e4849', '88a8e2cd-7896-40dd-a9bd-438b4ac41f87']",7,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:07.563,Pass,True
,,,,,,,,,,,,,,,,,,1.256301,,,,,,,,,,,,5da3d126-98ac-47af-b00d-01dcffdbd605,128,,"[63.5, 61.6]",3890521,3,,,,,-2.7178352,,Right Foot,,,,"[45.1, 53.3]",,Ground Pass,,20.18539,,,,Christoph Kramer,8805.0,,,,,,1,Regular Play,Vladlen Yurchenko,24428.0,Right Defensive Midfield,9,Bayer Leverkusen,904,"['c9fa55f3-137d-4212-95b7-eb77e46d7d7d', 'e28a0683-f9ae-4e82-949a-9184331b8de4']",9,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:09.905,Pass,True
,,,,,,,,,,,,,,,,,,1.4794,,,,,,,,,,,,0bb7a86c-0c45-4cea-80dd-47f39c003f14,131,,"[38.2, 40.7]",3890521,3,,,,,1.6814536,,Right Foot,,,,"[36.4, 56.9]",,Ground Pass,,16.299694,,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Christoph Kramer,8805.0,Left Center Back,9,Bayer Leverkusen,904,['8d0e3490-d3b6-4b3a-979d-a135eaab95ea'],14,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:14.252,Pass,
