50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2ec4b0ee-85e7-4b47-ad3b-d900d8963c74,1,,,,3890397,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 8311, 'name': 'Jonathan Schmid'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 31}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d19b0fbd-bf43-4823-abb0-fc6dae4e598b,2,,,,3890397,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 2}, {'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3016, 'name': 'Allan Saint-Maximin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c5ee386d-f61f-410e-948d-b6f40c69d578,3,,,,3890397,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['8a5db00d-2629-43a3-961c-94686823c97a'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8a5db00d-2629-43a3-961c-94686823c97a,4,,,,3890397,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['c5ee386d-f61f-410e-948d-b6f40c69d578'],0,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,96fb61ae-0929-48e2-aecf-9c225aa72041,1659,,,,3890397,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,94,Hannover 96,178,['1a8d7f36-e5ea-44fc-80d9-aadc7aab6176'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1a8d7f36-e5ea-44fc-80d9-aadc7aab6176,1660,,,,3890397,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,94,Hannover 96,178,['96fb61ae-0929-48e2-aecf-9c225aa72041'],0,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.359029,,,,,,,,,,,,cced767d-6000-4a32-9c4f-c5c2b4dc752b,5,,,"[60.0, 40.0]",3890397,0,,,,,-3.0492632,,Right Foot,,,,"[54.6, 39.5]",,Ground Pass,5.4230986,,,,,Allan Saint-Maximin,3016.0,,,,,Kick Off,1,From Kick Off,Leon Andreasen,400613.0,Center Attacking Midfield,2,Hannover 96,178,['c8ab85d4-51ec-480a-9474-26f219af38ff'],1,,,,,,,,,,,,,,,,Hannover 96,178,00:00:01.022,Pass,
,,,,,,,,,,,,,,,,,,0.747925,,,,,,,,,,,,1942f7c7-2b29-4a8d-86f6-4b4e93710293,7,,,"[59.2, 40.0]",3890397,0,,,,,1.801887,,Right Foot,,,,"[58.8, 41.7]",,Ground Pass,1.7464249,,,,,Leon Andreasen,400613.0,,,,,,1,From Kick Off,Allan Saint-Maximin,3016.0,Center Forward,2,Hannover 96,178,['9149e0a7-959e-43de-9768-a3cc94ac7eae'],1,,,,,,,,,,,,,,,,Hannover 96,178,00:00:01.381,Pass,
,,,,,,,,,,,,,,,,,,1.09792,,,,,,,,,,,,c64125f8-4502-4fce-a409-ee12313a4da2,10,,,"[58.6, 42.0]",3890397,0,,,,,-2.8552403,,Right Foot,,,,"[40.6, 36.7]",,Ground Pass,18.764061,,,,,Salif Sané,5664.0,,,,,,1,From Kick Off,Leon Andreasen,400613.0,Center Attacking Midfield,2,Hannover 96,178,['56c0b8e8-dc29-44a0-b88c-1d4b3a3c6bfe'],2,,,,,,,,,,,,,,,,Hannover 96,178,00:00:02.229,Pass,
,,,,,,,,,,,,,,,,,,2.02951,,,,,,,,,,,,0801a406-6ac5-4a00-84b7-64b18bd873c5,13,,,"[40.3, 35.6]",3890397,0,,,,,1.6969879,,Right Foot,,,,"[36.9, 62.4]",,Ground Pass,27.01481,,,,,Marcelo Antônio Guedes Filho,3164.0,,,,,,1,From Kick Off,Salif Sané,5664.0,Left Defensive Midfield,2,Hannover 96,178,['d7258bbc-6f23-49c1-b1ad-a85916569e1c'],4,,,,,,,,,,,,,,,,Hannover 96,178,00:00:04.354,Pass,
