50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8169f5a4-d488-408e-ac8b-0bb96c65cada,1,,,3890306,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 24}, {'player': {'id': 9721, 'name': 'Valentin Stocker'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0aef2f1e-5c10-4b00-805d-bfc099a54016,2,,,3890306,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9459, 'name': 'Paweł Olkowski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8397, 'name': 'Kevin Vogt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b2a19c6e-0a6c-4ab7-900f-4c4bfd3b92eb,3,,,3890306,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['6398d079-2e16-4da9-94f0-08e447decb8d'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6398d079-2e16-4da9-94f0-08e447decb8d,4,,,3890306,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['b2a19c6e-0a6c-4ab7-900f-4c4bfd3b92eb'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6df0d0db-c21d-407f-a101-f1d5c69d9e05,1777,,,3890306,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Hertha Berlin,173,['42d8634d-d6f2-483a-be70-3db507302528'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,42d8634d-d6f2-483a-be70-3db507302528,1778,,,3890306,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Hertha Berlin,173,['6df0d0db-c21d-407f-a101-f1d5c69d9e05'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.594739,,,,,,,,,,,,d88f9944-809a-465c-ac14-b40f86b31ac5,5,,"[60.0, 40.0]",3890306,0,,,,,2.1708465,,Right Foot,,,,"[58.7, 41.9]",,Ground Pass,,2.302173,,,Salomon Armand Magloire Kalou,8575.0,,,,,,Kick Off,1,From Kick Off,Vedad Ibišević,8571.0,Left Center Forward,2,Hertha Berlin,173,['c8a7f83b-f9c8-4ccd-ab9d-ef1e3a291afa'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.492,Pass,
,,,,,,,,,,,,,,,,,1.024494,,,,,,,,,,,,1c22713f-c2d9-4425-a565-d6b1adb2ab60,8,,"[59.1, 38.3]",3890306,0,,,,,-2.853163,,Right Foot,,,,"[50.0, 35.6]",,Ground Pass,,9.492102,,,Vladimír Darida,8579.0,,,,,,,1,From Kick Off,Salomon Armand Magloire Kalou,8575.0,Right Center Forward,2,Hertha Berlin,173,['a8c0f9e6-323f-4267-99f1-17e040b21cb6'],1,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:01.122,Pass,
,,,,,,,,,,,,,,,,,1.535543,,,,,,,,,,,,f7b89c05-f1f3-4b64-b8b6-9d18bf8e6bd7,11,,"[46.6, 44.4]",3890306,0,,,,,2.489895,,Right Foot,,,,"[36.9, 51.8]",,Ground Pass,,12.20041,,,Niklas Stark,8570.0,,,,,,,1,From Kick Off,Vladimír Darida,8579.0,Right Defensive Midfield,2,Hertha Berlin,173,['9aa0f297-04c2-45c6-b8ce-7420c2d7b7ea'],3,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:03.138,Pass,
,,,,,,,,,,,,,,,,,1.824104,,,,,,,,,,,,6703ed6f-d56d-4317-8c41-d827f8a0af45,15,,"[29.6, 54.2]",3890306,0,,,,,-2.5218546,,Right Foot,,,,"[11.1, 41.0]",,Ground Pass,,22.726416,,,Rune Almenning Jarstein,8577.0,,,,,,,1,From Kick Off,Niklas Stark,8570.0,Right Center Back,2,Hertha Berlin,173,['85d2fc71-5cb3-47a1-b679-93496d21a93b'],5,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:05.161,Pass,
