50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.544561,,,,,,,,,,,,,347ec651-8611-4d89-addd-168ce2326e14,17,,,"[12.4, 39.2]",3890399,0,,,,,0.90004474,,Right Foot,,,,"[41.6, 76.0]",,High Pass,,46.97744,,,,,Philipp Lahm,19295.0,,,,,,1,From Kick Off,Manuel Neuer,5570.0,Goalkeeper,2,Bayern Munich,169,['ae437d26-c4ce-4752-a571-5fe5807c115b'],8,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:08.764,Pass,
,,,,,,,,,,,,,,,,,,0.9638,,,,,,,,,,,,,a12fb17d-ed1b-4826-92f4-d44d06631bdf,20,,,"[41.6, 76.0]",3890399,0,,,,,-0.2688405,,Right Foot,,,,"[51.4, 73.3]",,Low Pass,,10.165136,,,,,Thomas Müller,5562.0,,,,,,1,From Kick Off,Philipp Lahm,19295.0,Right Back,2,Bayern Munich,169,['bc7890e8-54e7-4186-880d-59fc258502b4'],11,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:11.607,Pass,
,,,,,,,,,,,,,,,,,,0.950481,,,,,,,,,,,,,c38f52de-718b-4879-9ad9-c8f22c5c5a11,23,,,"[51.4, 73.3]",3890399,0,,,,,0.6287963,,Right Foot,,,,"[56.9, 77.3]",,Low Pass,,6.8007355,,,,,Joshua Kimmich,5579.0,,,,,,1,From Kick Off,Thomas Müller,5562.0,Right Midfield,2,Bayern Munich,169,['1a867de5-7364-480a-be19-e910dd7b490f'],12,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:12.610,Pass,
,,,,,,,,,,,,,,,,,,1.092657,,,,,,,,,,,,,9b2a6ca4-d04d-476e-9e82-db6ee1690474,40,,,"[47.9, 68.5]",3890399,0,,,,,2.2640195,,Left Foot,,,,"[42.5, 75.0]",,Ground Pass,,8.450444,,,,,Philipp Lahm,19295.0,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Center Defensive Midfield,2,Bayern Munich,169,"['5a3e39dc-e286-4a0f-a52f-468dace32881', 'e16680f6-a6f7-46d4-a447-635cbb86a041']",18,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:18.243,Pass,True
,,,,,,,,,,,,,,,,,,0.611363,,,,,,,,,,,,,236caa9f-a00a-4315-aa55-fe3fcf67be6f,46,,,"[46.6, 74.8]",3890399,0,,,,,-0.94011503,,Right Foot,,,,"[51.2, 68.5]",,Ground Pass,,7.800641,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Free Kick,1,From Free Kick,Jérôme Boateng,5578.0,Right Center Back,3,Bayern Munich,169,['a1aadd98-1743-47b5-a241-34d269fb8e1f'],37,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:37.821,Pass,
,,,,,,,,,,,,,,,,,,0.964863,,,,,,,,,,,,,eb1be593-1a4f-4e6f-8c7e-cc39c7e247fb,49,,,"[51.2, 68.5]",3890399,0,,,,,2.0616481,,Left Foot,,,,"[48.1, 74.3]",,Ground Pass,,6.576473,,,,,Jérôme Boateng,5578.0,,,,,,1,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Center Defensive Midfield,3,Bayern Munich,169,['9eb7d077-fc7a-43f2-85c3-b43f697416be'],38,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:38.960,Pass,
,,,,,,,,,,,,,,,,,,1.927898,,,,,,,,,,,,,150e0ee8-060e-4af6-9c2f-1408e995bd27,52,,,"[48.1, 74.3]",3890399,0,,,,,-2.2455373,,Right Foot,,,,"[24.9, 45.3]",,Ground Pass,,37.13812,,,,,Manuel Neuer,5570.0,,,,,,1,From Free Kick,Jérôme Boateng,5578.0,Right Center Back,3,Bayern Munich,169,['c8296b76-66dd-4f23-8b0f-27e4cdd1e4b5'],39,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:39.966,Pass,
,,,,,,,,,,,,,,,,,,0.957071,,,,,,,,,,,,,a367b3cb-9189-4288-99cf-141dd44c741a,56,,,"[21.1, 44.0]",3890399,0,,,,,-1.1853535,,Left Foot,,,,"[31.0, 19.6]",,Low Pass,,26.33192,,,Incomplete,,,,,,,,,1,From Free Kick,Manuel Neuer,5570.0,Goalkeeper,3,Bayern Munich,169,"['ac44b989-8120-4ad9-835c-7403c41409e7', 'e60c920d-dd89-4832-a95a-89a4eef21445']",43,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:43.992,Pass,True
,,,,,,,,,,,,,,,,,,1.78932,,,,,,,,,,,,,ac44b989-8120-4ad9-835c-7403c41409e7,58,,,"[89.1, 60.5]",3890399,0,,,,,-0.6294423,,Right Foot,,,,"[98.3, 53.8]",,Low Pass,,11.3811245,,,Pass Offside,,Lukas Hinterseer,9103.0,,,,,Interception,1,From Free Kick,Stefan Lex,40463.0,Right Midfield,3,Bayern Munich,169,"['60a9f0a9-37c3-4499-a3dc-e0e904bfd1c1', 'a367b3cb-9189-4288-99cf-141dd44c741a']",44,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:44.949,Pass,
,,,,,,,,,,,,,,,,,,2.044954,,,,,,,,,,,,,fcc13283-2893-4043-a76b-d3c1dd8bd16d,60,,,"[14.7, 30.0]",3890399,0,,,,,-0.9600704,,Right Foot,,,,"[22.4, 19.0]",,Ground Pass,,13.427211,,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,Free Kick,1,From Free Kick,Manuel Neuer,5570.0,Goalkeeper,4,Bayern Munich,169,['20fb49ee-73ba-4ce2-9839-1179d3725cba'],52,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:52.642,Pass,
,,,,,,,,,,,,,,,,,,1.324031,,,,,,,,,,,,,e0f4de03-3e8f-4fb6-8606-24bec688e60f,63,,,"[28.5, 13.5]",3890399,0,,,,,2.9289477,,Left Foot,,,,"[19.7, 15.4]",,Ground Pass,,9.002777,,,,,Holger Badstuber,9406.0,,,,,,1,From Free Kick,Márcio Rafael Ferreira de Souza,8209.0,Left Back,4,Bayern Munich,169,['cf468325-dfc1-4d16-afc2-1b05ac01e9d5'],56,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:56.426,Pass,
,,,,,,,,,,,,,,,,,,3.112874,,,,,,,,,,,,,01e0c3af-49c3-4830-9ddd-7c80f60e35cf,66,,,"[13.8, 15.4]",3890399,0,,,,,1.8394643,,Left Foot,,,,"[3.2, 53.9]",,High Pass,,39.932568,,,,,Manuel Neuer,5570.0,,,,,,1,From Free Kick,Holger Badstuber,9406.0,Left Center Back,4,Bayern Munich,169,['10d4fc56-bc95-4213-b1cc-04fea3fd9284'],57,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:57.830,Pass,
,,,,,,,,,,,,,,,,,,1.23006,,,,,,,,,,,,,75edd383-2365-4672-a3c3-db06705743db,69,,,"[3.8, 53.9]",3890399,1,,,,,0.844154,,Right Foot,,,,"[27.0, 80.0]",,Low Pass,,34.920624,,,Out,,Philipp Lahm,19295.0,,,,,,1,From Free Kick,Manuel Neuer,5570.0,Goalkeeper,4,Bayern Munich,169,['2205c000-cc8f-49e0-87ca-d959dc1f7c04'],0,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:00.983,Pass,
,,,,,,,,,,,,,,,,,,1.89409,,,,,,,,,,,,,ccf7d3c3-4f67-451f-b6e5-1e216c9ef975,71,,,"[91.6, 0.1]",3890399,1,,,,,0.8059081,,,,,,"[110.7, 20.0]",,High Pass,,27.582966,,,Incomplete,,Lukas Hinterseer,9103.0,,,,,Throw-in,1,From Throw In,Robert Bauer,8394.0,Left Back,5,Ingolstadt,189,"['23ad4d50-83b9-431e-8f30-38defd6d7cec', '9656eb42-43a3-4903-a7bd-078af66105bd']",24,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:24.280,Pass,
,,,,,,,,,,,,,,,,,,1.33421,,,,,,,,,,,,,23ad4d50-83b9-431e-8f30-38defd6d7cec,73,,,"[9.4, 60.1]",3890399,1,,,,,-0.22311336,,Head,,,,"[21.3, 57.4]",,High Pass,,12.202458,,,,,Kingsley Coman,8217.0,,,,,Interception,1,Regular Play,Jérôme Boateng,5578.0,Right Center Back,6,Bayern Munich,169,"['b0b9acef-f9b5-4a9b-9ad4-0509dc3cad53', 'ccf7d3c3-4f67-451f-b6e5-1e216c9ef975']",26,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:26.174,Pass,
,,,,,,,,,,,,,,,,,,1.195486,,,,,,,,,,,,,c2618002-30b6-47f8-8f04-259c835407ec,77,,,"[21.3, 57.4]",3890399,1,,,,,1.3539227,,Right Foot,,,,"[22.6, 63.3]",,Ground Pass,,6.041523,,,,,Javier Martínez Aginaga,9399.0,,,,,,1,Regular Play,Kingsley Coman,8217.0,Left Midfield,6,Bayern Munich,169,"['e46ecef6-8ed5-4ad5-907f-cedc281ad9c5', 'e6b5df49-fa4f-41db-a9cf-c18e4f47fcc4']",27,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:27.515,Pass,True
,,,,,,,,,,,,,,,,,,0.070997,,,,,,,,,,,,,fe6dcd03-f9a9-4777-99b8-03d5468b2d80,81,,,"[22.6, 63.3]",3890399,1,,,,,-0.73997486,,Right Foot,,,,"[24.9, 61.2]",,Low Pass,,3.1144824,,,Incomplete,,Robert Lewandowski,5668.0,,,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Left Center Midfield,6,Bayern Munich,169,"['2589aba9-9b82-4df6-a3f1-48ed87c7a741', '3b0f6a56-ce5e-44ee-bf55-5e6f5bf1bc48', '5a9c5745-d810-422d-aba4-089e86edf6a7']",28,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:28.750,Pass,True
,,,,,,,,,,,,,,,,,,1.79144,,,,,,,,,,,,,0383d318-2562-4f55-96fd-150a73ac50e5,85,,,"[74.1, 22.3]",3890399,1,,,,True,-0.77069336,,,,,,"[81.0, 15.6]",,High Pass,,9.617692,,,,,Almog Cohen,20485.0,,,,,Recovery,1,Regular Play,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,6,Bayern Munich,169,"['8c39fb19-3cfa-40ab-854e-e031ea858e7d', 'fb902c44-03e5-4472-9a98-c861a455eb5e']",31,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:31.074,Pass,True
,,,,,,,,,,,,,,,,,,1.534978,,,,,,,,,,,,,b011a593-2142-4f69-9ec7-9aa6c83cbc6a,88,,,"[81.0, 15.6]",3890399,1,,,,True,0.4209906,,,,,,"[94.4, 21.6]",,High Pass,,14.681962,,,Pass Offside,,Lukas Hinterseer,9103.0,,,,,,1,Regular Play,Almog Cohen,20485.0,Left Center Midfield,6,Bayern Munich,169,"['3b027038-777c-45c4-b4f9-f6e95e6a9949', '8700ddc3-b610-4ca1-87b1-0fa516a2e435']",32,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:32.905,Pass,True
,,,,,,,,,,,,,,,,,,2.76563,,,,,,,,,,,,,9a4e09df-8195-4bb6-a6db-7582fc944762,90,,,"[30.5, 61.8]",3890399,1,,,,,-1.3562908,,Right Foot,,,,"[42.7, 5.8]",,High Pass,,57.313522,,,,,Márcio Rafael Ferreira de Souza,8209.0,,True,,,Free Kick,1,From Free Kick,Jérôme Boateng,5578.0,Right Center Back,7,Bayern Munich,169,['7051790b-97b4-423b-ab48-91284c762d84'],44,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:44.060,Pass,
,,,,,,,,,,,,,,,,,,1.309319,,,,,,,,,,,,,87c1201a-36cf-496b-8652-ac4f284c374b,92,,,"[50.8, 5.2]",3890399,1,,True,,,-0.026035782,,Left Foot,,,,"[70.0, 4.7]",,Ground Pass,,19.206509,,,,,Kingsley Coman,8217.0,,,,,,1,From Free Kick,Márcio Rafael Ferreira de Souza,8209.0,Left Back,7,Bayern Munich,169,['a12805dc-d7d6-4484-8f85-0f72c412b7cc'],48,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:48.508,Pass,
,,,,,,,,,,,,,,,,,,2.344388,,,,,,,,,,,,,54a09111-a1fd-4fcf-a443-b0b7ea8de3cc,95,,,"[70.0, 4.7]",3890399,1,,,,,1.2182863,,Right Foot,,,,"[77.1, 24.0]",,Ground Pass,,20.564533,,,Incomplete,,,,,,,,,1,From Free Kick,Kingsley Coman,8217.0,Left Midfield,7,Bayern Munich,169,"['0548fc0c-317d-4ad6-b3bd-252d2f72d3ea', '423183d9-b53d-4f69-9217-659060edc91c']",49,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:49.858,Pass,True
,,,,,,,,,,,,,,,,,,1.963052,,,,,,,,,,,,,332ffa87-0670-4a13-865f-6e64860d8fea,98,,,"[42.5, 56.8]",3890399,1,,,,,-2.8062682,,Right Foot,,,,"[9.5, 45.3]",,Ground Pass,,34.94639,,,,,Ramazan Özcan,12319.0,,,,,,1,Regular Play,Marvin Matip,9106.0,Right Center Back,8,Ingolstadt,189,['6b874913-f3ed-4ec5-9736-7f7ebe581790'],53,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:53.076,Pass,
,,,,,,,,,,,,,,,,,,1.826022,,,,,,,,,,,,,a06f79c1-439b-4401-b773-3398a1177a0f,102,,,"[9.5, 45.3]",3890399,1,,,,,0.90858084,,Left Foot,,,,"[27.9, 68.9]",,Ground Pass,,29.92524,,,,,Tobias Levels,40460.0,,,,,,1,Regular Play,Ramazan Özcan,12319.0,Goalkeeper,8,Ingolstadt,189,"['40370a59-bad7-4211-b44a-9eae2a10f458', '6f9334ae-a067-4035-91d4-392650e1d800']",55,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:55.646,Pass,True
,,,,,,,,,,,,,,,,,,0.934721,,,,,,,,,,,,,ef724200-c05b-4e20-9ca7-8f04f165eb21,106,,,"[28.7, 69.9]",3890399,1,,,,,-2.5204165,,Right Foot,,,,"[18.5, 62.6]",,Ground Pass,,12.543125,,,,,Marvin Matip,9106.0,,,,,,1,Regular Play,Tobias Levels,40460.0,Right Back,8,Ingolstadt,189,['b58d69b7-958c-4ed1-b2d4-5f35fbb22988'],57,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:57.636,Pass,
,,,,,,,,,,,,,,,,,,2.488992,,,,,,,,,,,,,a82e69f6-4984-47fe-81c6-dba3981b98f3,109,,,"[18.7, 62.4]",3890399,1,,,,,0.37211666,,Right Foot,,,,"[62.0, 79.3]",,High Pass,,46.48118,,,Out,,Lukas Hinterseer,9103.0,,,,,,1,Regular Play,Marvin Matip,9106.0,Right Center Back,8,Ingolstadt,189,['4dff440c-b0c2-4d0a-8e4f-43eacf55af6e'],58,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:58.650,Pass,
,,,,,,,,,,,,,,,,,,1.509673,,,,,,,,,,,,,99b88d1a-338f-4b8c-b733-68f584e7f2ab,111,,,"[61.3, 0.1]",3890399,2,,,,,0.68767124,,,,,,"[75.3, 11.6]",,High Pass,,18.11767,,,,,Thomas Müller,5562.0,,,,,Throw-in,1,From Throw In,Márcio Rafael Ferreira de Souza,8209.0,Left Back,9,Bayern Munich,169,['0d659d5b-3104-4607-82db-42026b2b026c'],19,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:19.591,Pass,
,,,,,,,,,,,,,,,,,,0.909747,,,,,,,,,,,,,0315e330-42e4-4988-8906-091a7ff3e976,114,,,"[75.3, 11.6]",3890399,2,,,,,-1.1226513,,Right Foot,,,,"[77.8, 6.4]",,High Pass,,5.7697487,,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,1,From Throw In,Thomas Müller,5562.0,Right Midfield,9,Bayern Munich,169,['43f0fed3-aa66-43f4-ac49-81dc11f3540b'],21,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:21.191,Pass,
,,,,,,,,,,,,,,,,,,0.939564,,,,,,,,,,,,,390fb0a6-fdee-41d0-9024-0b39fd9da91e,116,,,"[77.6, 7.3]",3890399,2,,,,,0.0,,Head,,,,"[86.6, 7.3]",,High Pass,,9.0,,,,,Kingsley Coman,8217.0,,,,,,1,From Throw In,Márcio Rafael Ferreira de Souza,8209.0,Left Back,9,Bayern Munich,169,['7899cb64-a21b-4c85-9dcf-171465f5b535'],22,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:22.140,Pass,
,,,,,,,,,,,,,,,,,,0.542903,,,,,,,,,,,,,2c1e5b6b-a12e-465f-b037-689e53e17437,120,,,"[86.6, 7.3]",3890399,2,,,,,2.7971923,,Right Foot,,,,"[77.4, 10.6]",,Low Pass,,9.773945,,,,,Thomas Müller,5562.0,,,,,,1,From Throw In,Kingsley Coman,8217.0,Left Midfield,9,Bayern Munich,169,"['301c282c-7fbc-480a-acb8-ae66f3d7429d', 'c7fdba9f-76bf-4fe9-9558-0e42609ea862']",23,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:23.106,Pass,True
,,,,,,,,,,,,,,,,,,1.263701,,,,,,,,,,,,,e7e59eff-910c-4682-957a-3f80fcfe67f1,131,,,"[41.9, 69.9]",3890399,2,,,,,-1.1474856,,Right Foot,,,,"[50.1, 51.7]",,Ground Pass,,19.961964,,,,,Mathew Leckie,5481.0,,,,,,1,Regular Play,Tobias Levels,40460.0,Right Back,10,Ingolstadt,189,['a3164ea8-0910-462d-8f18-20577913002b'],26,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:26.344,Pass,
