50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.985077,,,,,,,,,,,,,,,aa4a20df-31de-4e61-99ce-7e3c600a54c9,1579,,,"[60.5, 36.7]",3890388,45,,,,,-3.097825,,Left Foot,,,"[46.8, 36.1]",,Ground Pass,13.713133,,,,Maximilian Arnold,8235.0,,,,,,,2,From Kick Off,Bas Dost,10594.0,Center Forward,94,Wolfsburg,179,['318043de-d51f-4032-87cf-cad4f955fb46'],1,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:01.141,Pass,
,,,,,,,,,,,,,,,,1.212691,,,,,,,,,,,,,,,75522a21-eac7-4967-9d16-2c985bf3ceb0,1583,,,"[47.8, 31.6]",3890388,45,,,,,-1.5267073,,Left Foot,,,"[48.7, 11.2]",,Ground Pass,20.419844,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,,2,From Kick Off,Maximilian Arnold,8235.0,Center Defensive Midfield,94,Wolfsburg,179,"['b1b5377c-46cb-40ee-a107-13b93298a5e1', 'be234f22-eab7-4282-9150-a9e26d2801d7']",3,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:03.342,Pass,True
,,,,,,,,,,,,,,,,0.910431,,,,,,,,,,,,,,,4c7ad7ae-d727-458a-b053-3956fd12b61c,1586,,,"[48.2, 11.2]",3890388,45,,,,,-0.9009038,,Left Foot,,,"[56.2, 1.1]",,Ground Pass,12.884487,,,,André Schürrle,10281.0,,,,,,,2,From Kick Off,Ricardo Iván Rodríguez Araya,5544.0,Left Back,94,Wolfsburg,179,['66adb9fe-899c-4340-9786-7774c294961b'],5,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:05.357,Pass,
,,,,,,,,,,,,,,,,1.077997,,,,,,,,,,,,,,,3287e1c0-33fa-4b63-b89e-21e531e9e5d6,1590,,,"[54.6, 1.7]",3890388,45,,,,,1.6797383,,Right Foot,,,"[53.2, 14.5]",,Ground Pass,12.876335,,,,Max Kruse,8386.0,,,,,,,2,From Kick Off,André Schürrle,10281.0,Left Midfield,94,Wolfsburg,179,"['34f94545-4b38-45b4-828d-40c98ac8c145', '57875c34-a54e-40ac-a702-c872d1353f27']",6,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:06.950,Pass,True
,,,,,,,,,,,,,,,,2.311501,,,,,,,,,,,,,,,94934a59-4206-4dd1-9518-fbbeceb05344,1593,,,"[47.8, 15.2]",3890388,45,,,,,-2.8257072,,Left Foot,,,"[27.3, 8.5]",,Ground Pass,21.567104,,,,Timm Klose,9461.0,,,,,,,2,From Kick Off,Max Kruse,8386.0,Right Center Midfield,94,Wolfsburg,179,['085109d5-080e-4406-bd22-9b2db16cecd7'],9,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:09.388,Pass,
,,,,,,,,,,,,,,,,1.061696,,,,,,,,,,,,,,,b22ef13d-b320-4db2-ae9f-6ecfc3d6ec54,1595,,,"[27.3, 8.5]",3890388,45,,,,,0.2701532,,Right Foot,,,"[40.3, 12.1]",,Ground Pass,13.489255,,,,Max Kruse,8386.0,,,,,,,2,From Kick Off,Timm Klose,9461.0,Left Center Back,94,Wolfsburg,179,['4610d302-63e3-4d00-8355-b7754dec4a94'],11,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:11.700,Pass,
,,,,,,,,,,,,,,,,0.885014,,,,,,,,,,,,,,,094783a0-4551-482c-9fdd-d7d28ee06f11,1599,,,"[32.2, 8.1]",3890388,45,,,,,-0.53134066,,Left Foot,,,"[43.6, 1.4]",,Ground Pass,13.223085,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,,2,From Kick Off,Max Kruse,8386.0,Right Center Midfield,94,Wolfsburg,179,['39fdd0dd-48f0-4901-b1eb-45109dd44053'],14,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:14.614,Pass,
,,,,,,,,,,,,,,,,3.157683,,,,,,,,,,,,,,,0887d512-baa5-493f-bd1e-eb00b72a1f4b,1602,,,"[43.0, 1.4]",3890388,45,,,,,0.88803494,,Left Foot,,,"[77.4, 43.7]",,Low Pass,54.522015,,Incomplete,,Julian Draxler,3186.0,,,True,,,,2,From Kick Off,Ricardo Iván Rodríguez Araya,5544.0,Left Back,94,Wolfsburg,179,"['40aafe41-0e09-499e-9970-1b8d9009ded5', '6c7ab191-ac9f-44cd-8a1a-dc4a8559274c']",16,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:16.692,Pass,
,,,,,,,,,,,,,,,,2.909864,,,,,,,,,,,,,,,40aafe41-0e09-499e-9970-1b8d9009ded5,1604,,,"[42.7, 36.4]",3890388,45,,,,,2.9183812,,Left Foot,,,"[10.1, 43.8]",,Low Pass,33.42933,,,,Roman Bürki,8225.0,,,,,,Recovery,2,Regular Play,Marcel Schmelzer,11458.0,Left Back,95,Borussia Dortmund,180,"['0887d512-baa5-493f-bd1e-eb00b72a1f4b', 'd29eb758-8111-49e1-903f-51e965ac5393']",19,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:19.849,Pass,
,,,,,,,,,,,,,,,,2.028796,,,,,,,,,,,,,,,43af9d93-1e37-48d1-b9f4-27118841a834,1608,,,"[9.4, 44.2]",3890388,45,,,,,1.1831515,,Left Foot,,,"[21.2, 73.1]",,Ground Pass,31.21618,,,,Neven Subotić,4430.0,,,,,,,2,Regular Play,Roman Bürki,8225.0,Goalkeeper,95,Borussia Dortmund,180,"['ab2c314c-f0bb-41a2-8d26-87a981a66dad', 'af50031b-a9af-4338-b0c3-3c6a42245925']",23,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:23.503,Pass,True
,,,,,,,,,,,,,,,,1.436585,,,,,,,,,,,,,,,30e12b96-4b36-4e71-9018-73027eb2807e,1610,,,"[21.2, 73.1]",3890388,45,,,,,-0.28842956,,Left Foot,,,"[39.4, 67.7]",,Low Pass,18.984203,,,,Matthias Ginter,8808.0,,,,,,,2,Regular Play,Neven Subotić,4430.0,Right Center Back,95,Borussia Dortmund,180,['7a5cee43-66fe-43d1-a73c-19d327bd331d'],25,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:25.532,Pass,
,,,,,,,,,,,,,,,,0.90987,,,,,,,,,,,,,,,0ff1c95f-46c4-4046-82e0-b0f31786fa3a,1614,,,"[38.7, 67.2]",3890388,45,,,,,-1.1995367,,Right Foot,,,"[43.8, 54.1]",,Ground Pass,14.057738,,,,Gonzalo Castro Randon,8233.0,,,,,,,2,Regular Play,Matthias Ginter,8808.0,Center Defensive Midfield,95,Borussia Dortmund,180,"['936bbfed-48b2-4196-99df-d7b3dfe15f15', 'a3801219-744e-4ff6-8623-66f69f18b2a3']",28,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:28.080,Pass,True
,,,,,,,,,,,,,,,,0.637991,,,,,,,,,,,,,,,eacfad41-0418-4cd2-a107-4e4c9c363b0f,1617,,,"[43.8, 54.7]",3890388,45,,,,,0.27510136,,Right Foot,,,"[56.2, 58.2]",,Ground Pass,12.884487,,,,Henrikh Mkhitaryan,3275.0,,,,,,,2,Regular Play,Gonzalo Castro Randon,8233.0,Left Center Midfield,95,Borussia Dortmund,180,"['04a081f6-95e0-48d1-9443-a3b6aaac0095', '4984d8ff-b8ac-4740-b05d-4fe526cb8efd']",28,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:28.990,Pass,True
,,,,,,,,,,,,,,,,1.054132,,,,,,,,,,,,,,,b025a7a4-b0c3-4b70-8bfc-ce79158fa937,1621,,,"[56.5, 58.4]",3890388,45,,,,,1.6802473,,Right Foot,,,"[55.5, 67.5]",,Ground Pass,9.15478,,,,İlkay Gündoğan,10287.0,,,,,,,2,Regular Play,Henrikh Mkhitaryan,3275.0,Right Wing,95,Borussia Dortmund,180,['08ad6669-17ba-460b-a895-34282f9fa211'],29,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:29.628,Pass,
,,,,,,,,,,,,,,,,0.879151,,,,,,,,,,,,,,,e20244be-c2c0-48e8-8707-f6a5c9cecd0a,1624,,,"[61.6, 52.4]",3890388,45,,,,,-0.5648049,,Left Foot,,,"[71.7, 46.0]",,Ground Pass,11.957006,,,,Henrikh Mkhitaryan,3275.0,,,,,,,2,Regular Play,İlkay Gündoğan,10287.0,Right Center Midfield,95,Borussia Dortmund,180,['7b70b79b-cb95-4640-80fb-293b1328c309'],33,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:33.066,Pass,
,,,,,,,,,,,,,,,,2.348104,,,,,,,,,,,,,,,575bcf97-a9d9-4e2e-82aa-85b54d823560,1636,,,"[48.2, 29.9]",3890388,45,,,,,-1.286722,,Right Foot,,,"[52.2, 16.2]",,Ground Pass,14.272,,Injury Clearance,,,,,,,,,,2,Regular Play,Sven Bender,8216.0,Left Center Back,95,Borussia Dortmund,180,,39,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:39.344,Pass,
,,,,,,,,,,,,,,,,0.978031,,,,,,,,,,,,,,,d02f42a2-f438-4a33-a362-0985a0cbf195,1639,,,"[71.0, 50.2]",3890388,46,,,,,0.1308274,,Right Foot,,,"[78.6, 51.2]",,Ground Pass,7.6655073,,Injury Clearance,,Max Kruse,8386.0,,,,,,Recovery,2,Other,Bas Dost,10594.0,Center Forward,97,Borussia Dortmund,180,['7b3ceef5-750a-4d82-9182-71374676824f'],24,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:24.848,Pass,
,,,,,,,,,,,,,,,,2.094076,,,,,,,,,,,,,,,d20695f8-e03b-4bbc-83a3-0e19fe0f0e1b,1643,,,"[41.4, 28.7]",3890388,46,,,,,1.5355805,,Left Foot,,,"[42.7, 65.6]",,Ground Pass,36.922894,,,,Neven Subotić,4430.0,,,,,,,2,Other,Sven Bender,8216.0,Left Center Back,97,Borussia Dortmund,180,['c604c117-b9ba-41b7-b18e-4ffb36232b44'],26,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:26.613,Pass,
,,,,,,,,,,,,,,,,0.981161,,,,,,,,,,,,,,,57a673a3-12be-45c2-8cb0-90827b38d564,1647,,,"[51.2, 67.3]",3890388,46,,,,,-0.14865372,,Right Foot,,,"[71.9, 64.2]",,Ground Pass,20.930838,,,,Henrikh Mkhitaryan,3275.0,,,,,,,2,Other,Neven Subotić,4430.0,Right Center Back,97,Borussia Dortmund,180,"['87674fd5-2a0b-4f68-897e-3aaedbae2c48', 'c88e1541-a24c-4924-bac7-fa06fd4ebb11']",30,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:30.829,Pass,True
,,,,,,,,,,,,,,,,1.673461,,,,,,,,,,,,,,,500751eb-d6d0-4ee0-9d99-b978b8992a42,1651,,,"[87.4, 77.4]",3890388,46,,,,,3.1415927,,Left Foot,,,"[81.1, 77.4]",,Ground Pass,6.3,,Incomplete,,Łukasz Piszczek,5658.0,,,,,,,2,Other,Henrikh Mkhitaryan,3275.0,Right Wing,97,Borussia Dortmund,180,"['2662bf7d-4b5f-49b4-96d7-45c84591dc58', '6375bd5d-f552-4f54-bba5-73faf657ffd8']",34,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:34.908,Pass,
,,,,,,,,,,,,,,,,0.618847,,,,,,,,,,,,,,,4901267e-2638-428f-a616-8e27bc18a0c4,1656,,,"[35.0, 5.1]",3890388,46,,,,,2.1930993,,Right Foot,,,"[31.7, 9.7]",,Ground Pass,5.661272,,,,Maximilian Arnold,8235.0,,,,,,,2,Regular Play,Julian Draxler,3186.0,Left Center Midfield,98,Wolfsburg,179,['2ae906e6-4a15-4929-8c79-9c71e83218dc'],36,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:36.827,Pass,
,,,,,,,,,,,,,,,,0.863025,,,,,,,,,,,,,,,643f0b8c-801d-45a3-8d9f-2c72001ba7df,1658,,,"[31.7, 9.7]",3890388,46,,,,,-0.90372396,,Left Foot,,,"[38.0, 1.7]",,Ground Pass,10.182829,,,,André Schürrle,10281.0,,,,,,,2,Regular Play,Maximilian Arnold,8235.0,Center Defensive Midfield,98,Wolfsburg,179,['a2bc2453-b69a-41c3-823f-57b8e6b16e99'],37,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:37.446,Pass,
,,,,,,,,,,,,,,,,1.225972,,,,,,,,,,,,,,,5cfd8347-6fd5-43ef-acbe-193e2109b384,1662,,,"[46.4, 1.4]",3890388,46,,,,,0.060794555,,Right Foot,,,"[57.9, 2.1]",,Ground Pass,11.521285,,,,Max Kruse,8386.0,,,,,,,2,Regular Play,André Schürrle,10281.0,Left Midfield,98,Wolfsburg,179,"['3f2e73a2-4f89-4572-ad64-a9086349db5e', 'ba7ea343-733d-44d5-9238-33d4c39bb0cf']",39,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:39.964,Pass,True
,,,,,,,,,,,,,,,,1.521567,,,,,,,,,,,,,,,14920f4c-9a8b-4345-bec7-9fdca64c46cc,1667,,,"[61.6, 77.7]",3890388,46,,,,,0.030602688,,Right Foot,,,"[71.4, 78.0]",,Ground Pass,9.804591,,,,Henrikh Mkhitaryan,3275.0,,,,,,Recovery,2,Regular Play,Neven Subotić,4430.0,Right Center Back,99,Borussia Dortmund,180,['b07b6dda-e1f5-4180-bb90-e3948e323917'],41,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:41.548,Pass,
,,,,,,,,,,,,,,,,0.824856,,,,,,,,,,,,,,,13405888-2022-4cdb-8b03-923ec7cd4f48,1671,,,"[68.9, 78.6]",3890388,46,,,,,-1.9195673,,Left Foot,,,"[67.7, 75.3]",,Ground Pass,3.51141,,,,Łukasz Piszczek,5658.0,,,,,,,2,Regular Play,Henrikh Mkhitaryan,3275.0,Right Wing,99,Borussia Dortmund,180,"['525d89f8-f091-4a3b-899b-8b4aab548900', '9396bf87-50ec-48ac-b42e-c21182e1c146']",44,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:44.475,Pass,True
,,,,,,,,,,,,,,,,0.947685,,,,,,,,,,,,,,,7fe414b7-a30f-403b-8507-165cf123d999,1674,,,"[72.6, 72.6]",3890388,46,,,,,-1.2003039,,Right Foot,,,"[77.3, 60.5]",,Ground Pass,12.980755,,,,Marco Reus,5559.0,,,,,,,2,Regular Play,Łukasz Piszczek,5658.0,Right Back,99,Borussia Dortmund,180,['a6a8f3b1-faad-4e72-b569-39bd2f190038'],46,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:46.377,Pass,
,,,,,,,,,,,,,,,,0.982583,,,,,,,,,,,,,,,dae2d16f-2ca2-4ee9-9b96-f49c0250a2b8,1677,,,"[92.2, 53.1]",3890388,46,,,,,-1.6907846,,Right Foot,,,"[90.5, 39.0]",,Ground Pass,14.202112,,,,Gonzalo Castro Randon,8233.0,,,,,,,2,Regular Play,Marco Reus,5559.0,Left Wing,99,Borussia Dortmund,180,['00f2fc31-5830-480d-bb46-6bda8de4c86a'],50,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:50.185,Pass,
,,,,,,,,,,,,,,,,3.658427,,,,,,,,,,,,,,,e486eb3a-6883-4444-b897-a36e8aab4424,1681,,,"[8.2, 75.7]",3890388,47,,,,,-0.029577171,,Right Foot,,,"[75.8, 73.7]",,High Pass,67.62958,,Incomplete,,Bas Dost,10594.0,,,,,,,2,Regular Play,Adelino André Vieira Freitas,10790.0,Right Back,100,Wolfsburg,179,"['2e759a58-0b70-49f9-a3ed-eac9b1bc9c65', '37a6ec0f-e80f-42e3-9305-3f4ced8ad108']",0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:00.538,Pass,
,,,,,,,,,,,,,,,,2.625545,,,,,,,,,,,,,,,37a6ec0f-e80f-42e3-9305-3f4ced8ad108,1683,,,"[44.3, 6.4]",3890388,47,,,,,0.0,,Left Foot,,,"[71.9, 6.4]",,High Pass,27.6,,,,Gonzalo Castro Randon,8233.0,,,,,,Recovery,2,Regular Play,Sven Bender,8216.0,Left Center Back,100,Wolfsburg,179,"['227cc50d-b78c-4508-b43f-1d3094c92ad4', 'e486eb3a-6883-4444-b897-a36e8aab4424']",4,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:04.196,Pass,
,,,,,,,,,,,,,,,,1.312594,,,,,,,,,,,,,,,949e4f9d-1c9e-41ac-8d6a-e6806f95a3d2,1687,,,"[56.2, 80.0]",3890388,47,,True,,,-1.8115437,,,,,"[52.1, 63.3]",,High Pass,17.19593,,,,Maximilian Arnold,8235.0,,,,,,Throw-in,2,From Throw In,Daniel Caligiuri,8521.0,Right Midfield,101,Wolfsburg,179,['78d4a21d-cb13-4d1e-b043-333dfed26907'],10,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:10.874,Pass,
,,,,,,,,,,,,,,,,1.23316,,,,,,,,,,,,,,,d53c2bd7-8dd7-491e-ae26-cf94ebaf97ff,1693,,,"[65.9, 13.5]",3890388,47,,,,,0.7278701,,Right Foot,,,"[76.0, 22.5]",,Ground Pass,13.528119,,,,Marco Reus,5559.0,,,,,,,2,From Throw In,İlkay Gündoğan,10287.0,Right Center Midfield,101,Wolfsburg,179,['4ae89bf4-5a3c-4b8d-9e3c-ab4766b6b0bc'],15,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:15.576,Pass,
,,,,,,,,,,,,,,,,2.544494,,,,,,,,,,,,,,,eeb957f5-a8af-4523-b840-07c7e3f4ed78,1700,,,"[84.7, 31.6]",3890388,48,,,,,0.45515266,,Right Foot,,,"[117.8, 47.8]",,High Pass,36.85173,,Incomplete,,Matthias Ginter,8808.0,,,,,,Free Kick,2,From Free Kick,İlkay Gündoğan,10287.0,Right Center Midfield,102,Borussia Dortmund,180,"['1fa18dee-aeeb-4ef0-a408-50a028cdb56b', 'e763c8de-260e-4b20-926b-97b48296fac1']",8,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:08.478,Pass,
,,,,,,,,,,,,,,,,3.283069,,,,,,,,,,,,,,,81789aa1-0057-48bd-bbde-7b150017edf5,1704,,,"[16.2, 23.9]",3890388,48,,,,,0.64116853,,Drop Kick,,,"[64.3, 59.8]",,High Pass,60.020164,,,,Max Kruse,8386.0,,,,,,,2,Regular Play,Diego Orlando Benaglio,4600.0,Goalkeeper,103,Wolfsburg,179,['94e25143-6b00-48a6-ad9e-ea599a095c6e'],15,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:03:15.076,Pass,
,,,,,,,,,,,,,,,,0.489643,,,,,,,,,,,,,,,dd16db06-5f01-4989-870e-a44c2517db37,1708,,,"[56.9, 63.3]",3890388,48,,,,,1.7335237,,Left Foot,,,"[55.8, 70.0]",,Ground Pass,6.789698,,,,Adelino André Vieira Freitas,10790.0,,,,,,,2,Regular Play,Max Kruse,8386.0,Right Center Midfield,103,Wolfsburg,179,['e6fd492e-fbc3-4438-9e29-439dc061f8c2'],20,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:03:20.571,Pass,
,,,,,,,,,,,,,,,,1.302858,,,,,,,,,,,,,,,744f4b85-474c-4323-b51b-e175f0a89fdc,1712,,,"[64.3, 0.1]",3890388,48,,,,,0.59540987,,,,,"[73.6, 6.4]",,Low Pass,11.232987,,,,Pierre-Emerick Aubameyang,3712.0,,,,,,Throw-in,2,From Throw In,Marcel Schmelzer,11458.0,Left Back,104,Borussia Dortmund,180,['659afd3a-df18-4198-b516-9e9ad18b34ff'],38,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:38.594,Pass,
,,,,,,,,,,,,,,,,0.766505,,,,,,,,,,,,,,,6e0b0272-2f3b-4778-849e-6643e05a9984,1717,,,"[71.3, 4.7]",3890388,48,,,,,-2.9335365,,Right Foot,,,"[62.3, 2.8]",,Ground Pass,9.198369,,,,Marcel Schmelzer,11458.0,,,,,,,2,From Throw In,Pierre-Emerick Aubameyang,3712.0,Center Forward,104,Borussia Dortmund,180,"['035e7511-0ec5-4570-be48-0198122b064e', '4ec8e3a6-ac4f-4b71-814a-9a21009b5307']",41,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:41.170,Pass,True
,,,,,,,,,,,,,,,,3.920175,,,,,,,,,,,,,,,90985507-3849-4446-8afb-9d9bb10c6632,1720,,,"[64.0, 2.3]",3890388,48,,,,,0.14399642,,Left Foot,,,"[104.0, 8.1]",,Ground Pass,40.418312,,,,Marco Reus,5559.0,,,,,,,2,From Throw In,Marcel Schmelzer,11458.0,Left Back,104,Borussia Dortmund,180,['df376f3f-7d27-48cf-a3be-b5f444699431'],42,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:42.637,Pass,
,,,,,,,,,,,,,,,,2.052141,,,,,,,,,,,,,,,c6300b8c-64fd-4f7f-a69e-abefa1e3d63e,1725,,,"[120.0, 4.7]",3890388,48,,,,,3.0952682,,Right Foot,,,"[104.9, 5.4]",,Ground Pass,15.116217,,Incomplete,,Gonzalo Castro Randon,8233.0,,,,,,,2,From Throw In,Marco Reus,5559.0,Left Wing,104,Borussia Dortmund,180,"['7e671d22-e4d9-4434-a2b8-20c8be182dbd', '8254641b-2a39-42d9-881d-9ff3b8e45695', 'db9dfb93-e7d7-404d-8e65-68643ab89b2b']",48,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:48.950,Pass,True
,,,,,,,,,,,True,,,,,1.040276,,,,,,,,,,,,,,,db9dfb93-e7d7-404d-8e65-68643ab89b2b,1728,,,"[15.2, 74.7]",3890388,48,,,,,-3.057286,,Left Foot,,,"[8.1, 74.1]",,Ground Pass,7.125307,,,,Adelino André Vieira Freitas,10790.0,,,,,,Interception,2,Regular Play,Maximilian Arnold,8235.0,Center Defensive Midfield,105,Wolfsburg,179,"['2a367cad-ebfe-4f98-9599-d8a40380095c', '64898993-f116-4a6e-a714-e459503d76c1', 'c6300b8c-64fd-4f7f-a69e-abefa1e3d63e']",51,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:03:51.003,Pass,True
,,,,,,,,,,,,,,,,0.10822,,,,,,,,,,,,,,,c1f75b04-5dc8-437a-9f46-3b59a467b595,1731,,,"[9.1, 73.6]",3890388,48,,,,,0.021273386,,Right Foot,,,"[13.8, 73.7]",,Low Pass,4.7010636,,Incomplete,,Daniel Caligiuri,8521.0,,,,,,,2,Regular Play,Adelino André Vieira Freitas,10790.0,Right Back,105,Wolfsburg,179,"['2b5c2112-bda1-4350-ae0c-0ca839998a68', 'b226740a-86d4-406f-9857-dedd6485f984']",52,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:03:52.083,Pass,
,,,,,,,,,,,,,,,,2.32288,,,,,,,,,,,,,,,fc0f3f15-fbf9-423f-aada-54a55bbde579,1737,,,"[12.5, 52.6]",3890388,48,,,,,0.6759883,,Right Foot,,,"[41.8, 76.1]",,High Pass,37.55982,,,,Max Kruse,8386.0,,,,,,,2,Regular Play,Timm Klose,9461.0,Left Center Back,105,Wolfsburg,179,['a43deb91-c7dc-4826-8f56-1bf58c62cda9'],55,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:03:55.434,Pass,
,,,,,,,,,,,,,,,,0.914971,,,,,,,,,,,,,,,9cdb3312-d532-4fea-b4d0-0871dfb0a14d,1741,,,"[36.3, 76.8]",3890388,48,,,,,-2.4053352,,Left Foot,,,"[29.9, 71.0]",,Ground Pass,8.637129,,,,Adelino André Vieira Freitas,10790.0,,,,,,,2,Regular Play,Max Kruse,8386.0,Right Center Midfield,105,Wolfsburg,179,['5f326249-eda7-4781-95db-7bc92ad2c452'],59,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:03:59.647,Pass,
,,,,,,,,,,,,,,,,3.400178,,,,,,,,,,,,,,,edbfd259-cb52-4e2e-8cd6-1bae3cc5573b,1743,,,"[30.2, 71.0]",3890388,49,,,,,0.1915865,,Right Foot,,,"[76.6, 80.0]",,Ground Pass,47.264786,,Out,,Daniel Caligiuri,8521.0,,,,,,,2,Regular Play,Adelino André Vieira Freitas,10790.0,Right Back,105,Wolfsburg,179,['4edd92e9-3e2b-4dac-aba7-4f05061da9af'],0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:04:00.562,Pass,
,,,,,,,,,,,,,,,,0.932298,,,,,,,,,,,,,,,25c62bbb-0590-4c8f-91ad-fa5c22767b56,1745,,,"[42.1, 0.1]",3890388,49,,,,,1.3925289,,,,,"[44.1, 11.2]",,Low Pass,11.278741,,,,Matthias Ginter,8808.0,,,,,,Throw-in,2,From Throw In,Marcel Schmelzer,11458.0,Left Back,106,Borussia Dortmund,180,['c108e510-d97c-40af-8829-199cf36a9a57'],17,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:17.310,Pass,
,,,,,,,,,,,,,,,,1.311029,,,,,,,,,,,,,,,4bb62b4a-f976-4c89-9254-26f811e22f08,1747,,,"[44.1, 10.8]",3890388,49,,,,,-1.541393,,Right Foot,,,"[44.3, 4.0]",,Ground Pass,6.8029404,,,,Marcel Schmelzer,11458.0,,,,,,,2,From Throw In,Matthias Ginter,8808.0,Center Defensive Midfield,106,Borussia Dortmund,180,['64bdbe60-8519-4a11-98c3-547302483ebd'],18,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:18.242,Pass,
,,,,,,,,,,,,,,,,1.424068,,,,,,,,,,,,,,,84f9de34-81de-46a5-b7c7-ac9c5eb27819,1749,,,"[44.3, 4.0]",3890388,49,,,,,0.23236673,,Left Foot,,,"[70.5, 10.2]",,High Pass,26.923595,,Incomplete,,Marco Reus,5559.0,,,,,,,2,From Throw In,Marcel Schmelzer,11458.0,Left Back,106,Borussia Dortmund,180,"['3b26eba2-65fb-4fda-aa34-7a2e64e83dc2', 'a4966631-332b-4ad4-b599-ee28f5299544']",19,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:19.553,Pass,
,,,,,,,,,,,,,,,,1.60262,,,,,,,,,,,,,,,4f315f5a-afcd-495f-80ba-c93fdaacdf81,1752,,,"[49.5, 0.1]",3890388,49,,,,,0.6435011,,,,,"[65.9, 12.4]",,High Pass,20.5,,,,Pierre-Emerick Aubameyang,3712.0,,,,,,Throw-in,2,From Throw In,Marcel Schmelzer,11458.0,Left Back,107,Borussia Dortmund,180,['6feb6558-37e0-45c0-99b4-f4dbfd9b421f'],35,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:35.315,Pass,
