bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.01604,,,,,,,,,,,,,,4088bc24-9de0-4150-879c-0fb0b8da2ff4,1391,,"[63.1, 73.1]",3890540,36,,,,0.058755822,,Right Foot,,,"[76.7, 73.9]",,Ground Pass,,13.623509,,,,,Karim Bellarabi,8213.0,,,,,,1,From Throw In,Lars Bender,8969.0,Right Back,80,Bayer Leverkusen,904,['448248cd-834f-4075-9f92-9290a1e43fa4'],35,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:35.919,Pass,
,,,,,,,,,,,,,,,,,0.764621,,,,,,,,,,,,,,aa61e050-0aa3-4a7b-8312-4c5747577c8c,1393,,"[77.9, 74.6]",3890540,36,,,,-1.5981867,,Right Foot,,,"[77.7, 67.3]",,Ground Pass,,7.302739,,,,,Javier Hernández Balcázar,3058.0,,,,,,1,From Throw In,Karim Bellarabi,8213.0,Right Wing,80,Bayer Leverkusen,904,['8702d326-fc04-45f0-a395-2e77ff25dd91'],36,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:36.935,Pass,
,,,,,,,,,,,,,,,,,0.016287,,,,,,,,,,,,,,08d9bc69-546b-4392-b559-dab683b83e78,1396,,"[84.3, 62.9]",3890540,36,,,,-1.5535567,,Right Foot,,,"[85.0, 22.3]",,Ground Pass,,40.606033,True,,Incomplete,,Hakan Çalhanoğlu,7039.0,,True,,,,1,From Throw In,Javier Hernández Balcázar,3058.0,Center Forward,80,Bayer Leverkusen,904,"['1c7ad8fb-39e5-47e4-a5c6-cb97c5b18f71', '7eacb2b1-7074-4b53-8c6b-820291a4632e']",40,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:40.942,Pass,
,,,,,,,,,,,,,,,,,1.39641,,,,,,,,,,,,,,5543a7d5-f8a1-4818-96b9-1204c6c3c20e,1401,,"[37.1, 57.3]",3890540,36,,,,1.2824523,,Right Foot,,,"[40.6, 69.1]",,Ground Pass,,12.308127,,,,,Peter Pekarík,9722.0,,,,,,1,Regular Play,Salomon Armand Magloire Kalou,8575.0,Right Midfield,81,Hertha Berlin,173,['fc4fdaed-0132-490a-8e29-39be64bee0de'],44,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:36:44.637,Pass,
,,,,,,,,,,,,,,,,,1.946167,,,,,,,,,,,,,,10cff317-f305-4ac1-8637-77f04657df47,1406,,"[42.4, 80.0]",3890540,36,,,,-2.7302113,,,,,"[22.0, 71.1]",,Low Pass,,22.256908,,,,,Sebastian Langkamp,8580.0,,,,,Throw-in,1,From Throw In,Peter Pekarík,9722.0,Right Back,82,Hertha Berlin,173,['e09a9234-d714-483a-b14f-697165e2181e'],51,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:36:51.894,Pass,
,,,,,,,,,,,,,,,,,1.536016,,,,,,,,,,,,,,38376690-6c3e-4728-b41a-234e63785f74,1409,,"[15.2, 64.5]",3890540,36,,,,-2.3273563,,Right Foot,,,"[5.1, 53.8]",,Ground Pass,,14.713939,,,,,Rune Almenning Jarstein,8577.0,,,,,,1,From Throw In,Sebastian Langkamp,8580.0,Right Center Back,82,Hertha Berlin,173,['d75cf7a4-98b2-4daf-90be-e26961bc3804'],55,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:36:55.492,Pass,
,,,,,,,,,,,,,,,,,4.128083,,,,,,,,,,,,,,b6e66968-11ae-4061-9134-5151f4826092,1411,,"[5.3, 53.8]",3890540,36,,,,-0.13695243,,Right Foot,,,"[64.8, 45.6]",,High Pass,,60.062386,,,,,Vedad Ibišević,8571.0,,,,,,1,From Throw In,Rune Almenning Jarstein,8577.0,Goalkeeper,82,Hertha Berlin,173,['6c730e99-33cd-4dd0-909b-734a45a226e5'],57,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:36:57.028,Pass,
,,,,,,,,,,,,,,,,,1.71083,,,,,,,,,,,,,,91302829-0358-44fd-9f56-9d96e439e145,1414,,"[65.1, 45.6]",3890540,37,,,True,2.3310425,,,,,"[49.6, 61.9]",,High Pass,,22.49311,,,Incomplete,,Peter Pekarík,9722.0,,,,,,1,From Throw In,Vedad Ibišević,8571.0,Center Forward,82,Hertha Berlin,173,"['1d310ac0-5f3b-4470-8730-fae186374bda', '25819de5-2221-4b5d-bfcc-ba908bfadb05', 'ab64d634-abcf-47fb-9d5c-e65bb4c17af5']",1,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:37:01.196,Pass,True
,,,,,,,,,,,,,,,,,1.529684,,,,,,,,,,,,,,028bbc8d-7eec-4dcb-9834-8dff2557434f,1418,,"[63.6, 16.5]",3890540,37,,,,-1.1578864,,Right Foot,,,"[68.2, 6.0]",,Ground Pass,,11.46342,,,,,Benjamin Henrichs,8211.0,,,,,,1,Regular Play,Julian Brandt,5555.0,Left Wing,83,Bayer Leverkusen,904,['c14eadc6-db0f-48a1-b123-acf85abb1f7a'],5,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:05.055,Pass,
,,,,,,,,,,,,,,,,,0.770532,,,,,,,,,,,,,,3c97c865-f66d-4fbd-b65d-fa630304a4d8,1421,,"[76.2, 11.5]",3890540,37,,,,-0.10945095,,Right Foot,,,"[85.3, 10.5]",,Ground Pass,,9.15478,,,,,Julian Brandt,5555.0,,,,,,1,Regular Play,Benjamin Henrichs,8211.0,Left Back,83,Bayer Leverkusen,904,['c5a4aa23-ac99-43f8-8c78-6c4bfa256128'],9,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:09.825,Pass,
,,,,,,,,,,,,,,,,,0.637285,,,,,,,,,,,,,,1229977b-0d5d-44f6-b46a-c0674bec9860,1425,,"[87.1, 9.6]",3890540,37,,,,3.1415927,,Right Foot,,,"[84.3, 9.6]",,Ground Pass,,2.8,,,,,Hakan Çalhanoğlu,7039.0,,,,,,1,Regular Play,Julian Brandt,5555.0,Left Wing,83,Bayer Leverkusen,904,"['b4bc128f-307b-473c-abe9-97453fec8a84', 'bc291404-6973-4d0d-8670-d92f266d19db']",11,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:11.247,Pass,True
,,,,,,,,,,,,,,,,,0.17876,,,,,,,,,,,,,,8f3938bd-92ff-4f76-b952-292e540d9919,1431,,"[83.6, 6.0]",3890540,37,,,,2.3561945,,Right Foot,,,"[82.7, 6.9]",,Ground Pass,,1.2727922,,,Incomplete,,Karim Bellarabi,8213.0,,,,,Recovery,1,Regular Play,Julian Brandt,5555.0,Left Wing,83,Bayer Leverkusen,904,"['06550dbd-32c2-4f9d-910b-4b481fe10c05', '4a5019d2-0ff7-4df7-bb9c-4ef5b2769dc3', '7423ecd8-baa7-4cac-9b30-18b12c7d7508']",13,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:13.153,Pass,True
,,,,,,,,,,,,,,,,,0.751191,,,,,,,,,,,,,,3f99a3bd-aba7-49c8-8e65-db8e145293c7,1437,,"[27.9, 77.9]",3890540,37,,,,-2.5447667,,Right Foot,,,"[20.1, 72.6]",,Ground Pass,,9.43027,,,,,Peter Pekarík,9722.0,,,,,,1,Regular Play,Per Ciljan Skjelbred,8578.0,Right Center Midfield,84,Hertha Berlin,173,"['5faa2aeb-cdc7-4254-bfe3-945bab315a7b', 'c1301b0b-d872-490a-afd0-02999874b190']",15,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:37:15.877,Pass,True
,,,,,,,,,,,,,,,,,4.259504,,,,,,,,,,,,,,970f8479-3c7d-4621-9ab4-f3fdba220003,1439,,"[19.6, 73.2]",3890540,37,,,,0.011415029,,Right Foot,,,"[63.4, 73.7]",,High Pass,,43.802853,,,Incomplete,,Salomon Armand Magloire Kalou,8575.0,,,,,,1,Regular Play,Peter Pekarík,9722.0,Right Back,84,Hertha Berlin,173,"['09d7986f-a1e8-4f0c-9ba8-75628d2462a8', 'e44c1595-c337-432a-bb95-93877e39589a']",16,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:37:16.628,Pass,
,,,,,,,,,,,,,,,,,2.047236,,,,,,,,,,,,,,09d7986f-a1e8-4f0c-9ba8-75628d2462a8,1441,,"[56.7, 6.4]",3890540,37,,,True,0.513606,,,,,"[64.5, 10.8]",,High Pass,,8.955445,,,Incomplete,,Kevin Kampl,8222.0,,,,,Recovery,1,Regular Play,Christoph Kramer,8805.0,Left Center Back,84,Hertha Berlin,173,"['46421b47-e0ae-45d9-993f-d0bc46f84953', '51e20acf-b339-4036-846e-58b100055419', '970f8479-3c7d-4621-9ab4-f3fdba220003', 'babb5b48-cf41-4261-a622-935192fc210f']",20,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:20.888,Pass,True
,,,,,,,,,,,,,,,,,0.640377,,,,,,,,,,,,,,babb5b48-cf41-4261-a622-935192fc210f,1445,,"[55.6, 69.3]",3890540,37,,,,0.17722538,,Head,,,"[62.3, 70.5]",,Low Pass,,6.8066144,,,,,Salomon Armand Magloire Kalou,8575.0,,,,,Recovery,1,Regular Play,Niklas Stark,8570.0,Center Defensive Midfield,84,Hertha Berlin,173,"['09d7986f-a1e8-4f0c-9ba8-75628d2462a8', 'cfed4355-337c-4b24-849a-91c0bfce47d1', 'f7649e47-21e3-425b-8a2d-057d8cc4d5f0']",22,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:37:22.935,Pass,True
,,,,,,,,,,,,,,,,,0.639109,,,,,,,,,,,,,,2214495e-5985-49f8-9c68-2ca831c44f18,1450,,"[68.1, 67.7]",3890540,37,,,,0.6365082,,Right Foot,,,"[72.7, 71.1]",,Ground Pass,,5.72014,,,Incomplete,,Niklas Stark,8570.0,,,,,Recovery,1,Regular Play,Vedad Ibišević,8571.0,Center Forward,84,Hertha Berlin,173,"['144f2e4a-3355-449b-b4b1-1a089d4797f4', '9f63841a-2c05-4641-aa45-778dc9bb4443']",25,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:37:25.284,Pass,
,,,,,,,,,,,,,,,,,0.632402,,,,,,,,,,,,,,a4fa7a0e-1a7e-4032-a6d0-a6f9a42c4c5b,1455,,"[50.4, 8.2]",3890540,37,,,,-0.10110337,,Right Foot,,,"[57.3, 7.5]",,Ground Pass,,6.935416,,,,,Kevin Kampl,8222.0,,,,,,1,Regular Play,André Ramalho Silva,9363.0,Right Center Back,85,Bayer Leverkusen,904,"['222923eb-bc41-4ca3-a554-dd206f4ac221', 'c0e360ba-7362-4ff2-bc06-3222f37b9065']",27,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:27.685,Pass,True
,,,,,,,,,,,,,,,,,1.301555,,,,,,,,,,,,,,94ee91d1-e312-4dcc-8824-603903f3a0db,1459,,"[55.8, 5.5]",3890540,37,,,,3.0599034,,Right Foot,,,"[38.7, 6.9]",,Ground Pass,,17.157215,,,,,Christoph Kramer,8805.0,,,,,,1,Regular Play,Kevin Kampl,8222.0,Right Defensive Midfield,85,Bayer Leverkusen,904,['10f9f4de-e4fc-4376-ab8c-2ec1bb188d8a'],29,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:29.824,Pass,
,,,,,,,,,,,,,,,,,1.932787,,,,,,,,,,,,,,d1f9410f-f58b-4455-9257-5fbfe645c61a,1462,,"[32.4, 11.0]",3890540,37,,,,2.3265002,,Right Foot,,,"[12.8, 31.8]",,Ground Pass,,28.579714,,,,,Bernd Leno,15581.0,,,,,,1,Regular Play,Christoph Kramer,8805.0,Left Center Back,85,Bayer Leverkusen,904,['549936d8-9219-45d0-b9f6-1a32edd0f1bf'],32,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:32.694,Pass,
,,,,,,,,,,,,,,,,,1.501465,,,,,,,,,,,,,,9186abab-2e49-40dd-a9d9-1a8349d47a52,1465,,"[13.1, 30.4]",3890540,37,,,,-0.98279375,,Right Foot,,,"[21.9, 17.2]",,Ground Pass,,15.864426,,,,,Christoph Kramer,8805.0,,,,,,1,Regular Play,Bernd Leno,15581.0,Goalkeeper,85,Bayer Leverkusen,904,['b0ebdbf1-066f-432f-b0dc-5eeb670c5d52'],36,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:36.004,Pass,
,,,,,,,,,,,,,,,,,1.430591,,,,,,,,,,,,,,fd6528bd-4f1c-46a8-95e1-feebceed2d51,1468,,"[29.0, 14.2]",3890540,37,,,,-0.71442753,,Right Foot,,,"[40.3, 4.4]",,Ground Pass,,14.957606,,,,,Kevin Kampl,8222.0,,,,,,1,Regular Play,Christoph Kramer,8805.0,Left Center Back,85,Bayer Leverkusen,904,['c3a858ec-163d-4ecb-8d70-006b6f33747e'],39,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:39.339,Pass,
,,,,,,,,,,,,,,,,,1.52648,,,,,,,,,,,,,,c3c259fd-9ce2-450e-8d2c-419cbbc42910,1471,,"[44.5, 9.0]",3890540,37,,,,1.6224221,,Right Foot,,,"[42.8, 41.9]",,Ground Pass,,32.943893,,,,,Charles Mariano Aránguiz Sandoval,8210.0,,,,,,1,Regular Play,Kevin Kampl,8222.0,Right Defensive Midfield,85,Bayer Leverkusen,904,['c22a0601-f99a-4394-8a8c-6ac64aae13a9'],44,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:44.190,Pass,
,,,,,,,,,,,,,,,,,1.414957,,,,,,,,,,,,,,fcf27191-fc80-4096-9132-d6f8f34348fb,1474,,"[50.4, 50.9]",3890540,37,,,,1.4298453,,Right Foot,,,"[52.5, 65.7]",,Ground Pass,,14.948244,,,,,André Ramalho Silva,9363.0,,,,,,1,Regular Play,Charles Mariano Aránguiz Sandoval,8210.0,Left Defensive Midfield,85,Bayer Leverkusen,904,['d486fe70-f876-4c48-a730-5d24b34a08ce'],48,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:48.706,Pass,
,,,,,,,,,,,,,,,,,2.179887,,,,,,,,,,,,,,de7d85b7-e13d-4caf-99d4-ff15a4373800,1481,,"[65.4, 50.4]",3890540,37,,,,-0.7274666,,Left Foot,,,"[95.5, 23.6]",,High Pass,,40.301987,,,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,1,Regular Play,André Ramalho Silva,9363.0,Right Center Back,85,Bayer Leverkusen,904,"['04d16656-9be2-44ed-9686-3a55efc2ab61', '9eb0af0c-79df-4ada-a5fc-107e51155e5d']",54,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:54.166,Pass,
,,,,,,,,,,,,,,,,,1.355885,,,,,,,,,,,,,,9eb0af0c-79df-4ada-a5fc-107e51155e5d,1483,,"[24.6, 56.5]",3890540,37,,,,-0.768733,,Head,,,"[36.8, 44.7]",,Low Pass,,16.97292,,,Incomplete,,Niklas Stark,8570.0,,,,,Recovery,1,Regular Play,Peter Pekarík,9722.0,Right Back,85,Bayer Leverkusen,904,"['1ebefa28-74a2-4ac6-a749-375c97001877', '39f9a9a4-9d40-4988-ae73-49d26660c2ec', 'de7d85b7-e13d-4caf-99d4-ff15a4373800']",56,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:37:56.346,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,4e016ba0-bb5c-449a-89ef-342085b189c8,1495,,"[7.7, 41.8]",3890540,39,True,,,0.08693628,,Keeper Arm,,,"[29.5, 43.7]",,Ground Pass,,21.88264,,,,,Tolga Ciğerci,30439.0,,,,,,1,From Keeper,Rune Almenning Jarstein,8577.0,Goalkeeper,88,Hertha Berlin,173,['2b7e125c-e879-4696-a521-f04c53feb1fa'],12,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:39:12.238,Pass,
,,,,,,,,,,,,,,,,,1.775425,,,,,,,,,,,,,,737bf9e8-effb-451e-bc89-c0a368052a29,1497,,"[28.7, 42.9]",3890540,39,True,,,1.6424224,,Right Foot,,,"[27.1, 65.2]",,Ground Pass,,22.357325,,,,,Sebastian Langkamp,8580.0,,,,,,1,From Keeper,Tolga Ciğerci,30439.0,Left Center Midfield,88,Hertha Berlin,173,['9b3e9a03-523e-48f8-84d1-6d14be49a22c'],14,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:39:14.137,Pass,
,,,,,,,,,,,,,,,,,1.536007,,,,,,,,,,,,,,7a81ec01-78f4-45cd-813f-ca4a97ccf603,1499,,"[37.6, 69.6]",3890540,39,,,,-0.25152403,,Right Foot,,,"[69.9, 61.3]",,Low Pass,,33.34936,,,,,Salomon Armand Magloire Kalou,8575.0,,,,,,1,From Keeper,Sebastian Langkamp,8580.0,Right Center Back,88,Hertha Berlin,173,['e237fd24-7eea-4b30-bdbf-d1fdfe33755d'],18,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:39:18.499,Pass,
,,,,,,,,,,,,,,,,,0.802042,,,,,,,,,,,,,,3611402d-84ad-4dd2-aa42-fb35050d5783,1508,,"[72.0, 76.0]",3890540,39,,,,-0.63231945,,Right Foot,,,"[82.1, 68.6]",,Ground Pass,,12.520782,,,,,Salomon Armand Magloire Kalou,8575.0,,,,,,1,From Keeper,Peter Pekarík,9722.0,Right Back,88,Hertha Berlin,173,"['0575476e-d9ae-4e2a-89a8-2619aeeb7cc3', 'fd212707-229d-4d29-af9d-7109379e7d56']",24,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:39:24.764,Pass,True
,,,,,,,,,,,,,,,,,1.470844,,,,,,,,,,,,,,b8d6c446-6c50-445a-94d5-351466b8378b,1514,,"[84.4, 71.1]",3890540,39,,,,-0.80007213,,Right Foot,True,,"[107.9, 46.9]",,High Pass,,33.732624,,,Incomplete,,Niklas Stark,8570.0,,,,,Free Kick,1,From Free Kick,Tolga Ciğerci,30439.0,Left Center Midfield,89,Hertha Berlin,173,"['2b9d98e6-a267-40f8-8bd4-09d28937ae36', '65852069-d8c0-48a3-a4a8-b84066b8f0ab']",59,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:39:59.287,Pass,
,,,,,,,,,,,,,,,,,0.789999,,,,,,,,,,,,,,6091ba75-72d2-4b42-89e8-bacfae5e06b8,1517,,"[106.5, 80.0]",3890540,40,True,,,-1.6733762,,,,,"[105.8, 73.2]",,Low Pass,,6.8359346,,,,,Per Ciljan Skjelbred,8578.0,,,,,Throw-in,1,From Throw In,Mitchell Weiser,8576.0,Left Midfield,90,Hertha Berlin,173,['6363d73a-bc8f-430c-a92c-a3f2b225fff4'],10,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:40:10.435,Pass,
,,,,,,,,,,,,,,,,,0.874312,,,,,,,,,,,,,,bddcfa7c-d2cd-4554-adda-14f7031ab39f,1519,,"[105.8, 72.3]",3890540,40,True,,,2.574055,,Right Foot,,,"[97.8, 77.4]",,Ground Pass,,9.48736,,,,,Mitchell Weiser,8576.0,,,,,,1,From Throw In,Per Ciljan Skjelbred,8578.0,Right Center Midfield,90,Hertha Berlin,173,['34f0c61b-f0df-4139-9c92-3a4627b52138'],11,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:40:11.652,Pass,
,,,,,,,,,,,,,,,,,2.182568,,,,,,,,,,,,,,a0544eb5-4474-4345-a98a-ed7c86c6fcf0,1522,,"[98.7, 76.9]",3890540,40,,,,-0.6845271,,Right Foot,,,"[112.3, 65.8]",,Ground Pass,,17.554771,,,Incomplete,,Per Ciljan Skjelbred,8578.0,,,,,,1,From Throw In,Mitchell Weiser,8576.0,Left Midfield,90,Hertha Berlin,173,"['02cd92fa-26fc-4dd0-8e15-ec2c8f47dc90', '299c4321-ac38-496a-b7a7-eab2ddf080d6', 'afa2c71d-743c-4288-8d73-a52c557dc05e']",14,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:40:14.669,Pass,True
,,,,,,,,,,,,,,,,,1.673761,,,,,,,,,,,,,,afa2c71d-743c-4288-8d73-a52c557dc05e,1524,,"[7.8, 14.3]",3890540,40,,,,-1.6539376,,Left Foot,,,"[6.8, 2.3]",,High Pass,,12.0415945,,,,,Kevin Kampl,8222.0,,,,,Recovery,1,From Throw In,Christoph Kramer,8805.0,Left Center Back,90,Hertha Berlin,173,"['8a07ce89-1423-41bf-b25b-78a216f61ca5', 'a0544eb5-4474-4345-a98a-ed7c86c6fcf0']",16,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:40:16.851,Pass,
,,,,,,,,,,,,,,,,,1.464372,,,,,,,,,,,,,,c4e80b4d-8aae-4d02-9a8f-daa0bf2c338a,1527,,"[3.6, 3.7]",3890540,40,,,,-0.109983824,,Right Foot,,,"[36.2, 0.1]",,High Pass,,32.798172,,,Out,,Javier Hernández Balcázar,3058.0,,,,,,1,From Throw In,Kevin Kampl,8222.0,Right Defensive Midfield,90,Hertha Berlin,173,['b3a39b32-5fc2-4463-8944-40c7fb4398a8'],19,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:40:19.661,Pass,
,,,,,,,,,,,,,,,,,0.859365,,,,,,,,,,,,,,c84543c5-e6f7-4829-ab03-c7de7dcadeb5,1529,,"[87.2, 80.0]",3890540,40,,,,-1.028217,,,,,"[91.3, 73.2]",,Low Pass,,7.940403,,,,,Tolga Ciğerci,30439.0,,,,,Throw-in,1,From Throw In,Peter Pekarík,9722.0,Right Back,91,Hertha Berlin,173,['6d789bc8-d651-4ab3-9b32-70d9b3f03747'],27,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:40:27.674,Pass,
,,,,,,,,,,,,,,,,,0.597373,,,,,,,,,,,,,,a9a789c5-9b69-4367-b8cd-dd299ed10a03,1533,,"[91.4, 73.4]",3890540,40,,,,2.5308666,,Right Foot,,,"[84.4, 78.3]",,Ground Pass,,8.544589,,,,,Peter Pekarík,9722.0,,,,,,1,From Throw In,Tolga Ciğerci,30439.0,Left Center Midfield,91,Hertha Berlin,173,"['c493e166-a45e-44ee-bc80-60999c91531e', 'd310ae23-9082-44cf-bf6c-33ac62e5fce3']",29,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:40:29.420,Pass,True
,,,,,,,,,,,,,,,,,1.825673,,,,,,,,,,,,,,51faf06b-f274-41ed-8ec6-4b553ea1a181,1535,,"[84.7, 78.3]",3890540,40,,,,-1.1344768,,Right Foot,,,"[93.0, 60.5]",,Ground Pass,,19.64001,,,,,Salomon Armand Magloire Kalou,8575.0,,,,,,1,From Throw In,Peter Pekarík,9722.0,Right Back,91,Hertha Berlin,173,['361c70a9-74db-4183-9e8d-5fbf90d28915'],30,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:40:30.018,Pass,
,,,,,,,,,,,,,,,,,0.851585,,,,,,,,,,,,,,3125d91c-54a8-4d97-bf99-8515f523fb92,1544,,"[31.3, 12.6]",3890540,40,,,,-0.962107,,Right Foot,,,"[35.9, 6.0]",,Ground Pass,,8.044874,,,,,Hakan Çalhanoğlu,7039.0,,,,,,1,Regular Play,Charles Mariano Aránguiz Sandoval,8210.0,Left Defensive Midfield,92,Bayer Leverkusen,904,['f525baba-f56b-43c7-8da8-9aa5d54af524'],33,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:40:33.964,Pass,
,,,,,,,,,,,,,,,,,1.162105,,,,,,,,,,,,,,9297ae18-a562-4ca8-9eb1-4e511e0a5345,1547,,"[35.0, 11.0]",3890540,40,,,,1.3690339,,Right Foot,,,"[37.7, 24.2]",,Ground Pass,,13.473307,,,,,Kevin Kampl,8222.0,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,92,Bayer Leverkusen,904,['b9c70e8d-9e71-44e2-9c81-8b6b4691889b'],36,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:40:36.368,Pass,
,,,,,,,,,,,,,,,,,0.605476,,,,,,,,,,,,,,949c9d4f-172f-4542-8b56-beb9890f6638,1551,,"[41.4, 23.2]",3890540,40,,,,-0.7163835,,Right Foot,,,"[53.0, 13.1]",,Ground Pass,,15.380833,,,,,Hakan Çalhanoğlu,7039.0,,,,,,1,Regular Play,Kevin Kampl,8222.0,Right Defensive Midfield,92,Bayer Leverkusen,904,['121e1774-f224-49ea-95e1-e528dcb8e35a'],38,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:40:38.595,Pass,
,,,,,,,,,,,,,,,,,4.082623,,,,,,,,,,,,,,bc99c562-3ce0-4455-8c85-5d4be44c7407,1555,,"[64.7, 24.6]",3890540,40,,,,0.8405147,,Right Foot,,,"[105.8, 70.5]",,High Pass,,61.61185,,,,,Karim Bellarabi,8213.0,,True,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,92,Bayer Leverkusen,904,['57f142a8-caa7-4796-af48-7abbdeec3ee6'],42,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:40:42.302,Pass,
,,,,,,,,,,,,,,,,,1.808694,,,,,,,,,,,,,,66ccd007-8718-4005-8529-2ff4a5d25624,1561,,"[119.4, 77.9]",3890540,41,,,,-1.8448303,27119239-d6dc-49e2-b1f0-1e3ea4b744c1,Right Foot,True,,"[107.2, 34.5]",,High Pass,,45.082146,,,,True,Lars Bender,8969.0,True,True,Outswinging,,Corner,1,From Corner,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,93,Bayer Leverkusen,904,['fadf1de6-f60d-4d89-9a5d-527cb62d9ca3'],31,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:41:31.090,Pass,
,,,,,,,,,,,,,,,,,1.856441,,,,,,,,,,,,,,29129b88-d548-4cea-b14d-6d163333aa4a,1567,,"[111.5, 21.9]",3890540,41,,,,-2.5627306,,Right Foot,,,"[98.8, 13.6]",,Low Pass,,15.171684,,,,,Charles Mariano Aránguiz Sandoval,8210.0,,,,,Recovery,1,From Corner,Javier Hernández Balcázar,3058.0,Center Forward,93,Bayer Leverkusen,904,"['62f60a5c-f38b-45fa-b8b3-d65f057adc37', '8557d300-a45b-4e3f-8c2b-b35a7917cc0a']",35,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:41:35.323,Pass,True
