50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2e82c239-d3a3-4cff-89ce-987b2e3fd52e,1,,,3890496,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 30439, 'name': 'Tolga Ciğerci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6d41b506-505c-45a4-bcb7-c948f2e0c61d,2,,,3890496,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8676, 'name': 'Danny Vieira da Costa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 34}, {'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 9113, 'name': 'Dario Lezcano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 37}, {'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,52df8106-008f-4a29-80e3-2b1aed294a81,3,,,3890496,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['3e3478f4-14d3-427f-9b99-f2f13525c2b8'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3e3478f4-14d3-427f-9b99-f2f13525c2b8,4,,,3890496,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['52df8106-008f-4a29-80e3-2b1aed294a81'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,925b1d73-b715-4a13-9b63-66822b1b86a5,1737,,,3890496,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,104,Hertha Berlin,173,['c252072f-b0b2-466f-bc94-61bd8d75611c'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c252072f-b0b2-466f-bc94-61bd8d75611c,1738,,,3890496,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,104,Hertha Berlin,173,['925b1d73-b715-4a13-9b63-66822b1b86a5'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.277537,,,,,,,,,,,ed75ba95-195a-4cc5-a545-f244caf42920,5,,"[61.0, 40.1]",3890496,0,,True,,,2.0626056,,Left Foot,,,"[59.5, 42.9]",,Ground Pass,,3.176476,,,,,Vedad Ibišević,8571.0,,,,,Kick Off,1,From Kick Off,Vladimír Darida,8579.0,Center Attacking Midfield,2,Hertha Berlin,173,['bdf96a7c-9ef3-4251-817a-3b48793e2dd6'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.877,Pass,
,,,,,,,,,,,,,,,,0.754995,,,,,,,,,,,c7692e66-e881-4b54-972f-3dc22c254c61,7,,"[57.6, 41.7]",3890496,0,,,,,-2.5571487,,Right Foot,,,"[44.6, 33.1]",,Ground Pass,,15.587174,,,,,Tolga Ciğerci,30439.0,,,,,,1,From Kick Off,Vedad Ibišević,8571.0,Center Forward,2,Hertha Berlin,173,['836f7d78-8f99-4075-82fc-0a4862fa23be'],1,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:01.224,Pass,
,,,,,,,,,,,,,,,,2.929613,,,,,,,,,,,de806328-09d5-48d3-a0ac-3caaf86b1157,10,,"[45.4, 34.7]",3890496,0,,,,,0.80723935,,Right Foot,,,"[85.7, 76.8]",,High Pass,,58.2795,,,Incomplete,,Genki Haraguchi,5697.0,,True,,,,1,From Kick Off,Tolga Ciğerci,30439.0,Left Defensive Midfield,2,Hertha Berlin,173,"['345f074b-fdc1-41a2-be60-0ab72360a8cb', 'c4a177ad-d31a-4a7d-8f05-2742923a95b7']",4,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:04.058,Pass,
,,,,,,,,,,,,,,,,2.498756,,,,,,,,,,,545b19d4-0070-41ed-aaa9-505591e7d397,15,,"[33.9, 3.5]",3890496,0,,,,,0.06971922,,Left Foot,,,"[69.7, 6.0]",,High Pass,,35.887184,,,,,Moritz Hartmann,40464.0,,,,,,1,Regular Play,Robert Bauer,8394.0,Left Back,3,Ingolstadt,189,"['032574d3-6261-4078-9e00-36b5bf8449a6', '27d79746-df1f-4af2-8e38-6d7e603e7c6a']",8,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:08.581,Pass,True
