50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bba94c8c-3282-4ea3-9ed8-649a6705cb36,1,,,3890377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 31}, {'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fb91d9bd-473c-4a32-8807-c4ace937cbe4,2,,,3890377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8545, 'name': 'Julian Korb'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 5835, 'name': 'Josip Drmic'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 9}, {'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2dd06f8d-ac00-4965-8713-31474a9bb96e,3,,,3890377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['3dd8707d-ccae-4c3e-b9e2-9f854a1799e4'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3dd8707d-ccae-4c3e-b9e2-9f854a1799e4,4,,,3890377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['2dd06f8d-ac00-4965-8713-31474a9bb96e'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4cad3766-4c35-4614-9ad8-dcf1b28a5120,1931,,,3890377,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Borussia Mönchengladbach,185,['c86c9cbd-245b-4801-8476-baa8dab73c14'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c86c9cbd-245b-4801-8476-baa8dab73c14,1932,,,3890377,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Borussia Mönchengladbach,185,['4cad3766-4c35-4614-9ad8-dcf1b28a5120'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.734175,,,,,,,,,,,,,db8e4e8f-8461-4911-bf0b-010a773d6158,5,,"[60.0, 40.0]",3890377,0,,,,,0.5880026,,Right Foot,,,"[61.2, 40.8]",,Ground Pass,,1.4422206,,,,Raffael Caetano de Araújo,8810.0,,,,,Kick Off,1,From Kick Off,Fabian Johnson,11283.0,Left Center Midfield,2,Borussia Mönchengladbach,185,['01ba3c6f-d470-4567-b720-1e7c88dd7e43'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.567,Pass,
,,,,,,,,,,,,,,,,,1.598608,,,,,,,,,,,,,9b086149-1bc4-41a5-a9a3-5ecb220a0a01,7,,"[61.9, 42.3]",3890377,0,,,,,-2.743488,,Right Foot,,,"[40.5, 33.3]",,Ground Pass,,23.215511,,,,Håvard Nordtveit,8395.0,,,,,,1,From Kick Off,Raffael Caetano de Araújo,8810.0,Left Center Forward,2,Borussia Mönchengladbach,185,['ec8bfe15-fa55-470e-8886-5ec067f68186'],1,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:01.301,Pass,
,,,,,,,,,,,,,,,,,2.958847,,,,,,,,,,,,,6d9a99d9-4627-4f38-ae12-ba6caae895b7,10,,"[37.5, 32.4]",3890377,0,,,,,0.8024281,,Right Foot,,,"[77.9, 74.2]",,High Pass,,58.132607,,Incomplete,,Josip Drmic,5835.0,,True,,,,1,From Kick Off,Håvard Nordtveit,8395.0,Left Center Back,2,Borussia Mönchengladbach,185,"['1de08257-5e60-4355-9349-6f66bed463ad', '43eb3a4a-d8eb-4017-a5d0-5e10a176fcd3']",4,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:04.324,Pass,
,,,,,,,,,,,,,,,,,0.795359,,,,,,,,,,,,,cb133dc7-72d1-47e5-b418-cb1f01b6ab2d,14,,"[75.1, 80.0]",3890377,0,,,,,-0.7853982,,,,,"[86.5, 68.6]",,Low Pass,,16.122034,,,,Raffael Caetano de Araújo,8810.0,,,,,Throw-in,1,From Throw In,Julian Korb,8545.0,Right Back,3,Borussia Mönchengladbach,185,['668385c6-104f-4ff0-97fe-5a50a512d073'],18,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:18.624,Pass,
