50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,f7c5f294-f338-4759-a756-9934a69bcd17,1,,,3890499,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 15}, {'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 5624, 'name': 'Albin Ekdal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 8308, 'name': 'Aaron Hunt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 40473, 'name': 'Artoms Rudņevs'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,c09cf737-5dd6-4ab9-b2e4-bf2971aecbc1,2,,,3890499,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 31}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,6c954bd1-5ef2-4d75-8ca5-57479d137b80,3,,,3890499,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['fa4baf43-51f4-423d-a4ae-be14f61f2a1c'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,fa4baf43-51f4-423d-a4ae-be14f61f2a1c,4,,,3890499,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['6c954bd1-5ef2-4d75-8ca5-57479d137b80'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,d7e65834-408b-4fb6-b53c-7c9bbebf9369,1686,,,3890499,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Hamburger SV,171,['f9692cb8-7cab-4187-b2c2-8050fb3baed7'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,f9692cb8-7cab-4187-b2c2-8050fb3baed7,1687,,,3890499,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Hamburger SV,171,['d7e65834-408b-4fb6-b53c-7c9bbebf9369'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.143378,,,,,,,,,,,,,,,,fc388d42-3825-4f48-a31b-e98551f26fe1,5,,"[61.0, 40.1]",3890499,0,,,,,1.7868813,,Right Foot,,,,"[60.1, 44.2]",,Ground Pass,,4.1976185,,,Aaron Hunt,8308.0,,,,,Kick Off,1,From Kick Off,Artoms Rudņevs,40473.0,Center Forward,2,Hamburger SV,171,['ccc82273-023c-4a4e-a02d-a4ac428bbdea'],1,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:01.484,Pass,
,,,,,,,,,,,,,,,,1.594749,,,,,,,,,,,,,,,,3969d0b6-65c7-40f5-ad45-d1db069101c4,8,,"[58.4, 40.8]",3890499,0,,,,,-2.793927,,Left Foot,,,,"[36.6, 32.9]",,Ground Pass,,23.18728,,,Emir Spahić,26791.0,,,,,,1,From Kick Off,Aaron Hunt,8308.0,Center Attacking Midfield,2,Hamburger SV,171,['bc86914b-03e0-428d-b345-eab88f0c17f8'],2,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:02.228,Pass,
,,,,,,,,,,,,,,,,2.212552,,,,,,,,,,,,,,,,a7b26ed0-9ee6-4256-811d-4cd98037aa48,11,,"[36.6, 32.7]",3890499,0,,,,,-0.35064423,,Left Foot,,,,"[88.0, 13.9]",,High Pass,,54.730247,,,Artoms Rudņevs,40473.0,,,,,,1,From Kick Off,Emir Spahić,26791.0,Left Center Back,2,Hamburger SV,171,['736b526a-9477-4f75-870d-8d27a54d1fce'],6,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:06.795,Pass,
,,,,,,,,,,,,,,,,1.385285,,,,,,,,,,,,,,,,1a3b031a-a819-4d6c-8882-7ff8823afe2f,14,,"[88.6, 11.7]",3890499,0,,,,,-0.5078365,,Other,,,,"[100.1, 5.3]",,Low Pass,,13.160927,,,Ivo Iličević,24740.0,,,,,,1,From Kick Off,Artoms Rudņevs,40473.0,Center Forward,2,Hamburger SV,171,['57686dda-6de9-4943-83ce-fe93916207e0'],9,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:09.197,Pass,
