50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.205303,,,,,,,,,,,,ef7440f2-c89a-422b-8493-8123f594b959,15,,"[40.4, 71.0]",3890369,0,,,,-1.0887781,,Head,,"[56.2, 40.8]",,High Pass,,34.083427,,Incomplete,,Robert Lewandowski,5668.0,,,,,,Recovery,1,From Kick Off,Arjen Robben,8218.0,Right Midfield,2,Schalke 04,181,"['684d3588-8eae-4e6c-9720-b08ab591aa4e', 'a268b1cb-965c-4bb5-9505-72d5f4b1e294', 'f1323918-5bb9-4d19-a09a-633f5db07a31']",5,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:05.855,Pass,
,,,,,,,,,,,,,,,,0.852081,,,,,,,,,,,,f1323918-5bb9-4d19-a09a-633f5db07a31,17,,"[63.9, 39.3]",3890369,0,,,,-1.5235873,,Head,,"[64.5, 26.6]",,Low Pass,,12.714166,,,,Pierre-Emile Højbjerg,3570.0,,,,,,Recovery,1,From Kick Off,Leon Goretzka,6324.0,Right Defensive Midfield,2,Schalke 04,181,"['ef7440f2-c89a-422b-8493-8123f594b959', 'f80a7e96-c8e0-4f04-b5f8-f358ea958423']",8,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:08.061,Pass,
,,,,,,,,,,,,,,,,1.501586,,,,,,,,,,,,8dd26ce4-46d2-4b5b-abc7-c8baa87cfac1,21,,"[64.5, 28.1]",3890369,0,,,,-2.5035067,,Left Foot,,"[46.7, 14.9]",,Ground Pass,,22.160324,,,,Roman Neustädter,16534.0,,,,,,,1,From Kick Off,Pierre-Emile Højbjerg,3570.0,Left Defensive Midfield,2,Schalke 04,181,"['89a811e2-a3bb-4e10-a3d6-265aff574b03', '9ef8fb6d-c9f6-4fcb-ba20-d47405c1f10e']",10,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:10.152,Pass,True
,,,,,,,,,,,,,,,,1.171424,,,,,,,,,,,,a03f9626-e167-4dd2-8ed0-f46173a853e2,24,,"[49.2, 14.8]",3890369,0,,,,-0.60698766,,Right Foot,,"[63.6, 4.8]",,Ground Pass,,17.531685,,,,Dennis Aogo,8958.0,,,,,,,1,From Kick Off,Roman Neustädter,16534.0,Left Center Back,2,Schalke 04,181,['6c7e0860-29f4-4cdf-9e44-6456048b1a71'],13,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:13.195,Pass,
,,,,,,,,,,,,,,,,1.222149,,,,,,,,,,,,b0661360-029f-45b4-a1c4-1a160e764658,27,,"[63.6, 4.8]",3890369,0,,,,2.6779451,,Left Foot,,"[50.0, 11.6]",,Ground Pass,,15.205262,,,,Roman Neustädter,16534.0,,,,,,,1,From Kick Off,Dennis Aogo,8958.0,Left Wing Back,2,Schalke 04,181,['27598df4-c036-4969-81fe-91e580317c52'],14,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:14.545,Pass,
,,,,,,,,,,,,,,,,1.379927,,,,,,,,,,,,d8ef0c8f-bf45-4da3-85d5-9a4eb9f52ddd,29,,"[50.0, 11.6]",3890369,0,,,,0.3976912,,Left Foot,,"[76.9, 22.9]",,High Pass,,29.177046,,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,,1,From Kick Off,Roman Neustädter,16534.0,Left Center Back,2,Schalke 04,181,"['1ca60500-609a-4a4b-8533-46957a775778', '8b74ae4c-a1c4-430c-9b69-671a33c496a3']",15,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:15.767,Pass,
,,,,,,,,,,,,,,,,0.595381,,,,,,,,,,,,c6e216f9-459d-4d56-8832-2665ef26aa37,33,,"[45.4, 56.7]",3890369,0,,,,0.2614788,,Right Foot,,"[52.5, 58.6]",,Ground Pass,,7.34983,,,,Xabier Alonso Olano,20133.0,,,,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,3,Bayern Munich,169,['4f48fb53-c316-482e-a55e-3efd660ab020'],18,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:18.192,Pass,
,,,,,,,,,,,,,,,,0.850558,,,,,,,,,,,,e4685906-63ad-4627-821f-92f8cb65736a,37,,"[53.6, 58.1]",3890369,0,,,,2.1601877,,Right Foot,,"[42.5, 74.7]",,Ground Pass,,19.969227,,,,Philipp Lahm,19295.0,,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Center Defensive Midfield,3,Bayern Munich,169,['90e4cae1-57c2-4e44-ab33-e5844339c876'],19,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:19.041,Pass,
,,,,,,,,,,,,,,,,3.280148,,,,,,,,,,,,3e317a28-e1d3-47c6-9776-3eb9a97f350e,40,,"[42.2, 74.7]",3890369,0,,,,-2.3430374,,Right Foot,,"[19.7, 51.6]",,Ground Pass,,32.24686,,,,Manuel Neuer,5570.0,,,,,,,1,Regular Play,Philipp Lahm,19295.0,Right Back,3,Bayern Munich,169,['9833053e-f0bd-4d08-8615-ea7655e12d09'],19,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:19.975,Pass,
,,,,,,,,,,,,,,,,2.650752,,,,,,,,,,,,0fc6c00f-d423-4c19-ba01-2e8fa0c17857,43,,"[19.7, 51.6]",3890369,0,,,,-1.2682128,,Right Foot,,"[25.6, 32.7]",,Ground Pass,,19.799496,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,3,Bayern Munich,169,['6efb5ce2-3ccb-4fbc-82d9-c8f9860ec9f5'],24,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:24.207,Pass,
,,,,,,,,,,,,,,,,1.58602,,,,,,,,,,,,39b0bcb7-39ef-4dd8-9d75-fdd6a3f6e759,46,,"[28.2, 32.7]",3890369,0,,,,-1.3583643,,Right Foot,,"[33.7, 7.2]",,Ground Pass,,26.086395,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,Regular Play,Medhi Amine El Mouttaqi Benatia,5244.0,Left Center Back,3,Bayern Munich,169,['7689208e-fee6-4664-a47a-ef4e5730881b'],27,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:27.184,Pass,
,,,,,,,,,,,,,,,,1.234887,,,,,,,,,,,,c7c7ecb7-4176-473f-87d7-177d3e429f07,49,,"[42.2, 9.5]",3890369,0,,,,2.4047,,Left Foot,,"[36.8, 14.4]",,Ground Pass,,7.291776,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,3,Bayern Munich,169,['c27aba5d-4639-473d-bbfb-6b157c82a600'],31,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:31.552,Pass,
,,,,,,,,,,,,,,,,1.571458,,,,,,,,,,,,271710bf-17d3-4ff1-b03c-74928f101263,52,,"[36.7, 18.8]",3890369,0,,,,1.4356731,,Right Foot,,"[41.2, 51.9]",,Ground Pass,,33.40449,,,,Javier Martínez Aginaga,9399.0,,,,,,,1,Regular Play,Medhi Amine El Mouttaqi Benatia,5244.0,Left Center Back,3,Bayern Munich,169,['e46c3740-57ac-4c90-81be-6de0c2b8c370'],34,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:34.335,Pass,
,,,,,,,,,,,,,,,,1.058921,,,,,,,,,,,,3080067f-78fb-4aec-a745-165808171dd7,55,,"[43.4, 53.5]",3890369,0,,,,1.1810877,,Right Foot,,"[50.3, 70.3]",,Ground Pass,,18.161774,,,,Philipp Lahm,19295.0,,,,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,3,Bayern Munich,169,['b59583d3-1143-4cc9-85a4-9406b1aed792'],37,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:37.026,Pass,
,,,,,,,,,,,,,,,,1.400935,,,,,,,,,,,,5fd61fed-e924-4663-b775-0ce18399a363,58,,"[49.2, 66.3]",3890369,0,,,,-2.5522013,,Right Foot,,"[32.6, 55.2]",,Ground Pass,,19.969227,,,,Javier Martínez Aginaga,9399.0,,,,,,,1,Regular Play,Philipp Lahm,19295.0,Right Back,3,Bayern Munich,169,['fc41a199-e681-460a-bb5b-a7b2549b0431'],39,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:39.576,Pass,
,,,,,,,,,,,,,,,,2.018119,,,,,,,,,,,,75010fe2-b3b7-449b-8b22-27509144757b,61,,"[32.6, 55.2]",3890369,0,,,,-1.5062706,,Right Foot,,"[34.7, 22.7]",,Ground Pass,,32.567776,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,3,Bayern Munich,169,['1996c0e2-a325-43d3-94b5-b15084ccaa12'],41,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:41.155,Pass,
,,,,,,,,,,,,,,,,1.623339,,,,,,,,,,,,f4083209-0e7c-4988-8333-e9b757252fe3,65,,"[57.0, 22.2]",3890369,0,,,,-1.7347255,,Right Foot,,"[54.8, 8.9]",,Ground Pass,,13.480727,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,Regular Play,Medhi Amine El Mouttaqi Benatia,5244.0,Left Center Back,3,Bayern Munich,169,"['0ee27e48-2ba5-4e14-a532-0cceddbd5ed3', '9c47dd8e-f3fc-4583-8321-1a49ac976c3a']",48,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:48.515,Pass,True
,,,,,,,,,,,,,,,,2.258103,,,,,,,,,,,,94e74af3-ae76-4e6d-9164-808f00d29c5d,68,,"[50.4, 10.2]",3890369,0,,,,2.463602,,Left Foot,,"[24.2, 31.3]",,Ground Pass,,33.640007,,,,Manuel Neuer,5570.0,,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,3,Bayern Munich,169,['09521dd1-507f-4c24-b182-ebdd30d80e84'],51,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:51.961,Pass,
,,,,,,,,,,,,,,,,1.806125,,,,,,,,,,,,a596d808-fddd-4ce6-9291-5afb82499b62,71,,"[24.2, 31.3]",3890369,0,,,,1.00748,,Right Foot,,"[38.6, 54.1]",,Ground Pass,,26.966646,,,,Javier Martínez Aginaga,9399.0,,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,3,Bayern Munich,169,['faba885e-0aad-4c39-9edc-0d66a96bbc05'],54,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:54.548,Pass,
,,,,,,,,,,,,,,,,1.305768,,,,,,,,,,,,bcc34f25-d2b1-47ee-a249-06f833485344,74,,"[55.7, 56.4]",3890369,1,,,,1.1250395,,Left Foot,,"[65.4, 76.7]",,Ground Pass,,22.498444,,,,Philipp Lahm,19295.0,,,,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,3,Bayern Munich,169,['3ad2981b-7fd0-47fa-a7c9-8f117e8d1956'],1,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:01.930,Pass,
,,,,,,,,,,,,,,,,2.279369,,,,,,,,,,,,9bec0d39-d050-4388-b4b7-39961cdad30c,77,,"[68.6, 75.3]",3890369,1,,,,-0.38319743,,Right Foot,,"[100.6, 62.4]",,High Pass,,34.50232,,Incomplete,,Arjen Robben,8218.0,,,,,,,1,Regular Play,Philipp Lahm,19295.0,Right Back,3,Bayern Munich,169,"['a21b2c28-2e64-4f3a-994d-1507ab558d1a', 'f12cca27-7dd4-48f4-b84d-3eb5e0ba9dcc']",4,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:04.080,Pass,
,,,,,,,,,,,,,,,,1.408808,,,,,,,,,,,,1a771622-82a2-4a85-9055-5450c1e417f5,82,,"[18.3, 8.7]",3890369,1,,,,0.32596993,,Left Foot,,"[32.5, 13.5]",,High Pass,,14.989329,,,,Pierre-Emile Højbjerg,3570.0,,,,,,,1,Regular Play,Roman Neustädter,16534.0,Left Center Back,4,Schalke 04,181,['24acf787-18f8-473e-b71a-d116aff155af'],8,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:08.334,Pass,
,,,,,,,,,,,,,,,,0.967357,,,,,,,,,,,,db5aabf1-9295-4e1a-879a-d75cdf8f6848,85,,"[32.5, 13.5]",3890369,1,,,,-2.2499297,,Other,,"[25.8, 5.2]",,Low Pass,,10.666771,,,,Max Meyer,8508.0,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Left Defensive Midfield,4,Schalke 04,181,['d73da230-0867-4ec1-815b-5d75d65b3a27'],9,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:09.817,Pass,
,,,,,,,,,,,,,,,,0.832129,,,,,,,,,,,,38fa9343-1795-4669-bd9c-ea6be789a3c9,89,,"[25.4, 6.0]",3890369,1,,,,1.2924967,,Right Foot,,"[27.6, 13.7]",,Ground Pass,,8.008121,,,,Pierre-Emile Højbjerg,3570.0,,,,,,,1,Regular Play,Max Meyer,8508.0,Left Wing,4,Schalke 04,181,"['6c4ad639-8fd9-4ce7-a2b6-c80bbbaf433d', 'f738a144-202c-4428-a6e9-f0cf890db76e']",11,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:11.563,Pass,True
,,,,,,,,,,,,,,,,0.895695,,,,,,,,,,,,d18dae02-9222-4f62-80ed-efbe51866087,93,,"[25.3, 12.6]",3890369,1,,,,-2.6069038,,Right Foot,,"[15.0, 6.5]",,Ground Pass,,11.970798,,,,Dennis Aogo,8958.0,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Left Defensive Midfield,4,Schalke 04,181,['a1925541-ccff-46b0-8afb-1a5daa4e00b4'],14,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:14.090,Pass,
,,,,,,,,,,,,,,,,2.237878,,,,,,,,,,,,cdd6a11e-9f1c-49c9-bf9e-5d88cf2545e4,97,,"[15.4, 5.7]",3890369,1,,,,0.06972805,,Left Foot,,"[46.9, 7.9]",,High Pass,,31.576733,,,,Klaas-Jan Huntelaar,8060.0,,,,,,,1,Regular Play,Dennis Aogo,8958.0,Left Wing Back,4,Schalke 04,181,"['238ef493-c1b8-4ef8-88da-a86c52708000', 'd4970b9a-b6fc-413a-b99d-990f447c8764']",15,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:15.051,Pass,True
,,,,,,,,,,,,,,,,1.355709,,,,,,,,,,,,b3514801-a69b-4d52-a836-3d79aa0bd5a9,103,,"[38.3, 16.2]",3890369,1,,,,1.06775,,Right Foot,,"[48.7, 35.1]",,Ground Pass,,21.572435,,,,Leon Goretzka,6324.0,,,,,,Free Kick,1,From Free Kick,Roman Neustädter,16534.0,Left Center Back,5,Schalke 04,181,['93bbc816-4a54-4329-9c67-dbf22af0e90d'],24,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:24.057,Pass,
,,,,,,,,,,,,,,,,2.229165,,,,,,,,,,,,912437e9-474d-4fa7-9a7e-779e8bda9d81,107,,"[55.1, 39.0]",3890369,1,,,,0.9888912,,Right Foot,,"[77.6, 73.2]",,Ground Pass,,40.937637,,,,Leroy Sané,3053.0,,,,,,,1,From Free Kick,Leon Goretzka,6324.0,Right Defensive Midfield,5,Schalke 04,181,['2b72a6b2-9a8d-4138-a967-a9ddf1d919c7'],26,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:26.353,Pass,
,,,,,,,,,,,,,,,,2.053469,,,,,,,,,,,,336b1aec-a41f-4840-a75e-064958a37411,110,,"[88.1, 62.0]",3890369,1,,,,-0.58531445,,Left Foot,,"[113.9, 44.9]",,Ground Pass,,30.952383,,Incomplete,,Leon Goretzka,6324.0,,,,,,,1,From Free Kick,Leroy Sané,3053.0,Right Wing,5,Schalke 04,181,"['26b0077a-d169-4d3b-8535-19280e9148d1', '5c42f5d2-0b2c-4461-a071-73faefcd1447']",31,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:31.353,Pass,
,,,,,,,,,,,,,,,,1.406395,,,,,,,,,,,,6dc7ce5d-07b4-40e9-b365-b07d04193853,114,,"[13.1, 29.2]",3890369,1,,,,-1.6407458,,Keeper Arm,,"[12.0, 13.5]",,Ground Pass,,15.738488,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,6,Bayern Munich,169,['8c74fa2e-92a4-4a06-afa4-37e368e8d61b'],35,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:35.637,Pass,
,,,,,,,,,,,,,,,,0.880971,,,,,,,,,,,,8c76de46-0abb-415a-9286-84f8b90a301f,117,,"[49.2, 7.8]",3890369,1,,,,1.9890207,,Left Foot,,"[43.2, 21.3]",,Ground Pass,,14.773287,,,,Xabier Alonso Olano,20133.0,,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,6,Bayern Munich,169,['894c6e42-cce4-4b23-9594-b4aae9a39356'],44,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:44.157,Pass,
,,,,,,,,,,,,,,,,1.68788,,,,,,,,,,,,1a5edfad-c348-497b-97ed-72add6d5d6fe,120,,"[45.9, 25.2]",3890369,1,,,,1.5483282,,Left Foot,,"[46.5, 51.9]",,Ground Pass,,26.706741,,,,Javier Martínez Aginaga,9399.0,,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Center Defensive Midfield,6,Bayern Munich,169,['17460021-cda3-455b-b8e9-9e62b2eaa546'],47,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:47.351,Pass,
,,,,,,,,,,,,,,,,1.96996,,,,,,,,,,,,cb7aa5d1-fa4a-48da-b8fc-1f5bc7a156be,124,,"[52.6, 54.7]",3890369,1,,,,-1.6779636,,Left Foot,,"[48.2, 13.8]",,Ground Pass,,41.135994,,,,David Olatukunbo Alaba,8220.0,,,True,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,6,Bayern Munich,169,['d278efa1-bd77-4fd6-a6b3-2c5c655f2ca8'],53,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:53.504,Pass,
