50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.266225,,,,,,,,,,,,,,,1323b537-c2c6-43b6-b452-77b344aa92e9,2011,,,"[36.8, 28.6]",3890517,57,,,,True,0.4120218,,,,,"[63.8, 40.4]",High Pass,,29.465912,,,Thorgan Hazard,5632.0,,,,,Recovery,2,From Goal Kick,Håvard Nordtveit,8395.0,Right Defensive Midfield,124,Ingolstadt,189,"['622dbc66-ab8a-4765-8736-0bf6bf0f92e4', '6d5e3eb1-3f78-460c-b9b4-d9e2094b102e', 'd4ca3632-e35c-4bc0-962c-94d0a7c0dfcd']",21,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:12:21.396,Pass,True
,,,,,,,,,,,,,,,,,,,2.38217,,,,,,,,,,,,,,,4801c1a4-847d-4867-b159-60f21e78f061,2017,,,"[60.4, 45.9]",3890517,57,,,,,-0.47848883,,Right Foot,,,"[81.8, 34.8]",High Pass,,24.107468,,,Moritz Hartmann,40464.0,,,,,,2,From Goal Kick,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,124,Ingolstadt,189,['7e2a49b2-111e-4261-aa76-52076a88732d'],24,,,,,,,,,,,,,,,,,Ingolstadt,189,00:12:24.940,Pass,
,,,,,,,,,,,,,,,,,,,2.086395,,,,,,,,,,,,,,,0960a4da-7092-4d08-881f-142406d09a36,2020,,,"[81.8, 34.6]",3890517,57,,,,True,1.39553,,,,,"[83.5, 44.2]",High Pass,,9.749359,,,Pascal Groß,3097.0,,,,,,2,From Goal Kick,Moritz Hartmann,40464.0,Left Wing,124,Ingolstadt,189,"['b112f353-7c4c-4d38-b7c4-8acf5f520cd1', 'c6615631-1e2e-4a7d-8fb5-e8e2d03e0b01']",27,,,,,,,,,,,,,,,,,Ingolstadt,189,00:12:27.322,Pass,True
,,,,,,,,,,,,,,,,,,,2.34076,,,,,,,,,,,,,,,ff42de4a-49b1-4e69-80ef-3bc8915a79fa,2022,,,"[83.5, 44.0]",3890517,57,,,,,-1.0277895,,Right Foot,,,"[97.2, 21.3]",High Pass,,26.51377,,,Dario Lezcano,9113.0,,,,,,2,From Goal Kick,Pascal Groß,3097.0,Right Center Midfield,124,Ingolstadt,189,['31e68474-1364-43ef-b1c7-1475ea93b9ab'],29,,,,,,,,,,,,,,,,,Ingolstadt,189,00:12:29.409,Pass,
,,,,,,,,,,,,,,,,,,,1.848929,,,,,,,,,,,,,,,f93c363d-895e-4277-b178-ce583371fe00,2025,,,"[107.9, 10.6]",3890517,57,,,,,2.3342545,,Left Foot,,,"[92.3, 26.9]",Ground Pass,,22.562136,,,Max Christiansen,12551.0,,,,,,2,From Goal Kick,Dario Lezcano,9113.0,Center Forward,124,Ingolstadt,189,['039f3f5f-52bd-4e55-bf62-29b49b5c8f95'],34,,,,,,,,,,,,,,,,,Ingolstadt,189,00:12:34.553,Pass,
,,,,,,,,,,,,,,,,,,,1.476903,,,,,,,,,,,,,,,1c4ea7f8-e8e7-45d3-9a9e-960519ef7b67,2029,,,"[90.5, 25.8]",3890517,57,,,,,-2.0706398,,Right Foot,,,"[82.8, 11.7]",Ground Pass,,16.06549,,,Robert Bauer,8394.0,,,,,,2,From Goal Kick,Max Christiansen,12551.0,Left Center Midfield,124,Ingolstadt,189,"['3eb63d3a-2c47-4277-b627-5b598e6a6663', '6a0a07de-6ae6-483e-9e21-ed3ad4ef72fc']",38,,,,,,,,,,,,,,,,,Ingolstadt,189,00:12:38.715,Pass,True
,,,,,,,,,,,,,,,,,,,1.576112,,,,,,,,,,,,,,,eada3a4e-442c-421f-b7cf-0ed8ba7b7b4b,2032,,,"[82.8, 11.7]",3890517,57,,,,,-0.6278366,,Right Foot,,,"[95.2, 2.7]",Ground Pass,,15.321879,,,Dario Lezcano,9113.0,,,,,,2,From Goal Kick,Robert Bauer,8394.0,Left Back,124,Ingolstadt,189,['ae2bf5c5-f58c-4898-869b-aa2e20374ed3'],40,,,,,,,,,,,,,,,,,Ingolstadt,189,00:12:40.463,Pass,
,,,,,,,,,,,,,,,,,,,1.206237,,,,,,,,,,,,,,,c73f8c5c-99b6-46f5-98fc-7de3f5000125,2037,,,"[97.4, 14.7]",3890517,57,,,,,-1.5226408,,Right Foot,,,"[97.8, 6.4]",Ground Pass,,8.309633,,,Moritz Hartmann,40464.0,,,,,,2,From Goal Kick,Dario Lezcano,9113.0,Center Forward,124,Ingolstadt,189,['79c72bfd-c071-4e07-9250-420a4b7f4bd2'],44,,,,,,,,,,,,,,,,,Ingolstadt,189,00:12:44.902,Pass,
,,,,,,,,,,,,,,,,,,,0.237778,,,,,,,,,,,,,,,9e792446-82d3-4aca-be81-2f20a6130a59,2040,,,"[98.2, 6.4]",3890517,57,,,,,1.2433962,,Right Foot,,,"[100.0, 11.7]",Low Pass,,5.5973206,Incomplete,,Dario Lezcano,9113.0,,,,,,2,From Goal Kick,Moritz Hartmann,40464.0,Left Wing,124,Ingolstadt,189,"['2982f69c-4111-45f8-8d1f-2c18f2685c5e', 'bbee7b20-469e-489f-9862-1b42a4aba430']",46,,,,,,,,,,,,,,,,,Ingolstadt,189,00:12:46.984,Pass,
,,,,,,,,,,,,,,,,,,,1.848915,,,,,,,,,,,,,,,57224d06-a9ab-47b2-8b56-b9a28c912943,2043,,,"[106.4, 0.1]",3890517,58,,,,,1.5323538,,,True,,"[107.7, 33.9]",High Pass,,33.82499,Incomplete,,Pascal Groß,3097.0,,,,,Throw-in,2,From Throw In,Robert Bauer,8394.0,Left Back,125,Ingolstadt,189,"['4c4a2cd0-7cbd-4919-b2ef-e2e16b75fef3', 'fe4cc0b3-8707-4569-834a-405a0d937600']",7,,,,,,,,,,,,,,,,,Ingolstadt,189,00:13:07.825,Pass,
,,,,,,,,,,,,,,,,,,,1.163091,,,,,,,,,,,,,,,a78b1f92-95ce-415e-8d46-1d1e491f9616,2049,,,"[85.6, 6.1]",3890517,58,,,,,0.9179497,,Right Foot,True,,"[105.1, 31.6]",High Pass,,32.101402,Incomplete,,Pascal Groß,3097.0,,,,,Free Kick,2,From Free Kick,Max Christiansen,12551.0,Left Center Midfield,126,Ingolstadt,189,"['3e9ee3eb-2557-4731-867c-3d9b4567be40', 'af053349-10fc-4b0c-af24-ae1746b9ff5b']",45,,,,,,,,,,,,,,,,,Ingolstadt,189,00:13:45.468,Pass,
,,,,,,,,,,,,,,,,,,,2.183252,,,,,,,,,,,,,,,dc440c2c-222f-4447-b6e4-f90ea76b556b,2052,,,"[62.3, 23.2]",3890517,58,,,,,-1.9447973,,Left Foot,,,"[55.0, 4.6]",Ground Pass,,19.981241,,,Robert Bauer,8394.0,,,,,Recovery,2,From Free Kick,Marvin Matip,9106.0,Right Center Back,126,Ingolstadt,189,['e551bb7e-b345-4d79-aec4-84704fb1f6a4'],49,,,,,,,,,,,,,,,,,Ingolstadt,189,00:13:49.502,Pass,
,,,,,,,,,,,,,,,,,,,5.540624,,,,,,,,,,,,,,,4b8efa48-9712-4cf0-986b-37e7d47f54b8,2055,,,"[50.3, 2.3]",3890517,58,,,,,2.4495552,,Right Foot,,,"[6.5, 38.6]",Ground Pass,,56.886993,,,Ramazan Özcan,12319.0,,,,,,2,From Free Kick,Robert Bauer,8394.0,Left Back,126,Ingolstadt,189,['94aa5061-1d78-4ed8-a151-758b4b033912'],52,,,,,,,,,,,,,,,,,Ingolstadt,189,00:13:52.345,Pass,
,,,,,,,,,,,,,,,,,,,3.842841,,,,,,,,,,,,,,,8c46609a-653e-485f-9551-c19ec790cfd3,2057,,,"[7.1, 40.8]",3890517,58,,,,,0.04628844,,Left Foot,,,"[80.5, 44.2]",High Pass,,73.47871,Incomplete,,Dario Lezcano,9113.0,,,,,,2,From Free Kick,Ramazan Özcan,12319.0,Goalkeeper,126,Ingolstadt,189,"['9b3bfecf-8fcf-4ade-b32a-f3d9e0906f55', 'a3bdc9e4-a721-4b3d-a4ca-a5756e8becc4']",57,,,,,,,,,,,,,,,,,Ingolstadt,189,00:13:57.886,Pass,
,,,,,,,,,,,,,,,,,,,1.500487,,,,,,,,,,,,,,,869a135d-322c-437e-92ba-700869141152,2062,,,"[34.5, 51.7]",3890517,59,,,,True,-1.4304214,,,,,"[35.8, 42.5]",High Pass,,9.291394,,,Mahmoud Dahoud,8238.0,,,,,Recovery,2,From Free Kick,Håvard Nordtveit,8395.0,Right Defensive Midfield,126,Ingolstadt,189,"['a7407e8d-3a72-4a80-994c-ab4f5831475d', 'b57e4566-d3e4-4d59-a122-24894002e41d']",4,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:14:04.620,Pass,True
,,,,,,,,,,,,,,,,,,,1.596276,,,,,,,,,,,,,,,cdeae5a0-74ac-4aa6-8a56-f7b20a9e5693,2068,,,"[82.0, 26.0]",3890517,59,,,,,-2.9880488,,Right Foot,,,"[73.6, 24.7]",Ground Pass,,8.5,,,Max Christiansen,12551.0,,,,,Recovery,2,From Free Kick,Lukas Hinterseer,9103.0,Right Wing,126,Ingolstadt,189,['a1ab10d3-d755-4d72-967a-43d3d7b7f62b'],8,,,,,,,,,,,,,,,,,Ingolstadt,189,00:14:08.596,Pass,
,,,,,,,,,,,,,,,,,,,2.152722,,,,,,,,,,,,,,,26558edb-2973-4902-bdd1-4a27dbb72d75,2071,,,"[73.6, 24.7]",3890517,59,,,,,-1.1362884,,Right Foot,,,"[82.0, 6.6]",Ground Pass,,19.954197,,,Robert Bauer,8394.0,,,,,,2,From Free Kick,Max Christiansen,12551.0,Left Center Midfield,126,Ingolstadt,189,['85b50051-b844-4195-8fae-5fdec7fc6a67'],10,,,,,,,,,,,,,,,,,Ingolstadt,189,00:14:10.575,Pass,
,,,,,,,,,,,,,,,,,,,0.601226,,,,,,,,,,,,,,,6dffaa31-daa2-4ed1-8216-390541fdae2e,2074,,,"[84.8, 3.8]",3890517,59,,,,,2.4149504,,Right Foot,,,"[80.3, 7.8]",Ground Pass,,6.0207973,,,Lukas Hinterseer,9103.0,,,,,,2,From Free Kick,Robert Bauer,8394.0,Left Back,126,Ingolstadt,189,['edfe950b-2ea7-44db-8df5-48d21076764f'],14,,,,,,,,,,,,,,,,,Ingolstadt,189,00:14:14.872,Pass,
,,,,,,,,,,,,,,,,,,,1.290996,,,,,,,,,,,,,,,68a6746c-b8d4-4d97-85a7-011d450cf6df,2077,,,"[79.2, 9.8]",3890517,59,,,,,-0.9429597,,Right Foot,,,"[83.7, 3.6]",Ground Pass,,7.6609397,,,Robert Bauer,8394.0,,,,,,2,From Free Kick,Lukas Hinterseer,9103.0,Right Wing,126,Ingolstadt,189,['329a3509-f2e9-4fee-83d7-d691dd51d761'],15,,,,,,,,,,,,,,,,,Ingolstadt,189,00:14:15.877,Pass,
,,,,,,,,,,,,,,,,,,,0.817074,,,,,,,,,,,,,,,ad275fb4-9d5c-482d-b5f9-a87fee7b1874,2081,,,"[82.0, 2.5]",3890517,59,,,,,3.0836864,,Right Foot,,,"[75.1, 2.9]",Ground Pass,,6.9115844,,,Lukas Hinterseer,9103.0,,,,,,2,From Free Kick,Robert Bauer,8394.0,Left Back,126,Ingolstadt,189,"['2a299d17-2152-4cf3-b622-f26b2cff9f06', '98150aa5-55dd-40ef-ae5c-d1e83380fce8']",18,,,,,,,,,,,,,,,,,Ingolstadt,189,00:14:18.419,Pass,True
,,,,,,,,,,,,,,,,,,,2.946948,,,,,,,,,,,,,,,704feef5-8215-4c5a-b516-e6b6a679e88d,2084,,,"[75.1, 2.9]",3890517,59,,,,,2.7908647,,Left Foot,,,"[50.5, 11.9]",Ground Pass,,26.194656,,,Benjamin Hübner,8405.0,,,,,,2,From Free Kick,Lukas Hinterseer,9103.0,Right Wing,126,Ingolstadt,189,['59314de2-61f8-433d-af84-150fe5328456'],20,,,,,,,,,,,,,,,,,Ingolstadt,189,00:14:20.580,Pass,
,,,,,,,,,,,,,,,,,,,2.736918,,,,,,,,,,,,,,,acea19d8-2c8a-439d-a94c-a9b80e9ad724,2087,,,"[50.5, 11.5]",3890517,59,,,,,-0.0040983376,,Left Foot,,,"[99.3, 11.3]",High Pass,,48.80041,Incomplete,,Moritz Hartmann,40464.0,,,,,,2,From Free Kick,Benjamin Hübner,8405.0,Left Center Back,126,Ingolstadt,189,"['c27e6a92-c364-4ea4-be23-e7648f5ca5a1', 'd545591c-971f-487e-b572-c1973a1c3c16']",26,,,,,,,,,,,,,,,,,Ingolstadt,189,00:14:26.548,Pass,
,,,,,,,,,,,,,,,,,,,2.134119,,,,,,,,,,,,,,,d545591c-971f-487e-b572-c1973a1c3c16,2090,,,"[20.8, 68.8]",3890517,59,,,,True,0.39479113,,,,,"[42.4, 77.8]",Low Pass,,23.4,,,Fabian Johnson,11283.0,,,,,Recovery,2,From Free Kick,Nico Elvedi,8814.0,Right Back,126,Ingolstadt,189,"['4dc76224-b8c9-43f2-b9e0-0f7c594db2d1', 'acea19d8-2c8a-439d-a94c-a9b80e9ad724', 'bbc19c15-4062-41e8-b7a9-f565f0c8acee']",29,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:14:29.285,Pass,True
,,,,,,,,,,,,,,,,,,,0.717627,,,,,,,,,,,,,,,a0fa88b3-475d-4477-b497-3135b56b73a0,2096,,,"[86.0, 6.8]",3890517,59,,,,,1.1920505,,Right Foot,,,"[89.9, 16.6]",Ground Pass,,10.547511,,,Pascal Groß,3097.0,,,,,Recovery,2,From Free Kick,Lukas Hinterseer,9103.0,Right Wing,126,Ingolstadt,189,['6c1623ff-d6d9-438d-aeb2-74804431354e'],33,,,,,,,,,,,,,,,,,Ingolstadt,189,00:14:33.564,Pass,
,,,,,,,,,,,,,,,,,,,0.432538,,,,,,,,,,,,,,,93cd8e73-6d1c-4f49-be53-aca5e3f03f5b,2099,,,"[90.1, 26.0]",3890517,59,,,,,0.0,,Right Foot,,,"[93.5, 26.0]",Ground Pass,,3.4,Incomplete,,Moritz Hartmann,40464.0,,,,,,2,From Free Kick,Pascal Groß,3097.0,Right Center Midfield,126,Ingolstadt,189,"['4240458c-9743-4fa3-bddc-52039e3734c3', 'f0bcefea-1cdc-46d8-8fc1-ac7d16236ba4']",36,,,,,,,,,,,,,,,,,Ingolstadt,189,00:14:36.462,Pass,
,,,,,,,,,,,,,,,,,,,0.796357,,,,,,,,,,,,,,,23c7d396-14a4-4c78-b06f-74baf5bf6395,2104,,,"[22.9, 65.0]",3890517,59,,,,,-1.2291808,,Right Foot,,,"[26.1, 56.0]",Ground Pass,,9.551963,,,Håvard Nordtveit,8395.0,,,,,Recovery,2,From Counter,Fabian Johnson,11283.0,Right Wing,127,Borussia Mönchengladbach,185,['79c65efa-5688-432d-85df-e4de544298fa'],39,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:14:39.867,Pass,
,,,,,,,,,,,,,,,,,,,3.667491,,,,,,,,,,,,,,,6b09d6d0-b3f6-457c-9636-3b60c40ae498,2107,,,"[27.6, 60.1]",3890517,59,,,,,0.15773124,,Right Foot,,,"[86.7, 69.5]",High Pass,,59.842876,,,Thorgan Hazard,5632.0,,,,,,2,From Counter,Håvard Nordtveit,8395.0,Right Defensive Midfield,127,Borussia Mönchengladbach,185,['bc903484-da89-4ba0-b5f2-cf7b00154b82'],42,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:14:42.863,Pass,
,,,,,,,,,,,,,,,,,,,1.493029,,,,,,,,,,,,,,,0d177bf0-e259-4e34-a756-672166ffa0b4,2111,,,"[99.1, 67.1]",3890517,59,,,,,-0.6287963,97c34082-1e2f-4930-a582-1f051165fa75,Right Foot,,,"[111.2, 58.3]",Ground Pass,,14.961617,,,André Hahn,8322.0,True,,,,,2,From Counter,Thorgan Hazard,5632.0,Left Wing,127,Borussia Mönchengladbach,185,['a10e9cc8-942b-404d-a49e-fc0c74b27733'],54,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:14:54.295,Pass,
,,,,,,,,,,,,,,,,,,,1.706055,,,,,,,,,,,,,,,3429d7ae-ab37-4e5d-98a8-03ec4d945939,2115,,,"[13.5, 39.3]",3890517,60,,,,,1.002791,,Keeper Arm,,,"[23.2, 54.5]",Ground Pass,,18.03136,,,Danny Vieira da Costa,8676.0,,,,,,2,From Keeper,Ramazan Özcan,12319.0,Goalkeeper,128,Ingolstadt,189,['89eb7702-c8b1-4ea1-b0c2-853f345bd739'],8,,,,,,,,,,,,,,,,,Ingolstadt,189,00:15:08.181,Pass,
,,,,,,,,,,,,,,,,,,,1.733639,,,,,,,,,,,,,,,b80a47ff-c111-400f-a4f1-63ff384135ed,2119,,,"[37.3, 73.3]",3890517,60,,,,,-0.3851575,,Right Foot,,,"[74.3, 58.3]",Ground Pass,,39.92493,Incomplete,,Dario Lezcano,9113.0,,,,,,2,From Keeper,Danny Vieira da Costa,8676.0,Right Back,128,Ingolstadt,189,"['53153f01-7ed9-4d3c-873d-699522feda86', '662dddb1-43ad-4e37-abba-b0e1f3a68901', '9f6386ec-d403-4c78-a87a-bd7328bf9770']",13,,,,,,,,,,,,,,,,,Ingolstadt,189,00:15:13.672,Pass,True
,,,,,,,,,,,,,,,,,,,1.541613,,,,,,,,,,,,,,,a10685f5-67a5-4e6c-8b40-fa849bb91e27,2123,,,"[55.2, 20.9]",3890517,60,,,,,-1.5323538,,Right Foot,,,"[55.7, 7.9]",Ground Pass,,13.009612,,,Oscar Wendt,8809.0,,,,,,2,Regular Play,Tony Jantschke,12320.0,Left Center Back,129,Borussia Mönchengladbach,185,['8fe5e3f3-6e37-4920-a625-d5a4948cf249'],17,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:15:17.651,Pass,
,,,,,,,,,,,,,,,,,,,0.9007,,,,,,,,,,,,,,,ce6c305d-4053-4c53-a798-41c0d54339ce,2125,,,"[55.7, 7.9]",3890517,60,,,,,1.6052654,,Left Foot,,,"[55.4, 16.6]",Ground Pass,,8.705171,,,Tony Jantschke,12320.0,,,,,,2,Regular Play,Oscar Wendt,8809.0,Left Back,129,Borussia Mönchengladbach,185,['06202624-f048-4108-812d-99bc28f63e4b'],19,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:15:19.193,Pass,
,,,,,,,,,,,,,,,,,,,1.220799,,,,,,,,,,,,,,,75faca34-adfa-4e10-b4bc-803cb33b0e81,2128,,,"[62.1, 21.8]",3890517,60,,,,,-0.16662252,,Right Foot,,,"[84.1, 18.1]",Low Pass,,22.308968,Incomplete,,André Hahn,8322.0,,,,,,2,Regular Play,Tony Jantschke,12320.0,Left Center Back,129,Borussia Mönchengladbach,185,"['4cf7b994-c241-4974-8023-5f5b4577a28a', '6a291784-8e6f-4652-a8b3-2d5f4a39d8c2']",21,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:15:21.336,Pass,
,,,,,,,,,,,,,,,,,,,1.099418,,,,,,,,,,,,,,,6a291784-8e6f-4652-a8b3-2d5f4a39d8c2,2130,,,"[36.0, 62.0]",3890517,60,,,,,0.06401498,,Left Foot,,,"[51.6, 63.0]",Low Pass,,15.632018,,,Pascal Groß,3097.0,,,,,Recovery,2,Regular Play,Marvin Matip,9106.0,Right Center Back,130,Ingolstadt,189,"['75faca34-adfa-4e10-b4bc-803cb33b0e81', 'a7f15695-ac23-44d0-8a3e-0e5d837b2e3d']",22,,,,,,,,,,,,,,,,,Ingolstadt,189,00:15:22.557,Pass,
,,,,,,,,,,,,,,,,,,,1.122346,,,,,,,,,,,,,,,a6726b50-4bbf-4b71-950b-f76e1e47b571,2132,,,"[52.3, 63.0]",3890517,60,,,,,-1.7916251,,Right Foot,,,"[50.1, 53.2]",Ground Pass,,10.043903,,,Roger de Oliveira Bernardo,40459.0,,,,,,2,Regular Play,Pascal Groß,3097.0,Right Center Midfield,130,Ingolstadt,189,['5e80636a-2ba3-4c63-9bd3-70b898e7f5fc'],23,,,,,,,,,,,,,,,,,Ingolstadt,189,00:15:23.656,Pass,
,,,,,,,,,,,,,,,,,,,1.256112,,,,,,,,,,,,,,,2a789926-a438-4e99-a366-bc5fc0a4900e,2135,,,"[49.0, 52.3]",3890517,60,,,,,1.3233424,,Right Foot,,,"[51.4, 61.8]",Ground Pass,,9.79847,,,Pascal Groß,3097.0,,,,,,2,Regular Play,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,130,Ingolstadt,189,['c23e39f4-c694-428f-981b-a814379963a3'],24,,,,,,,,,,,,,,,,,Ingolstadt,189,00:15:24.822,Pass,
,,,,,,,,,,,,,,,,,,,1.637676,,,,,,,,,,,,,,,bb257775-c648-4e49-ba88-38e2b5828e0c,2138,,,"[51.8, 62.2]",3890517,60,,,,,1.9667509,,Right Foot,,,"[46.7, 74.4]",Ground Pass,,13.223085,,,Danny Vieira da Costa,8676.0,,,,,,2,Regular Play,Pascal Groß,3097.0,Right Center Midfield,130,Ingolstadt,189,['237c67a1-312b-4b32-b983-9aedf8f248e9'],26,,,,,,,,,,,,,,,,,Ingolstadt,189,00:15:26.398,Pass,
,,,,,,,,,,,,,,,,,,,2.537424,,,,,,,,,,,,,,,40c40929-00b4-4ab1-9d64-17a0d488a97c,2141,,,"[48.2, 75.2]",3890517,60,,,,,-0.3177718,,Right Foot,,,"[93.5, 60.3]",High Pass,,47.687523,Unknown,,Lukas Hinterseer,9103.0,,,,,,2,Regular Play,Danny Vieira da Costa,8676.0,Right Back,130,Ingolstadt,189,['3fe046d3-b1e6-4022-889e-4bcde760c75e'],28,,,,,,,,,,,,,,,,,Ingolstadt,189,00:15:28.604,Pass,
,,,,,,,,,,,,,,,,,,,4.825743,,,,,,,,,,,,,,,93664d73-82a1-4371-9e47-c9ccc5e38736,2145,,,"[32.3, 12.6]",3890517,60,,,,,0.14189705,,Right Foot,,,"[112.8, 24.1]",High Pass,,81.31728,Incomplete,,André Hahn,8322.0,,,,,Free Kick,2,From Free Kick,Tony Jantschke,12320.0,Left Center Back,131,Borussia Mönchengladbach,185,"['07dde2f7-0ed2-49dc-b2cd-a850bfa62407', 'dee822ea-77bd-44e5-8ef5-2cd9940c194b']",49,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:15:49.241,Pass,
,,,,,,,,,,,,,,,,,,,1.362063,,,,,,,,,,,,,,,33e6654f-eb08-4c42-9b83-52cade183c82,2148,,,"[120.0, 0.1]",3890517,61,,,,,1.7483269,,Right Foot,,,"[113.2, 38.0]",High Pass,True,38.505196,Incomplete,,André Hahn,8322.0,,,Inswinging,,Corner,2,From Corner,Thorgan Hazard,5632.0,Left Wing,132,Borussia Mönchengladbach,185,"['58604a61-0c81-4655-98c4-7d5799373e91', 'e631dcae-1040-444b-b88e-a2096e6d48ed']",20,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:16:20.219,Pass,
,,,,,,,,,,,,,,,,,,,2.332387,,,,,,,,,,,,,,,820f5f41-ca5b-435e-91bb-f701061a2dce,2155,,,"[55.0, 51.3]",3890517,61,,,,,-2.9605463,,Left Foot,,,"[25.5, 45.9]",Ground Pass,,29.990166,,,Yann Sommer,5550.0,,,,,,2,From Corner,Lars Edi Stindl,8806.0,Center Attacking Midfield,132,Borussia Mönchengladbach,185,['bcd58e8b-6db3-442a-ab95-08fa121fef56'],29,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:16:29.901,Pass,
,,,,,,,,,,,,,,,,,,,5.128796,,,,,,,,,,,,,,,531a2c6f-216e-47a2-9a8d-217edd535365,2158,,,"[25.1, 37.4]",3890517,61,,,,,-0.34424555,,Left Foot,,,"[87.3, 15.1]",High Pass,,66.0767,,,Thorgan Hazard,5632.0,,,,,,2,From Corner,Yann Sommer,5550.0,Goalkeeper,132,Borussia Mönchengladbach,185,['0d35105b-631b-40ac-9482-dcaa62129c47'],35,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:16:35.312,Pass,
,,,,,,,,,,,,,,,,,,,1.672323,,,,,,,,,,,,,,,df8e65b4-39a1-4914-abcf-f33ece74bbb0,2160,,,"[87.3, 15.1]",3890517,61,,,,,0.47734538,,Head,,,"[98.9, 21.1]",Low Pass,,13.059862,Incomplete,,Lars Edi Stindl,8806.0,,,,,,2,From Corner,Thorgan Hazard,5632.0,Left Wing,132,Borussia Mönchengladbach,185,"['21208363-1353-4150-b6ae-c11901fa62e7', 'e176d78c-2463-4fb4-9876-8420ca833d6e']",40,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:16:40.572,Pass,
,,,,,,,,,,,,,,,,,,,2.212178,,,,,,,,,,,,,,,e176d78c-2463-4fb4-9876-8420ca833d6e,2162,,,"[21.2, 59.0]",3890517,61,,,,,-2.4066567,,Right Foot,,,"[5.6, 44.9]",Ground Pass,,21.027838,,,Ramazan Özcan,12319.0,,,,,Interception,2,From Corner,Marvin Matip,9106.0,Right Center Back,132,Borussia Mönchengladbach,185,"['bd484ae0-a922-4d25-ad4a-55ec0881f312', 'df8e65b4-39a1-4914-abcf-f33ece74bbb0']",42,,,,,,,,,,,,,,,,,Ingolstadt,189,00:16:42.244,Pass,
,,,,,,,,,,,,,,,,,,,3.771138,,,,,,,,,,,,,,,e30acfd2-e120-4fee-88b4-d67f41db305d,2166,,,"[5.0, 37.2]",3890517,61,,,,,-0.45686805,,Left Foot,,,"[64.2, 8.1]",High Pass,,65.96552,Incomplete,,Moritz Hartmann,40464.0,,,,,,2,From Corner,Ramazan Özcan,12319.0,Goalkeeper,132,Borussia Mönchengladbach,185,"['0e0fb92e-3c96-4bf9-8e13-2f32336817f6', '4b5dd1a0-cdc9-46c4-90fe-8a76e1f4239c', 'ee28b62f-b7fc-47a9-985b-46b676c6ffa6']",46,,,,,,,,,,,,,,,,,Ingolstadt,189,00:16:46.161,Pass,True
,,,,,,,,,,,,,,,,,,,1.318096,,,,,,,,,,,,,,,4b5dd1a0-cdc9-46c4-90fe-8a76e1f4239c,2169,,,"[55.9, 72.0]",3890517,61,,,,True,-0.44936287,,,,,"[70.0, 65.2]",High Pass,,15.654073,,,Fabian Johnson,11283.0,,,,,Recovery,2,From Corner,Håvard Nordtveit,8395.0,Right Defensive Midfield,132,Borussia Mönchengladbach,185,"['d14fabdb-715a-4bac-bf96-c7401387aaa7', 'da1db382-9a14-47e8-bd71-5c4cc7c9d920', 'e30acfd2-e120-4fee-88b4-d67f41db305d']",49,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:16:49.932,Pass,True
