50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dd2abb54-21dc-487c-84bb-b6c0aa93f304,1,,,,3890527,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3b86c439-79dc-48eb-9150-ebd34dc509b2,2,,,,3890527,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 7993, 'name': 'Filip Mladenović'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8822, 'name': 'Simon Zoller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 31}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5cc282e4-6734-481e-89fa-7dfe493a546c,3,,,,3890527,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['86ceeafb-7612-4dbc-ad39-f7ed3a107d24'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,86ceeafb-7612-4dbc-ad39-f7ed3a107d24,4,,,,3890527,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['5cc282e4-6734-481e-89fa-7dfe493a546c'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8a183b55-3778-41fe-9996-aedc80f06512,1860,,,,3890527,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,FSV Mainz 05,177,['2a81ed8d-824e-4070-a6e3-a46f626a9fb6'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2a81ed8d-824e-4070-a6e3-a46f626a9fb6,1861,,,,3890527,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,FSV Mainz 05,177,['8a183b55-3778-41fe-9996-aedc80f06512'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.341571,,,,,,,,,,,,,9da7251a-9f3d-4043-8b43-d76642ef2956,5,,,"[61.0, 40.1]",3890527,0,True,,,1.7804362,,Right Foot,,"[60.0, 44.8]",,Ground Pass,,4.8052053,,,Yunus Mallı,8679.0,,,,,Kick Off,1,From Kick Off,Jhon Andrés Córdoba Copete,8817.0,Center Forward,2,FSV Mainz 05,177,['2e9f91d2-8241-4fe1-9281-d74198fc5e12'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.860,Pass,
,,,,,,,,,,,,,,,,,2.047864,,,,,,,,,,,,,57f1bc90-8f48-4855-9a5e-82ab293e9f2e,7,,,"[59.8, 44.4]",3890527,0,True,,,-2.7773147,,Right Foot,,"[32.0, 33.8]",,Ground Pass,,29.752312,,,Leon Aderemi Balogun,5467.0,,,,,,1,From Kick Off,Yunus Mallı,8679.0,Center Attacking Midfield,2,FSV Mainz 05,177,['3327a443-108a-4d95-a7b0-57def6635f2d'],1,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:01.463,Pass,
,,,,,,,,,,,,,,,,,1.201521,,,,,,,,,,,,,ac0155f8-4aac-4e03-87b9-fb8366b39061,9,,,"[31.7, 33.1]",3890527,0,,,,-0.34939328,,Right Foot,,"[44.6, 28.4]",,Ground Pass,,13.72953,,,Danny Latza,8539.0,,,,,,1,From Kick Off,Leon Aderemi Balogun,5467.0,Left Center Back,2,FSV Mainz 05,177,['8b07fc7d-07f5-4991-8670-d370229ce315'],4,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:04.656,Pass,
,,,,,,,,,,,,,,,,,1.611393,,,,,,,,,,,,,bc7ca7c3-027c-49d0-8eb5-470568c3af63,12,,,"[62.4, 22.6]",3890527,0,,,,1.9993255,,Right Foot,,"[40.7, 70.1]",,Ground Pass,,52.222027,,,Stefan Bell,8559.0,,True,,,,1,From Kick Off,Danny Latza,8539.0,Left Defensive Midfield,2,FSV Mainz 05,177,['c5b5246b-80b8-485b-b892-0593e2c15915'],12,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:12.046,Pass,
