50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,16c95f45-d681-43e4-8161-a75c5d3623ba,1,,,3890427,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8918, 'name': 'Roberto Hilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 38}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,e8ec5f34-c83f-4876-aa0c-293fcf89c21c,2,,,3890427,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 12294, 'name': 'Andre Hoffmann'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 20359, 'name': 'Hugo Miguel Pereira de Almeida'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 8407, 'name': 'Ádám Szalai'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3fd8fca9-804a-4129-b3d1-92f0ff533e08,3,,,3890427,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['054bd8bb-7857-4438-8cee-3d3f9d5a48a0'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,054bd8bb-7857-4438-8cee-3d3f9d5a48a0,4,,,3890427,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['3fd8fca9-804a-4129-b3d1-92f0ff533e08'],0,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,c6f2e547-25b1-461c-abff-c55113ae295e,1623,,,3890427,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Bayer Leverkusen,904,['b6f7a8ec-a444-49c1-87b5-472cef61dc84'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,b6f7a8ec-a444-49c1-87b5-472cef61dc84,1624,,,3890427,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Bayer Leverkusen,904,['c6f2e547-25b1-461c-abff-c55113ae295e'],0,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.466552,,,,,,,,,,,,,,,,92f690e0-fc22-4aa7-add2-6efba89ad8e2,5,,"[60.0, 40.0]",3890427,0,,,,2.158799,,Right Foot,,,,"[59.4, 40.9]",,Ground Pass,,1.0816654,,,,Javier Hernández Balcázar,3058.0,,,,,,Kick Off,1,From Kick Off,Stefan Kießling,11394.0,Left Center Forward,2,Bayer Leverkusen,904,['6c90951e-2013-4701-bd4b-8fd192a38eb4'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.873,Pass,
,,,,,,,,,,,,,,,,3.179391,,,,,,,,,,,,,,,,8638f82c-13a3-4933-9561-52c9035a6742,8,,"[58.1, 41.1]",3890427,0,,,,1.5883899,,Right Foot,,,,"[57.5, 75.2]",,Ground Pass,,34.105278,,,,Roberto Hilbert,8918.0,,,,,,,1,From Kick Off,Javier Hernández Balcázar,3058.0,Right Center Forward,2,Bayer Leverkusen,904,['c131be46-65d9-4437-8b25-b28774032a7f'],2,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:02.182,Pass,
,,,,,,,,,,,,,,,,3.155172,,,,,,,,,,,,,,,,93767fe7-41b3-4992-b5e8-10a99f922ebf,10,,"[60.5, 74.9]",3890427,0,,,,-0.8207441,,Right Foot,,,,"[94.6, 38.3]",,High Pass,,50.023693,,Incomplete,,Stefan Kießling,11394.0,,,,,,,1,From Kick Off,Roberto Hilbert,8918.0,Right Back,2,Bayer Leverkusen,904,"['3e318458-5543-4ba6-9e31-b1daee538346', 'ba999b9b-7d76-43c6-825f-f4698eb3b71d']",5,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:05.361,Pass,
,,,,,,,,,,,,,,,,1.432387,,,,,,,,,,,,,,,,d038aa2b-df52-4629-8bf0-056570432002,19,,"[61.7, 36.7]",3890427,0,,,,-1.5150771,,Right Foot,,,,"[63.1, 11.6]",,Ground Pass,,25.139013,,,,Kevin Kampl,8222.0,,,,,,Free Kick,1,From Free Kick,Ömer Toprak,8573.0,Left Center Back,3,Bayer Leverkusen,904,['48bb0845-dc67-4661-b609-9bcf95287957'],24,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:24.861,Pass,
