50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,24b4a5e1-22c9-4fc1-888b-0f6a4d52cddc,1,,,,3890529,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 23499, 'name': 'Jaroslav Drobný'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 8323, 'name': 'Gideon Jung'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f8f97a95-fade-45d7-af95-7d2e7dd702b5,2,,,,3890529,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 42}, {'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 7}, {'player': {'id': 3774, 'name': 'Papiss Mison Djilobodji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 5}, {'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Werder Bremen,176,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b5a01c31-c97f-48cd-b447-a5a368a11406,3,,,,3890529,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['5628152c-5b11-477c-a331-7185e2c8f74d'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5628152c-5b11-477c-a331-7185e2c8f74d,4,,,,3890529,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['b5a01c31-c97f-48cd-b447-a5a368a11406'],0,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,98ea3916-bf4e-4cf8-be79-3672e1caf67d,1699,,,,3890529,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Werder Bremen,176,['af30ce06-8e4b-4d93-84af-9368ddd43495'],0,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,af30ce06-8e4b-4d93-84af-9368ddd43495,1700,,,,3890529,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Werder Bremen,176,['98ea3916-bf4e-4cf8-be79-3672e1caf67d'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.330876,,,,,,,,,,,,,,,0365be1f-1a7c-4d08-b5bf-617b21e347eb,5,,,"[61.0, 40.1]",3890529,0,,,,,2.7728968,,Left Foot,,,"[56.6, 41.8]",,Ground Pass,,4.7169905,,,Pierre-Michel Lasogga,8895.0,,,,,Kick Off,1,From Kick Off,Michael Gregoritsch,8309.0,Center Attacking Midfield,2,Hamburger SV,171,['776ad615-9b16-4069-a80c-775ec67c4a9b'],1,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:01.843,Pass,
,,,,,,,,,,,,,,,,,1.099029,,,,,,,,,,,,,,,4cdbda26-6646-4ab8-a79a-b34e65831825,8,,,"[57.4, 42.6]",3890529,0,,,,,-3.0236244,,Right Foot,,,"[43.9, 41.0]",,Ground Pass,,13.594484,,,Lewis Harry Holtby,8891.0,,,,,,1,From Kick Off,Pierre-Michel Lasogga,8895.0,Center Forward,2,Hamburger SV,171,['03eb09c7-874d-4025-9c71-0d65bf736e5f'],2,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:02.354,Pass,
,,,,,,,,,,,,,,,,,1.505823,,,,,,,,,,,,,,,61abb8e2-4880-4c5b-949d-a4bfee458722,11,,,"[42.9, 42.2]",3890529,0,,,,,-2.1279826,,Left Foot,,,"[31.0, 23.1]",,Ground Pass,,22.503777,,,Emir Spahić,26791.0,,,,,,1,From Kick Off,Lewis Harry Holtby,8891.0,Left Defensive Midfield,2,Hamburger SV,171,['97dd3725-d00b-4f7e-8dfb-55cf2d0f82bb'],4,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:04.613,Pass,
,,,,,,,,,,,,,,,,,2.456403,,,,,,,,,,,,,,,75ba7b0f-4756-43e4-9dbb-fec8c4b58bd7,14,,,"[26.8, 16.3]",3890529,0,,,,,2.158799,,Right Foot,,,"[11.0, 40.0]",,Ground Pass,,28.483854,,,Jaroslav Drobný,23499.0,,,,,,1,From Kick Off,Emir Spahić,26791.0,Left Center Back,2,Hamburger SV,171,['9b0822c6-194d-4363-8281-43100d3503b6'],7,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:07.704,Pass,
