50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.067275,,,,,,,,,,,,,575e14f6-b746-41a1-8d7d-09572a9e3186,27,,"[71.5, 18.7]",3788772,0,,,,,-0.104876935,,Right Foot,,,"[101.9, 15.5]",,High Pass,30.567957,,Incomplete,,Patrik Schick,7044.0,,,,,,,1,Regular Play,Jan Bořil,4875.0,Left Back,3,England,768,"['34d8457f-1475-4065-a1c7-0fb39cf9a45d', 'b9e210dc-92bb-4ccd-be51-5791bb9be391']",16,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:16.222,Pass,
,,,,,,,,,,,,,,,,,1.645632,,,,,,,,,,,,,34d8457f-1475-4065-a1c7-0fb39cf9a45d,29,,"[18.2, 64.6]",3788772,0,,,,,-2.630842,,Head,,,"[6.6, 58.1]",,Low Pass,13.296992,,,,Jordan Pickford,3468.0,,,,,,Recovery,1,Regular Play,Kyle Walker,3205.0,Right Back,3,England,768,"['575e14f6-b746-41a1-8d7d-09572a9e3186', 'f03faf98-19c5-4da5-a5cb-52d291530ab7']",19,,,,,,,,,,,,,,,,,England,768,00:00:19.289,Pass,
,,,,,,,,,,,,,,,,,2.539172,,,,,,,,,,,,,f186733a-7e9f-4355-b4ea-4d2f75e0f648,32,,"[11.0, 44.2]",3788772,0,,,,,-0.87279665,,Keeper Arm,,,"[43.8, 5.1]",,High Pass,51.03577,,,,Luke Shaw,3382.0,,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,3,England,768,['cd6a1afc-4193-4230-86b6-43d2b5e42e8f'],23,,,,,,,,,,,,,,,,,England,768,00:00:23.585,Pass,
,,,,,,,,,,,,,,,,,1.447643,,,,,,,,,,,,,37d0d255-ae75-4f4d-9a29-31947032f95b,38,,"[57.6, 71.9]",3788772,0,,,,,-0.92488754,,Right Foot,,,"[72.6, 52.0]",,High Pass,24.920073,,Incomplete,,Patrik Schick,7044.0,,,,,,Recovery,1,Regular Play,Vladimír Coufal,16570.0,Right Back,3,England,768,"['1ebcd687-5be7-4f14-a34e-8d8e90c4613b', '58dd8cb1-5cd2-47a6-bd6d-7598303110e4', 'f986bc73-084b-4e4f-a535-6cc0fb9741a4']",28,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:28.668,Pass,True
,,,,,,,,,,,,,,,,,2.083214,,,,,,,,,,,,,f986bc73-084b-4e4f-a535-6cc0fb9741a4,40,,"[47.5, 28.1]",3788772,0,,,,,-0.03978,,Head,,,"[67.6, 27.3]",,High Pass,20.115913,,Incomplete,,Harry Kane,10955.0,,,,,,Recovery,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,3,England,768,"['37d0d255-ae75-4f4d-9a29-31947032f95b', '5ab7a0d7-a40b-40fb-b1dd-00d1bb929095', 'c2a39934-ae98-4a71-ae17-c041634c0bde']",30,,,,,,,,,,,,,,,,,England,768,00:00:30.116,Pass,
,,,,,,,,,,,,,,,,,2.158004,,,,,,,,,,,,,5ab7a0d7-a40b-40fb-b1dd-00d1bb929095,42,,"[52.5, 52.8]",3788772,0,,,,,0.04030075,,Head,,,"[89.7, 54.3]",,High Pass,37.23023,,Incomplete,,Patrik Schick,7044.0,,,,,,Recovery,1,Regular Play,Ondrej Celustka,30328.0,Right Center Back,3,England,768,"['857892d4-0fb8-4cc9-99f7-462df5d0124e', '90cfab64-fed9-45bf-ab5f-ccdaa595a700', 'f986bc73-084b-4e4f-a535-6cc0fb9741a4']",32,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:32.199,Pass,
,,,,,,,,,,,,,,,,,1.325066,,,,,,,,,,,,,5fd81e11-086e-4455-b685-c8171c23e86e,46,,"[39.3, 25.8]",3788772,0,,,,,1.9251254,,Right Foot,,,"[32.9, 43.1]",,Ground Pass,18.445868,,,,John Stones,3244.0,,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,3,England,768,['9c686a91-c0bf-4f03-b0a8-f44d5ff145c8'],45,,,,,,,,,,,,,,,,,England,768,00:00:45.359,Pass,
,,,,,,,,,,,,,,,,,1.316899,,,,,,,,,,,,,f614f527-f122-41d9-ba8f-f104580359fd,49,,"[34.8, 46.2]",3788772,0,,,,,0.38416937,,Right Foot,,,"[48.9, 51.9]",,Ground Pass,15.20855,,,,Kalvin Phillips,4706.0,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,3,England,768,['2664af85-dc3e-45d5-a365-6da979980182'],48,,,,,,,,,,,,,,,,,England,768,00:00:48.054,Pass,
,,,,,,,,,,,,,,,,,1.417088,,,,,,,,,,,,,db925345-443f-43a6-8158-94fdcd8249eb,51,,"[48.9, 51.9]",3788772,0,,,,,-2.9777844,,Right Foot,,,"[36.8, 49.9]",,Ground Pass,12.264175,,,,John Stones,3244.0,,,,,,,1,Regular Play,Kalvin Phillips,4706.0,Right Defensive Midfield,3,England,768,['c950ef5f-4239-47b7-becb-da31e927cde5'],49,,,,,,,,,,,,,,,,,England,768,00:00:49.371,Pass,
,,,,,,,,,,,,,,,,,2.180304,,,,,,,,,,,,,9e45c6eb-8a15-409e-a78c-145e749db566,54,,"[36.6, 48.8]",3788772,0,,,,,-1.5218159,,Right Foot,,,"[37.6, 28.4]",,Ground Pass,20.424496,,,,Harry Maguire,3336.0,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,3,England,768,['71f616e2-4714-4e06-af65-13b37e208dd8'],51,,,,,,,,,,,,,,,,,England,768,00:00:51.719,Pass,
,,,,,,,,,,,,,,,,,1.799181,,,,,,,,,,,,,dabd689b-f6d0-4540-bb71-7ef4c0c6c0e0,57,,"[39.9, 26.3]",3788772,0,,,,,1.838622,,Right Foot,,,"[34.0, 47.8]",,Ground Pass,22.294842,,,,John Stones,3244.0,,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,3,England,768,['7d2b4cdc-37e1-4145-92e3-7f380ce02f06'],55,,,,,,,,,,,,,,,,,England,768,00:00:55.610,Pass,
,,,,,,,,,,,,,,,,,1.588321,,,,,,,,,,,,,2d65acd9-f8fe-45f7-adea-21bfcbb9a981,60,,"[37.0, 49.9]",3788772,1,,,,,1.5103861,,Right Foot,,,"[38.5, 74.7]",,Ground Pass,24.845322,,,,Kalvin Phillips,4706.0,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,3,England,768,['2844d383-3606-4f25-abc3-fbaa7acd9c14'],2,,,,,,,,,,,,,,,,,England,768,00:01:02.449,Pass,
,,,,,,,,,,,,,,,,,1.721045,,,,,,,,,,,,,1d51334e-7077-44c2-a6c6-bd2de40ce617,63,,"[37.4, 73.5]",3788772,1,,,,,-2.2745261,,Right Foot,,,"[24.5, 58.3]",,Ground Pass,19.936148,,,,John Stones,3244.0,,,,,,,1,Regular Play,Kalvin Phillips,4706.0,Right Defensive Midfield,3,England,768,['56715502-ab72-4722-a8e2-fc12e0a043a0'],4,,,,,,,,,,,,,,,,,England,768,00:01:04.744,Pass,
,,,,,,,,,,,,,,,,,2.404639,,,,,,,,,,,,,121d5b3a-ac39-4c58-acd1-3a6c59681e45,66,,"[23.5, 56.2]",3788772,1,,,,,-2.195905,,Right Foot,,,"[9.5, 36.8]",,Ground Pass,23.924046,,,,Jordan Pickford,3468.0,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,3,England,768,['c8b018f8-dcba-4656-a6d3-c909711e8c1e'],7,,,,,,,,,,,,,,,,,England,768,00:01:07.383,Pass,
,,,,,,,,,,,,,,,,,2.308658,,,,,,,,,,,,,c7ff8238-beae-472e-a0a9-1658436b7854,69,,"[15.8, 32.0]",3788772,1,,,,,-1.4579769,,Right Foot,,,"[18.1, 11.7]",,Ground Pass,20.42988,,,,Harry Maguire,3336.0,,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,3,England,768,['a1a72979-3f9a-41bf-9d0d-8d3fe7215eb5'],13,,,,,,,,,,,,,,,,,England,768,00:01:13.397,Pass,
,,,,,,,,,,,,,,,,,2.481913,,,,,,,,,,,,,d0e691a5-7964-4093-9c6b-79eef54df209,71,,"[18.1, 11.7]",3788772,1,,,,,2.1217787,,Right Foot,,,"[7.9, 28.3]",,Ground Pass,19.483326,,,,Jordan Pickford,3468.0,,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,3,England,768,['81d140da-30f7-47d2-aa87-fb64b2dbf103'],15,,,,,,,,,,,,,,,,,England,768,00:01:15.705,Pass,
,,,,,,,,,,,,,,,,,1.139826,,,,,,,,,,,,,7cf52801-9ab8-4cb7-94bd-ef771ae7d249,74,,"[6.9, 29.8]",3788772,1,,,,,-0.022552567,,Left Foot,,,"[20.2, 29.5]",,Ground Pass,13.303383,,,,Declan Rice,3943.0,,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,3,England,768,"['44af4bad-f64a-4d79-862a-93675683482d', '6699232a-0755-421f-b0e1-cb5c5bfd7c7e']",18,,,,,,,,,,,,,,,,,England,768,00:01:18.187,Pass,True
,,,,,,,,,,,,,,,,,1.84352,,,,,,,,,,,,,3571dfdd-c0c8-4a04-8ee1-9f2c3a2f95c4,76,,"[20.4, 28.7]",3788772,1,,,,,-1.8873656,,Left Foot,,,"[14.7, 11.3]",,Ground Pass,18.309834,,,,Harry Maguire,3336.0,,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,3,England,768,['16eeb50f-21b5-4a15-95b9-225baccf7dd5'],19,,,,,,,,,,,,,,,,,England,768,00:01:19.327,Pass,
,,,,,,,,,,,,,,,,,2.350026,,,,,,,,,,,,,28e0838a-7b20-4b89-83fa-56d2a2f161ad,78,,"[15.2, 10.3]",3788772,1,,,,,2.2745261,,Right Foot,,,"[2.3, 25.5]",,Ground Pass,19.936148,,,,Jordan Pickford,3468.0,,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,3,England,768,['8adb9cbb-832a-430c-8b4e-7315a513dd32'],21,,,,,,,,,,,,,,,,,England,768,00:01:21.171,Pass,
,,,,,,,,,,,,,,,,,3.605202,,,,,,,,,,,,,f1be89b7-9603-436c-a767-ffe29e03fc24,81,,"[1.1, 23.6]",3788772,1,,,,,-0.22409777,,Left Foot,,,"[49.8, 12.5]",,High Pass,49.948975,,Incomplete,,Raheem Sterling,3233.0,,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,3,England,768,"['0029c373-ad06-4974-ac2f-02c6b8963ee2', '430c5f05-9db2-4130-9c67-a5c6a7be22fa', '65ae3732-4f5e-4a0a-9005-a419a0958712']",23,,,,,,,,,,,,,,,,,England,768,00:01:23.521,Pass,True
,,,,,,,,,,,,,,,,,1.768021,,,,,,,,,,,,,430c5f05-9db2-4130-9c67-a5c6a7be22fa,84,,"[70.3, 67.6]",3788772,1,,,,True,-0.37342864,,,,,"[87.4, 60.9]",,High Pass,18.365728,,Incomplete,,Lukáš Masopust,16472.0,,,,,,Recovery,1,Regular Play,Ondrej Celustka,30328.0,Right Center Back,3,England,768,"['42769734-e915-4833-9894-56cad531b767', '6e799bb5-4333-443c-8b8e-0d8efebc59da', '852841a2-b5fb-4e02-8bee-5eaf7edf3e8d', 'f1be89b7-9603-436c-a767-ffe29e03fc24']",27,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:27.126,Pass,True
,,,,,,,,,,,,,,,,,0.942094,,,,,,,,,,,,,846b700e-798d-415e-babe-89937f75ad43,90,,"[35.5, 29.3]",3788772,1,,,,,-1.4732052,,Right Foot,,,"[36.9, 15.0]",,Ground Pass,14.368368,,,,Declan Rice,3943.0,,,,,,,1,Regular Play,Kalvin Phillips,4706.0,Right Defensive Midfield,3,England,768,['314b3ee3-1a8e-4a7d-ba5b-03145442273a'],30,,,,,,,,,,,,,,,,,England,768,00:01:30.981,Pass,
,,,,,,,,,,,,,,,,,1.031607,,,,,,,,,,,,,464e72aa-5867-4239-84de-24d35330b751,93,,"[37.1, 14.0]",3788772,1,,,,,-0.15790991,,Right Foot,,,"[52.8, 11.5]",,Low Pass,15.897799,,,,Harry Kane,10955.0,,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,3,England,768,['7a2429a0-7db5-408a-b453-0930283d419c'],32,,,,,,,,,,,,,,,,,England,768,00:01:32.652,Pass,
,,,,,,,,,,,,,,,,,1.532267,,,,,,,,,,,,,ecedf237-5586-4526-a2b3-4c74ac9724ba,97,,"[51.4, 29.9]",3788772,1,,,,,-0.7735784,,Right Foot,,,"[72.8, 9.0]",,Ground Pass,29.912706,,Incomplete,,Jack Grealish,9638.0,,,,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,3,England,768,"['0b0007fe-12a4-4192-9659-c2c7627f0e73', '29cd060b-ffbc-4eec-91d3-1c62213855a3']",39,,,,,,,,,,,,,,,,,England,768,00:01:39.900,Pass,
,,,,,,,,,,,,,,,,,1.10174,,,,,,,,,,,,,120f7492-5931-4a06-a528-5086be378822,102,,"[62.0, 20.9]",3788772,1,,,,,-1.6327325,,Right Foot,,,"[61.2, 8.0]",,Ground Pass,12.924783,,,,Luke Shaw,3382.0,,,,,,Recovery,1,Regular Play,Harry Kane,10955.0,Center Forward,3,England,768,['45f8abeb-afc3-437e-a147-e60dd4f53a84'],42,,,,,,,,,,,,,,,,,England,768,00:01:42.433,Pass,
,,,,,,,,,,,,,,,,,3.539484,,,,,,,,,,,,,09186627-ae19-4c89-b35d-ee4a493d0a87,105,,"[63.3, 8.0]",3788772,1,,,,,0.42527524,b52b9a89-d4ba-46e8-8fa2-b06445f019dd,Left Foot,,,"[107.9, 28.2]",,High Pass,48.96121,,,,Raheem Sterling,3233.0,True,,,Through Ball,True,,1,Regular Play,Luke Shaw,3382.0,Left Back,3,England,768,['1645d60a-d93f-483c-89cc-41ac47127f79'],44,,,,,,,,,,,,,,,,,England,768,00:01:44.288,Pass,
,,,,,,,,,,,,,,,,,1.732057,,,,,,,,,,,,,cbb30cc1-64db-48fe-ae2d-49037e71a954,112,,"[65.8, 74.2]",3788772,1,,,,,0.3457755,,Head,,,"[81.9, 80.0]",,Low Pass,17.11286,,Out,,Kyle Walker,3205.0,,,,,,Recovery,1,Regular Play,John Stones,3244.0,Right Center Back,3,England,768,['bb07c05a-0330-4f29-845c-12356703e8f1'],55,,,,,,,,,,,,,,,,,England,768,00:01:55.269,Pass,
,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,bed66229-ecaa-4129-b825-046e7bd0af52,114,,"[40.0, 0.1]",3788772,2,,,,,0.09263033,,,,,"[76.6, 3.5]",,High Pass,36.757584,,,,Patrik Schick,7044.0,,,,,,Throw-in,1,From Throw In,Jan Bořil,4875.0,Left Back,4,Czech Republic,912,['b7a53586-bf15-4dcc-8929-ef462028eb6b'],10,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:10.713,Pass,
,,,,,,,,,,,,,,,,,2.449362,,,,,,,,,,,,,73479911-e2be-4251-9b8b-c25997adea58,119,,"[17.0, 63.4]",3788772,2,,,,,-2.0273392,,Right Foot,,,"[5.9, 40.8]",,Ground Pass,25.17876,,,,Jordan Pickford,3468.0,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,5,England,768,"['6cf6a9b5-fecb-4232-947c-18de9063b26f', '8dcb0bfc-92db-4d80-befc-bcffe6e3ab9c']",29,,,,,,,,,,,,,,,,,England,768,00:02:29.200,Pass,True
,,,,,,,,,,,,,,,,,5.323448,,,,,,,,,,,,,bd264197-f331-4b5f-9c01-92036ae5196e,122,,"[14.9, 33.5]",3788772,2,,,,,0.008717089,,Left Foot,,,"[95.2, 34.2]",,High Pass,80.303055,,Incomplete,,Harry Kane,10955.0,,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,5,England,768,"['0057ad8a-7e17-450a-85b6-c42492cc35b1', 'c0ea28e8-0c86-49d7-8bce-5aaa2233ed5e']",33,,,,,,,,,,,,,,,,,England,768,00:02:33.960,Pass,
,,,,,,,,,,,,,,,,,2.152942,,,,,,,,,,,,,37aa0f24-4e9c-443e-bd77-541e28a0cebf,127,,"[25.1, 47.0]",3788772,2,,,,,1.4845245,,Right Foot,,,"[26.7, 65.5]",,Ground Pass,18.56906,,,,Vladimír Coufal,16570.0,,,,,,,1,Regular Play,Tomáš Kalas,13197.0,Left Center Back,6,Czech Republic,912,"['509a4954-7a53-42ab-b29c-326923c57250', '7bca3e75-3bea-4cfa-bb1e-3b6ec727e15b']",39,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:39.986,Pass,True
,,,,,,,,,,,,,,,,,0.960979,,,,,,,,,,,,,fddfb8c6-b75a-4c0e-bce7-081105fef123,130,,"[25.8, 65.2]",3788772,2,,,,,0.65492195,,Right Foot,,,"[38.3, 74.8]",,Ground Pass,15.761028,,,,Lukáš Masopust,16472.0,,,,,,,1,Regular Play,Vladimír Coufal,16570.0,Right Back,6,Czech Republic,912,"['72f2eafa-41b8-47bb-b5e8-5c9cfe5b20ed', 'f182187d-b74a-4751-9dad-71e778051459']",42,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:42.138,Pass,True
,,,,,,,,,,,,,,,,,1.118837,,,,,,,,,,,,,417707f8-1b67-49b2-8984-4f109c11340b,134,,"[72.3, 0.1]",3788772,2,,,,,1.501343,,,,,"[73.1, 11.6]",,Low Pass,11.527793,,,,Jack Grealish,9638.0,,,,,,Throw-in,1,From Throw In,Luke Shaw,3382.0,Left Back,7,England,768,['52718082-e985-45b4-9fd4-86bca47913c0'],57,,,,,,,,,,,,,,,,,England,768,00:02:57.364,Pass,
