50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,50458e4c-ee77-4cc3-bcda-2a6e9035cc50,1,,,,3788769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 21298, 'name': 'Matvey Safonov'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 16583, 'name': 'Georgiy Dzhikiya'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 31917, 'name': 'Igor Diveev'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 20845, 'name': 'Magomed Ozdoev'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 6299, 'name': 'Aleksey Miranchuk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Russia,796,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,54d6012c-fe9b-4449-af09-e2607aea2c56,2,,,,3788769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,,0,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 18}, {'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Denmark,776,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8f428589-b1b0-4662-9437-25644a1a344b,3,,,,3788769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,['9d0e568e-e06f-4126-a585-a97ed13ab2fe'],0,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,9d0e568e-e06f-4126-a585-a97ed13ab2fe,4,,,,3788769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,['8f428589-b1b0-4662-9437-25644a1a344b'],0,,,,,,,,,,,,,,,,Denmark,776,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,76474cc1-eae8-4e32-8fd2-78536efc95c6,1719,,,,3788769,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,87,Russia,796,['dd1c2bb0-7bac-4525-903a-f3c9a47e6091'],0,,,,,,,,,,,,,,,,Denmark,776,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,dd1c2bb0-7bac-4525-903a-f3c9a47e6091,1720,,,,3788769,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,87,Russia,796,['76474cc1-eae8-4e32-8fd2-78536efc95c6'],0,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.685806,,,,,,,,,,,,,,,,da3e243e-64f9-45b2-91f9-59afcaa9081a,5,,,"[60.0, 40.0]",3788769,0,,,,,-3.080059,,Left Foot,,,,"[38.9, 38.7]",,Ground Pass,,21.140009,,,,,Igor Diveev,31917.0,,,,,Kick Off,1,From Kick Off,Aleksey Miranchuk,6299.0,Right Wing,2,Russia,796,['afb2afd9-1538-4269-a631-cd7a99580e67'],0,,,,,,,,,,,,,,,,Russia,796,00:00:00.608,Pass,
,,,,,,,,,,,,,,,,3.546304,,,,,,,,,,,,,,,,3a5d2c27-1287-48df-a6c5-8ebe5607d33d,8,,,"[39.6, 38.9]",3788769,0,,,,,-0.5467888,,Right Foot,,,,"[92.5, 6.7]",,High Pass,,61.929394,,,Incomplete,,Artem Dzyuba,5195.0,,,,,,1,From Kick Off,Igor Diveev,31917.0,Center Back,2,Russia,796,"['7c9be019-b31d-4100-8b97-a8007bd58a23', 'a03ebaab-265c-474b-be32-29d95f40437c']",3,,,,,,,,,,,,,,,,Russia,796,00:00:03.252,Pass,
,,,,,,,,,,,,,,,,1.450748,,,,,,,,,,,,,,,,c9e944e7-6f4c-4bb1-ac36-c4745c2740b4,12,,,"[75.8, 0.1]",3788769,0,,,,,0.28473043,,,,,,"[88.1, 3.7]",,Low Pass,,12.816006,,,,,Aleksandr Golovin,5177.0,,,,,Throw-in,1,From Throw In,Daler Kuzyaev,5179.0,Left Wing Back,3,Russia,796,['565627de-7366-42c9-8e7d-159b5dd4c95c'],22,,,,,,,,,,,,,,,,Russia,796,00:00:22.001,Pass,
,,,,,,,,,,,,,,,,1.777442,,,,,,,,,,,,,,,,7d13673d-2429-4728-b70d-246d639ecd25,16,,,"[31.1, 76.7]",3788769,0,,True,,,-2.0098405,,Right Foot,,,,"[22.6, 58.6]",,Ground Pass,,19.9965,,,,,Simon Thorup Kjær,5534.0,,,,,Free Kick,1,From Free Kick,Andreas Christensen,3959.0,Right Center Back,4,Denmark,776,['85f755bf-d0c4-45ca-81d5-2813efc8e891'],32,,,,,,,,,,,,,,,,Denmark,776,00:00:32.589,Pass,
,,,,,,,,,,,,,,,,1.84481,,,,,,,,,,,,,,,,f4f07258-d71f-4413-abc7-19eb97b91efe,18,,,"[22.8, 56.3]",3788769,0,,,,,-1.5873923,,Right Foot,,,,"[22.4, 32.2]",,Ground Pass,,24.10332,,,,,Jannik Vestergaard,8815.0,,,,,,1,From Free Kick,Simon Thorup Kjær,5534.0,Center Back,4,Denmark,776,['ba36661f-2afe-4dcc-895d-4494d08253d9'],35,,,,,,,,,,,,,,,,Denmark,776,00:00:35.017,Pass,
,,,,,,,,,,,,,,,,3.569984,,,,,,,,,,,,,,,,27ebb5cd-73f4-4c92-b9c9-9b35af2eeb98,21,,,"[36.8, 30.2]",3788769,0,,,,,0.64150167,,Right Foot,,,,"[92.9, 72.1]",,High Pass,,70.02014,,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,True,,,1,From Free Kick,Jannik Vestergaard,8815.0,Left Center Back,4,Denmark,776,"['1092f102-a7a9-4a9e-ace0-d4559ba62a13', '3b1e6eb8-924f-4ee3-afb1-b4d61be9741e']",41,,,,,,,,,,,,,,,,Denmark,776,00:00:41.728,Pass,
,,,,,,,,,,,,,,,,1.952698,,,,,,,,,,,,,,,,aabfc352-ca5a-4c95-8d71-afb9ac9d0431,25,,,"[93.4, 80.0]",3788769,0,,True,,,-3.0093417,,,,,,"[71.6, 77.1]",,Low Pass,,21.992044,,,,,Andreas Christensen,3959.0,,,,,Throw-in,1,From Throw In,Daniel Wass,6797.0,Right Wing Back,5,Denmark,776,['8db6429a-7209-44e5-b28f-83c16ddaf7ab'],53,,,,,,,,,,,,,,,,Denmark,776,00:00:53.323,Pass,
,,,,,,,,,,,,,,,,1.539797,,,,,,,,,,,,,,,,7c04e504-5ac3-43cc-bcfb-8252a859f0c0,27,,,"[71.6, 76.4]",3788769,0,,,,,-2.0458071,,Right Foot,,,,"[60.8, 55.4]",,Ground Pass,,23.614403,,,,,Simon Thorup Kjær,5534.0,,,,,,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,5,Denmark,776,['0689c858-878c-40bb-a592-539e034734ae'],56,,,,,,,,,,,,,,,,Denmark,776,00:00:56.265,Pass,
,,,,,,,,,,,,,,,,1.502345,,,,,,,,,,,,,,,,0399270f-9487-4815-9cf0-c7c810900329,30,,,"[65.4, 54.2]",3788769,1,,,,,1.1240326,,Right Foot,,,,"[75.7, 75.7]",,Ground Pass,,23.839882,,,,,Andreas Christensen,3959.0,,,,,,1,From Throw In,Simon Thorup Kjær,5534.0,Center Back,5,Denmark,776,['4d7d85cc-8ae7-4436-a9d7-ae741e7253e1'],1,,,,,,,,,,,,,,,,Denmark,776,00:01:01.781,Pass,
,,,,,,,,,,,,,,,,3.522905,,,,,,,,,,,,,,,,5bafbe4e-d9a4-4995-8b7b-6cea448e135c,35,,,"[37.7, 0.1]",3788769,1,,,,,0.09131163,,,,,,"[79.2, 3.9]",,High Pass,,41.673615,,,Incomplete,,Artem Dzyuba,5195.0,,,,,Throw-in,1,From Throw In,Fedor Kudryashov,5677.0,Left Center Back,6,Russia,796,"['5e9d2fee-83fc-45ec-80a4-a66f81cc7df8', 'a6c2b531-0c3c-4471-9a4f-dce976d6f865']",18,,,,,,,,,,,,,,,,Russia,796,00:01:18.130,Pass,
