50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.517073,,,,,,,,,,,,,cf5c9aab-7275-4014-aa8a-d2eff40e4628,17,,,"[40.2, 7.4]",3794690,0,,,,-0.0088493265,,Left Foot,,,"[85.4, 7.0]",,High Pass,,45.20177,,,,Donyell Malen,15582.0,,,,,,1,Regular Play,Patrick van Aanholt,3321.0,Left Wing Back,3,Netherlands,941,['01aeda4f-52d9-47ef-bf74-da5421a1aee3'],12,,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:12.711,Pass,
,,,,,,,,,,,,,,,,,2.874059,,,,,,,,,,,,,87a170c0-f762-49b8-bf05-13c698f80fe1,20,,,"[84.4, 6.1]",3794690,0,,,,0.1682958,,Right Foot,,,"[105.0, 9.6]",,Ground Pass,,20.895214,,Incomplete,,Memphis Depay,2988.0,,,,,,1,Regular Play,Donyell Malen,15582.0,Left Center Forward,3,Netherlands,941,"['04c7bd63-65d2-49c6-9b1e-22bdf2c43749', '43b1b9cd-b348-475d-9659-d64a158f691f']",16,,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:16.550,Pass,
,,,,,,,,,,,,,,,,,0.463373,,,,,,,,,,,,,7f7d9553-c594-4f0a-992d-508fa6f2c303,23,,,"[71.1, 5.5]",3794690,0,,,,0.92358464,,Left Foot,,,"[77.6, 14.1]",,Low Pass,,10.780074,,Incomplete,,Georginio Wijnaldum,3567.0,,,,,Recovery,1,Regular Play,Patrick van Aanholt,3321.0,Left Wing Back,3,Netherlands,941,"['2a3a874b-4a50-4475-b2a3-8059baa2cc99', '779d7f78-b187-45e3-8c52-2fbff43a1fc0']",21,,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:21.458,Pass,
,,,,,,,,,,,,,,,,,1.33125,,,,,,,,,,,,,5e96c536-d669-4382-989b-3f8a42cfef83,26,,,"[37.6, 58.8]",3794690,0,,,,-0.049958397,,Head,,,"[49.6, 58.2]",,High Pass,,12.014991,,Incomplete,,Tomáš Souček,4870.0,,,,,Recovery,1,Regular Play,Petr Ševčík,23454.0,Left Midfield,3,Netherlands,941,"['0a4a57b1-386a-48e7-bfa6-38e81fc113d2', '16b68984-4824-4257-8c4a-ed609f0dfb47']",23,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:23.304,Pass,
,,,,,,,,,,,,,,,,,1.526041,,,,,,,,,,,,,16b68984-4824-4257-8c4a-ed609f0dfb47,29,,,"[70.5, 21.9]",3794690,0,,,True,-0.6508002,,,,,"[81.4, 13.6]",,Low Pass,,13.700365,,Incomplete,,Frenkie de Jong,8118.0,,,,,Recovery,1,Regular Play,Marten de Roon,6994.0,Right Defensive Midfield,3,Netherlands,941,"['4bf121eb-9b50-44a8-be4f-14424e92c151', '5e96c536-d669-4382-989b-3f8a42cfef83', '88e0130d-bf83-4575-b959-54f8217ca30a', 'a6380426-8707-4df9-9b28-7834b1ec711a']",24,,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:24.635,Pass,True
,,,,,,,,,,,,,,,,,1.592143,,,,,,,,,,,,,9abd4a80-2f44-4a41-bd0b-6c7adbb79885,34,,,"[38.9, 64.2]",3794690,0,,,,-0.37267736,,Left Foot,,,"[63.2, 54.7]",,High Pass,,26.090994,,Incomplete,,Patrik Schick,7044.0,,,,,,1,Regular Play,Vladimír Coufal,16570.0,Right Back,3,Netherlands,941,"['02a3eb21-ef73-44e3-bd89-f30ae6b2d453', 'b4783b2c-f60f-432e-9e3f-bb38da7218df']",26,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:26.650,Pass,
,,,,,,,,,,,,,,,,,1.912917,,,,,,,,,,,,,f0ded9c7-e475-4ad9-9905-f7c8c6f3aef1,39,,,"[50.7, 52.6]",3794690,0,,,,0.68231654,,Right Foot,,,"[63.5, 63.0]",,Low Pass,,16.492422,,Incomplete,,Lukáš Masopust,16472.0,,,,,Recovery,1,Regular Play,Petr Ševčík,23454.0,Left Midfield,3,Netherlands,941,"['09078c36-562d-4fc4-9547-e08629d72910', 'c9077364-73ad-458f-92bc-7116ab0200fb', 'f3fe6fac-3359-4441-9e46-815f923f80b0']",30,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:30.268,Pass,True
,,,,,,,,,,,,,,,,,0.738063,,,,,,,,,,,,,f3fe6fac-3359-4441-9e46-815f923f80b0,41,,,"[56.6, 17.1]",3794690,0,,,,-0.14707835,,Left Foot,,,"[72.8, 14.7]",,Low Pass,,16.376812,,,,Frenkie de Jong,8118.0,,,,,Recovery,1,Regular Play,Patrick van Aanholt,3321.0,Left Wing Back,3,Netherlands,941,"['44febe59-8dd7-4223-9130-668357bd84a1', 'f0ded9c7-e475-4ad9-9905-f7c8c6f3aef1']",32,,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:32.181,Pass,
,,,,,,,,,,,,,,,,,1.001839,,,,,,,,,,,,,924fd139-0899-4eb4-b739-35ea5d9a5376,44,,,"[70.9, 11.1]",3794690,0,,,,-0.80829495,,Left Foot,,,"[77.3, 4.4]",,Ground Pass,,9.265528,,,,Memphis Depay,2988.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,3,Netherlands,941,['f16cea62-d504-4b89-abda-44922d887871'],33,,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:33.994,Pass,
,,,,,,,,,,,,,,,,,2.671953,,,,,,,,,,,,,0840f898-cdc8-4cfa-a50f-de21534f1200,47,,,"[77.3, 4.4]",3794690,0,,,,0.15070055,,Left Foot,,,"[104.3, 8.5]",,Ground Pass,,27.309523,,,,Donyell Malen,15582.0,,,,,,1,Regular Play,Memphis Depay,2988.0,Right Center Forward,3,Netherlands,941,['f9e3f81b-5841-471e-b2be-1e5b9484a978'],35,,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:35.625,Pass,
,,,,,,,,,,,,,,,,,1.982314,,,,,,,,,,,,,ffd4d96b-658c-45ee-a63e-5c1425ee350b,50,,,"[107.6, 10.2]",3794690,0,,,,1.294311,,Right Foot,True,,"[120.0, 53.9]",,High Pass,,45.425213,,Out,,Denzel Dumfries,8125.0,,True,,,,1,Regular Play,Donyell Malen,15582.0,Left Center Forward,3,Netherlands,941,['5c1dc402-e33a-4221-8dce-49a71111ee8e'],40,,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:40.917,Pass,
,,,,,,,,,,,,,,,,,1.416508,,,,,,,,,,,,,b686a26e-650a-4e4f-bd73-dfc00931789d,52,,,"[6.0, 44.0]",3794690,0,True,,,1.2939594,,Right Foot,,,"[13.7, 71.1]",,Ground Pass,,28.172682,,,,Ondrej Celustka,30328.0,,,,,Goal Kick,1,From Goal Kick,Tomáš Vaclík,11541.0,Goalkeeper,4,Czech Republic,912,['2afb86ac-914b-4353-b416-b049a7e753f7'],57,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:57.184,Pass,
,,,,,,,,,,,,,,,,,1.921911,,,,,,,,,,,,,42366f1b-89ca-46fd-ad78-fa6a15ea6d63,54,,,"[13.3, 69.2]",3794690,1,True,,,0.5947593,,Right Foot,,,"[23.5, 76.1]",,Ground Pass,,12.314626,,,,Vladimír Coufal,16570.0,,,,,,1,From Goal Kick,Ondrej Celustka,30328.0,Right Center Back,4,Czech Republic,912,['34d89f8d-e911-4d50-b7f2-a64f7cb02c0c'],0,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:00.091,Pass,
,,,,,,,,,,,,,,,,,0.773368,,,,,,,,,,,,,83d8a804-49ed-48dc-a819-85cf8842c25b,56,,,"[23.7, 76.1]",3794690,1,,,,-0.6219217,,Right Foot,,,"[35.0, 68.0]",,Ground Pass,,13.903237,,,,Lukáš Masopust,16472.0,,,,,,1,From Goal Kick,Vladimír Coufal,16570.0,Right Back,4,Czech Republic,912,['a288af2c-7c31-429e-9443-9cfcb54e5a42'],3,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:03.056,Pass,
,,,,,,,,,,,,,,,,,2.731464,,,,,,,,,,,,,3e14bcd8-916b-4fa4-81e3-5a790c8a6836,59,,,"[30.6, 59.1]",3794690,1,,,,-1.4690692,,Left Foot,,,"[36.0, 6.2]",,High Pass,,53.1749,,,,Pavel Kadeřábek,9397.0,,True,,,,1,From Goal Kick,Lukáš Masopust,16472.0,Right Midfield,4,Czech Republic,912,['450538b5-388c-4066-81fd-3faa78885813'],5,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:05.809,Pass,
,,,,,,,,,,,,,,,,,1.440547,,,,,,,,,,,,,5019a4e1-7ea9-4fe6-99c7-92f6f1a8f114,62,,,"[35.6, 2.7]",3794690,1,,,,2.3229964,,Right Foot,,,"[22.5, 16.7]",,Ground Pass,,19.173159,,,,Tomáš Kalas,13197.0,,,,,,1,From Goal Kick,Pavel Kadeřábek,9397.0,Left Back,4,Czech Republic,912,['98554f2a-e1f2-4153-9c4d-5af03322923a'],11,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:11.070,Pass,
,,,,,,,,,,,,,,,,,1.557288,,,,,,,,,,,,,d24e9c56-dcd2-414e-8fe6-b53326850be9,65,,,"[23.5, 17.3]",3794690,1,,,,-0.61466295,,Right Foot,,,"[42.2, 4.1]",,Ground Pass,,22.889517,,,,Pavel Kadeřábek,9397.0,,,,,,1,From Goal Kick,Tomáš Kalas,13197.0,Left Center Back,4,Czech Republic,912,['de63a7a7-1e76-4bc8-8995-63946e61e3a2'],13,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:13.590,Pass,
,,,,,,,,,,,,,,,,,0.518963,,,,,,,,,,,,,9435f02a-e961-48aa-a4d8-29bf796d063d,68,,,"[70.9, 9.8]",3794690,1,,,,0.648755,,Right Foot,,,"[80.0, 16.7]",,Ground Pass,,11.420157,,,,Patrik Schick,7044.0,,,,,,1,From Goal Kick,Pavel Kadeřábek,9397.0,Left Back,4,Czech Republic,912,['f79d6bc5-4521-4c4d-870b-9d0bc0206d86'],19,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:19.931,Pass,
,,,,,,,,,,,,,,,,,1.532677,,,,,,,,,,,,,0c209c51-17bf-4403-baaf-c25201654015,71,,,"[80.0, 16.7]",3794690,1,,,,-1.4659194,,Left Foot,,,"[81.6, 1.5]",,Ground Pass,,15.283978,,,,Petr Ševčík,23454.0,,,,,,1,From Goal Kick,Patrik Schick,7044.0,Center Forward,4,Czech Republic,912,['70372f4a-0ac7-4942-9ac3-20970d9a9628'],20,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:20.490,Pass,
,,,,,,,,,,,,,,,,,1.322119,,,,,,,,,,,,,42a1a92f-1cdc-4cb7-b184-fc39cf89b695,74,,,"[84.4, 7.8]",3794690,1,,,,2.2187684,a0e7ffcd-8a1b-4848-9707-ef345d7149fd,Right Foot,,,"[76.3, 18.5]",,Ground Pass,,13.420135,,,,Tomáš Holeš,16469.0,True,,,,,1,From Goal Kick,Petr Ševčík,23454.0,Left Midfield,4,Czech Republic,912,['1abb6409-b2c5-4074-8708-05c0ea5b6735'],25,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:25.254,Pass,
,,,,,,,,,,,,,,,,,1.228146,,,,,,,,,,,,,326514f7-abd1-43a2-8d74-67846012f2e3,79,,,"[7.0, 36.1]",3794690,1,,,,-1.194306,,Right Foot,,,"[10.4, 27.5]",,Ground Pass,,9.247703,,,,Daley Blind,3311.0,,,,,Goal Kick,1,From Goal Kick,Maarten Stekelenburg,20201.0,Goalkeeper,5,Netherlands,941,['0aa44504-fd89-4cd9-8547-351f0d011451'],39,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:39.829,Pass,
,,,,,,,,,,,,,,,,,1.178507,,,,,,,,,,,,,53359c15-79c4-401e-91fc-d433a6fe6b56,81,,,"[10.4, 27.5]",3794690,1,,,,1.8963636,,Left Foot,,,"[5.1, 43.2]",,Ground Pass,,16.570456,,,,Maarten Stekelenburg,20201.0,,,,,,1,From Goal Kick,Daley Blind,3311.0,Left Center Back,5,Netherlands,941,['66d0dfd4-37cd-41fb-8c99-430328fbdb9f'],41,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:41.057,Pass,
,,,,,,,,,,,,,,,,,3.158779,,,,,,,,,,,,,4d1fda1e-f6b1-4826-8d74-f2cc5c8fe209,84,,,"[4.3, 43.2]",3794690,1,,,,0.54127735,,Right Foot,,,"[55.7, 74.1]",,High Pass,,59.973076,,Incomplete,,Denzel Dumfries,8125.0,,,,,,1,From Goal Kick,Maarten Stekelenburg,20201.0,Goalkeeper,5,Netherlands,941,"['30bfff84-1b04-4969-b9c1-64f2ab303503', '7523730f-d9a4-4afd-9671-273c3d61e407']",44,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:44.598,Pass,
,,,,,,,,,,,,,,,,,1.85407,,,,,,,,,,,,,7523730f-d9a4-4afd-9671-273c3d61e407,86,,,"[64.4, 6.0]",3794690,1,,,,-0.23240949,,Head,,,"[81.3, 2.0]",,High Pass,,17.366922,,Incomplete,,Petr Ševčík,23454.0,,,,,Recovery,1,From Goal Kick,Pavel Kadeřábek,9397.0,Left Back,5,Netherlands,941,"['37f8fdd5-b923-4484-ae07-e1c2af72fa38', '4d1fda1e-f6b1-4826-8d74-f2cc5c8fe209', 'da89fe23-d0d9-4c8b-b0d3-5ec1e495bfab']",47,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:47.757,Pass,
,,,,,,,,,,,,,,,,,1.089418,,,,,,,,,,,,,9560c00e-2d64-4089-b485-b52fb6f5236e,90,,,"[74.3, 6.8]",3794690,1,,,,-1.8203833,,Other,,,"[73.0, 1.7]",,Low Pass,,5.263079,,,,Petr Ševčík,23454.0,,,,,Recovery,1,Regular Play,Tomáš Souček,4870.0,Right Center Midfield,6,Czech Republic,912,['6b52cbdc-8f47-477e-a852-4b7d6215da5f'],51,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:51.262,Pass,
,,,,,,,,,,,,,,,,,0.965712,,,,,,,,,,,,,39c612a7-ae29-42b4-8e9d-6e1933eede34,93,,,"[72.5, 1.1]",3794690,1,,,,2.9018495,,Left Foot,,,"[63.5, 3.3]",,Ground Pass,,9.264988,,,,Pavel Kadeřábek,9397.0,,,,,,1,Regular Play,Petr Ševčík,23454.0,Left Midfield,6,Czech Republic,912,['efb01b25-359a-45cd-9398-cf8407013447'],52,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:52.431,Pass,
,,,,,,,,,,,,,,,,,1.052283,,,,,,,,,,,,,1fac6a37-70eb-4f42-a8ce-cfe40dd6b451,96,,,"[64.8, 4.4]",3794690,1,,,,0.3643313,,Right Foot,,,"[76.6, 8.9]",,Ground Pass,,12.628935,,,,Patrik Schick,7044.0,,,,,,1,Regular Play,Pavel Kadeřábek,9397.0,Left Back,6,Czech Republic,912,['07a5f6b1-7949-48eb-ad13-18d21fa76284'],54,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:54.208,Pass,
,,,,,,,,,,,,,,,,,1.701057,,,,,,,,,,,,,f61f52d0-3c34-48b3-8f2b-0f9d482494f1,100,,,"[76.0, 9.1]",3794690,1,,,,-2.6868734,,Left Foot,,,"[71.5, 6.9]",,Ground Pass,,5.0089917,,,,Tomáš Souček,4870.0,,,,,,1,Regular Play,Patrik Schick,7044.0,Center Forward,6,Czech Republic,912,"['c445c418-d3cb-4e12-88b3-1f2863d6ef3a', 'f9142354-405b-4cec-bc5c-f43e6050985c']",55,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:55.340,Pass,True
,,,,,,,,,,,,,,,,,1.359725,,,,,,,,,,,,,edc7d26e-dbf8-42f3-bc9c-e7895f17c91e,104,,,"[71.8, 6.8]",3794690,1,,,,-0.7316864,,Right Foot,,,"[76.7, 2.4]",,Ground Pass,,6.5855904,,,,Petr Ševčík,23454.0,,,,,,1,Regular Play,Tomáš Souček,4870.0,Right Center Midfield,6,Czech Republic,912,['6db32015-8563-4de6-8153-3a9d02dc4998'],57,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:57.081,Pass,
,,,,,,,,,,,,,,,,,3.20252,,,,,,,,,,,,,f728e55c-c24d-48ae-bba3-b34a0f706d44,108,,,"[77.2, 2.7]",3794690,1,,,,0.41058207,,Right Foot,,,"[117.4, 20.2]",,High Pass,,43.84393,,Incomplete,,Lukáš Masopust,16472.0,,,Through Ball,True,,1,Regular Play,Petr Ševčík,23454.0,Left Midfield,6,Czech Republic,912,"['9e699afa-8413-45f6-9fe7-a255c12c18bc', '9e88534e-38cb-4c34-a5f6-4d899db268ae', 'dfaeda7f-a973-42c0-9576-96fde3e4f30a']",58,,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:58.526,Pass,True
,,,,,,,,,,,,,,,,,6.460458,,,,,,,,,,,,,640a7268-61b7-4235-9a20-1e8080a97d58,112,,,"[12.9, 46.5]",3794690,2,,,,-0.3083658,,Drop Kick,,,"[105.2, 17.1]",,High Pass,,96.86924,,Incomplete,,Memphis Depay,2988.0,,,,,,1,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,6,Czech Republic,912,"['31aee57a-bb38-4b2e-9654-0c067506ea5c', 'cb54818f-b181-43d4-ae0b-28f97a806e41']",17,,,,,,,,,,,,,,,,,,,Netherlands,941,00:02:17.064,Pass,
