bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0bc582a1-331b-4542-99cc-dfd45c25e24f,1,,,3788761,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden,790,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5622, 'name': 'Robin Olsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5612, 'name': 'Mikael Lustig'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3702, 'name': 'Victor Nilsson Lindelöf'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26875, 'name': 'Marcus Andreas Danielsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5621, 'name': 'Ludwig Augustinsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 5617, 'name': 'Sebastian Larsson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 23444, 'name': 'Kristoffer Olsson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5624, 'name': 'Albin Ekdal'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5625, 'name': 'Emil Peter Forsberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 11098, 'name': 'Marcus Berg'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8819, 'name': 'Alexander Isak'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Sweden,790,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8720c47f-5d76-4c28-8706-9702a5a00790,2,,,3788761,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden,790,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3711, 'name': 'Martin Dúbravka'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 30397, 'name': 'Ľubomír Šatka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6990, 'name': 'Milan Škriniar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 4421, 'name': 'Tomáš Hubočan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 16041, 'name': 'Patrik Hrošovský'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 28044, 'name': 'Martin Koscelník'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 16307, 'name': 'Róbert Mak'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 8967, 'name': 'Ondrej Duda'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Slovakia,908,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,35a558e6-b77e-46af-a8b7-ee620ca2cbf4,3,,,3788761,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden,790,['5a935960-e125-4c0c-a4e3-de5c9e39e5a7'],0,,,,,,,,,,,,,,,,,Sweden,790,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5a935960-e125-4c0c-a4e3-de5c9e39e5a7,4,,,3788761,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden,790,['35a558e6-b77e-46af-a8b7-ee620ca2cbf4'],0,,,,,,,,,,,,,,,,,Slovakia,908,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3ebc80ea-a525-4041-be03-20bcd8ffe1ff,2017,,,3788761,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Slovakia,908,['a7c41b12-a465-4b3f-a682-b33f0f8db380'],0,,,,,,,,,,,,,,,,,Sweden,790,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a7c41b12-a465-4b3f-a682-b33f0f8db380,2018,,,3788761,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Slovakia,908,['3ebc80ea-a525-4041-be03-20bcd8ffe1ff'],0,,,,,,,,,,,,,,,,,Slovakia,908,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.910469,,,,,,,,,,,,,,454613b9-fcd8-48ee-bdf8-87cf7d582cdc,5,,"[61.0, 40.1]",3788761,0,,,,-2.8614848,,Right Foot,,,,"[46.4, 35.9]",Ground Pass,,15.192103,,,Patrik Hrošovský,16041.0,,,,,,Kick Off,1,From Kick Off,Marek Hamšík,7025.0,Center Attacking Midfield,2,Slovakia,908,['80895e68-492d-48df-8030-02a1d5793ed8'],0,,,,,,,,,,,,,,,,,Slovakia,908,00:00:00.504,Pass,
,,,,,,,,,,,,,,,,1.170507,,,,,,,,,,,,,,2351ce4e-30c2-4e4c-baf0-1f85fb0ad3ae,8,,"[44.6, 36.9]",3788761,0,,,,2.15371,,Right Foot,,,,"[32.6, 55.1]",Ground Pass,,21.8,,,Ľubomír Šatka,30397.0,,,,,,,1,From Kick Off,Patrik Hrošovský,16041.0,Left Center Midfield,2,Slovakia,908,['7d1e1eb5-5782-4e8b-b5fc-f323bca244f0'],2,,,,,,,,,,,,,,,,,Slovakia,908,00:00:02.495,Pass,
,,,,,,,,,,,,,,,,1.554099,,,,,,,,,,,,,,d1304920-3f70-438e-bfbc-6b2c5a475d82,11,,"[32.6, 55.1]",3788761,0,,,,1.6544715,,Left Foot,,,,"[31.3, 70.6]",Ground Pass,,15.55442,,,Peter Pekarík,9722.0,,,,,,,1,From Kick Off,Ľubomír Šatka,30397.0,Right Center Back,2,Slovakia,908,['94cec6e4-9afc-4415-b6ee-cc05450351bf'],4,,,,,,,,,,,,,,,,,Slovakia,908,00:00:04.454,Pass,
,,,,,,,,,,,,,,,,1.397787,,,,,,,,,,,,,,fe6adb44-6c48-4913-9f2d-69eff54896fa,14,,"[31.3, 70.6]",3788761,0,,,,-1.9756881,,Right Foot,,,,"[26.2, 58.7]",Ground Pass,,12.946815,,,Ľubomír Šatka,30397.0,,,,,,,1,From Kick Off,Peter Pekarík,9722.0,Right Back,2,Slovakia,908,['d823a327-cdda-44a7-b930-ed9f1f995d67'],6,,,,,,,,,,,,,,,,,Slovakia,908,00:00:06.241,Pass,
