50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,e22491fd-5b6b-4216-a016-22ece87ce153,1,,,3795187,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ukraine,911,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 22243, 'name': 'Heorhii Bushchan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 39136, 'name': 'Illia Zabarnyi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 18618, 'name': 'Serhiy Kryvtsov'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 18617, 'name': 'Mykola Matviyenko'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 31900, 'name': 'Oleksandr Karavaev'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 21}, {'player': {'id': 20827, 'name': 'Vitalii Mykolenko'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 16}, {'player': {'id': 16514, 'name': 'Serhii Sydorchuk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 21294, 'name': 'Mykola Shaparenko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3575, 'name': 'Oleksandr Zinchenko'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8830, 'name': 'Andriy Yarmolenko'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 23649, 'name': 'Roman Yaremchuk'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Ukraine,911,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,69b8a58d-3571-43ef-ae10-c5e0027b018a,2,,,3795187,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ukraine,911,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4706, 'name': 'Kalvin Phillips'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 12423, 'name': 'Jadon Sancho'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 7843, 'name': 'Mason Mount'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",England,768,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,b5d75d99-ca0b-495b-94a4-54f6b97cc1ae,3,,,3795187,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ukraine,911,['745c4cf7-8ef1-43ae-8994-36cab6b6400a'],0,,,,,,,,,,,,,,,,Ukraine,911,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,745c4cf7-8ef1-43ae-8994-36cab6b6400a,4,,,3795187,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ukraine,911,['b5d75d99-ca0b-495b-94a4-54f6b97cc1ae'],0,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,71d62205-0ec6-486a-b244-766a4cf9f5c5,2131,,,3795187,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,56,England,768,['0e5d3049-06cb-4f47-b49d-6a08c1e443b6'],0,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0e5d3049-06cb-4f47-b49d-6a08c1e443b6,2132,,,3795187,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,56,England,768,['71d62205-0ec6-486a-b244-766a4cf9f5c5'],0,,,,,,,,,,,,,,,,Ukraine,911,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.911255,,,,,,,,,,c60fc9d1-131d-4a54-b703-1a53495bfaad,5,,"[60.0, 40.0]",3795187,0,,,,2.9987369,,Left Foot,,,,"[45.4, 42.1]",,Ground Pass,,14.750255,,,,Serhii Sydorchuk,16514.0,,,,,Kick Off,1,From Kick Off,Roman Yaremchuk,23649.0,Left Center Forward,2,Ukraine,911,['30f6c7fb-4444-4175-8605-eb60165ebef5'],1,,,,,,,,,,,,,,,,Ukraine,911,00:00:01.286,Pass,
,,,,,,,,,,,,,,,,,,1.705711,,,,,,,,,,1163fee5-6253-47ca-bf37-a39a0b201b59,8,,"[46.0, 41.9]",3795187,0,,,,1.9166968,,Right Foot,,,,"[34.9, 72.7]",,Ground Pass,,32.73912,,,,Oleksandr Karavaev,31900.0,,,,,,1,From Kick Off,Serhii Sydorchuk,16514.0,Center Defensive Midfield,2,Ukraine,911,['adf5f23f-43c0-4674-aa14-ac3b6dbf3e4c'],3,,,,,,,,,,,,,,,,Ukraine,911,00:00:03.093,Pass,
,,,,,,,,,,,,,,,,,,1.336127,,,,,,,,,,475a7663-d981-4077-b301-848dd36dc42f,11,,"[33.4, 72.2]",3795187,0,,,,-2.7154996,,Right Foot,,,,"[19.3, 65.8]",,Ground Pass,,15.4845085,,,,Illia Zabarnyi,39136.0,,,,,,1,From Kick Off,Oleksandr Karavaev,31900.0,Right Wing Back,2,Ukraine,911,['7c8e1afb-be52-4ce2-ad2b-44cef8ebc8a4'],5,,,,,,,,,,,,,,,,Ukraine,911,00:00:05.887,Pass,
,,,,,,,,,,,,,,,,,,1.833822,,,,,,,,,,c9b3e21e-b0fd-4aaf-a39e-082319ea649e,15,,"[20.6, 65.2]",3795187,0,,,,-0.024994794,,Right Foot,,,,"[48.6, 64.5]",,High Pass,,28.008749,,Incomplete,,Andriy Yarmolenko,8830.0,,,,,,1,From Kick Off,Illia Zabarnyi,39136.0,Right Center Back,2,Ukraine,911,"['84bd0064-fa34-4018-9c37-25fa7e377765', 'b9ffb574-0ef7-454e-89c4-af2f8e3eb041', 'e747ef01-b556-40e0-bfc5-ccf51a8cf14a']",8,,,,,,,,,,,,,,,,Ukraine,911,00:00:08.059,Pass,True
,,,,,,,,,,,,,,,,,,2.142431,,,,,,,,,,84bd0064-fa34-4018-9c37-25fa7e377765,17,,"[71.5, 15.6]",3795187,0,,,,0.36889976,,Head,,,,"[90.9, 23.1]",,High Pass,,20.799278,,,,Harry Kane,10955.0,,,,,Interception,1,From Kick Off,Declan Rice,3943.0,Left Defensive Midfield,2,Ukraine,911,"['c9b3e21e-b0fd-4aaf-a39e-082319ea649e', 'cd27b97b-7074-4065-9976-63a91919039f']",9,,,,,,,,,,,,,,,,England,768,00:00:09.893,Pass,
,,,,,,,,,,,,,,,,,,2.253343,,,,,,,,,,5613ee48-606a-496b-88ca-b0ab199aa761,22,,"[30.0, 61.8]",3795187,0,,,,2.968032,,Right Foot,,,,"[14.6, 64.5]",,Low Pass,,15.634897,,,,Oleksandr Karavaev,31900.0,,,,,Recovery,1,From Kick Off,Mykola Shaparenko,21294.0,Right Center Midfield,2,Ukraine,911,"['7b162e5d-ca3e-4312-a535-be6af0f67a09', 'b9210056-a914-4c4a-85d6-1661f6524efb']",13,,,,,,,,,,,,,,,,Ukraine,911,00:00:13.043,Pass,True
,,,,,,,,,,,,,,,,,,1.818169,,,,,,,,,,def5da4a-3c53-47c2-965e-7e3517fcfea6,26,,"[9.3, 75.9]",3795187,0,,,,-0.040225968,,Right Foot,,,,"[41.6, 74.6]",,High Pass,,32.32615,,Incomplete,,Andriy Yarmolenko,8830.0,,,,,,1,From Kick Off,Oleksandr Karavaev,31900.0,Right Wing Back,2,Ukraine,911,"['2b6a8765-ab5f-416a-921f-7082aae2aaaf', '40892f6e-474a-4b7c-8d20-b83542a81da9', 'f939ef8c-b455-4aec-a006-e5af0929b050']",17,,,,,,,,,,,,,,,,Ukraine,911,00:00:17.044,Pass,True
,,,,,,,,,,,,,,,,,,1.220636,,,,,,,,,,40892f6e-474a-4b7c-8d20-b83542a81da9,28,,"[78.5, 5.5]",3795187,0,,,,-0.039583273,,Head,,,,"[88.6, 5.1]",,High Pass,,10.107918,,Incomplete,,Mason Mount,7843.0,,,,,Interception,1,From Kick Off,Luke Shaw,3382.0,Left Back,2,Ukraine,911,"['def5da4a-3c53-47c2-965e-7e3517fcfea6', 'eba31e32-bf1f-4931-9f46-d9ec568e3dee', 'f341c17a-3428-45a1-bd6e-90ecfcc148ca']",18,,,,,,,,,,,,,,,,England,768,00:00:18.862,Pass,
,,,,,,,,,,,,,,,,,,5.272546,,,,,,,,,,eba31e32-bf1f-4931-9f46-d9ec568e3dee,30,,"[31.5, 75.0]",3795187,0,,,,-1.2812198,,Right Foot,,,,"[47.5, 21.3]",,High Pass,,56.032936,,Incomplete,,Oleksandr Zinchenko,3575.0,,True,,,Interception,1,From Kick Off,Mykola Shaparenko,21294.0,Right Center Midfield,2,Ukraine,911,"['05f813ed-9044-4b17-8252-615f12c0bb10', '40892f6e-474a-4b7c-8d20-b83542a81da9', '949e0adc-935a-4948-9b3d-aa3cc22c007b']",20,,,,,,,,,,,,,,,,Ukraine,911,00:00:20.083,Pass,
,,,,,,,,,,,,,,,,,,0.849171,,,,,,,,,,05f813ed-9044-4b17-8252-615f12c0bb10,32,,"[72.6, 58.8]",3795187,0,,,,1.2490457,,Right Foot,,,,"[76.6, 70.8]",,Ground Pass,,12.649111,,,,Jadon Sancho,12423.0,,,,,Recovery,1,Regular Play,Kyle Walker,3205.0,Right Back,3,England,768,"['d24c9291-c444-47cd-8fbb-19c4ff2efed0', 'eba31e32-bf1f-4931-9f46-d9ec568e3dee']",25,,,,,,,,,,,,,,,,England,768,00:00:25.355,Pass,
,,,,,,,,,,,,,,,,,,1.845695,,,,,,,,,,d7994011-7e20-4916-808c-e80361d43efc,36,,"[65.3, 70.5]",3795187,0,,,,-2.6997333,,Left Foot,,,,"[48.6, 62.6]",,Ground Pass,,18.474306,,,,John Stones,3244.0,,,,,,1,Regular Play,Jadon Sancho,12423.0,Right Wing,3,England,768,['9d52e626-4817-47b8-8fa8-d8d44a5bc943'],28,,,,,,,,,,,,,,,,England,768,00:00:28.560,Pass,
,,,,,,,,,,,,,,,,,,2.183082,,,,,,,,,,f87b4a83-ae1f-48f6-9930-9e3d85e212c7,39,,"[49.5, 61.1]",3795187,0,,,,-1.6315119,,Right Foot,,,,"[47.5, 28.2]",,Ground Pass,,32.960735,,,,Harry Maguire,3336.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,3,England,768,['9a9db1c7-2e65-4480-9a9d-4d85e0e5978d'],32,,,,,,,,,,,,,,,,England,768,00:00:32.651,Pass,
