ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c96be4aa-1758-428a-9c99-808c26c5dfd3,1,,,,3788754,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 11514, 'name': 'Giovanni Di Lorenzo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8286, 'name': 'Leonardo Spinazzola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8181, 'name': 'Nicolò Barella'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7038, 'name': 'Manuel Locatelli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Italy,914,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,294233be-3159-4911-8f78-a47df6165840,2,,,,3788754,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 22}, {'player': {'id': 5549, 'name': 'Manuel Obafemi Akanji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 16027, 'name': 'Kevin Mbabu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 13}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5545, 'name': 'Breel-Donald Embolo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Switzerland,773,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,98c0f553-d9c7-4af7-a311-6eac2e921530,3,,,,3788754,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,['d65766df-ed40-49f7-9855-e06c1056cd71'],0,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d65766df-ed40-49f7-9855-e06c1056cd71,4,,,,3788754,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,['98c0f553-d9c7-4af7-a311-6eac2e921530'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bc549aca-bd32-4518-adb5-2e82c7f32ab5,1987,,,,3788754,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,81,Italy,914,['b6a8e777-1741-4a03-861e-c5ad11b5933e'],0,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b6a8e777-1741-4a03-861e-c5ad11b5933e,1988,,,,3788754,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,81,Italy,914,['bc549aca-bd32-4518-adb5-2e82c7f32ab5'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.245499,,,,,,,,,,,,,,cf73e83f-e557-40b0-be38-165de1aeedd3,5,,,"[60.0, 40.0]",3788754,0,,,,-3.0111165,,Left Foot,,,"[37.9, 37.1]",,Ground Pass,,22.28946,,,,,Manuel Obafemi Akanji,5549.0,,,,,Kick Off,1,From Kick Off,Xherdan Shaqiri,3533.0,Center Attacking Midfield,2,Switzerland,773,['b03273d4-5f88-4078-bf8d-b0d8e974aac7'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.149,Pass,
,,,,,,,,,,,,,,,,2.645858,,,,,,,,,,,,,,4b9c259d-4389-4c8c-89c1-d4062319d182,8,,,"[39.2, 37.1]",3788754,0,,,,0.7740207,,Right Foot,,,"[79.2, 76.2]",,High Pass,,55.93577,,,Unknown,,Kevin Mbabu,16027.0,,,,,,1,From Kick Off,Manuel Obafemi Akanji,5549.0,Left Center Back,2,Switzerland,773,['3b10d2e3-7bc0-4643-9a1e-203fb2b84a50'],2,,,,,,,,,,,,,,,,,Switzerland,773,00:00:02.883,Pass,
,,,,,,,,,,,,,,,,1.374602,,,,,,,,,,,,,,e81a1e67-b5bb-4855-83dc-25ba111c8655,12,,,"[81.1, 76.0]",3788754,0,,,,-0.9933567,,Left Foot,,,"[102.6, 43.0]",,High Pass,,39.38591,,,Incomplete,,Nico Elvedi,8814.0,,,,,Free Kick,1,From Free Kick,Xherdan Shaqiri,3533.0,Center Attacking Midfield,3,Switzerland,773,"['974a7fa8-ffd2-4e35-9255-9ba03994b076', 'cf3bf5e0-bc4f-4bef-b47e-593c3a62c1c1']",37,,,,,,,,,,,,,,,,,Switzerland,773,00:00:37.623,Pass,
,,,,,,,,,,,,,,,,2.86048,,,,,,,,,,,,,,398582c4-dc63-4c28-b2dc-2640bfc66664,16,,,"[63.8, 39.4]",3788754,0,,,,0.6103488,,Right Foot,,,"[99.4, 64.3]",,High Pass,,43.44387,,,,,Xherdan Shaqiri,3533.0,,,,,Recovery,1,From Free Kick,Kevin Mbabu,16027.0,Right Wing Back,3,Switzerland,773,"['53ee3fc6-e75a-4cdf-8684-03fb25018cf1', 'c4b192b4-fbaa-47be-b55b-b63143a93ad9']",44,,,,,,,,,,,,,,,,,Switzerland,773,00:00:44.069,Pass,True
