bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.75282,,,,,,,,,,,,,,f982d1c3-d1ee-4fb2-9c79-af71460821a3,28,,"[71.1, 67.3]",3788775,0,,,,,-0.299532,,Right Foot,,,,"[84.7, 63.1]",,Ground Pass,,14.233763,,,,,Pablo Sarabia García,6720.0,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Right Back,3,Spain,772,['2e5f0e42-129a-4c2f-8f0f-06d476a367f3'],28,,,,,,,,,,,,,,,,,,Spain,772,00:00:28.412,Pass,
,,,,,,,,,,,,,,,1.08525,,,,,,,,,,,,,,388d1b51-5185-41de-ae5f-f475f5b74501,31,,"[79.2, 65.7]",3788775,0,,,,,1.4276383,,Left Foot,,,,"[80.8, 76.8]",,Ground Pass,,11.214723,,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,Regular Play,Pablo Sarabia García,6720.0,Right Wing,3,Spain,772,['3b4b21d8-2bdd-4a2f-a4f2-88c9daf1adb7'],30,,,,,,,,,,,,,,,,,,Spain,772,00:00:30.824,Pass,
,,,,,,,,,,,,,,,3.364824,,,,,,,,,,,,,,567babfa-5bdc-42f9-bb72-e2c1c1a11eed,33,,"[80.9, 76.3]",3788775,0,,,,,-0.50357646,,Left Foot,,,,"[112.3, 59.0]",,High Pass,,35.850384,,,Incomplete,,Álvaro Borja Morata Martín,3477.0,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Right Center Midfield,3,Spain,772,"['531a460c-7a5f-4705-8314-f2e5e21135bc', 'd94a5136-ceee-480c-80ac-953627cbbc74']",31,,,,,,,,,,,,,,,,,,Spain,772,00:00:31.909,Pass,
,,,,,,,,,,,,,,,0.854914,,,,,,,,,,,,,,5544169c-c7fd-456e-8d5e-5f7d12530f61,40,,"[6.0, 36.0]",3788775,0,,,,,-1.0974402,,Right Foot,,,,"[12.3, 23.7]",,Ground Pass,,13.819551,,,,,Milan Škriniar,6990.0,,,,,Goal Kick,1,From Goal Kick,Martin Dúbravka,3711.0,Goalkeeper,5,Slovakia,908,['f5d5e7f3-2456-4437-911a-f0601deeea1c'],55,,,,,,,,,,,,,,,,,,Slovakia,908,00:00:55.783,Pass,
,,,,,,,,,,,,,,,1.828551,,,,,,,,,,,,,,780957d3-3758-4cd0-aea4-82fd823918c3,43,,"[12.3, 23.7]",3788775,0,,,,,-0.87700456,,Right Foot,,,,"[29.6, 2.9]",,Ground Pass,,27.054205,,,,,Tomáš Hubočan,4421.0,,,,,,1,From Goal Kick,Milan Škriniar,6990.0,Left Center Back,5,Slovakia,908,['bb95cf77-1db3-4bce-94bd-26c6e45153fa'],57,,,,,,,,,,,,,,,,,,Slovakia,908,00:00:57.877,Pass,
,,,,,,,,,,,,,,,0.58064,,,,,,,,,,,,,,044fdd2b-d91e-4039-b465-400253b636f3,46,,"[29.6, 2.9]",3788775,1,,,,,0.4303266,,Right Foot,,,,"[41.8, 8.5]",,Ground Pass,,13.42386,,,,,Marek Hamšík,7025.0,,,,,,1,From Goal Kick,Tomáš Hubočan,4421.0,Left Back,5,Slovakia,908,['9269a1cb-c7e0-454e-b50a-9509bc1c2017'],1,,,,,,,,,,,,,,,,,,Slovakia,908,00:01:01.165,Pass,
,,,,,,,,,,,,,,,1.792843,,,,,,,,,,,,,,63a591a5-3cda-4a38-803c-9f6a495b48a6,49,,"[41.8, 8.5]",3788775,1,,,,,2.9531765,,Right Foot,,,,"[18.2, 13.0]",,Ground Pass,,24.025194,,,,,Milan Škriniar,6990.0,,,,,,1,From Goal Kick,Marek Hamšík,7025.0,Center Attacking Midfield,5,Slovakia,908,['61832652-80ee-446c-8937-50ecdcf8954d'],1,,,,,,,,,,,,,,,,,,Slovakia,908,00:01:01.942,Pass,
,,,,,,,,,,,,,,,1.972487,,,,,,,,,,,,,,79f93c52-9682-4ce6-b69a-4866326a578b,52,,"[18.5, 13.0]",3788775,1,,,,,2.0090256,,Right Foot,,,,"[7.3, 36.9]",,Ground Pass,,26.394129,,,,,Martin Dúbravka,3711.0,,,,,,1,From Goal Kick,Milan Škriniar,6990.0,Left Center Back,5,Slovakia,908,['14cae6cf-9e52-4e65-aa53-5a5ba9d85c48'],4,,,,,,,,,,,,,,,,,,Slovakia,908,00:01:04.205,Pass,
,,,,,,,,,,,,,,,2.94454,,,,,,,,,,,,,,8350a3a0-dcd3-44c8-8252-93809851150f,56,,"[7.1, 37.2]",3788775,1,,,,,0.6798802,,Right Foot,,,,"[52.0, 73.5]",,High Pass,,57.7382,,,Unknown,,Lukáš Haraslín,7975.0,,,,,,1,From Goal Kick,Martin Dúbravka,3711.0,Goalkeeper,5,Slovakia,908,"['1e660040-f2c0-432c-a90e-934b17b10f89', 'f39104ef-b9b4-4459-af80-e32a8cd0f185']",7,,,,,,,,,,,,,,,,,,Slovakia,908,00:01:07.055,Pass,True
,,,,,,,,,,,,,,,3.288118,,,,,,,,,,,,,,cf913c23-d780-42ae-b3a7-e8184bc35819,60,,"[54.0, 72.9]",3788775,1,,True,,,-0.058654577,,Right Foot,,,,"[111.9, 69.5]",,High Pass,,57.99974,,,Incomplete,,Ondrej Duda,8967.0,,,,,Free Kick,1,From Free Kick,Peter Pekarík,9722.0,Right Back,6,Slovakia,908,"['ad49ca3a-5858-4878-976b-0cfdb1838b3a', 'd1129aa5-ee05-4cc0-9065-20b45f08ef1e']",29,,,,,,,,,,,,,,,,,,Slovakia,908,00:01:29.428,Pass,
,,,,,,,,,,,,,,,1.777881,,,,,,,,,,,,,,d1129aa5-ee05-4cc0-9065-20b45f08ef1e,62,,"[8.2, 10.6]",3788775,1,,,,,1.7033478,,Right Foot,,,,"[5.4, 31.6]",,Ground Pass,,21.185844,,,,,Unai Simón Mendibil,11748.0,,,,,Recovery,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,7,Spain,772,"['6986f64c-c838-469a-9997-fe0ef8940761', 'cf913c23-d780-42ae-b3a7-e8184bc35819']",32,,,,,,,,,,,,,,,,,,Spain,772,00:01:32.716,Pass,
,,,,,,,,,,,,,,,2.619007,,,,,,,,,,,,,,2080b4c3-1dbf-4af2-a6b0-89b96ee70aac,65,,"[6.0, 35.2]",3788775,1,,,,,1.3515788,,Right Foot,,,,"[10.3, 54.5]",,Ground Pass,,19.773214,,,,,Eric García Martret,31953.0,,,,,,1,Regular Play,Unai Simón Mendibil,11748.0,Goalkeeper,7,Spain,772,['a3e532ff-8403-471c-8463-beb7c4b4cf47'],36,,,,,,,,,,,,,,,,,,Spain,772,00:01:36.003,Pass,
,,,,,,,,,,,,,,,1.303807,,,,,,,,,,,,,,5dfb6141-9348-4689-84e7-84ebe1818dd9,67,,"[11.2, 61.3]",3788775,1,,,,,1.1837183,,Right Foot,,,,"[17.6, 77.0]",,Ground Pass,,16.954351,,,,,César Azpilicueta Tanco,3957.0,,,,,,1,Regular Play,Eric García Martret,31953.0,Right Center Back,7,Spain,772,['de258719-d4f8-4190-b3f1-5758b9b8d754'],38,,,,,,,,,,,,,,,,,,Spain,772,00:01:38.622,Pass,
,,,,,,,,,,,,,,,0.920243,,,,,,,,,,,,,,d5128dea-f22d-4e34-bb7c-2702ad3769b7,71,,"[8.5, 77.8]",3788775,1,,,,,-1.1558208,,Left Foot,,,,"[14.8, 63.5]",,Low Pass,,15.62626,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Right Back,7,Spain,772,"['2ea716a2-9442-4c3c-9e2a-3abe883f10fc', 'd74921eb-719d-4c0b-8c90-7c1e487190aa']",41,,,,,,,,,,,,,,,,,,Spain,772,00:01:41.613,Pass,True
,,,,,,,,,,,,,,,0.719716,,,,,,,,,,,,,,bc072b44-8581-4867-8171-a36f658accb3,75,,"[16.1, 68.2]",3788775,1,,,,,1.5538487,,Right Foot,,,,"[16.3, 80.0]",,High Pass,,11.801695,,,Out,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Spain,772,['f24a87b3-17f2-444a-abfc-a2b1f332617f'],42,,,,,,,,,,,,,,,,,,Spain,772,00:01:42.633,Pass,True
,,,,,,,,,,,,,,,0.57544,,,,,,,,,,,,,,db0c7846-1b8e-44fb-b1e0-383c8f1551da,76,,"[103.8, 0.1]",3788775,1,,True,,,2.1910458,,,,,,"[99.3, 6.4]",,Low Pass,,7.7420926,,,,,Jakub Hromada,20002.0,,,,,Throw-in,1,From Throw In,Róbert Mak,16307.0,Left Wing,8,Slovakia,908,['3167d644-f324-40cb-a055-60d931442d0b'],48,,,,,,,,,,,,,,,,,,Slovakia,908,00:01:48.921,Pass,
,,,,,,,,,,,,,,,1.292591,,,,,,,,,,,,,,f847ab18-feb4-4ca2-9475-9b6c77200a12,85,,"[30.8, 69.9]",3788775,1,,,,,0.9989586,,Left Foot,,,,"[37.3, 80.0]",,Ground Pass,,12.010828,,,Out,,Pablo Sarabia García,6720.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,8,Slovakia,908,"['df3f8ce0-08d8-4c11-ba17-2f0b1670060e', 'fba09296-07e5-4918-a618-b2594a3821af']",53,,,,,,,,,,,,,,,,,,Spain,772,00:01:53.460,Pass,True
,,,,,,,,,,,,,,,0.845814,,,,,,,,,,,,,,4c7a70b8-5342-4bb9-b167-09446db3f7f0,87,,"[82.8, 0.1]",3788775,2,,,,,0.5274706,,,,,,"[93.1, 6.1]",,Low Pass,,11.920151,,,,,Ondrej Duda,8967.0,,,,,Throw-in,1,From Throw In,Tomáš Hubočan,4421.0,Left Back,9,Slovakia,908,['2bbc0471-628a-4e48-aa59-1d0f8a5ff0ee'],5,,,,,,,,,,,,,,,,,,Slovakia,908,00:02:05.643,Pass,
,,,,,,,,,,,,,,,0.727325,,,,,,,,,,,,,,6c67b21d-6a5c-4a97-a233-c631d193af14,90,,"[93.1, 4.9]",3788775,2,,,,,-3.0066159,,Right Foot,,,,"[85.0, 3.8]",,Ground Pass,,8.17435,,,,,Marek Hamšík,7025.0,,,,,,1,From Throw In,Ondrej Duda,8967.0,Center Forward,9,Slovakia,908,['d20f87ad-f3cd-48ae-89f8-56fcddac5d7e'],6,,,,,,,,,,,,,,,,,,Slovakia,908,00:02:06.489,Pass,
,,,,,,,,,,,,,,,3.768265,,,,,,,,,,,,,,589e8a98-771a-4f3d-bb18-6c03c488cc27,93,,"[85.0, 3.8]",3788775,2,,,,,2.9219592,,Right Foot,,,,"[41.1, 13.6]",,Ground Pass,,44.980553,,,,,Milan Škriniar,6990.0,,,,,,1,From Throw In,Marek Hamšík,7025.0,Center Attacking Midfield,9,Slovakia,908,['f612eca2-8b76-4d3e-8109-8ef610493615'],8,,,,,,,,,,,,,,,,,,Slovakia,908,00:02:08.440,Pass,
,,,,,,,,,,,,,,,1.730403,,,,,,,,,,,,,,709c5aac-6918-4981-bbb4-fea59b2735df,96,,"[41.1, 13.6]",3788775,2,,,,,2.3274817,,Right Foot,,,,"[22.5, 33.3]",,Ground Pass,,27.093357,,,,,Martin Dúbravka,3711.0,,,,,,1,From Throw In,Milan Škriniar,6990.0,Left Center Back,9,Slovakia,908,['2dda5b9c-d108-44ef-8049-4607b1a9c7aa'],12,,,,,,,,,,,,,,,,,,Slovakia,908,00:02:12.736,Pass,
,,,,,,,,,,,,,,,5.751656,,,,,,,,,,,,,,839a9450-d831-4520-bf64-6567bedafa1b,99,,"[22.9, 35.7]",3788775,2,,,,,0.4016215,,Right Foot,,,,"[107.9, 71.8]",,High Pass,,92.348305,,,Incomplete,,Lukáš Haraslín,7975.0,,,,,,1,From Throw In,Martin Dúbravka,3711.0,Goalkeeper,9,Slovakia,908,"['22cfae19-929c-4563-afe9-890741cdd180', 'adfe123d-8d0e-4740-a918-e9db2132999e']",16,,,,,,,,,,,,,,,,,,Slovakia,908,00:02:16.344,Pass,
,,,,,,,,,,,,,,,2.019215,,,,,,,,,,,,,,22cfae19-929c-4563-afe9-890741cdd180,102,,"[12.2, 8.3]",3788775,2,,,,,1.7815914,,Right Foot,,,,"[7.3, 31.2]",,Low Pass,,23.41837,,,,,Unai Simón Mendibil,11748.0,,,,,Interception,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,10,Spain,772,"['4cc13d30-3f55-4a4c-8230-098fe3a135ea', '839a9450-d831-4520-bf64-6567bedafa1b', 'bfe9ba51-ee87-4527-b25c-8205acfb5ee7']",22,,,,,,,,,,,,,,,,,,Spain,772,00:02:22.096,Pass,True
,,,,,,,,,,,,,,,1.606463,,,,,,,,,,,,,,a2f03882-143b-4ae3-96ff-4248caf2cb51,105,,"[8.0, 34.2]",3788775,2,,,,,1.332304,,Left Foot,,,,"[13.3, 56.0]",,Ground Pass,,22.435017,,,,,Eric García Martret,31953.0,,,,,,1,Regular Play,Unai Simón Mendibil,11748.0,Goalkeeper,10,Spain,772,['2da3e4cf-26ef-40c5-bb11-f07d8145b3d5'],25,,,,,,,,,,,,,,,,,,Spain,772,00:02:25.637,Pass,
,,,,,,,,,,,,,,,1.790548,,,,,,,,,,,,,,8b2c97c6-3258-4d4e-91eb-a66bb4e1496d,108,,"[38.1, 55.1]",3788775,2,,,,,-1.4950486,,Right Foot,,,,"[39.8, 32.7]",,Ground Pass,,22.464417,,,,,Aymeric Laporte,4353.0,,,,,,1,Regular Play,Eric García Martret,31953.0,Right Center Back,10,Spain,772,['9280eb5c-7bfe-41d4-903f-ceb319ed87d2'],33,,,,,,,,,,,,,,,,,,Spain,772,00:02:33.499,Pass,
,,,,,,,,,,,,,,,1.601996,,,,,,,,,,,,,,04f76d90-aadb-4576-b128-342a42deb2d1,111,,"[48.4, 29.0]",3788775,2,,,,,1.546008,,Left Foot,,,,"[49.0, 53.2]",,Ground Pass,,24.207438,,,,,Eric García Martret,31953.0,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,10,Spain,772,['ff974e34-185e-4d43-8536-bd25eb138ef5'],39,,,,,,,,,,,,,,,,,,Spain,772,00:02:39.689,Pass,
,,,,,,,,,,,,,,,1.313647,,,,,,,,,,,,,,405ea9c9-3406-45e2-96ac-1a2ede802461,114,,"[52.4, 51.9]",3788775,2,,,,,-1.4149815,,Right Foot,,,,"[56.5, 25.8]",,Ground Pass,,26.420069,,,,,Aymeric Laporte,4353.0,,,,,,1,Regular Play,Eric García Martret,31953.0,Right Center Back,10,Spain,772,['ef4e3045-c326-4f9d-8646-86a33fbdef71'],43,,,,,,,,,,,,,,,,,,Spain,772,00:02:43.511,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,3c1aa3eb-0abf-4076-83c1-645155329cdc,117,,"[58.0, 25.6]",3788775,2,,,,,1.6646898,,Left Foot,,,,"[55.9, 47.9]",,Ground Pass,,22.39866,,,,,Eric García Martret,31953.0,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,10,Spain,772,['982ff451-c249-42b7-8cd7-696db4d7e499'],46,,,,,,,,,,,,,,,,,,Spain,772,00:02:46.025,Pass,
,,,,,,,,,,,,,,,1.435357,,,,,,,,,,,,,,febea32d-d463-4a0d-8fc8-c64920999ed2,120,,"[57.8, 55.8]",3788775,2,,,,,0.8200378,,Right Foot,,,,"[77.3, 76.7]",,Ground Pass,,28.58426,,,,,Pablo Sarabia García,6720.0,,,,,,1,Regular Play,Eric García Martret,31953.0,Right Center Back,10,Spain,772,['19e73f22-e98a-4266-b282-f0574808bc32'],49,,,,,,,,,,,,,,,,,,Spain,772,00:02:49.040,Pass,
