50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7cb96f25-e1eb-4a23-8bfa-e78e0068d689,1,,,,3788771,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 16531, 'name': 'Dominik Livaković'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 29163, 'name': 'Josip Juranović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 33018, 'name': 'Joško Gvardiol'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3441, 'name': 'Nikola Vlašić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 4}, {'player': {'id': 7693, 'name': 'Bruno Petković'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Croatia,785,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4ac976ad-1e52-410d-9197-a0c810039fdd,2,,,,3788771,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 9645, 'name': 'David Marshall'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3620, 'name': 'Scott McTominay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 9481, 'name': 'Grant Campbell Hanley'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 10540, 'name': 'Kieran Tierney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9048, 'name': ""Stephen O''Donnell""}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 3655, 'name': 'Andrew Robertson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 10534, 'name': 'Callum McGregor'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9974, 'name': 'John McGinn'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 10285, 'name': 'Stuart Armstrong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 29571, 'name': 'Lyndon Dykes'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 9466, 'name': 'Che Adams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Scotland,942,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,922c27a4-dbec-4ba0-ad29-0d1ad2483f93,3,,,,3788771,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,['a22ac7ab-946a-4e78-a968-ee33a0237e13'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a22ac7ab-946a-4e78-a968-ee33a0237e13,4,,,,3788771,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,['922c27a4-dbec-4ba0-ad29-0d1ad2483f93'],0,,,,,,,,,,,,,,,,,Scotland,942,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f45771a-eb6b-4726-aff5-193633c94902,1995,,,,3788771,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Croatia,785,['cd9e0b03-55da-43a7-a09e-004287a233a5'],0,,,,,,,,,,,,,,,,,Scotland,942,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cd9e0b03-55da-43a7-a09e-004287a233a5,1996,,,,3788771,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Croatia,785,['1f45771a-eb6b-4726-aff5-193633c94902'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.501014,,,,,,,,,,,,,1581ca0b-1263-4268-8c90-1692490a3676,5,,,"[61.0, 40.1]",3788771,0,,,,,2.922015,,Right Foot,,,"[37.7, 45.3]",,Ground Pass,,23.873207,,,,Kieran Tierney,10540.0,,,,,Kick Off,1,From Kick Off,Stuart Armstrong,10285.0,Left Center Midfield,2,Scotland,942,['4d7db0e1-f48f-40da-bfde-a38cf0073ba8'],0,,,,,,,,,,,,,,,,,Scotland,942,00:00:00.679,Pass,
,,,,,,,,,,,,,,,,3.692364,,,,,,,,,,,,,45683bef-d993-458f-87b9-e82e05b61714,8,,,"[41.2, 43.0]",3788771,0,,,,,0.4121537,,Left Foot,,,"[102.5, 69.8]",,High Pass,,66.90239,,,,Stephen O''Donnell,9048.0,,,,,,1,From Kick Off,Kieran Tierney,10540.0,Left Center Back,2,Scotland,942,['54c200e8-a7aa-46f8-ac5c-333fef77c7b1'],3,,,,,,,,,,,,,,,,,Scotland,942,00:00:03.388,Pass,
,,,,,,,,,,,,,,,,0.116958,,,,,,,,,,,,,61e57c97-d56d-4a42-83d5-ecf53f82fdfd,12,,,"[116.8, 76.4]",3788771,0,,,,,-0.94200003,,Right Foot,,,"[117.6, 75.3]",,Low Pass,,1.360147,,Incomplete,,Che Adams,9466.0,,,,,,1,From Kick Off,Stephen O''Donnell,9048.0,Right Wing Back,2,Scotland,942,"['4f037995-04ad-435c-b405-5640bc1adb53', 'ab35c920-3dbb-4575-9445-b8f751ec40cf', 'c3b9a017-86db-41b5-b709-95d71b9b5ab1']",9,,,,,,,,,,,,,,,,,Scotland,942,00:00:09.886,Pass,True
,,,,,,,,,,,,,,,,1.302541,,,,,,,,,,,,,a109bcd6-a237-429a-ab31-15099cfa04e6,15,,,"[120.0, 80.0]",3788771,0,,,,,-1.6575347,,Left Foot,,,"[117.2, 47.8]",,High Pass,True,32.32151,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Andrew Robertson,3655.0,Left Wing Back,3,Scotland,942,['1e368731-3d51-4ff5-bae5-122adedda2e2'],37,,,,,,,,,,,,,,,,,Scotland,942,00:00:37.672,Pass,
